POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
27,Sohail Tanvir,4,26,3,8,KKR,Eden Gardens,20 May 2008
28,Vinay Kumar,4,27,3,8,DEC,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008
29,Yo Mahesh,4,33,3,8,MI,DY Patil Stadium,04 May 2008
30,Shahid Afridi,4,28,3,8,RR,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008
31,Anil Kumble,4,14,3,8,CSK,Chidambaram,21 May 2008
32,Munaf Patel,4,17,3,8,DC,Wankhede Stadium,30 May 2008
33,Yusuf Pathan,4,22,3,8,CSK,DY Patil Stadium,01 June 2008
34,Dwayne Bravo,4,24,3,8,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
35,Zaheer Khan,4,38,3,8,CSK,M. Chinnaswamy Stadium,28 April 2008
36,Dwayne Smith,4,26,3,8,RCB,M. Chinnaswamy Stadium,28 May 2008
37,Shane Warne,4,19,3,8,PBKS,Sawai Mansingh Stadium,21 April 2008
38,Piyush Chawla,4,35,3,8,RR,IS Bindra Stadium,28 May 2008
39,Ashok Dinda,4,33,3,8,DEC,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008
40,Harbhajan Singh,4,32,3,8,PBKS,IS Bindra Stadium,25 April 2008
41,Ashish Nehra,4,25,3,8,DC,DY Patil Stadium,04 May 2008
42,Sanath Jayasuriya,4,14,3,8,KKR,Eden Gardens,29 April 2008
43,Shane Warne,4,23,3,8,RCB,Sawai Mansingh Stadium,17 May 2008
44,Jacob Oram,4,32,3,8,KKR,Chidambaram,26 April 2008
45,Piyush Chawla,4,25,3,8,RCB,M. Chinnaswamy Stadium,05 May 2008
46,MF Maharoof,4,34,3,8,RR,Wankhede Stadium,30 May 2008
47,Sohail Tanvir,4,10,3,8,RCB,Sawai Mansingh Stadium,17 May 2008
48,RP Singh,4,41,3,8,RCB,M. Chinnaswamy Stadium,03 May 2008
49,Dhawal Kulkarni,4,33,3,8,CSK,Wankhede Stadium,14 May 2008
50,Manpreet Gony,4,34,3,8,RCB,M. Chinnaswamy Stadium,28 April 2008
51,Sohail Tanvir,4,33,3,8,CSK,Chidambaram,24 May 2008
52,Umar Gul,4,31,3,8,RR,Sawai Mansingh Stadium,01 May 2008
53,Shaun Pollock,4,12,3,8,KKR,Wankhede Stadium,16 May 2008
54,Dale Steyn,4,27,3,8,KKR,Eden Gardens,08 May 2008
55,Shanthakumaran Sreesanth,4,29,3,8,RCB,IS Bindra Stadium,12 May 2008
56,Vikram Singh,4,29,3,8,DC,IS Bindra Stadium,27 April 2008
57,RP Singh,4,35,3,8,MI,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
58,Amit Mishra,2.5,27,2,8.5,RR,Sawai Mansingh Stadium,11 May 2008
59,Dhawal Kulkarni,2.5,18,2,8.5,DC,DY Patil Stadium,04 May 2008
60,Dwayne Smith,3,22,2,9,DC,Arun Jaitley Stadium,24 May 2008
61,Dominic Thornely,3,7,2,9,KKR,Wankhede Stadium,16 May 2008
62,Chaminda Vaas,3,9,2,9,KKR,Eden Gardens,20 April 2008
63,James Hopes,3,29,2,9,RR,IS Bindra Stadium,28 May 2008
64,Ashish Nehra,3,22,2,9,PBKS,IS Bindra Stadium,25 April 2008
65,Dwayne Bravo,3,13,2,9,KKR,Wankhede Stadium,16 May 2008
66,Munaf Patel,3,20,2,9,RCB,M. Chinnaswamy Stadium,26 April 2008
67,RP Singh,3,12,2,9,CSK,Chidambaram,06 May 2008
68,Rohan Raje,3,19,2,9,RR,DY Patil Stadium,07 May 2008
69,Dhawal Kulkarni,3,21,2,9,RR,DY Patil Stadium,07 May 2008
70,Balachandra Akhil,3,17,2,9,MI,Wankhede Stadium,20 April 2008
71,Venugopal Rao,3,25,2,9,MI,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
72,Musavir Khote,3,29,2,9,CSK,Chidambaram,23 April 2008
73,Shane Watson,3.1,22,2,9.5,KKR,Sawai Mansingh Stadium,01 May 2008
74,Umar Gul,3.3,30,2,10.5,RR,Eden Gardens,20 May 2008
75,Joginder Sharma,3.4,27,2,11,RCB,M. Chinnaswamy Stadium,28 April 2008
76,Virat Kohli,3.4,25,2,11,DEC,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008
77,Irfan Pathan,4,19,2,12,MI,IS Bindra Stadium,25 April 2008
78,RP Singh,4,15,2,12,MI,DY Patil Stadium,27 April 2008
79,Munaf Patel,4,16,2,12,CSK,Sawai Mansingh Stadium,04 May 2008
80,Muttiah Muralitharan,4,40,2,12,MI,Chidambaram,23 April 2008
81,Vikram Singh,4,28,2,12,KKR,Eden Gardens,25 May 2008
82,Albie Morkel,4,35,2,12,DC,Arun Jaitley Stadium,08 May 2008
83,Manpreet Gony,4,14,2,12,PBKS,Wankhede Stadium,31 May 2008
84,Yo Mahesh,4,34,2,12,KKR,Eden Gardens,13 May 2008
85,Praveen Kumar,4,22,2,12,PBKS,M. Chinnaswamy Stadium,05 May 2008
86,Shaun Pollock,4,27,2,12,KKR,Eden Gardens,29 April 2008
87,Munaf Patel,4,21,2,12,RCB,Sawai Mansingh Stadium,17 May 2008
88,Harbhajan Singh,4,36,2,12,RCB,Wankhede Stadium,20 April 2008
89,Sohail Tanvir,4,30,2,12,KKR,Sawai Mansingh Stadium,01 May 2008
90,Mohammad Asif,4,39,2,12,PBKS,IS Bindra Stadium,27 April 2008
91,Shane Warne,4,20,2,12,DEC,Sawai Mansingh Stadium,09 May 2008
92,Shanthakumaran Sreesanth,4,31,2,12,MI,IS Bindra Stadium,25 April 2008
93,Joginder Sharma,4,29,2,12,MI,Chidambaram,23 April 2008
94,Pragyan Ojha,4,30,2,12,PBKS,IS Bindra Stadium,23 May 2008
95,Shanthakumaran Sreesanth,4,33,2,12,KKR,Eden Gardens,25 May 2008
96,Lakshmipathy Balaji,4,35,2,12,DC,Arun Jaitley Stadium,08 May 2008
97,MF Maharoof,4,11,2,12,RR,Arun Jaitley Stadium,19 April 2008
98,Albie Morkel,4,27,2,12,PBKS,Wankhede Stadium,31 May 2008
99,Irfan Pathan,4,30,2,12,DEC,Rajiv Gandhi Intl. Cricket Stadium,01 May 2008
100,Umar Gul,4,27,2,12,PBKS,IS Bindra Stadium,03 May 2008
101,Dale Steyn,4,19,2,12,DEC,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008
102,MF Maharoof,4,36,2,12,DEC,Rajiv Gandhi Intl. Cricket Stadium,22 April 2008
103,Dale Steyn,4,28,2,12,CSK,Chidambaram,21 May 2008
104,Albie Morkel,4,25,2,12,RR,DY Patil Stadium,01 June 2008
105,Siddharth Trivedi,4,31,2,12,KKR,Sawai Mansingh Stadium,01 May 2008
106,Pragyan Ojha,4,28,2,12,RCB,M. Chinnaswamy Stadium,03 May 2008
107,Dwayne Bravo,4,37,2,12,CSK,Wankhede Stadium,14 May 2008
108,Irfan Pathan,4,47,2,12,CSK,IS Bindra Stadium,19 April 2008
109,Dilhara Fernando,4,38,2,12,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
110,Dimitri Mascarenhas,4,29,2,12,DC,Sawai Mansingh Stadium,11 May 2008
111,Albie Morkel,4,35,2,12,RR,Chidambaram,24 May 2008
112,Jacques Kallis,4,39,2,12,DC,Arun Jaitley Stadium,30 April 2008
113,Yo Mahesh,4,40,2,12,CSK,Arun Jaitley Stadium,08 May 2008
114,Rajat Bhatia,4,17,2,12,RR,Arun Jaitley Stadium,19 April 2008
115,Irfan Pathan,4,18,2,12,KKR,IS Bindra Stadium,03 May 2008
116,Siddharth Trivedi,4,25,2,12,PBKS,Sawai Mansingh Stadium,21 April 2008
117,MF Maharoof,4,13,2,12,RCB,M. Chinnaswamy Stadium,19 May 2008
118,Shane Watson,4,20,2,12,RCB,M. Chinnaswamy Stadium,26 April 2008
119,Sourav Ganguly,4,25,2,12,DEC,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008
120,Shahid Afridi,4,23,2,12,MI,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
121,Dhawal Kulkarni,4,37,2,12,PBKS,IS Bindra Stadium,25 April 2008
122,Shahid Afridi,4,32,2,12,MI,DY Patil Stadium,27 April 2008
123,Shaun Pollock,4,16,2,12,DC,DY Patil Stadium,04 May 2008
124,Mohammad Asif,4,19,2,12,DEC,Rajiv Gandhi Intl. Cricket Stadium,22 April 2008
125,Siddharth Chitnis,4,40,2,12,PBKS,Wankhede Stadium,21 May 2008
126,Shane Warne,4,21,2,12,DC,Wankhede Stadium,30 May 2008
127,Muttiah Muralitharan,4,39,2,12,RR,DY Patil Stadium,01 June 2008
128,Albie Morkel,4,37,2,12,DEC,Rajiv Gandhi Intl. Cricket Stadium,27 May 2008
129,Ishant Sharma,4,9,2,12,RCB,M. Chinnaswamy Stadium,18 April 2008
130,Manpreet Gony,4,40,2,12,KKR,Chidambaram,26 April 2008
131,Shanthakumaran Sreesanth,4,16,2,12,RCB,M. Chinnaswamy Stadium,05 May 2008
132,Shane Watson,4,21,2,12,DC,Sawai Mansingh Stadium,11 May 2008
133,Pradeep Sangwan,4,29,2,12,CSK,Arun Jaitley Stadium,08 May 2008
134,Manpreet Gony,4,11,2,12,RCB,Chidambaram,21 May 2008
135,Yo Mahesh,4,50,2,12,RR,Wankhede Stadium,30 May 2008
136,Siddharth Trivedi,4,31,2,12,MI,Sawai Mansingh Stadium,26 May 2008
137,Shanthakumaran Sreesanth,4,25,2,12,KKR,IS Bindra Stadium,03 May 2008
138,Piyush Chawla,4,33,2,12,RCB,IS Bindra Stadium,12 May 2008
139,Glenn McGrath,4,15,2,12,RCB,M. Chinnaswamy Stadium,19 May 2008
140,Irfan Pathan,4,26,2,12,DC,IS Bindra Stadium,27 April 2008
141,MF Maharoof,4,39,2,12,DEC,Arun Jaitley Stadium,15 May 2008
142,Shanthakumaran Sreesanth,4,29,2,12,CSK,Chidambaram,10 May 2008
143,Piyush Chawla,4,16,2,12,MI,IS Bindra Stadium,25 April 2008
144,Sanjay Bangar,4,34,2,12,MI,DY Patil Stadium,27 April 2008
145,Rajat Bhatia,4,27,2,12,DEC,Rajiv Gandhi Intl. Cricket Stadium,22 April 2008
146,Shanthakumaran Sreesanth,4,35,2,12,MI,Wankhede Stadium,21 May 2008
147,Piyush Chawla,4,36,2,12,KKR,Eden Gardens,25 May 2008
148,Shane Watson,4,26,2,12,MI,DY Patil Stadium,07 May 2008
149,Pragyan Ojha,4,18,2,12,KKR,Eden Gardens,20 April 2008
150,Makhaya Ntini,4,23,2,12,PBKS,Wankhede Stadium,31 May 2008
