POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
45,Andre Russell,4,26,3,8,DC,Arun Jaitley Stadium,30 April 2016
46,Bhuvneshwar Kumar,4,19,3,8,KKR,Arun Jaitley Stadium,25 May 2016
47,Ashok Dinda,4,23,3,8,SRH,Rajiv Gandhi Intl. Cricket Stadium,26 April 2016
48,Brad Hogg,4,19,3,8,DC,Eden Gardens,10 April 2016
49,Jasprit Bumrah,4,31,3,8,RCB,Wankhede Stadium,20 April 2016
50,Murugan Ashwin,4,36,3,8,PBKS,IS Bindra Stadium,17 April 2016
51,Jasprit Bumrah,4,26,3,8,PBKS,IS Bindra Stadium,25 April 2016
52,Jasprit Bumrah,4,29,3,8,RPS,Maharashtra Cricket Association's International Stadium,01 May 2016
53,Mohit Sharma,4,32,3,8,GL,Saurashtra Cricket Association Stadium,01 May 2016
54,Kuldeep Yadav,4,35,3,8,SRH,Arun Jaitley Stadium,25 May 2016
55,Thisara Perera,4,34,3,8,RCB,Maharashtra Cricket Association's International Stadium,22 April 2016
56,Sunil Narine,4,26,3,8,SRH,Eden Gardens,22 May 2016
57,Dhawal Kulkarni,4,19,3,8,DC,Arun Jaitley Stadium,27 April 2016
58,Shane Watson,4,24,3,8,RPS,M. Chinnaswamy Stadium,07 May 2016
59,Ashok Dinda,4,20,3,8,DC,ACA-VDCA Stadium,17 May 2016
60,Yuzvendra Chahal,4,19,3,8,GL,M. Chinnaswamy Stadium,14 May 2016
61,John Hastings,2.4,6,2,8,DC,Eden Gardens,10 April 2016
62,Praveen Kumar,2.5,25,2,8.5,PBKS,Saurashtra Cricket Association Stadium,01 May 2016
63,Moises Henriques,3,19,2,9,DC,Rajiv Gandhi Intl. Cricket Stadium,12 May 2016
64,KC Cariappa,3,16,2,9,RCB,IS Bindra Stadium,09 May 2016
65,Vinay Kumar,3,17,2,9,GL,Green Park,21 May 2016
66,Moises Henriques,3,17,2,9,KKR,Arun Jaitley Stadium,25 May 2016
67,Mitchell McClenaghan,3,24,2,9,PBKS,ACA-VDCA Stadium,13 May 2016
68,Axar Patel,3,19,2,9,KKR,IS Bindra Stadium,19 April 2016
69,Amit Mishra,3,19,2,9,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 May 2016
70,Shahbaz Nadeem,3,23,2,9,GL,Saurashtra Cricket Association Stadium,03 May 2016
71,Dwayne Bravo,3,14,2,9,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016
72,Ben Cutting,3,20,2,9,GL,Arun Jaitley Stadium,27 May 2016
73,Albie Morkel,3,36,2,9,KKR,Maharashtra Cricket Association's International Stadium,24 April 2016
74,Thisara Perera,3.3,28,2,10.5,KKR,Maharashtra Cricket Association's International Stadium,24 April 2016
75,Barinder Sran,3.3,18,2,10.5,MI,ACA-VDCA Stadium,08 May 2016
76,Varun Aaron,3.4,37,2,11,MI,M. Chinnaswamy Stadium,11 May 2016
77,Dwayne Bravo,4,33,2,12,PBKS,Saurashtra Cricket Association Stadium,01 May 2016
78,Dhawal Kulkarni,4,41,2,12,MI,Green Park,21 May 2016
79,Shane Watson,4,25,2,12,DC,M. Chinnaswamy Stadium,17 April 2016
80,Ashok Dinda,4,40,2,12,GL,Maharashtra Cricket Association's International Stadium,29 April 2016
81,Jason Holder,4,33,2,12,SRH,Arun Jaitley Stadium,25 May 2016
82,Tim Southee,4,28,2,12,PBKS,IS Bindra Stadium,25 April 2016
83,Dhawal Kulkarni,4,17,2,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016
84,Chris Morris,4,34,2,12,MI,ACA-VDCA Stadium,15 May 2016
85,Mustafizur Rahman,4,26,2,12,RCB,M. Chinnaswamy Stadium,12 April 2016
86,Mitchell McClenaghan,4,31,2,12,DC,Arun Jaitley Stadium,23 April 2016
87,Morne Morkel,4,28,2,12,RCB,M. Chinnaswamy Stadium,02 May 2016
88,Ishant Sharma,4,36,2,12,MI,Wankhede Stadium,09 April 2016
89,Pradeep Sahu,4,18,2,12,KKR,IS Bindra Stadium,19 April 2016
90,Dwayne Bravo,4,32,2,12,SRH,Arun Jaitley Stadium,27 May 2016
91,Sandeep Sharma,4,23,2,12,RPS,IS Bindra Stadium,17 April 2016
92,Chris Morris,4,30,2,12,PBKS,IS Bindra Stadium,07 May 2016
93,Pravin Tambe,4,33,2,12,RPS,Saurashtra Cricket Association Stadium,14 April 2016
94,Scott Boland,4,31,2,12,DC,Arun Jaitley Stadium,05 May 2016
95,Ravindra Jadeja,4,21,2,12,RCB,M. Chinnaswamy Stadium,24 May 2016
96,Nathan Coulter-Nile,4,25,2,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 May 2016
97,Bhuvneshwar Kumar,4,31,2,12,KKR,Eden Gardens,22 May 2016
98,Thisara Perera,4,41,2,12,GL,Maharashtra Cricket Association's International Stadium,29 April 2016
99,Harbhajan Singh,4,29,2,12,SRH,ACA-VDCA Stadium,08 May 2016
100,Barinder Sran,4,34,2,12,DC,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016
101,Jasprit Bumrah,4,32,2,12,GL,Wankhede Stadium,16 April 2016
102,Mustafizur Rahman,4,17,2,12,GL,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016
103,Yuzvendra Chahal,4,43,2,12,SRH,M. Chinnaswamy Stadium,12 April 2016
104,Amit Mishra,4,24,2,12,MI,Arun Jaitley Stadium,23 April 2016
105,Yuzvendra Chahal,4,27,2,12,KKR,M. Chinnaswamy Stadium,02 May 2016
106,Mitchell Marsh,4,21,2,12,MI,Wankhede Stadium,09 April 2016
107,Kane Richardson,4,45,2,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016
108,Dwayne Bravo,4,22,2,12,MI,Green Park,21 May 2016
109,Shivil Kaushik,4,22,2,12,SRH,Arun Jaitley Stadium,27 May 2016
110,Chris Morris,4,35,2,12,GL,Arun Jaitley Stadium,27 April 2016
111,Ravindra Jadeja,4,18,2,12,RPS,Saurashtra Cricket Association Stadium,14 April 2016
112,Rajat Bhatia,4,19,2,12,KKR,Maharashtra Cricket Association's International Stadium,24 April 2016
113,Rajat Bhatia,4,22,2,12,DC,Arun Jaitley Stadium,05 May 2016
114,Piyush Chawla,4,21,2,12,RPS,Eden Gardens,14 May 2016
115,Ravindra Jadeja,4,30,2,12,PBKS,IS Bindra Stadium,11 April 2016
116,Praveen Kumar,4,19,2,12,KKR,Eden Gardens,08 May 2016
117,Carlos Brathwaite,4,27,2,12,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016
118,Bhuvneshwar Kumar,4,28,2,12,GL,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016
119,Shane Watson,4,30,2,12,SRH,M. Chinnaswamy Stadium,12 April 2016
120,Moises Henriques,4,33,2,12,PBKS,Rajiv Gandhi Intl. Cricket Stadium,23 April 2016
121,Praveen Kumar,4,45,2,12,RCB,M. Chinnaswamy Stadium,14 May 2016
122,Iqbal Abdulla,4,38,2,12,GL,M. Chinnaswamy Stadium,24 May 2016
123,Praveen Kumar,4,24,2,12,MI,Green Park,21 May 2016
124,Ben Cutting,4,35,2,12,RCB,M. Chinnaswamy Stadium,29 May 2016
125,Sunil Narine,4,22,2,12,MI,Wankhede Stadium,28 April 2016
126,Imran Tahir,4,26,2,12,RPS,Arun Jaitley Stadium,05 May 2016
127,Morne Morkel,4,31,2,12,SRH,Arun Jaitley Stadium,25 May 2016
128,Shane Watson,4,31,2,12,RPS,Maharashtra Cricket Association's International Stadium,22 April 2016
129,Sandeep Sharma,4,11,2,12,MI,ACA-VDCA Stadium,13 May 2016
130,Kuldeep Yadav,4,28,2,12,SRH,Eden Gardens,22 May 2016
131,Morne Morkel,4,27,2,12,PBKS,IS Bindra Stadium,19 April 2016
132,Shane Watson,4,22,2,12,PBKS,IS Bindra Stadium,09 May 2016
133,Bhuvneshwar Kumar,4,27,2,12,GL,Arun Jaitley Stadium,27 May 2016
134,Mitchell Marsh,4,14,2,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,26 April 2016
135,Adam Zampa,4,35,2,12,RCB,M. Chinnaswamy Stadium,07 May 2016
136,Sreenath Aravind,4,41,2,12,KKR,Eden Gardens,16 May 2016
137,Mitchell McClenaghan,4,25,2,12,KKR,Eden Gardens,13 April 2016
138,Mustafizur Rahman,4,9,2,12,PBKS,Rajiv Gandhi Intl. Cricket Stadium,23 April 2016
139,Piyush Chawla,4,27,2,12,PBKS,Eden Gardens,04 May 2016
140,Chris Jordan,4,26,2,12,GL,M. Chinnaswamy Stadium,24 May 2016
141,Piyush Chawla,4,21,2,12,DC,Eden Gardens,10 April 2016
142,Krunal Pandya,4,27,2,12,RCB,Wankhede Stadium,20 April 2016
143,Dwayne Smith,4,37,2,12,MI,Green Park,21 May 2016
144,Sreenath Aravind,4,30,2,12,SRH,M. Chinnaswamy Stadium,29 May 2016
145,Mohammad Shami,4,34,2,12,RCB,M. Chinnaswamy Stadium,17 April 2016
146,Tim Southee,4,38,2,12,KKR,Wankhede Stadium,28 April 2016
147,Morne Morkel,4,35,2,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,16 April 2016
148,Mitchell McClenaghan,4,32,2,12,PBKS,IS Bindra Stadium,25 April 2016
149,Bhuvneshwar Kumar,4,32,2,12,PBKS,IS Bindra Stadium,15 May 2016
150,Bhuvneshwar Kumar,4,55,2,12,RCB,M. Chinnaswamy Stadium,12 April 2016
