POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
25,Imran Tahir,4,9,3,8,RCB,Chidambaram,23 March 2019
26,Chris Morris,4,30,3,8,PBKS,IS Bindra Stadium,01 April 2019
27,Mohammad Shami,4,21,3,8,MI,Wankhede Stadium,10 April 2019
28,Harbhajan Singh,4,57,3,8,PBKS,IS Bindra Stadium,05 May 2019
29,Ishant Sharma,4,38,3,8,RR,Arun Jaitley Stadium,04 May 2019
30,Jasprit Bumrah,4,20,3,8,RCB,M. Chinnaswamy Stadium,28 March 2019
31,Khaleel Ahmed,4,42,3,8,MI,Wankhede Stadium,02 May 2019
32,Lasith Malinga,4,34,3,8,CSK,Wankhede Stadium,03 April 2019
33,Krunal Pandya,4,34,3,8,RR,Wankhede Stadium,13 April 2019
34,Khaleel Ahmed,4,33,3,8,KKR,Rajiv Gandhi Intl. Cricket Stadium,21 April 2019
35,Rashid Khan,4,21,3,8,PBKS,Rajiv Gandhi Intl. Cricket Stadium,29 April 2019
36,Harbhajan Singh,4,20,3,8,RCB,Chidambaram,23 March 2019
37,Mitchell McClenaghan,4,40,3,8,DC,Wankhede Stadium,24 March 2019
38,Shreyas Gopal,4,12,3,8,RCB,Sawai Mansingh Stadium,02 April 2019
39,Umesh Yadav,4,36,3,8,PBKS,M. Chinnaswamy Stadium,24 April 2019
40,Dwayne Bravo,4,33,3,8,DC,Arun Jaitley Stadium,26 March 2019
41,Lasith Malinga,4,35,3,8,KKR,Wankhede Stadium,05 May 2019
42,Jofra Archer,4,15,3,8,PBKS,IS Bindra Stadium,16 April 2019
43,Ravichandran Ashwin,4,23,3,8,CSK,Chidambaram,06 April 2019
44,Sandeep Lamichhane,4,40,3,8,PBKS,Arun Jaitley Stadium,20 April 2019
45,Deepak Chahar,4,20,3,8,KKR,Chidambaram,09 April 2019
46,Keemo Paul,4,17,3,8,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 April 2019
47,Rahul Chahar,4,29,3,8,RR,Sawai Mansingh Stadium,20 April 2019
48,Deepak Chahar,4,26,3,8,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019
49,Hardik Pandya,4,20,3,8,CSK,Wankhede Stadium,03 April 2019
50,Rahul Chahar,4,19,3,8,DC,Arun Jaitley Stadium,18 April 2019
51,Sam Curran,4,35,3,8,CSK,IS Bindra Stadium,05 May 2019
52,Piyush Chawla,4,20,3,8,RR,Eden Gardens,25 April 2019
53,Amit Mishra,4,17,3,8,RR,Arun Jaitley Stadium,04 May 2019
54,Khaleel Ahmed,2.5,24,2,8.5,DC,ACA-VDCA Stadium,08 May 2019
55,Imran Tahir,3,23,2,9,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019
56,Ravindra Jadeja,3,23,2,9,DC,ACA-VDCA Stadium,10 May 2019
57,Ben Stokes,3,39,2,9,CSK,Sawai Mansingh Stadium,11 April 2019
58,Hardik Pandya,3,20,2,9,KKR,Wankhede Stadium,05 May 2019
59,Krunal Pandya,3,7,2,9,CSK,Chidambaram,26 April 2019
60,Axar Patel,3,22,2,9,PBKS,Arun Jaitley Stadium,20 April 2019
61,Jasprit Bumrah,3,10,2,9,CSK,Chidambaram,26 April 2019
62,Mohammad Shami,3,17,2,9,CSK,IS Bindra Stadium,05 May 2019
63,Andre Russell,3,32,2,9,SRH,Eden Gardens,24 March 2019
64,Andre Russell,3,21,2,9,PBKS,Eden Gardens,27 March 2019
65,Pawan Negi,3.1,21,2,9.5,KKR,M. Chinnaswamy Stadium,05 April 2019
66,Sunil Narine,3.2,24,2,10,CSK,Chidambaram,09 April 2019
67,Piyush Chawla,3.4,32,2,11,CSK,Eden Gardens,14 April 2019
68,Kagiso Rabada,4,23,2,12,MI,Wankhede Stadium,24 March 2019
69,Ravindra Jadeja,4,20,2,12,RR,Sawai Mansingh Stadium,11 April 2019
70,Shreyas Gopal,4,21,2,12,MI,Sawai Mansingh Stadium,20 April 2019
71,Andre Russell,4,25,2,12,MI,Eden Gardens,28 April 2019
72,Imran Tahir,4,33,2,12,MI,Chidambaram,07 May 2019
73,Jofra Archer,4,17,2,12,CSK,Chidambaram,31 March 2019
74,Sandeep Sharma,4,21,2,12,PBKS,IS Bindra Stadium,08 April 2019
75,Mohammad Shami,4,46,2,12,RR,IS Bindra Stadium,16 April 2019
76,Mitchell Santner,4,13,2,12,MI,Chidambaram,26 April 2019
77,Harbhajan Singh,4,17,2,12,PBKS,Chidambaram,06 April 2019
78,Harbhajan Singh,4,39,2,12,SRH,Chidambaram,23 April 2019
79,Sam Curran,4,52,2,12,RR,Sawai Mansingh Stadium,25 March 2019
80,Jason Behrendorff,4,22,2,12,CSK,Wankhede Stadium,03 April 2019
81,Bhuvneshwar Kumar,4,35,2,12,KKR,Rajiv Gandhi Intl. Cricket Stadium,21 April 2019
82,Jasprit Bumrah,4,18,2,12,DC,Arun Jaitley Stadium,18 April 2019
83,Amit Mishra,4,29,2,12,RCB,Arun Jaitley Stadium,28 April 2019
84,Harshal Patel,4,40,2,12,KKR,Arun Jaitley Stadium,30 March 2019
85,Chris Morris,4,28,2,12,RCB,M. Chinnaswamy Stadium,07 April 2019
86,Yuzvendra Chahal,4,27,2,12,MI,Wankhede Stadium,15 April 2019
87,Varun Aaron,4,20,2,12,KKR,Eden Gardens,25 April 2019
88,Navdeep Saini,4,34,2,12,KKR,M. Chinnaswamy Stadium,05 April 2019
89,Dale Steyn,4,29,2,12,CSK,M. Chinnaswamy Stadium,21 April 2019
90,Ishant Sharma,4,34,2,12,MI,Wankhede Stadium,24 March 2019
91,Ravichandran Ashwin,4,31,2,12,DC,IS Bindra Stadium,01 April 2019
92,Hardus Viljoen,4,39,2,12,DC,Arun Jaitley Stadium,20 April 2019
93,Harry Gurney,4,37,2,12,MI,Eden Gardens,28 April 2019
94,Rahul Chahar,4,14,2,12,CSK,Chidambaram,07 May 2019
95,Shardul Thakur,4,42,2,12,RR,Chidambaram,31 March 2019
96,Imran Tahir,4,21,2,12,KKR,Chidambaram,09 April 2019
97,Ravichandran Ashwin,4,24,2,12,RR,IS Bindra Stadium,16 April 2019
98,Varun Aaron,4,36,2,12,SRH,Sawai Mansingh Stadium,27 April 2019
99,Navdeep Saini,4,39,2,12,SRH,M. Chinnaswamy Stadium,04 May 2019
100,Krunal Pandya,4,43,2,12,PBKS,IS Bindra Stadium,30 March 2019
101,Siddarth Kaul,4,34,2,12,MI,Rajiv Gandhi Intl. Cricket Stadium,06 April 2019
102,Navdeep Saini,4,33,2,12,PBKS,M. Chinnaswamy Stadium,24 April 2019
103,Ben Stokes,4,48,2,12,PBKS,Sawai Mansingh Stadium,25 March 2019
104,Ishant Sharma,4,34,2,12,SRH,ACA-VDCA Stadium,08 May 2019
105,Sandeep Lamichhane,4,27,2,12,PBKS,IS Bindra Stadium,01 April 2019
106,Hardik Pandya,4,57,2,12,PBKS,Wankhede Stadium,10 April 2019
107,Kagiso Rabada,4,38,2,12,MI,Arun Jaitley Stadium,18 April 2019
108,Kagiso Rabada,4,31,2,12,RCB,Arun Jaitley Stadium,28 April 2019
109,Kuldeep Yadav,4,41,2,12,DC,Arun Jaitley Stadium,30 March 2019
110,Shreyas Gopal,4,21,2,12,DC,Arun Jaitley Stadium,04 May 2019
111,Shardul Thakur,4,18,2,12,KKR,Eden Gardens,14 April 2019
112,Umesh Yadav,4,47,2,12,CSK,M. Chinnaswamy Stadium,21 April 2019
113,Jasprit Bumrah,4,14,2,12,CSK,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019
114,Chris Morris,4,38,2,12,KKR,Eden Gardens,12 April 2019
115,Mohammad Shami,4,36,2,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,29 April 2019
116,Bhuvneshwar Kumar,4,42,2,12,DC,ACA-VDCA Stadium,08 May 2019
117,Deepak Chahar,4,19,2,12,RR,Chidambaram,31 March 2019
118,Harbhajan Singh,4,15,2,12,KKR,Chidambaram,09 April 2019
119,Rashid Khan,4,17,2,12,CSK,Rajiv Gandhi Intl. Cricket Stadium,17 April 2019
120,Oshane Thomas,4,28,2,12,SRH,Sawai Mansingh Stadium,27 April 2019
121,Hardus Viljoen,4,40,2,12,MI,IS Bindra Stadium,30 March 2019
122,Rahul Chahar,4,21,2,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 April 2019
123,Sandeep Warrier,4,31,2,12,PBKS,IS Bindra Stadium,03 May 2019
124,Siddarth Kaul,4,35,2,12,DC,Arun Jaitley Stadium,04 April 2019
125,Jasprit Bumrah,4,23,2,12,RR,Wankhede Stadium,13 April 2019
126,Dwayne Bravo,4,34,2,12,RCB,M. Chinnaswamy Stadium,21 April 2019
127,Dwayne Bravo,4,19,2,12,DC,ACA-VDCA Stadium,10 May 2019
128,Ravindra Jadeja,4,15,2,12,RCB,Chidambaram,23 March 2019
129,Kagiso Rabada,4,32,2,12,PBKS,IS Bindra Stadium,01 April 2019
130,Shardul Thakur,4,44,2,12,RR,Sawai Mansingh Stadium,11 April 2019
131,Dale Steyn,4,40,2,12,KKR,Eden Gardens,19 April 2019
132,Yuzvendra Chahal,4,41,2,12,DC,Arun Jaitley Stadium,28 April 2019
133,Shreyas Gopal,4,35,2,12,KKR,Sawai Mansingh Stadium,07 April 2019
134,Mohammed Siraj,4,38,2,12,MI,M. Chinnaswamy Stadium,28 March 2019
135,Kagiso Rabada,4,37,2,12,RR,Sawai Mansingh Stadium,22 April 2019
136,Krunal Pandya,4,22,2,12,SRH,Wankhede Stadium,02 May 2019
137,Shardul Thakur,4,37,2,12,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019
138,Ankit Rajpoot,4,33,2,12,RR,Sawai Mansingh Stadium,25 March 2019
139,Yuzvendra Chahal,4,17,2,12,RR,Sawai Mansingh Stadium,02 April 2019
140,Kagiso Rabada,4,42,2,12,KKR,Eden Gardens,12 April 2019
141,Ravichandran Ashwin,4,30,2,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,29 April 2019
142,Dwayne Bravo,4,32,2,12,RR,Chidambaram,31 March 2019
143,Imran Tahir,4,20,2,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2019
144,Shreyas Gopal,4,30,2,12,SRH,Sawai Mansingh Stadium,27 April 2019
145,Mohammad Shami,4,42,2,12,MI,IS Bindra Stadium,30 March 2019
146,Sunil Narine,4,25,2,12,RR,Eden Gardens,25 April 2019
147,Trent Boult,4,27,2,12,RR,Arun Jaitley Stadium,04 May 2019
148,Amit Mishra,4,35,2,12,CSK,Arun Jaitley Stadium,26 March 2019
149,Bhuvneshwar Kumar,4,27,2,12,DC,Arun Jaitley Stadium,04 April 2019
150,Yuzvendra Chahal,4,33,2,12,PBKS,IS Bindra Stadium,13 April 2019
