POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
41,Chetan Sakariya,4,31,3,8,PBKS,Wankhede Stadium,12 April 2021
42,Chetan Sakariya,4,36,3,8,CSK,Wankhede Stadium,19 April 2021
43,Arshdeep Singh,4,32,3,8,KKR,Dubai International Stadium,01 October 2021
44,Avesh Khan,4,32,3,8,RR,Wankhede Stadium,15 April 2021
45,Ravindra Jadeja,4,13,3,8,RCB,Wankhede Stadium,25 April 2021
46,Kagiso Rabada,4,36,3,8,PBKS,Narendra Modi Stadium,02 May 2021
47,Jason Holder,4,27,3,8,CSK,Sharjah Cricket Stadium,30 September 2021
48,Arshdeep Singh,4,35,3,8,RR,Wankhede Stadium,12 April 2021
49,Rashid Khan,4,36,3,8,CSK,Arun Jaitley Stadium,28 April 2021
50,Harshal Patel,4,51,3,8,CSK,Wankhede Stadium,25 April 2021
51,Mohammad Shami,4,21,3,8,RR,Dubai International Stadium,21 September 2021
52,Lockie Ferguson,4,18,3,8,RR,Sharjah Cricket Stadium,07 October 2021
53,Lungi Ngidi,4,28,3,8,KKR,Wankhede Stadium,21 April 2021
54,Dwayne Bravo,4,25,3,8,MI,Dubai International Stadium,19 September 2021
55,Jasprit Bumrah,4,36,3,8,RCB,Dubai International Stadium,26 September 2021
56,Pat Cummins,4,24,3,8,DC,Narendra Modi Stadium,29 April 2021
57,Jason Holder,4,19,3,8,PBKS,Sharjah Cricket Stadium,25 September 2021
58,Yuzvendra Chahal,4,29,3,8,PBKS,Sharjah Cricket Stadium,03 October 2021
59,Rahul Chahar,4,19,3,8,SRH,Chidambaram,17 April 2021
60,Prasidh Krishna,4,30,3,8,PBKS,Narendra Modi Stadium,26 April 2021
61,Jasprit Bumrah,4,43,3,8,KKR,Zayed Cricket Stadium,23 September 2021
62,Harshal Patel,4,33,3,8,SRH,Zayed Cricket Stadium,06 October 2021
63,Sam Curran,4,34,3,8,MI,Arun Jaitley Stadium,01 May 2021
64,Sunil Narine,4,41,3,8,CSK,Zayed Cricket Stadium,26 September 2021
65,Dwayne Bravo,4,24,3,8,RCB,Sharjah Cricket Stadium,24 September 2021
66,Axar Patel,4,21,3,8,MI,Sharjah Cricket Stadium,02 October 2021
67,Jason Holder,4,30,3,8,RCB,Chidambaram,14 April 2021
68,Mohammed Siraj,4,27,3,8,RR,Wankhede Stadium,22 April 2021
69,Harpreet Brar,4,19,3,8,RCB,Narendra Modi Stadium,30 April 2021
70,Moises Henriques,4,12,3,8,RCB,Sharjah Cricket Stadium,03 October 2021
71,Josh Hazlewood,4,24,3,8,SRH,Sharjah Cricket Stadium,30 September 2021
72,Jaydev Unadkat,4,15,3,8,DC,Wankhede Stadium,15 April 2021
73,Varun Chakaravarthy,4,13,3,8,RCB,Zayed Cricket Stadium,20 September 2021
74,Chris Morris,4,29,3,8,SRH,Arun Jaitley Stadium,02 May 2021
75,Vijay Shankar,3,19,2,9,MI,Chidambaram,17 April 2021
76,Chris Woakes,3,18,2,9,CSK,Wankhede Stadium,10 April 2021
77,Lalit Yadav,3,13,2,9,KKR,Narendra Modi Stadium,29 April 2021
78,Kyle Jamieson,3,32,2,9,PBKS,Narendra Modi Stadium,30 April 2021
79,Jimmy Neesham,3,28,2,9,SRH,Zayed Cricket Stadium,08 October 2021
80,Ravi Bishnoi,3,17,2,9,MI,Zayed Cricket Stadium,28 September 2021
81,Chris Jordan,3,20,2,9,CSK,Dubai International Stadium,07 October 2021
82,Pat Cummins,3,31,2,9,PBKS,Narendra Modi Stadium,26 April 2021
83,Dan Christian,3,14,2,9,SRH,Zayed Cricket Stadium,06 October 2021
84,Mustafizur Rahman,3,20,2,9,RCB,Dubai International Stadium,29 September 2021
85,Harshal Patel,3.1,25,2,9.5,CSK,Sharjah Cricket Stadium,24 September 2021
86,Shardul Thakur,3.4,53,2,11,DC,Wankhede Stadium,10 April 2021
87,Ravichandran Ashwin,3.5,27,2,11.5,KKR,Sharjah Cricket Stadium,13 October 2021
88,Avesh Khan,4,23,2,12,CSK,Wankhede Stadium,10 April 2021
89,Varun Chakaravarthy,4,39,2,12,RCB,Chidambaram,18 April 2021
90,Chris Morris,4,33,2,12,MI,Arun Jaitley Stadium,29 April 2021
91,Anrich Nortje,4,18,2,12,RR,Zayed Cricket Stadium,25 September 2021
92,Josh Hazlewood,4,29,2,12,DC,Dubai International Stadium,10 October 2021
93,Mohammad Shami,4,21,2,12,CSK,Wankhede Stadium,16 April 2021
94,Axar Patel,4,26,2,12,SRH,Chidambaram,25 April 2021
95,Mohammed Siraj,4,25,2,12,DC,Dubai International Stadium,08 October 2021
96,Rashid Khan,4,18,2,12,RCB,Chidambaram,14 April 2021
97,Trent Boult,4,35,2,12,CSK,Dubai International Stadium,19 September 2021
98,Sunil Narine,4,18,2,12,DC,Sharjah Cricket Stadium,28 September 2021
99,Chris Morris,4,41,2,12,PBKS,Wankhede Stadium,12 April 2021
100,Chris Morris,4,33,2,12,CSK,Wankhede Stadium,19 April 2021
101,Ravi Bishnoi,4,17,2,12,RCB,Narendra Modi Stadium,30 April 2021
102,Jasprit Bumrah,4,26,2,12,RCB,Chidambaram,09 April 2021
103,Harshal Patel,4,37,2,12,DC,Narendra Modi Stadium,27 April 2021
104,Prasidh Krishna,4,43,2,12,MI,Zayed Cricket Stadium,23 September 2021
105,Varun Chakaravarthy,4,24,2,12,PBKS,Dubai International Stadium,01 October 2021
106,Nathan Coulter-Nile,4,40,2,12,SRH,Zayed Cricket Stadium,08 October 2021
107,Mustafizur Rahman,4,29,2,12,DC,Wankhede Stadium,15 April 2021
108,Imran Tahir,4,16,2,12,RCB,Wankhede Stadium,25 April 2021
109,Lockie Ferguson,4,24,2,12,RCB,Zayed Cricket Stadium,20 September 2021
110,Jasprit Bumrah,4,24,2,12,PBKS,Zayed Cricket Stadium,28 September 2021
111,Arshdeep Singh,4,35,2,12,CSK,Dubai International Stadium,07 October 2021
112,Pat Cummins,4,24,2,12,MI,Chidambaram,13 April 2021
113,Axar Patel,4,18,2,12,CSK,Dubai International Stadium,04 October 2021
114,Jhye Richardson,4,41,2,12,DC,Wankhede Stadium,18 April 2021
115,Mustafizur Rahman,4,22,2,12,DC,Zayed Cricket Stadium,25 September 2021
116,Mohammed Siraj,4,19,2,12,KKR,Sharjah Cricket Stadium,11 October 2021
117,Axar Patel,4,21,2,12,SRH,Dubai International Stadium,22 September 2021
118,Anrich Nortje,4,24,2,12,RCB,Dubai International Stadium,08 October 2021
119,Mohammad Shami,4,21,2,12,MI,Chidambaram,23 April 2021
120,Adam Milne,4,21,2,12,CSK,Dubai International Stadium,19 September 2021
121,Jasprit Bumrah,4,14,2,12,RR,Sharjah Cricket Stadium,05 October 2021
122,Shardul Thakur,4,20,2,12,KKR,Zayed Cricket Stadium,26 September 2021
123,Varun Chakaravarthy,4,26,2,12,SRH,Dubai International Stadium,03 October 2021
124,Varun Chakaravarthy,4,26,2,12,DC,Sharjah Cricket Stadium,13 October 2021
125,Marco Jansen,4,28,2,12,RCB,Chidambaram,09 April 2021
126,Lungi Ngidi,4,35,2,12,SRH,Arun Jaitley Stadium,28 April 2021
127,Trent Boult,4,27,2,12,KKR,Chidambaram,13 April 2021
128,Glenn Maxwell,4,23,2,12,MI,Dubai International Stadium,26 September 2021
129,Shardul Thakur,4,13,2,12,DC,Dubai International Stadium,04 October 2021
130,Josh Hazlewood,4,29,2,12,KKR,Dubai International Stadium,15 October 2021
131,Mohammad Nabi,4,32,2,12,KKR,Chidambaram,11 April 2021
132,Axar Patel,4,32,2,12,KKR,Narendra Modi Stadium,29 April 2021
133,Chetan Sakariya,4,33,2,12,DC,Zayed Cricket Stadium,25 September 2021
134,Shardul Thakur,4,30,2,12,RR,Zayed Cricket Stadium,02 October 2021
135,Harshal Patel,4,19,2,12,KKR,Sharjah Cricket Stadium,11 October 2021
136,Anrich Nortje,4,12,2,12,SRH,Dubai International Stadium,22 September 2021
137,Mohammed Siraj,4,25,2,12,SRH,Chidambaram,14 April 2021
138,Ravi Bishnoi,4,21,2,12,MI,Chidambaram,23 April 2021
139,Jasprit Bumrah,4,33,2,12,CSK,Dubai International Stadium,19 September 2021
140,Venkatesh Iyer,4,29,2,12,DC,Sharjah Cricket Stadium,28 September 2021
141,Josh Hazlewood,4,40,2,12,KKR,Zayed Cricket Stadium,26 September 2021
142,Shivam Mavi,4,29,2,12,SRH,Dubai International Stadium,03 October 2021
143,Kagiso Rabada,4,23,2,12,KKR,Sharjah Cricket Stadium,13 October 2021
144,Harshal Patel,4,17,2,12,KKR,Chidambaram,18 April 2021
145,Shardul Thakur,4,29,2,12,RCB,Sharjah Cricket Stadium,24 September 2021
146,Ravi Bishnoi,4,22,2,12,KKR,Dubai International Stadium,01 October 2021
147,Jasprit Bumrah,4,39,2,12,SRH,Zayed Cricket Stadium,08 October 2021
148,Chris Woakes,4,22,2,12,RR,Wankhede Stadium,15 April 2021
149,Ravindra Jadeja,4,28,2,12,DC,Dubai International Stadium,04 October 2021
150,Ravindra Jadeja,4,37,2,12,KKR,Dubai International Stadium,15 October 2021
