POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
30,Brad Hodge,4,29,3,8,RCB,Kingsmead,29 April 2009
31,Kamran Khan,4,18,3,8,KKR,Newlands,23 April 2009
32,Praveen Kumar,4,30,3,8,DC,New Wanderers Stadium,19 May 2009
33,Brett Lee,4,15,3,8,DC,OUTsurance Oval,15 May 2009
34,Ryan Harris,4,27,3,8,DC,Supersport Park,22 May 2009
35,Yusuf Pathan,4,34,3,8,DEC,De Beers Diamond Oval,11 May 2009
36,Ravindra Jadeja,4,15,3,8,RCB,Supersport Park,07 May 2009
37,Yuvraj Singh,4,13,3,8,DEC,New Wanderers Stadium,17 May 2009
38,Lakshmipathy Balaji,4,19,3,8,DC,Kingsmead,23 April 2009
39,Lasith Malinga,4,15,3,8,CSK,Newlands,18 April 2009
40,Yusuf Abdulla,4,21,3,8,RR,Newlands,26 April 2009
41,Irfan Pathan,4,35,3,8,RCB,Kingsmead,24 April 2009
42,Muttiah Muralitharan,4,11,3,8,RCB,St George's Park,20 April 2009
43,Dillon du Preez,4,32,3,8,MI,New Wanderers Stadium,03 May 2009
44,Laxmi Ratan Shukla,4,25,3,8,MI,St George's Park,27 April 2009
45,Amit Mishra,4,14,3,8,KKR,New Wanderers Stadium,10 May 2009
46,Dwayne Bravo,4,34,3,8,DEC,Kingsmead,25 April 2009
47,Amit Mishra,4,33,3,8,RR,OUTsurance Oval,17 May 2009
48,RP Singh,4,26,3,8,PBKS,New Wanderers Stadium,17 May 2009
49,Amit Mishra,4,19,3,8,DEC,Supersport Park,22 May 2009
50,Amit Singh,4,9,3,8,PBKS,Kingsmead,05 May 2009
51,Pragyan Ojha,4,28,3,8,RCB,New Wanderers Stadium,24 May 2009
52,Amit Mishra,4.1,34,3,8.33,RR,Supersport Park,28 April 2009
53,Irfan Pathan,3,29,2,9,DEC,New Wanderers Stadium,17 May 2009
54,Shane Warne,3,38,2,9,PBKS,Kingsmead,05 May 2009
55,Praveen Kumar,3,7,2,9,RR,Newlands,18 April 2009
56,Andrew Symonds,3,18,2,9,RCB,New Wanderers Stadium,24 May 2009
57,Yusuf Pathan,3,17,2,9,CSK,Supersport Park,30 April 2009
58,Vinay Kumar,3,30,2,9,CSK,Kingsmead,14 May 2009
59,Muttiah Muralitharan,3,11,2,9,DEC,Buffalo Park,04 May 2009
60,Munaf Patel,3,25,2,9,RCB,Newlands,18 April 2009
61,Albie Morkel,3,24,2,9,DEC,Buffalo Park,04 May 2009
62,Shoaib Ahmed,3,25,2,9,PBKS,De Beers Diamond Oval,09 May 2009
63,Roelof van der Merwe,3,22,2,9,PBKS,Kingsmead,01 May 2009
64,Sudeep Tyagi,3,18,2,9,DC,New Wanderers Stadium,02 May 2009
65,Dwayne Bravo,3,31,2,9,KKR,St George's Park,27 April 2009
66,Munaf Patel,3.5,22,2,11.5,MI,Kingsmead,14 May 2009
67,Munaf Patel,4,24,2,12,PBKS,Newlands,26 April 2009
68,Shane Harwood,4,25,2,12,DEC,St George's Park,02 May 2009
69,Anil Kumble,4,12,2,12,CSK,Kingsmead,14 May 2009
70,Ishant Sharma,4,15,2,12,RCB,Kingsmead,29 April 2009
71,Vinay Kumar,4,38,2,12,CSK,New Wanderers Stadium,23 May 2009
72,Munaf Patel,4,14,2,12,DC,Supersport Park,28 April 2009
73,Shanthakumaran Sreesanth,4,23,2,12,CSK,Kingsmead,20 May 2009
74,Chaminda Vaas,4,19,2,12,RR,De Beers Diamond Oval,11 May 2009
75,Pankaj Singh,4,31,2,12,DC,St George's Park,26 April 2009
76,Shadab Jakati,4,35,2,12,RR,De Beers Diamond Oval,09 May 2009
77,Ajantha Mendis,4,19,2,12,RR,Newlands,23 April 2009
78,Ishant Sharma,4,27,2,12,PBKS,St George's Park,03 May 2009
79,Pragyan Ojha,4,26,2,12,DC,Kingsmead,13 May 2009
80,Anil Kumble,4,24,2,12,DC,New Wanderers Stadium,19 May 2009
81,Shanthakumaran Sreesanth,4,20,2,12,DC,OUTsurance Oval,15 May 2009
82,Ishant Sharma,4,23,2,12,DC,New Wanderers Stadium,10 May 2009
83,Piyush Chawla,4,22,2,12,RR,Newlands,26 April 2009
84,Ajit Agarkar,4,15,2,12,RR,Kingsmead,20 May 2009
85,Siddharth Trivedi,4,19,2,12,MI,Kingsmead,14 May 2009
86,RP Singh,4,18,2,12,RR,St George's Park,02 May 2009
87,Harbhajan Singh,4,15,2,12,RCB,St George's Park,10 May 2009
88,Shoaib Ahmed,4,20,2,12,DC,Supersport Park,30 April 2009
89,Shane Warne,4,32,2,12,DC,Supersport Park,28 April 2009
90,Thilan Thushara,4,28,2,12,PBKS,Kingsmead,20 May 2009
91,Lasith Malinga,4,12,2,12,PBKS,Kingsmead,29 April 2009
92,Vinay Kumar,4,33,2,12,KKR,Supersport Park,12 May 2009
93,Pragyan Ojha,4,32,2,12,RCB,Supersport Park,21 May 2009
94,Anil Kumble,4,25,2,12,PBKS,Kingsmead,01 May 2009
95,RP Singh,4,17,2,12,RCB,Newlands,22 April 2009
96,Muttiah Muralitharan,4,22,2,12,RR,De Beers Diamond Oval,09 May 2009
97,Ishant Sharma,4,27,2,12,PBKS,St George's Park,03 May 2009
98,Chaminda Vaas,4,52,2,12,DC,Kingsmead,13 May 2009
99,Manpreet Gony,4,32,2,12,MI,Newlands,18 April 2009
100,Irfan Pathan,4,26,2,12,RR,Newlands,26 April 2009
101,Munaf Patel,4,14,2,12,KKR,Kingsmead,20 May 2009
102,Munaf Patel,4,25,2,12,CSK,Supersport Park,30 April 2009
103,RP Singh,4,27,2,12,MI,Kingsmead,25 April 2009
104,Praveen Kumar,4,37,2,12,CSK,St George's Park,20 April 2009
105,Anureet Singh,4,35,2,12,RR,Newlands,23 April 2009
106,Shane Warne,4,18,2,12,RCB,Newlands,18 April 2009
107,Suresh Raina,4,17,2,12,PBKS,Kingsmead,20 May 2009
108,Irfan Pathan,4,20,2,12,MI,Kingsmead,29 April 2009
109,Murali Kartik,4,28,2,12,RCB,Supersport Park,12 May 2009
110,Vinay Kumar,4,30,2,12,DEC,New Wanderers Stadium,24 May 2009
111,Suresh Raina,4,18,2,12,DEC,Kingsmead,27 April 2009
112,Balachandra Akhil,4,18,2,12,DEC,Supersport Park,21 May 2009
113,Tirumalasetti Suman,4,14,2,12,MI,Supersport Park,06 May 2009
114,Shane Warne,4,25,2,12,KKR,Newlands,23 April 2009
115,Scott Styris,4,32,2,12,KKR,Newlands,19 April 2009
116,Anil Kumble,4,16,2,12,KKR,Kingsmead,29 April 2009
117,Munaf Patel,4,39,2,12,DC,OUTsurance Oval,17 May 2009
118,Ryan Harris,4,20,2,12,KKR,New Wanderers Stadium,16 May 2009
119,RP Singh,4,33,2,12,DC,Supersport Park,22 May 2009
120,Johan Botha,4,19,2,12,KKR,Kingsmead,20 May 2009
121,Jacob Oram,4,27,2,12,RR,Supersport Park,30 April 2009
122,Ravindra Jadeja,4,26,2,12,DEC,De Beers Diamond Oval,11 May 2009
123,Piyush Chawla,4,30,2,12,RR,Kingsmead,05 May 2009
124,Irfan Pathan,4,19,2,12,RCB,Kingsmead,01 May 2009
125,Albie Morkel,4,13,2,12,RCB,Kingsmead,14 May 2009
126,Ishant Sharma,4,36,2,12,KKR,Newlands,23 April 2009
127,JP Duminy,4,15,2,12,PBKS,Supersport Park,12 May 2009
128,Muttiah Muralitharan,4,8,2,12,PBKS,Kingsmead,20 May 2009
129,Yusuf Abdulla,4,19,2,12,MI,Kingsmead,29 April 2009
130,Harmeet Singh Bansal,4,23,2,12,RCB,New Wanderers Stadium,24 May 2009
131,Kamran Khan,4,15,2,12,PBKS,Newlands,26 April 2009
132,Anil Kumble,4,23,2,12,DEC,Supersport Park,21 May 2009
133,Praveen Kumar,4,27,2,12,PBKS,Kingsmead,01 May 2009
134,RP Singh,4,19,2,12,MI,Supersport Park,06 May 2009
135,Jacques Kallis,4,18,2,12,CSK,Kingsmead,14 May 2009
136,Pragyan Ojha,4,14,2,12,KKR,Newlands,19 April 2009
137,Ishant Sharma,4,15,2,12,RCB,Kingsmead,29 April 2009
138,Sanath Jayasuriya,4,34,2,12,CSK,Newlands,18 April 2009
139,Dimitri Mascarenhas,4,28,2,12,DC,Supersport Park,28 April 2009
140,Irfan Pathan,4,32,2,12,CSK,Kingsmead,20 May 2009
141,Albie Morkel,4,21,2,12,RR,Supersport Park,30 April 2009
142,Kevin Pietersen,4,31,2,12,DEC,Newlands,22 April 2009
143,Ishant Sharma,4,36,2,12,RR,Newlands,23 April 2009
144,Piyush Chawla,4,27,2,12,KKR,St George's Park,03 May 2009
145,Sourav Ganguly,4,24,2,12,PBKS,Kingsmead,21 April 2009
146,Jesse Ryder,4,14,2,12,RR,Newlands,18 April 2009
147,Ravichandran Ashwin,4,13,2,12,PBKS,Kingsmead,20 May 2009
148,Irfan Pathan,4,22,2,12,DC,OUTsurance Oval,15 May 2009
149,Ishant Sharma,4,23,2,12,KKR,New Wanderers Stadium,10 May 2009
