POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
49,Chris Morris,4,23,3,8,PBKS,Arun Jaitley Stadium,15 April 2017
50,Yuzvendra Chahal,4,16,3,8,KKR,Eden Gardens,23 April 2017
51,Mitchell McClenaghan,4,34,3,8,RCB,Wankhede Stadium,01 May 2017
52,Harshal Patel,4,43,3,8,DC,Arun Jaitley Stadium,14 May 2017
53,Krunal Pandya,4,14,3,8,GL,Saurashtra Cricket Association Stadium,29 April 2017
54,Krunal Pandya,4,24,3,8,KKR,Wankhede Stadium,09 April 2017
55,Siddarth Kaul,4,36,3,8,PBKS,IS Bindra Stadium,28 April 2017
56,Bhuvneshwar Kumar,4,20,3,8,KKR,Eden Gardens,15 April 2017
57,Chris Woakes,4,18,3,8,RPS,Eden Gardens,03 May 2017
58,Imran Tahir,4,28,3,8,MI,Maharashtra Cricket Association's International Stadium,06 April 2017
59,Mitchell McClenaghan,4,24,3,8,DC,Wankhede Stadium,22 April 2017
60,Ankit Rajpoot,4,37,3,8,MI,Wankhede Stadium,09 April 2017
61,Ashish Nehra,4,42,3,8,PBKS,IS Bindra Stadium,28 April 2017
62,Siddarth Kaul,4,24,3,8,MI,Rajiv Gandhi Intl. Cricket Stadium,08 May 2017
63,Basil Thampi,4,29,3,8,MI,Saurashtra Cricket Association Stadium,29 April 2017
64,Rajat Bhatia,3,14,2,9,MI,Maharashtra Cricket Association's International Stadium,06 April 2017
65,Mohit Sharma,3,24,2,9,KKR,IS Bindra Stadium,09 May 2017
66,Pawan Negi,3,15,2,9,KKR,Eden Gardens,23 April 2017
67,Travis Head,3,30,2,9,DC,Arun Jaitley Stadium,14 May 2017
68,Kuldeep Yadav,3,34,2,9,PBKS,IS Bindra Stadium,09 May 2017
69,Vinay Kumar,3,31,2,9,KKR,Eden Gardens,13 May 2017
70,Iqbal Abdulla,3,36,2,9,DC,M. Chinnaswamy Stadium,08 April 2017
71,Chris Woakes,3,30,2,9,PBKS,Eden Gardens,13 April 2017
72,Glenn Maxwell,3,15,2,9,RCB,M. Chinnaswamy Stadium,05 May 2017
73,Jaydev Unadkat,3,12,2,9,PBKS,Maharashtra Cricket Association's International Stadium,14 May 2017
74,Samuel Badree,3,29,2,9,GL,M. Chinnaswamy Stadium,27 April 2017
75,Pat Cummins,3.1,24,2,9.5,RPS,Maharashtra Cricket Association's International Stadium,11 April 2017
76,Pawan Negi,3.1,21,2,9.5,KKR,M. Chinnaswamy Stadium,07 May 2017
77,Kagiso Rabada,3.2,20,2,10,KKR,Eden Gardens,28 April 2017
78,Bhuvneshwar Kumar,3.2,25,2,10,GL,Green Park,13 May 2017
79,Nathan Coulter-Nile,3.2,41,2,10,GL,Eden Gardens,21 April 2017
80,Adam Zampa,3.5,22,2,11.5,PBKS,Maharashtra Cricket Association's International Stadium,14 May 2017
81,Mitchell McClenaghan,4,24,2,12,GL,Wankhede Stadium,16 April 2017
82,Basil Thampi,4,35,2,12,RPS,Maharashtra Cricket Association's International Stadium,01 May 2017
83,Mitchell McClenaghan,4,20,2,12,RCB,M. Chinnaswamy Stadium,14 April 2017
84,Jasprit Bumrah,4,21,2,12,DC,Wankhede Stadium,22 April 2017
85,Sunil Narine,4,29,2,12,RCB,M. Chinnaswamy Stadium,07 May 2017
86,Trent Boult,4,30,2,12,MI,Eden Gardens,13 May 2017
87,Varun Aaron,4,21,2,12,RCB,Holkar Cricket Stadium,10 April 2017
88,Bhuvneshwar Kumar,4,27,2,12,PBKS,IS Bindra Stadium,28 April 2017
89,Mohit Sharma,4,24,2,12,RCB,M. Chinnaswamy Stadium,05 May 2017
90,Ben Stokes,4,21,2,12,MI,Wankhede Stadium,24 April 2017
91,Mohammad Shami,4,36,2,12,SRH,Arun Jaitley Stadium,02 May 2017
92,Zaheer Khan,4,25,2,12,RPS,Arun Jaitley Stadium,12 May 2017
93,Ashish Nehra,4,42,2,12,RCB,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
94,Varun Aaron,4,45,2,12,DC,Arun Jaitley Stadium,15 April 2017
95,Mohammed Siraj,4,26,2,12,KKR,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017
96,Bhuvneshwar Kumar,4,29,2,12,MI,Rajiv Gandhi Intl. Cricket Stadium,08 May 2017
97,Kuldeep Yadav,4,33,2,12,GL,Eden Gardens,21 April 2017
98,James Faulkner,4,34,2,12,MI,Saurashtra Cricket Association Stadium,29 April 2017
99,Mohit Sharma,4,25,2,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017
100,Kagiso Rabada,4,28,2,12,GL,Arun Jaitley Stadium,04 May 2017
101,Adam Zampa,4,32,2,12,MI,Rajiv Gandhi Intl. Cricket Stadium,21 May 2017
102,Kuldeep Yadav,4,25,2,12,GL,Saurashtra Cricket Association Stadium,07 April 2017
103,Andrew Tye,4,34,2,12,MI,Wankhede Stadium,16 April 2017
104,Pradeep Sangwan,4,38,2,12,RPS,Maharashtra Cricket Association's International Stadium,01 May 2017
105,James Faulkner,4,39,2,12,DC,Green Park,10 May 2017
106,Sandeep Sharma,4,40,2,12,GL,Saurashtra Cricket Association Stadium,23 April 2017
107,Glenn Maxwell,4,29,2,12,SRH,IS Bindra Stadium,28 April 2017
108,Yuzvendra Chahal,4,21,2,12,PBKS,M. Chinnaswamy Stadium,05 May 2017
109,Billy Stanlake,4,29,2,12,DC,M. Chinnaswamy Stadium,08 April 2017
110,Kuldeep Yadav,4,31,2,12,RPS,Maharashtra Cricket Association's International Stadium,26 April 2017
111,Jaydev Unadkat,4,28,2,12,KKR,Eden Gardens,03 May 2017
112,Mohammad Shami,4,37,2,12,RPS,Arun Jaitley Stadium,12 May 2017
113,Mitchell Johnson,4,28,2,12,KKR,M. Chinnaswamy Stadium,19 May 2017
114,Bhuvneshwar Kumar,4,27,2,12,RCB,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
115,Tymal Mills,4,31,2,12,KKR,Eden Gardens,23 April 2017
116,Krunal Pandya,4,34,2,12,RCB,Wankhede Stadium,01 May 2017
117,Amit Mishra,4,18,2,12,MI,Wankhede Stadium,22 April 2017
118,Lasith Malinga,4,33,2,12,GL,Saurashtra Cricket Association Stadium,29 April 2017
119,Lasith Malinga,4,36,2,12,KKR,Wankhede Stadium,09 April 2017
120,Axar Patel,4,33,2,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017
121,Dan Christian,4,34,2,12,MI,Rajiv Gandhi Intl. Cricket Stadium,21 May 2017
122,Sandeep Sharma,4,33,2,12,RPS,Holkar Cricket Stadium,08 April 2017
123,Adam Milne,4,27,2,12,RPS,M. Chinnaswamy Stadium,16 April 2017
124,Jasprit Bumrah,4,29,2,12,RPS,Wankhede Stadium,24 April 2017
125,Mohit Sharma,4,57,2,12,MI,Wankhede Stadium,11 May 2017
126,KC Cariappa,4,24,2,12,GL,Saurashtra Cricket Association Stadium,23 April 2017
127,Axar Patel,4,22,2,12,DC,IS Bindra Stadium,30 April 2017
128,Mohammed Siraj,4,39,2,12,DC,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017
129,Aniket Choudhary,4,17,2,12,PBKS,M. Chinnaswamy Stadium,05 May 2017
130,Praveen Kumar,4,22,2,12,SRH,Green Park,13 May 2017
131,Rashid Khan,4,36,2,12,RCB,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
132,Chris Woakes,4,20,2,12,PBKS,IS Bindra Stadium,09 May 2017
133,Pat Cummins,4,20,2,12,MI,Wankhede Stadium,22 April 2017
134,Hardik Pandya,4,22,2,12,KKR,Eden Gardens,13 May 2017
135,Jaydev Unadkat,4,19,2,12,MI,Rajiv Gandhi Intl. Cricket Stadium,21 May 2017
136,Imran Tahir,4,29,2,12,PBKS,Holkar Cricket Stadium,08 April 2017
137,Sreenath Aravind,4,29,2,12,RPS,M. Chinnaswamy Stadium,16 April 2017
138,Karn Sharma,4,39,2,12,RPS,Wankhede Stadium,24 April 2017
139,Jaydev Unadkat,4,29,2,12,DC,Arun Jaitley Stadium,12 May 2017
140,Umesh Yadav,4,21,2,12,SRH,M. Chinnaswamy Stadium,17 May 2017
141,Axar Patel,4,36,2,12,GL,Saurashtra Cricket Association Stadium,23 April 2017
142,Siddarth Kaul,4,26,2,12,KKR,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017
143,Sandeep Sharma,4,29,2,12,GL,IS Bindra Stadium,07 May 2017
144,Mitchell McClenaghan,4,46,2,12,PBKS,Holkar Cricket Stadium,20 April 2017
145,Lockie Ferguson,4,7,2,12,RCB,Maharashtra Cricket Association's International Stadium,29 April 2017
146,Zaheer Khan,4,28,2,12,KKR,Arun Jaitley Stadium,17 April 2017
147,Ravindra Jadeja,4,28,2,12,RCB,M. Chinnaswamy Stadium,27 April 2017
148,Jasprit Bumrah,4,26,2,12,RPS,Rajiv Gandhi Intl. Cricket Stadium,21 May 2017
149,Pat Cummins,4,23,2,12,PBKS,Arun Jaitley Stadium,15 April 2017
150,Pawan Negi,4,17,2,12,MI,Wankhede Stadium,01 May 2017
