POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
1,Zaheer Khan,2,17,4,3,CSK,M. Chinnaswamy Stadium,18 May 2013
2,Chris Gayle,1,5,2,3,PWI,M. Chinnaswamy Stadium,23 April 2013
3,Kieron Pollard,1,6,2,3,RR,Eden Gardens,24 May 2013
4,Pragyan Ojha,2.2,11,3,4.66,CSK,Wankhede Stadium,05 May 2013
5,James Faulkner,4,16,5,4.8,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 May 2013
6,Jaydev Unadkat,4,25,5,4.8,DC,Arun Jaitley Stadium,10 May 2013
7,James Faulkner,4,20,5,4.8,SRH,Sawai Mansingh Stadium,27 April 2013
8,Sunil Narine,4,13,4,6,DC,Eden Gardens,03 April 2013
9,Dwayne Bravo,4,42,4,6,MI,Eden Gardens,26 May 2013
10,Amit Mishra,4,19,4,6,PWI,Maharashtra Cricket Association's International Stadium,17 April 2013
11,Umesh Yadav,4,24,4,6,RR,Arun Jaitley Stadium,06 April 2013
12,Sunil Narine,4,22,4,6,RCB,JSCA Stadium,12 May 2013
13,Darren Sammy,4,22,4,6,PBKS,IS Bindra Stadium,11 May 2013
14,Angelo Mathews,3,14,3,6,DC,Maharashtra Cricket Association's International Stadium,19 May 2013
15,Mitchell Johnson,3,27,3,6,CSK,Wankhede Stadium,05 May 2013
16,Dwayne Bravo,3,9,3,6,MI,Arun Jaitley Stadium,21 May 2013
17,Mohit Sharma,3,10,3,6,DC,Arun Jaitley Stadium,18 April 2013
18,Mitchell Marsh,2,7,2,6,KKR,Maharashtra Cricket Association's International Stadium,09 May 2013
19,Ajit Chandila,2,6,2,6,MI,Sawai Mansingh Stadium,17 April 2013
20,Dwayne Smith,2,20,2,6,RCB,Wankhede Stadium,27 April 2013
21,Shane Watson,2,11,2,6,RCB,M. Chinnaswamy Stadium,20 April 2013
22,James Faulkner,3.2,16,3,6.66,MI,Sawai Mansingh Stadium,17 April 2013
23,Lakshmipathy Balaji,3.3,19,3,7,PWI,Maharashtra Cricket Association's International Stadium,09 May 2013
24,Iqbal Abdulla,3.5,29,3,7.66,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 May 2013
25,Dale Steyn,3.5,11,3,7.66,PWI,Rajiv Gandhi Intl. Cricket Stadium,05 April 2013
26,Wayne Parnell,3.5,27,3,7.66,RR,Sawai Mansingh Stadium,05 May 2013
27,Sandeep Sharma,4,21,3,8,SRH,IS Bindra Stadium,11 May 2013
28,Vinay Kumar,4,27,3,8,MI,M. Chinnaswamy Stadium,04 April 2013
29,Harbhajan Singh,4,27,3,8,KKR,Wankhede Stadium,07 May 2013
30,Albie Morkel,4,32,3,8,DC,Chidambaram,14 May 2013
31,Harbhajan Singh,4,23,3,8,RR,Eden Gardens,24 May 2013
32,Ravindra Jadeja,4,20,3,8,KKR,Eden Gardens,20 April 2013
33,Amit Mishra,4,26,3,8,CSK,Chidambaram,25 April 2013
34,Ravindra Jadeja,4,29,3,8,MI,Wankhede Stadium,05 May 2013
35,Azhar Mahmood,4,21,3,8,KKR,IS Bindra Stadium,16 April 2013
36,Kevon Cooper,4,15,3,8,KKR,Sawai Mansingh Stadium,08 April 2013
37,Vinay Kumar,4,18,3,8,RR,M. Chinnaswamy Stadium,20 April 2013
38,Chris Morris,4,40,3,8,RCB,Chidambaram,13 April 2013
39,Jasprit Bumrah,4,32,3,8,RCB,M. Chinnaswamy Stadium,04 April 2013
40,Thisara Perera,4,20,3,8,PWI,Maharashtra Cricket Association's International Stadium,17 April 2013
41,Bhuvneshwar Kumar,4,25,3,8,KKR,Maharashtra Cricket Association's International Stadium,09 May 2013
42,Ishant Sharma,4,27,3,8,RCB,Rajiv Gandhi Intl. Cricket Stadium,07 April 2013
43,Ashok Dinda,4,31,3,8,DC,Shaheed Veer Narayan Singh International Cricket Stadium,28 April 2013
44,Azhar Mahmood,4,35,3,8,KKR,Eden Gardens,26 April 2013
45,Lasith Malinga,4,39,3,8,PBKS,HPCA Stadium,18 May 2013
46,Harmeet Singh Bansal,4,24,3,8,DC,Arun Jaitley Stadium,23 April 2013
47,Siddharth Trivedi,4,23,3,8,KKR,Sawai Mansingh Stadium,08 April 2013
48,Harbhajan Singh,4,14,3,8,PBKS,Wankhede Stadium,29 April 2013
49,Sunil Narine,4,17,3,8,MI,Eden Gardens,24 April 2013
50,Vinay Kumar,4,31,3,8,PWI,Maharashtra Cricket Association's International Stadium,02 May 2013
51,Munaf Patel,4,29,3,8,CSK,Chidambaram,06 April 2013
52,Ravi Rampaul,4,31,3,8,CSK,Chidambaram,13 April 2013
53,Dhawal Kulkarni,4,19,3,8,RCB,Wankhede Stadium,27 April 2013
54,Jacques Kallis,4,24,3,8,PBKS,IS Bindra Stadium,16 April 2013
55,Thisara Perera,4,45,3,8,CSK,Rajiv Gandhi Intl. Cricket Stadium,08 May 2013
56,RP Singh,4,13,3,8,RR,M. Chinnaswamy Stadium,20 April 2013
57,Shane Watson,4,22,3,8,RCB,Sawai Mansingh Stadium,29 April 2013
58,Kevon Cooper,4,30,3,8,DC,Arun Jaitley Stadium,06 April 2013
59,RP Singh,4,27,3,8,KKR,M. Chinnaswamy Stadium,11 April 2013
60,Sandeep Sharma,4,23,3,8,DC,HPCA Stadium,16 May 2013
61,RP Singh,4,27,3,8,SRH,M. Chinnaswamy Stadium,09 April 2013
62,James Faulkner,4,20,3,8,CSK,Chidambaram,22 April 2013
63,Mohit Sharma,4,21,3,8,PWI,Maharashtra Cricket Association's International Stadium,30 April 2013
64,Jacques Kallis,4,13,3,8,SRH,Eden Gardens,14 April 2013
65,Ali Murtaza,4,15,3,8,DC,Maharashtra Cricket Association's International Stadium,19 May 2013
66,Amit Mishra,4,19,3,8,PWI,Rajiv Gandhi Intl. Cricket Stadium,05 April 2013
67,Bhuvneshwar Kumar,4,18,3,8,SRH,Maharashtra Cricket Association's International Stadium,17 April 2013
68,Dwayne Bravo,4,27,3,8,PBKS,IS Bindra Stadium,10 April 2013
69,Sunil Narine,4,33,3,8,PBKS,IS Bindra Stadium,16 April 2013
70,Dwayne Bravo,4,34,3,8,PBKS,Chidambaram,02 May 2013
71,Kevon Cooper,4,23,3,8,PBKS,IS Bindra Stadium,09 May 2013
72,Parvinder Awana,4,39,3,8,RCB,M. Chinnaswamy Stadium,14 May 2013
73,Ravindra Jadeja,4,31,3,8,MI,Arun Jaitley Stadium,21 May 2013
74,Mitchell Johnson,4,33,3,8,PWI,Wankhede Stadium,13 April 2013
75,Pragyan Ojha,3,22,2,9,PBKS,Wankhede Stadium,29 April 2013
76,Karn Sharma,3,19,2,9,PBKS,Rajiv Gandhi Intl. Cricket Stadium,19 April 2013
77,Murali Kartik,3,24,2,9,PBKS,IS Bindra Stadium,06 May 2013
78,Johan Botha,3,11,2,9,SRH,Rajiv Gandhi Intl. Cricket Stadium,04 May 2013
79,Albie Morkel,3,12,2,9,MI,Eden Gardens,26 May 2013
80,Syed Mohammad,3,15,2,9,CSK,Chidambaram,13 April 2013
