POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
81,Thisara Perera,3,25,2,9,RR,Rajiv Gandhi Intl. Cricket Stadium,17 May 2013
82,Moises Henriques,3,14,2,9,SRH,Rajiv Gandhi Intl. Cricket Stadium,07 April 2013
83,Karn Sharma,3,22,2,9,MI,Wankhede Stadium,13 May 2013
84,Stuart Binny,3,14,2,9,MI,Sawai Mansingh Stadium,17 April 2013
85,Vikramjeet Malik,3,14,2,9,SRH,Arun Jaitley Stadium,22 May 2013
86,Darren Sammy,3,10,2,9,DC,Rajiv Gandhi Intl. Cricket Stadium,04 May 2013
87,Harbhajan Singh,3,14,2,9,CSK,Eden Gardens,26 May 2013
88,Kevon Cooper,3,33,2,9,PBKS,Sawai Mansingh Stadium,14 April 2013
89,Ajit Chandila,3,13,2,9,SRH,Sawai Mansingh Stadium,27 April 2013
90,Lasith Malinga,3,6,2,9,CSK,Wankhede Stadium,05 May 2013
91,Rahul Shukla,3,28,2,9,KKR,Sawai Mansingh Stadium,08 April 2013
92,Thisara Perera,3.1,11,2,9.5,DC,Rajiv Gandhi Intl. Cricket Stadium,04 May 2013
93,Darren Sammy,3.2,27,2,10,RR,Arun Jaitley Stadium,22 May 2013
94,Vinay Kumar,3.2,17,2,10,KKR,JSCA Stadium,12 May 2013
95,Mohit Sharma,3.4,32,2,11,MI,Arun Jaitley Stadium,21 May 2013
96,Ravi Rampaul,3.4,19,2,11,RR,M. Chinnaswamy Stadium,20 April 2013
97,Dirk Nannes,3.5,17,2,11.5,PBKS,IS Bindra Stadium,10 April 2013
98,James Faulkner,3.5,30,2,11.5,PBKS,Sawai Mansingh Stadium,14 April 2013
99,Piyush Chawla,4,20,2,12,MI,HPCA Stadium,18 May 2013
100,Vinay Kumar,4,36,2,12,KKR,M. Chinnaswamy Stadium,11 April 2013
101,Jaydev Unadkat,4,24,2,12,DC,M. Chinnaswamy Stadium,16 April 2013
102,Pragyan Ojha,4,21,2,12,KKR,Eden Gardens,24 April 2013
103,Sachithra Senanayake,4,26,2,12,RR,Eden Gardens,03 May 2013
104,Ashish Nehra,4,38,2,12,PBKS,HPCA Stadium,16 May 2013
105,Mitchell Johnson,4,49,2,12,DC,Wankhede Stadium,09 April 2013
106,Mitchell Marsh,4,35,2,12,CSK,Chidambaram,15 April 2013
107,Dwayne Bravo,4,36,2,12,RR,Chidambaram,22 April 2013
108,Ishant Sharma,4,15,2,12,MI,Rajiv Gandhi Intl. Cricket Stadium,01 May 2013
109,Praveen Kumar,4,31,2,12,PWI,Maharashtra Cricket Association's International Stadium,07 April 2013
110,Rajat Bhatia,4,33,2,12,SRH,Eden Gardens,14 April 2013
111,Umesh Yadav,4,24,2,12,PWI,Shaheed Veer Narayan Singh International Cricket Stadium,28 April 2013
112,Jason Holder,4,20,2,12,RR,Sawai Mansingh Stadium,12 May 2013
113,Ashok Dinda,4,29,2,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 April 2013
114,Shahbaz Nadeem,4,17,2,12,SRH,Arun Jaitley Stadium,12 April 2013
115,Lasith Malinga,4,27,2,12,PWI,Maharashtra Cricket Association's International Stadium,11 May 2013
116,Ravi Rampaul,4,21,2,12,PWI,M. Chinnaswamy Stadium,23 April 2013
117,Mohit Sharma,4,31,2,12,PBKS,Chidambaram,02 May 2013
118,Jacques Kallis,4,27,2,12,PWI,Maharashtra Cricket Association's International Stadium,09 May 2013
119,Mitchell Johnson,4,23,2,12,RR,Wankhede Stadium,15 May 2013
120,Praveen Kumar,4,10,2,12,RR,Sawai Mansingh Stadium,14 April 2013
121,Azhar Mahmood,4,24,2,12,RCB,M. Chinnaswamy Stadium,14 May 2013
122,Pragyan Ojha,4,16,2,12,CSK,Chidambaram,06 April 2013
123,Jacques Kallis,4,17,2,12,RCB,JSCA Stadium,12 May 2013
124,James Faulkner,4,17,2,12,PWI,Maharashtra Cricket Association's International Stadium,11 April 2013
125,Lasith Malinga,4,25,2,12,KKR,Eden Gardens,24 April 2013
126,Karn Sharma,4,33,2,12,RR,Rajiv Gandhi Intl. Cricket Stadium,17 May 2013
127,Kieron Pollard,4,35,2,12,DC,Wankhede Stadium,09 April 2013
128,Bhuvneshwar Kumar,4,12,2,12,CSK,Chidambaram,15 April 2013
129,Ravichandran Ashwin,4,20,2,12,RR,Chidambaram,22 April 2013
130,Amit Mishra,4,24,2,12,MI,Rajiv Gandhi Intl. Cricket Stadium,01 May 2013
131,Ryan McLaren,4,60,2,12,MI,Wankhede Stadium,07 May 2013
132,Mohit Sharma,4,22,2,12,DC,Chidambaram,14 May 2013
133,Kevon Cooper,4,33,2,12,MI,Eden Gardens,24 May 2013
134,Ravichandran Ashwin,4,21,2,12,KKR,Eden Gardens,20 April 2013
135,Kevon Cooper,4,32,2,12,CSK,Sawai Mansingh Stadium,12 May 2013
136,Dale Steyn,4,24,2,12,KKR,Rajiv Gandhi Intl. Cricket Stadium,19 May 2013
137,Ashish Nehra,4,35,2,12,RR,Arun Jaitley Stadium,06 April 2013
138,Ishant Sharma,4,35,2,12,DC,Arun Jaitley Stadium,12 April 2013
139,Ashok Dinda,4,35,2,12,MI,Maharashtra Cricket Association's International Stadium,11 May 2013
140,Brett Lee,4,40,2,12,DC,Eden Gardens,03 April 2013
141,Chris Morris,4,27,2,12,PBKS,IS Bindra Stadium,10 April 2013
142,Praveen Kumar,4,26,2,12,KKR,IS Bindra Stadium,16 April 2013
143,Murali Kartik,4,29,2,12,PWI,Maharashtra Cricket Association's International Stadium,02 May 2013
144,Iqbal Abdulla,4,26,2,12,PWI,Maharashtra Cricket Association's International Stadium,09 May 2013
145,Dhawal Kulkarni,4,21,2,12,RR,Wankhede Stadium,15 May 2013
146,Chris Morris,4,25,2,12,PWI,Chidambaram,15 April 2013
147,Umesh Yadav,4,31,2,12,MI,Arun Jaitley Stadium,21 April 2013
148,Umesh Yadav,4,26,2,12,CSK,Chidambaram,14 May 2013
149,Harbhajan Singh,4,31,2,12,CSK,Chidambaram,06 April 2013
150,Ishant Sharma,4,29,2,12,PBKS,Rajiv Gandhi Intl. Cricket Stadium,19 April 2013
