POS,Player,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w
1,Bhuvneshwar Kumar,17,17,66,490,23,4/29,21.3,7.42,17.21,1,0
2,Yuzvendra Chahal,13,13,49.1,401,21,4/25,19.09,8.15,14.04,1,0
3,Shane Watson,16,16,56.3,485,20,4/29,24.25,8.58,16.95,1,0
4,Dhawal Kulkarni,14,14,49,364,18,4/14,20.22,7.42,16.33,1,0
5,Mustafizur Rahman,16,16,61,421,17,3/16,24.76,6.9,21.52,0,0
6,Mitchell McClenaghan,14,14,53.2,436,17,4/21,25.64,8.17,18.82,1,0
7,Dwayne Bravo,15,15,56,494,17,4/22,29.05,8.82,19.76,1,0
8,Sandeep Sharma,14,14,50,366,15,2/11,24.4,7.32,20,0,0
9,Jasprit Bumrah,14,14,52,406,15,3/13,27.06,7.8,20.8,0,0
10,Andre Russell,12,12,36.3,291,15,4/20,19.4,7.97,14.6,1,0
11,Barinder Sran,14,14,49.3,413,14,3/28,29.5,8.34,21.21,0,0
12,Chris Morris,12,12,44,308,13,2/30,23.69,7,20.3,0,0
13,Amit Mishra,14,14,46,344,13,4/11,26.46,7.47,21.23,1,0
14,Axar Patel,14,14,47.5,388,13,4/21,29.84,8.11,22.07,1,0
15,Mohit Sharma,14,14,48.3,407,13,3/23,31.3,8.39,22.38,0,0
16,Adam Zampa,5,5,17,115,12,6/19,9.58,6.76,8.5,0,1
17,Moises Henriques,17,17,52,415,12,2/17,34.58,7.98,26,0,0
18,Sunil Narine,11,11,42.5,304,11,3/26,27.63,7.09,23.36,0,0
19,Sreenath Aravind,9,9,29.1,216,11,2/18,19.63,7.4,15.9,0,0
20,Ashok Dinda,9,9,30.3,231,11,3/20,21,7.57,16.63,0,0
21,Piyush Chawla,12,11,35.2,273,11,2/21,24.81,7.72,19.27,0,0
22,Chris Jordan,9,9,28,258,11,4/11,23.45,9.21,15.27,1,0
23,Ravichandran Ashwin,14,14,44,319,10,4/34,31.9,7.25,26.4,1,0
24,Zaheer Khan,12,12,43.4,337,10,3/21,33.7,7.71,26.2,0,0
25,Morne Morkel,10,10,35.3,297,10,2/27,29.7,8.36,21.3,0,0
26,Umesh Yadav,9,9,26,234,10,3/28,23.4,9,15.6,0,0
27,Tim Southee,11,11,43,329,9,3/24,36.55,7.65,28.66,0,0
28,Ashish Nehra,8,8,26,199,9,3/15,22.11,7.65,17.33,0,0
29,Praveen Kumar,16,16,51.3,401,9,2/19,44.55,7.78,34.33,0,0
30,Harbhajan Singh,14,14,49,392,9,2/29,43.55,8,32.66,0,0
31,Thisara Perera,12,11,33.1,326,9,3/34,36.22,9.82,22.11,0,0
32,Ravindra Jadeja,15,14,40.1,311,8,2/18,38.87,7.74,30.12,0,0
33,Marcus Stoinis,7,7,23,194,8,4/15,24.25,8.43,17.25,1,0
34,Dwayne Smith,12,8,18,153,8,4/8,19.12,8.5,13.5,1,0
35,Carlos Brathwaite,8,8,23.1,185,7,3/43,26.42,7.98,19.85,0,0
36,Murugan Ashwin,10,10,28.3,241,7,3/36,34.42,8.45,24.42,0,0
37,Kane Richardson,4,4,14,136,7,3/13,19.42,9.71,12,0,0
38,Rajat Bhatia,10,10,34,244,6,2/19,40.66,7.17,34,0,0
