POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
34,Dwayne Smith,54,33,163.63,7,2,SRH,Green Park,13 May 2017
35,Ben Stokes,103,63,163.49,7,6,GL,Maharashtra Cricket Association's International Stadium,01 May 2017
36,Parthiv Patel,39,24,162.5,7,0,SRH,Wankhede Stadium,12 April 2017
37,Sanju Samson,39,25,156,7,0,KKR,Arun Jaitley Stadium,17 April 2017
38,Steve Smith,84,54,155.55,7,3,MI,Maharashtra Cricket Association's International Stadium,06 April 2017
39,David Warner,49,34,144.11,7,2,MI,Wankhede Stadium,12 April 2017
40,Shikhar Dhawan,70,50,140,7,1,DC,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017
41,Suresh Raina,68,51,133.33,7,0,KKR,Saurashtra Cricket Association Stadium,07 April 2017
42,David Warner,70,54,129.62,7,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017
43,Virat Kohli,64,50,128,7,1,GL,Saurashtra Cricket Association Stadium,18 April 2017
44,Sunil Narine,54,17,317.64,6,4,RCB,M. Chinnaswamy Stadium,07 May 2017
45,Chris Lynn,93,41,226.82,6,8,GL,Saurashtra Cricket Association Stadium,07 April 2017
46,Rishabh Pant,97,43,225.58,6,9,GL,Arun Jaitley Stadium,04 May 2017
47,Sunil Narine,34,17,200,6,1,RCB,Eden Gardens,23 April 2017
48,Moises Henriques,55,28,196.42,6,2,RPS,Maharashtra Cricket Association's International Stadium,22 April 2017
49,Dinesh Karthik,47,25,188,6,2,KKR,Saurashtra Cricket Association Stadium,07 April 2017
50,Martin Guptill,50,27,185.18,6,3,DC,IS Bindra Stadium,30 April 2017
51,Aaron Finch,69,39,176.92,6,4,DC,Green Park,10 May 2017
52,Ajinkya Rahane,60,34,176.47,6,3,MI,Maharashtra Cricket Association's International Stadium,06 April 2017
53,Kane Williamson,89,51,174.5,6,5,DC,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017
54,Ambati Rayudu,63,37,170.27,6,3,KKR,Eden Gardens,13 May 2017
55,David Warner,76,45,168.88,6,4,GL,Rajiv Gandhi Intl. Cricket Stadium,09 April 2017
56,Steve Smith,43,28,153.57,6,1,GL,Saurashtra Cricket Association Stadium,14 April 2017
57,Rohit Sharma,56,37,151.35,6,1,RCB,Wankhede Stadium,01 May 2017
58,Yusuf Pathan,59,39,151.28,6,2,DC,Arun Jaitley Stadium,17 April 2017
59,Rohit Sharma,67,45,148.88,6,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,08 May 2017
60,Rohit Sharma,58,39,148.71,6,3,RPS,Wankhede Stadium,24 April 2017
61,Brendon McCullum,64,44,145.45,6,3,MI,Wankhede Stadium,16 April 2017
62,Rahul Tripathi,59,41,143.9,6,3,SRH,Maharashtra Cricket Association's International Stadium,22 April 2017
63,Ishan Kishan,48,35,137.14,6,2,MI,Saurashtra Cricket Association Stadium,29 April 2017
64,Shaun Marsh,58,43,134.88,6,0,GL,IS Bindra Stadium,07 May 2017
65,Gautam Gambhir,62,46,134.78,6,1,RPS,Maharashtra Cricket Association's International Stadium,26 April 2017
66,Moises Henriques,52,39,133.33,6,0,GL,Rajiv Gandhi Intl. Cricket Stadium,09 April 2017
67,Dinesh Karthik,58,44,131.81,6,0,PBKS,Saurashtra Cricket Association Stadium,23 April 2017
68,Moises Henriques,44,35,125.71,6,0,MI,Rajiv Gandhi Intl. Cricket Stadium,08 May 2017
69,Kedar Jadhav,38,16,237.5,5,2,GL,Saurashtra Cricket Association Stadium,18 April 2017
70,Chris Lynn,50,22,227.27,5,4,RCB,M. Chinnaswamy Stadium,07 May 2017
71,Aaron Finch,72,34,211.76,5,6,RCB,M. Chinnaswamy Stadium,27 April 2017
72,Chris Gayle,77,38,202.63,5,7,GL,Saurashtra Cricket Association Stadium,18 April 2017
73,Martin Guptill,36,18,200,5,1,MI,Wankhede Stadium,11 May 2017
74,Karun Nair,30,15,200,5,1,GL,Green Park,10 May 2017
75,Karun Nair,39,20,195,5,2,SRH,Arun Jaitley Stadium,02 May 2017
76,Brendon McCullum,33,17,194.11,5,1,KKR,Eden Gardens,21 April 2017
77,Dinesh Karthik,65,34,191.17,5,5,DC,Arun Jaitley Stadium,04 May 2017
78,Kedar Jadhav,69,37,186.48,5,5,DC,M. Chinnaswamy Stadium,08 April 2017
79,Lendl Simmons,59,32,184.37,5,4,PBKS,Wankhede Stadium,11 May 2017
80,Kieron Pollard,63,35,180,5,4,DC,Arun Jaitley Stadium,06 May 2017
81,MS Dhoni,61,34,179.41,5,3,SRH,Maharashtra Cricket Association's International Stadium,22 April 2017
82,Suresh Raina,77,43,179.06,5,4,DC,Arun Jaitley Stadium,04 May 2017
83,Robin Uthappa,59,33,178.78,5,4,DC,Eden Gardens,28 April 2017
84,Robin Uthappa,68,39,174.35,5,4,SRH,Eden Gardens,15 April 2017
85,Nitish Rana,50,29,172.41,5,3,KKR,Wankhede Stadium,09 April 2017
86,Manish Pandey,81,47,172.34,5,5,MI,Wankhede Stadium,09 April 2017
87,Brendon McCullum,45,27,166.66,5,2,RPS,Maharashtra Cricket Association's International Stadium,01 May 2017
88,Shreyas Iyer,50,31,161.29,5,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017
89,Kane Williamson,40,25,160,5,0,KKR,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017
90,Lendl Simmons,66,43,153.48,5,4,DC,Arun Jaitley Stadium,06 May 2017
91,Brendon McCullum,49,32,153.12,5,3,RPS,Saurashtra Cricket Association Stadium,14 April 2017
92,Ishan Kishan,61,40,152.5,5,4,SRH,Green Park,13 May 2017
93,Mandeep Singh,24,16,150,5,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
94,Jason Roy,31,21,147.61,5,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,09 April 2017
95,Karun Nair,33,23,143.47,5,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017
96,Steve Smith,45,32,140.62,5,1,RCB,Maharashtra Cricket Association's International Stadium,29 April 2017
97,Ishan Kishan,34,25,136,5,1,DC,Green Park,10 May 2017
98,Manoj Tiwary,60,45,133.33,5,3,DC,Arun Jaitley Stadium,12 May 2017
99,Virat Kohli,62,47,131.91,5,2,MI,M. Chinnaswamy Stadium,14 April 2017
100,Ajinkya Rahane,56,43,130.23,5,1,MI,Wankhede Stadium,16 May 2017
101,Shikhar Dhawan,40,31,129.03,5,0,RCB,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
102,Chris Morris,52,41,126.82,5,1,MI,Wankhede Stadium,22 April 2017
103,Shaun Marsh,26,21,123.8,5,0,MI,Holkar Cricket Stadium,20 April 2017
104,Ajinkya Rahane,30,25,120,5,0,RCB,M. Chinnaswamy Stadium,16 April 2017
105,Ajinkya Rahane,38,32,118.75,5,1,MI,Wankhede Stadium,24 April 2017
106,Karun Nair,26,22,118.18,5,0,RCB,Arun Jaitley Stadium,14 May 2017
107,Ajinkya Rahane,44,38,115.78,5,0,MI,Rajiv Gandhi Intl. Cricket Stadium,21 May 2017
108,Mandeep Singh,46,40,115,5,2,PBKS,M. Chinnaswamy Stadium,05 May 2017
109,Shikhar Dhawan,48,43,111.62,5,1,MI,Wankhede Stadium,12 April 2017
110,Shikhar Dhawan,30,29,103.44,5,0,RPS,Maharashtra Cricket Association's International Stadium,22 April 2017
111,Chris Morris,38,9,422.22,4,3,RPS,Maharashtra Cricket Association's International Stadium,11 April 2017
112,Glenn Maxwell,40,18,222.22,4,3,MI,Holkar Cricket Stadium,20 April 2017
113,Martin Guptill,23,11,209.09,4,1,SRH,IS Bindra Stadium,28 April 2017
114,Aaron Finch,31,15,206.66,4,2,KKR,Eden Gardens,21 April 2017
115,Sunil Narine,37,18,205.55,4,3,PBKS,Eden Gardens,13 April 2017
116,Parthiv Patel,37,18,205.55,4,2,PBKS,Holkar Cricket Stadium,20 April 2017
117,Ben Cutting,20,10,200,4,0,MI,Wankhede Stadium,12 April 2017
118,Kane Williamson,54,27,200,4,2,PBKS,IS Bindra Stadium,28 April 2017
119,Kedar Jadhav,31,16,193.75,4,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
120,Robin Uthappa,53,28,189.28,4,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017
121,David Warner,51,27,188.88,4,4,PBKS,IS Bindra Stadium,28 April 2017
122,Colin de Grandhomme,29,16,181.25,4,1,MI,Eden Gardens,13 May 2017
123,Sunil Narine,18,10,180,4,0,PBKS,IS Bindra Stadium,09 May 2017
124,Kedar Jadhav,31,18,172.22,4,1,GL,M. Chinnaswamy Stadium,27 April 2017
125,Rishabh Pant,34,20,170,4,1,SRH,Arun Jaitley Stadium,02 May 2017
126,Manoj Tiwary,22,13,169.23,4,0,MI,Wankhede Stadium,24 April 2017
127,Shikhar Dhawan,28,17,164.7,4,1,DC,Arun Jaitley Stadium,02 May 2017
128,Rishabh Pant,36,22,163.63,4,2,RPS,Arun Jaitley Stadium,12 May 2017
129,Shikhar Dhawan,18,11,163.63,4,0,GL,Green Park,13 May 2017
130,Manan Vohra,34,21,161.9,4,1,RCB,Holkar Cricket Stadium,10 April 2017
131,Suresh Raina,35,22,159.09,4,1,RPS,Saurashtra Cricket Association Stadium,14 April 2017
132,Hashim Amla,19,12,158.33,4,0,DC,Arun Jaitley Stadium,15 April 2017
133,Sanju Samson,60,38,157.89,4,3,KKR,Eden Gardens,28 April 2017
134,Jos Buttler,33,21,157.14,4,1,RCB,Wankhede Stadium,01 May 2017
135,Manan Vohra,25,16,156.25,4,0,KKR,IS Bindra Stadium,09 May 2017
136,Suresh Raina,39,25,156,4,1,PBKS,IS Bindra Stadium,07 May 2017
137,Shreyas Iyer,26,17,152.94,4,0,KKR,Arun Jaitley Stadium,17 April 2017
138,Hashim Amla,58,38,152.63,4,3,RCB,Holkar Cricket Stadium,10 April 2017
139,Manan Vohra,28,19,147.36,4,1,KKR,Eden Gardens,13 April 2017
140,Nitish Rana,53,36,147.22,4,2,GL,Wankhede Stadium,16 April 2017
141,Brendon McCullum,35,24,145.83,4,2,KKR,Saurashtra Cricket Association Stadium,07 April 2017
142,Ishan Kishan,16,11,145.45,4,0,RCB,M. Chinnaswamy Stadium,27 April 2017
143,Dinesh Karthik,40,28,142.85,4,1,DC,Green Park,10 May 2017
144,David Warner,30,21,142.85,4,1,DC,Arun Jaitley Stadium,02 May 2017
145,Aaron Finch,27,19,142.1,4,0,DC,Arun Jaitley Stadium,04 May 2017
146,Sam Billings,24,17,141.17,4,0,RPS,Maharashtra Cricket Association's International Stadium,11 April 2017
147,Manish Pandey,69,49,140.81,4,3,DC,Arun Jaitley Stadium,17 April 2017
148,Rahul Tripathi,28,20,140,4,1,PBKS,Maharashtra Cricket Association's International Stadium,14 May 2017
149,Shreyas Iyer,47,34,138.23,4,1,KKR,Eden Gardens,28 April 2017
150,Steve Smith,51,37,137.83,4,1,KKR,Maharashtra Cricket Association's International Stadium,26 April 2017
