POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
1,Quinton de Kock,108,51,211.76,15,3,RCB,M. Chinnaswamy Stadium,17 April 2016
2,Hashim Amla,96,56,171.42,14,2,SRH,IS Bindra Stadium,15 May 2016
3,Gautam Gambhir,90,60,150,13,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,16 April 2016
4,Virat Kohli,113,50,226,12,8,PBKS,M. Chinnaswamy Stadium,18 May 2016
5,Aaron Finch,74,47,157.44,12,0,PBKS,IS Bindra Stadium,11 April 2016
6,Murali Vijay,89,57,156.14,12,1,RCB,IS Bindra Stadium,09 May 2016
7,David Warner,93,58,160.34,11,3,GL,Arun Jaitley Stadium,27 May 2016
8,Virat Kohli,100,63,158.73,11,1,GL,Saurashtra Cricket Association Stadium,24 April 2016
9,AB de Villiers,129,52,248.07,10,12,GL,M. Chinnaswamy Stadium,14 May 2016
10,Rohit Sharma,84,54,155.55,10,2,KKR,Eden Gardens,13 April 2016
11,Shikhar Dhawan,82,57,143.85,10,1,MI,ACA-VDCA Stadium,08 May 2016
12,Parthiv Patel,81,58,139.65,10,2,PBKS,IS Bindra Stadium,25 April 2016
13,Robin Uthappa,53,28,189.28,9,0,PBKS,IS Bindra Stadium,19 April 2016
14,David Warner,92,50,184,9,5,RCB,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016
15,Rishabh Pant,69,40,172.5,9,2,GL,Saurashtra Cricket Association Stadium,03 May 2016
16,Dwayne Smith,63,37,170.27,9,1,RPS,Maharashtra Cricket Association's International Stadium,29 April 2016
17,AB de Villiers,55,33,166.66,9,1,DC,M. Chinnaswamy Stadium,17 April 2016
18,David Warner,74,48,154.16,9,0,GL,Saurashtra Cricket Association Stadium,21 April 2016
19,Suresh Raina,75,51,147.05,9,0,SRH,Saurashtra Cricket Association Stadium,21 April 2016
20,Quinton de Kock,59,42,140.47,9,1,PBKS,Arun Jaitley Stadium,15 April 2016
21,Karun Nair,68,50,136,9,1,KKR,Arun Jaitley Stadium,30 April 2016
22,Saurabh Tiwary,52,39,133.33,9,0,RCB,M. Chinnaswamy Stadium,07 May 2016
23,Steve Smith,101,54,187.03,8,5,GL,Maharashtra Cricket Association's International Stadium,29 April 2016
24,Virat Kohli,108,58,186.2,8,7,RPS,M. Chinnaswamy Stadium,07 May 2016
25,David Warner,69,38,181.57,8,3,RCB,M. Chinnaswamy Stadium,29 May 2016
26,Brendon McCullum,48,27,177.77,8,1,MI,Green Park,21 May 2016
27,Dinesh Karthik,51,29,175.86,8,1,KKR,Eden Gardens,08 May 2016
28,Suresh Raina,58,36,161.11,8,2,MI,Green Park,21 May 2016
29,Ajinkya Rahane,74,48,154.16,8,2,RCB,M. Chinnaswamy Stadium,07 May 2016
30,Yuvraj Singh,44,30,146.66,8,1,KKR,Arun Jaitley Stadium,25 May 2016
31,Rohit Sharma,85,60,141.66,8,3,RPS,Maharashtra Cricket Association's International Stadium,01 May 2016
32,Karun Nair,83,59,140.67,8,3,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016
33,Rohit Sharma,68,49,138.77,8,2,KKR,Wankhede Stadium,28 April 2016
34,Ajinkya Rahane,60,46,130.43,8,0,RCB,Maharashtra Cricket Association's International Stadium,22 April 2016
