POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
35,David Warner,73,56,130.35,8,1,DC,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016
36,Faf du Plessis,67,53,126.41,8,0,PBKS,IS Bindra Stadium,17 April 2016
37,Krunal Pandya,86,37,232.43,7,6,DC,ACA-VDCA Stadium,15 May 2016
38,AB de Villiers,82,42,195.23,7,6,SRH,M. Chinnaswamy Stadium,12 April 2016
39,Nitish Rana,70,36,194.44,7,4,GL,Green Park,21 May 2016
40,David Warner,59,31,190.32,7,3,PBKS,Rajiv Gandhi Intl. Cricket Stadium,23 April 2016
41,Virat Kohli,79,48,164.58,7,3,DC,M. Chinnaswamy Stadium,17 April 2016
42,Dinesh Karthik,41,26,157.69,7,0,PBKS,IS Bindra Stadium,11 April 2016
43,Wriddhiman Saha,52,33,157.57,7,0,DC,IS Bindra Stadium,07 May 2016
44,Ajinkya Rahane,66,42,157.14,7,3,MI,Wankhede Stadium,09 April 2016
45,Aaron Finch,50,32,156.25,7,2,SRH,Arun Jaitley Stadium,27 May 2016
46,Manan Vohra,51,33,154.54,7,0,RPS,IS Bindra Stadium,17 April 2016
47,Yusuf Pathan,63,41,153.65,7,1,GL,Eden Gardens,08 May 2016
48,David Warner,90,59,152.54,7,4,MI,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016
49,Gautam Gambhir,51,34,150,7,0,RCB,Eden Gardens,16 May 2016
50,Harbhajan Singh,45,30,150,7,1,RPS,Wankhede Stadium,09 April 2016
51,Suresh Raina,53,36,147.22,7,1,KKR,Green Park,19 May 2016
52,Virat Kohli,75,51,147.05,7,3,SRH,M. Chinnaswamy Stadium,12 April 2016
53,David Warner,48,33,145.45,7,1,MI,ACA-VDCA Stadium,08 May 2016
54,Aaron Finch,50,36,138.88,7,2,RPS,Saurashtra Cricket Association Stadium,14 April 2016
55,Rohit Sharma,65,48,135.41,7,1,DC,Arun Jaitley Stadium,23 April 2016
56,Kane Williamson,50,38,131.57,7,0,RCB,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016
57,Ajinkya Rahane,63,48,131.25,7,0,DC,Arun Jaitley Stadium,05 May 2016
58,Steve Smith,46,36,127.77,7,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,26 April 2016
59,Virat Kohli,80,63,126.98,7,2,RPS,Maharashtra Cricket Association's International Stadium,22 April 2016
60,Aaron Finch,67,54,124.07,7,1,MI,Wankhede Stadium,16 April 2016
61,Robin Uthappa,35,33,106.06,7,0,DC,Eden Gardens,10 April 2016
62,Yusuf Pathan,60,29,206.89,6,3,RCB,M. Chinnaswamy Stadium,02 May 2016
63,KL Rahul,51,28,182.14,6,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016
64,AB de Villiers,83,46,180.43,6,4,RPS,Maharashtra Cricket Association's International Stadium,22 April 2016
65,Quinton de Kock,52,30,173.33,6,2,PBKS,IS Bindra Stadium,07 May 2016
66,KL Rahul,42,25,168,6,1,PBKS,IS Bindra Stadium,09 May 2016
67,Brendon McCullum,60,36,166.66,6,3,DC,Arun Jaitley Stadium,27 April 2016
68,KL Rahul,52,32,162.5,6,2,KKR,M. Chinnaswamy Stadium,02 May 2016
69,Glenn Maxwell,68,42,161.9,6,4,KKR,Eden Gardens,04 May 2016
70,David Warner,46,30,153.33,6,1,DC,Rajiv Gandhi Intl. Cricket Stadium,12 May 2016
71,Robin Uthappa,70,49,142.85,6,2,PBKS,Eden Gardens,04 May 2016
72,Wriddhiman Saha,56,40,140,6,1,MI,ACA-VDCA Stadium,13 May 2016
73,Robin Uthappa,72,52,138.46,6,2,DC,Arun Jaitley Stadium,30 April 2016
74,Murali Vijay,55,41,134.14,6,0,GL,Saurashtra Cricket Association Stadium,01 May 2016
75,Gautam Gambhir,59,45,131.11,6,1,MI,Wankhede Stadium,28 April 2016
76,Karun Nair,54,42,128.57,6,1,RCB,M. Chinnaswamy Stadium,17 April 2016
77,Suryakumar Yadav,60,49,122.44,6,2,RPS,Maharashtra Cricket Association's International Stadium,24 April 2016
78,Virat Kohli,54,45,120,6,0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,22 May 2016
79,Gautam Gambhir,54,45,120,6,1,PBKS,Eden Gardens,04 May 2016
80,Shikhar Dhawan,47,40,117.5,6,0,GL,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016
81,Sarfaraz Khan,35,10,350,5,2,SRH,M. Chinnaswamy Stadium,12 April 2016
82,Shane Watson,36,13,276.92,5,2,RPS,M. Chinnaswamy Stadium,07 May 2016
83,Wriddhiman Saha,24,10,240,5,0,RCB,M. Chinnaswamy Stadium,18 May 2016
84,Virat Kohli,109,55,198.18,5,8,GL,M. Chinnaswamy Stadium,14 May 2016
85,Brendon McCullum,43,22,195.45,5,2,RPS,Maharashtra Cricket Association's International Stadium,29 April 2016
86,AB de Villiers,59,31,190.32,5,3,KKR,Eden Gardens,16 May 2016
87,AB de Villiers,64,35,182.85,5,2,PBKS,IS Bindra Stadium,09 May 2016
88,Dwayne Smith,73,41,178.04,5,6,RCB,M. Chinnaswamy Stadium,24 May 2016
89,Dwayne Smith,53,30,176.66,5,3,DC,Arun Jaitley Stadium,27 April 2016
90,Brendon McCullum,42,24,175,5,2,RCB,Saurashtra Cricket Association Stadium,24 April 2016
91,AB de Villiers,79,47,168.08,5,5,GL,M. Chinnaswamy Stadium,24 May 2016
92,Shane Watson,34,21,161.9,5,1,KKR,M. Chinnaswamy Stadium,02 May 2016
93,Faf du Plessis,69,43,160.46,5,4,GL,Saurashtra Cricket Association Stadium,14 April 2016
94,Ambati Rayudu,32,20,160,5,1,KKR,Wankhede Stadium,28 April 2016
95,Chris Gayle,49,31,158.06,5,4,KKR,Eden Gardens,16 May 2016
96,Virat Kohli,54,35,154.28,5,2,SRH,M. Chinnaswamy Stadium,29 May 2016
97,Virat Kohli,75,51,147.05,5,3,KKR,Eden Gardens,16 May 2016
98,Steve Smith,38,26,146.15,5,0,PBKS,IS Bindra Stadium,17 April 2016
99,Glenn Maxwell,56,39,143.58,5,1,MI,IS Bindra Stadium,25 April 2016
100,Manish Pandey,50,35,142.85,5,2,RCB,Eden Gardens,16 May 2016
101,Quinton de Kock,44,31,141.93,5,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 May 2016
102,Karun Nair,32,23,139.13,5,0,RPS,Arun Jaitley Stadium,05 May 2016
103,Shaun Marsh,56,41,136.58,5,1,KKR,IS Bindra Stadium,19 April 2016
104,Ambati Rayudu,31,23,134.78,5,0,RCB,Wankhede Stadium,20 April 2016
105,Manan Vohra,32,24,133.33,5,0,DC,Arun Jaitley Stadium,15 April 2016
106,Shikhar Dhawan,53,41,129.26,5,0,GL,Saurashtra Cricket Association Stadium,21 April 2016
107,David Warner,52,41,126.82,5,1,PBKS,IS Bindra Stadium,15 May 2016
108,Murali Vijay,42,34,123.52,5,1,GL,IS Bindra Stadium,11 April 2016
109,Dinesh Karthik,53,43,123.25,5,0,DC,Saurashtra Cricket Association Stadium,03 May 2016
110,Ajinkya Rahane,53,45,117.77,5,0,GL,Maharashtra Cricket Association's International Stadium,29 April 2016
111,Ajinkya Rahane,42,36,116.66,5,1,DC,ACA-VDCA Stadium,17 May 2016
112,Quinton de Kock,60,52,115.38,5,1,RCB,Shaheed Veer Narayan Singh International Cricket Stadium,22 May 2016
113,Brendon McCullum,32,29,110.34,5,0,SRH,Arun Jaitley Stadium,27 May 2016
114,Murali Vijay,53,49,108.16,5,2,RPS,IS Bindra Stadium,17 April 2016
115,Murali Vijay,54,52,103.84,5,1,MI,ACA-VDCA Stadium,13 May 2016
116,Karun Nair,41,43,95.34,5,0,RPS,ACA-VDCA Stadium,17 May 2016
117,Gautam Gambhir,38,41,92.68,5,0,DC,Eden Gardens,10 April 2016
118,Chris Morris,82,32,256.25,4,8,GL,Arun Jaitley Stadium,27 April 2016
119,Yusuf Pathan,19,8,237.5,4,0,MI,Wankhede Stadium,28 April 2016
120,David Warner,58,25,232,4,5,RCB,M. Chinnaswamy Stadium,12 April 2016
121,Chris Gayle,73,32,228.12,4,8,PBKS,M. Chinnaswamy Stadium,18 May 2016
122,Krunal Pandya,36,17,211.76,4,2,DC,Arun Jaitley Stadium,23 April 2016
123,Yusuf Pathan,37,18,205.55,4,3,RPS,Eden Gardens,14 May 2016
124,Kieron Pollard,39,19,205.26,4,3,RCB,Wankhede Stadium,20 April 2016
125,Dwayne Bravo,20,10,200,4,0,SRH,Arun Jaitley Stadium,27 May 2016
126,Chris Gayle,76,38,200,4,8,SRH,M. Chinnaswamy Stadium,29 May 2016
127,MS Dhoni,64,32,200,4,5,PBKS,ACA-VDCA Stadium,21 May 2016
128,Steve Smith,45,23,195.65,4,3,MI,Maharashtra Cricket Association's International Stadium,01 May 2016
129,Chris Morris,38,20,190,4,2,RPS,ACA-VDCA Stadium,17 May 2016
130,Rohit Sharma,30,17,176.47,4,2,GL,Green Park,21 May 2016
131,Ambati Rayudu,65,37,175.67,4,4,PBKS,IS Bindra Stadium,25 April 2016
132,Wriddhiman Saha,33,19,173.68,4,0,GL,Saurashtra Cricket Association Stadium,01 May 2016
133,Shikhar Dhawan,51,30,170,4,3,KKR,Eden Gardens,22 May 2016
134,Yuvraj Singh,38,23,165.21,4,2,RCB,M. Chinnaswamy Stadium,29 May 2016
135,Manan Vohra,38,23,165.21,4,2,GL,IS Bindra Stadium,11 April 2016
136,KL Rahul,38,23,165.21,4,1,DC,Shaheed Veer Narayan Singh International Cricket Stadium,22 May 2016
137,Dinesh Karthik,33,20,165,4,0,RPS,Maharashtra Cricket Association's International Stadium,29 April 2016
138,Dwayne Smith,37,23,160.86,4,2,MI,Green Park,21 May 2016
139,Murali Vijay,25,16,156.25,4,0,DC,IS Bindra Stadium,07 May 2016
140,Dwayne Smith,27,18,150,4,1,KKR,Eden Gardens,08 May 2016
141,Marcus Stoinis,33,22,150,4,0,GL,IS Bindra Stadium,11 April 2016
142,Robin Uthappa,25,17,147.05,4,0,SRH,Eden Gardens,22 May 2016
143,Usman Khawaja,19,13,146.15,4,0,DC,ACA-VDCA Stadium,17 May 2016
144,KL Rahul,51,35,145.71,4,3,GL,Saurashtra Cricket Association Stadium,24 April 2016
145,Murali Vijay,59,41,143.9,4,3,RPS,ACA-VDCA Stadium,21 May 2016
146,Quinton de Kock,40,28,142.85,4,2,MI,ACA-VDCA Stadium,15 May 2016
147,Rohit Sharma,62,44,140.9,4,3,RCB,Wankhede Stadium,20 April 2016
148,Ravindra Jadeja,21,15,140,4,0,MI,Green Park,21 May 2016
149,Parthiv Patel,21,15,140,4,0,RPS,Maharashtra Cricket Association's International Stadium,01 May 2016
150,Sanju Samson,49,35,140,4,1,PBKS,IS Bindra Stadium,07 May 2016
