POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
1,KL Rahul,132,69,191.3,14,7,RCB,Dubai International Stadium,24 September 2020
2,Ben Stokes,107,60,178.33,14,3,MI,Zayed Cricket Stadium,25 October 2020
3,Shikhar Dhawan,101,58,174.13,14,1,CSK,Sharjah Cricket Stadium,17 October 2020
4,Nitish Rana,81,53,152.83,13,1,DC,Zayed Cricket Stadium,24 October 2020
5,Wriddhiman Saha,87,45,193.33,12,2,DC,Dubai International Stadium,27 October 2020
6,Shikhar Dhawan,106,61,173.77,12,3,PBKS,Dubai International Stadium,20 October 2020
7,Devdutt Padikkal,74,45,164.44,12,1,MI,Zayed Cricket Stadium,28 October 2020
8,Suryakumar Yadav,79,47,168.08,11,2,RR,Zayed Cricket Stadium,06 October 2020
9,Faf du Plessis,87,53,164.15,11,1,PBKS,Dubai International Stadium,04 October 2020
10,Shane Watson,83,53,156.6,11,3,PBKS,Dubai International Stadium,04 October 2020
11,Mayank Agarwal,106,50,212,10,7,RR,Sharjah Cricket Stadium,27 September 2020
12,Suryakumar Yadav,79,43,183.72,10,3,RCB,Zayed Cricket Stadium,28 October 2020
13,David Warner,85,58,146.55,10,1,MI,Sharjah Cricket Stadium,03 November 2020
14,Nitish Rana,87,61,142.62,10,4,CSK,Dubai International Stadium,29 October 2020
15,Quinton de Kock,78,44,177.27,9,3,KKR,Zayed Cricket Stadium,16 October 2020
16,Prithvi Shaw,64,43,148.83,9,1,CSK,Dubai International Stadium,25 September 2020
17,Dinesh Karthik,58,29,200,8,2,PBKS,Zayed Cricket Stadium,10 October 2020
18,David Warner,66,34,194.11,8,2,DC,Dubai International Stadium,27 October 2020
19,Rahul Tripathi,81,51,158.82,8,3,CSK,Zayed Cricket Stadium,07 October 2020
20,Rohit Sharma,70,45,155.55,8,3,PBKS,Zayed Cricket Stadium,01 October 2020
21,Ishan Kishan,72,47,153.19,8,3,DC,Dubai International Stadium,31 October 2020
22,Devdutt Padikkal,56,42,133.33,8,0,SRH,Dubai International Stadium,21 September 2020
