POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
23,Mandeep Singh,66,56,117.85,8,2,KKR,Sharjah Cricket Stadium,26 October 2020
24,Marcus Stoinis,53,21,252.38,7,3,PBKS,Dubai International Stadium,20 September 2020
25,Shreyas Iyer,88,38,231.57,7,6,KKR,Sharjah Cricket Stadium,03 October 2020
26,Robin Uthappa,41,22,186.36,7,1,RCB,Dubai International Stadium,17 October 2020
27,Steve Smith,50,27,185.18,7,2,PBKS,Sharjah Cricket Stadium,27 September 2020
28,Jonny Bairstow,97,55,176.36,7,6,PBKS,Dubai International Stadium,08 October 2020
29,KL Rahul,77,51,150.98,7,3,MI,Dubai International Stadium,18 October 2020
30,Aaron Finch,52,35,148.57,7,1,MI,Dubai International Stadium,28 September 2020
31,Mayank Agarwal,89,60,148.33,7,4,DC,Dubai International Stadium,20 September 2020
32,Kane Williamson,57,39,146.15,7,0,CSK,Dubai International Stadium,13 October 2020
33,Jos Buttler,70,48,145.83,7,2,CSK,Zayed Cricket Stadium,19 October 2020
34,Virat Kohli,72,53,135.84,7,2,RR,Zayed Cricket Stadium,03 October 2020
35,Wriddhiman Saha,58,45,128.88,7,1,MI,Sharjah Cricket Stadium,03 November 2020
36,Jonny Bairstow,36,28,128.57,7,0,KKR,Zayed Cricket Stadium,18 October 2020
37,KL Rahul,69,54,127.77,7,1,RR,Sharjah Cricket Stadium,27 September 2020
38,KL Rahul,63,52,121.15,7,1,CSK,Dubai International Stadium,04 October 2020
39,Marcus Stoinis,53,26,203.84,6,2,RCB,Dubai International Stadium,05 October 2020
40,Sunil Narine,64,32,200,6,4,DC,Zayed Cricket Stadium,24 October 2020
41,Nitish Rana,26,13,200,6,0,SRH,Zayed Cricket Stadium,26 September 2020
42,Priyam Garg,51,26,196.15,6,1,CSK,Dubai International Stadium,02 October 2020
43,Ben Stokes,50,26,192.3,6,3,PBKS,Zayed Cricket Stadium,30 October 2020
44,Nicholas Pooran,53,28,189.28,6,3,DC,Dubai International Stadium,20 October 2020
45,Ishan Kishan,68,37,183.78,6,5,CSK,Sharjah Cricket Stadium,23 October 2020
46,Shikhar Dhawan,57,33,172.72,6,2,RR,Dubai International Stadium,14 October 2020
47,Suryakumar Yadav,47,28,167.85,6,1,KKR,Zayed Cricket Stadium,23 September 2020
48,Suryakumar Yadav,53,32,165.62,6,1,DC,Zayed Cricket Stadium,11 October 2020
49,Steve Smith,57,36,158.33,6,1,RCB,Dubai International Stadium,17 October 2020
50,Chris Gayle,99,63,157.14,6,8,RR,Zayed Cricket Stadium,30 October 2020
51,Shikhar Dhawan,78,50,156,6,2,SRH,Zayed Cricket Stadium,08 November 2020
52,Suryakumar Yadav,27,18,150,6,0,SRH,Sharjah Cricket Stadium,04 October 2020
53,Shubman Gill,36,24,150,6,0,RR,Dubai International Stadium,01 November 2020
54,Ambati Rayudu,71,48,147.91,6,3,MI,Zayed Cricket Stadium,19 September 2020
55,Mayank Agarwal,56,39,143.58,6,1,KKR,Zayed Cricket Stadium,10 October 2020
56,Jonny Bairstow,61,43,141.86,6,2,RCB,Dubai International Stadium,21 September 2020
57,Marcus Stoinis,65,46,141.3,6,3,MI,Dubai International Stadium,05 November 2020
58,Devdutt Padikkal,63,45,140,6,1,RR,Zayed Cricket Stadium,03 October 2020
59,Ruturaj Gaikwad,72,53,135.84,6,2,KKR,Dubai International Stadium,29 October 2020
60,Suryakumar Yadav,51,38,134.21,6,2,DC,Dubai International Stadium,05 November 2020
61,Shikhar Dhawan,69,52,132.69,6,1,MI,Zayed Cricket Stadium,11 October 2020
62,Faf du Plessis,58,44,131.81,6,0,MI,Zayed Cricket Stadium,19 September 2020
63,Shikhar Dhawan,54,41,131.7,6,0,RCB,Zayed Cricket Stadium,02 November 2020
64,Shreyas Iyer,65,50,130,6,2,MI,Dubai International Stadium,10 November 2020
65,Shane Watson,36,28,128.57,6,0,DC,Sharjah Cricket Stadium,17 October 2020
66,KL Rahul,74,58,127.58,6,0,KKR,Zayed Cricket Stadium,10 October 2020
67,Ruturaj Gaikwad,62,49,126.53,6,1,PBKS,Zayed Cricket Stadium,01 November 2020
68,Shane Watson,50,40,125,6,1,KKR,Zayed Cricket Stadium,07 October 2020
69,Faf du Plessis,58,47,123.4,6,2,DC,Sharjah Cricket Stadium,17 October 2020
70,Ben Stokes,41,35,117.14,6,0,DC,Dubai International Stadium,14 October 2020
71,Vijay Shankar,52,51,101.96,6,0,RR,Dubai International Stadium,22 October 2020
72,Rishabh Pant,38,17,223.52,5,1,KKR,Sharjah Cricket Stadium,03 October 2020
73,AB de Villiers,73,33,221.21,5,6,KKR,Sharjah Cricket Stadium,12 October 2020
74,Nicholas Pooran,77,37,208.1,5,7,SRH,Dubai International Stadium,08 October 2020
75,Eoin Morgan,68,35,194.28,5,6,RR,Dubai International Stadium,01 November 2020
76,Ambati Rayudu,38,20,190,5,1,KKR,Dubai International Stadium,29 October 2020
77,Prithvi Shaw,42,23,182.6,5,2,RCB,Dubai International Stadium,05 October 2020
78,Mayank Agarwal,26,15,173.33,5,0,CSK,Zayed Cricket Stadium,01 November 2020
79,Quinton de Kock,33,20,165,5,0,CSK,Zayed Cricket Stadium,19 September 2020
80,Quinton de Kock,40,25,160,5,1,DC,Dubai International Stadium,05 November 2020
81,Eoin Morgan,40,25,160,5,2,PBKS,Sharjah Cricket Stadium,26 October 2020
82,Kane Williamson,41,26,157.69,5,0,DC,Zayed Cricket Stadium,29 September 2020
83,Steve Smith,31,20,155,5,0,PBKS,Zayed Cricket Stadium,30 October 2020
84,Kane Williamson,67,45,148.88,5,4,DC,Zayed Cricket Stadium,08 November 2020
85,Rishabh Pant,37,25,148,5,0,CSK,Dubai International Stadium,25 September 2020
86,Pat Cummins,53,36,147.22,5,2,MI,Zayed Cricket Stadium,16 October 2020
87,Ravindra Jadeja,50,35,142.85,5,2,SRH,Dubai International Stadium,02 October 2020
88,David Warner,47,33,142.42,5,0,KKR,Zayed Cricket Stadium,18 October 2020
89,Marcus Stoinis,38,27,140.74,5,1,SRH,Zayed Cricket Stadium,08 November 2020
90,Shubman Gill,47,34,138.23,5,1,RR,Dubai International Stadium,30 September 2020
91,Manish Pandey,29,21,138.09,5,0,CSK,Dubai International Stadium,02 October 2020
92,David Warner,60,44,136.36,5,2,MI,Sharjah Cricket Stadium,04 October 2020
93,Devdutt Padikkal,54,40,135,5,2,MI,Dubai International Stadium,28 September 2020
94,Rohit Sharma,68,51,133.33,5,4,DC,Dubai International Stadium,10 November 2020
95,Ajinkya Rahane,60,46,130.43,5,1,RCB,Zayed Cricket Stadium,02 November 2020
96,Dinesh Karthik,30,23,130.43,5,0,MI,Zayed Cricket Stadium,23 September 2020
97,AB de Villiers,56,43,130.23,5,0,SRH,Zayed Cricket Stadium,06 November 2020
98,David Warner,52,40,130,5,1,PBKS,Dubai International Stadium,08 October 2020
99,Shreyas Iyer,42,33,127.27,5,0,MI,Zayed Cricket Stadium,11 October 2020
100,Quinton de Kock,46,37,124.32,5,2,CSK,Sharjah Cricket Stadium,23 October 2020
101,Suryakumar Yadav,36,29,124.13,5,0,SRH,Sharjah Cricket Stadium,03 November 2020
102,Shreyas Iyer,47,38,123.68,5,0,KKR,Zayed Cricket Stadium,24 October 2020
103,Devdutt Padikkal,50,41,121.95,5,0,DC,Zayed Cricket Stadium,02 November 2020
104,Shubman Gill,57,47,121.27,5,0,PBKS,Zayed Cricket Stadium,10 October 2020
105,Shubman Gill,70,62,112.9,5,2,SRH,Zayed Cricket Stadium,26 September 2020
106,Shubman Gill,36,37,97.29,5,0,SRH,Zayed Cricket Stadium,18 October 2020
107,Rohit Sharma,35,36,97.22,5,1,KKR,Zayed Cricket Stadium,16 October 2020
108,AB de Villiers,55,24,229.16,4,4,MI,Dubai International Stadium,28 September 2020
109,Sanju Samson,85,42,202.38,4,7,PBKS,Sharjah Cricket Stadium,27 September 2020
110,Nathan Coulter-Nile,24,12,200,4,0,PBKS,Dubai International Stadium,18 October 2020
111,Sanju Samson,48,25,192,4,3,PBKS,Zayed Cricket Stadium,30 October 2020
112,Shimron Hetmyer,42,22,190.9,4,1,SRH,Zayed Cricket Stadium,08 November 2020
113,Ishan Kishan,55,30,183.33,4,3,DC,Dubai International Stadium,05 November 2020
114,Mayank Agarwal,45,25,180,4,3,RCB,Sharjah Cricket Stadium,15 October 2020
115,Manish Pandey,83,47,176.59,4,8,RR,Dubai International Stadium,22 October 2020
116,Sanju Samson,54,31,174.19,4,3,MI,Zayed Cricket Stadium,25 October 2020
117,Virat Kohli,90,52,173.07,4,4,CSK,Dubai International Stadium,10 October 2020
118,Quinton de Kock,67,39,171.79,4,4,SRH,Sharjah Cricket Stadium,04 October 2020
119,AB de Villiers,51,30,170,4,2,SRH,Dubai International Stadium,21 September 2020
120,Nitish Rana,58,35,165.71,4,4,DC,Sharjah Cricket Stadium,03 October 2020
121,Prithvi Shaw,66,41,160.97,4,4,KKR,Sharjah Cricket Stadium,03 October 2020
122,Rahul Tewatia,45,28,160.71,4,2,SRH,Dubai International Stadium,11 October 2020
123,Jos Buttler,70,44,159.09,4,5,MI,Zayed Cricket Stadium,06 October 2020
124,Jos Buttler,35,22,159.09,4,1,KKR,Dubai International Stadium,01 November 2020
125,Manish Pandey,30,19,157.89,4,1,MI,Sharjah Cricket Stadium,04 October 2020
126,AB de Villiers,28,18,155.55,4,1,PBKS,Dubai International Stadium,24 September 2020
127,Suryakumar Yadav,40,26,153.84,4,1,RR,Zayed Cricket Stadium,25 October 2020
128,Shubman Gill,26,17,152.94,4,0,CSK,Dubai International Stadium,29 October 2020
129,Kane Williamson,29,19,152.63,4,1,KKR,Zayed Cricket Stadium,18 October 2020
130,Rishabh Pant,56,38,147.36,4,2,MI,Dubai International Stadium,10 November 2020
131,Quinton de Kock,53,36,147.22,4,3,DC,Zayed Cricket Stadium,11 October 2020
132,Steve Smith,69,47,146.8,4,4,CSK,Sharjah Cricket Stadium,22 September 2020
133,Manish Pandey,44,31,141.93,4,1,DC,Dubai International Stadium,27 October 2020
134,Faf du Plessis,48,34,141.17,4,2,PBKS,Zayed Cricket Stadium,01 November 2020
135,Devdutt Padikkal,32,23,139.13,4,1,KKR,Sharjah Cricket Stadium,12 October 2020
136,Josh Philippe,33,24,137.5,4,1,MI,Zayed Cricket Stadium,28 October 2020
137,Saurabh Tiwary,34,25,136,4,1,RR,Zayed Cricket Stadium,25 October 2020
138,MS Dhoni,47,36,130.55,4,1,SRH,Dubai International Stadium,02 October 2020
139,Mayank Agarwal,26,20,130,4,0,RCB,Dubai International Stadium,24 September 2020
140,Abhishek Sharma,31,24,129.16,4,1,CSK,Dubai International Stadium,02 October 2020
141,Ruturaj Gaikwad,65,51,127.45,4,3,RCB,Dubai International Stadium,25 October 2020
142,Aaron Finch,47,37,127.02,4,1,KKR,Sharjah Cricket Stadium,12 October 2020
143,Faf du Plessis,43,35,122.85,4,0,DC,Dubai International Stadium,25 September 2020
144,Shreyas Iyer,22,18,122.22,4,0,RR,Sharjah Cricket Stadium,09 October 2020
145,Wriddhiman Saha,39,32,121.87,4,1,RCB,Sharjah Cricket Stadium,31 October 2020
146,Narayan Jagadeesan,33,28,117.85,4,0,RCB,Dubai International Stadium,10 October 2020
147,Ravindra Jadeja,35,30,116.66,4,0,RR,Zayed Cricket Stadium,19 October 2020
148,Faf du Plessis,22,19,115.78,4,0,SRH,Dubai International Stadium,02 October 2020
149,Rahul Tripathi,39,34,114.7,4,2,RR,Dubai International Stadium,01 November 2020
150,Krunal Pandya,34,30,113.33,4,1,PBKS,Dubai International Stadium,18 October 2020
