POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
24,Chris Gayle,63,33,190.9,7,4,CSK,IS Bindra Stadium,15 April 2018
25,Virat Kohli,57,30,190,7,2,RR,M. Chinnaswamy Stadium,15 April 2018
26,Parthiv Patel,40,22,181.81,7,0,PBKS,Holkar Cricket Stadium,14 May 2018
27,Rishabh Pant,79,45,175.55,7,4,CSK,Maharashtra Cricket Association's International Stadium,30 April 2018
28,Virat Kohli,70,40,175,7,3,DC,Arun Jaitley Stadium,12 May 2018
29,KL Rahul,37,22,168.18,7,0,CSK,IS Bindra Stadium,15 April 2018
30,Suryakumar Yadav,53,32,165.62,7,1,DC,Wankhede Stadium,14 April 2018
31,Rishabh Pant,43,26,165.38,7,1,KKR,Eden Gardens,16 April 2018
32,Manish Pandey,62,38,163.15,7,2,RCB,M. Chinnaswamy Stadium,17 May 2018
33,Ambati Rayudu,100,62,161.29,7,7,SRH,Maharashtra Cricket Association's International Stadium,13 May 2018
34,KL Rahul,84,54,155.55,7,3,RR,Holkar Cricket Stadium,06 May 2018
35,AB de Villiers,53,35,151.42,7,0,RR,Sawai Mansingh Stadium,19 May 2018
36,Suryakumar Yadav,59,39,151.28,7,2,KKR,Wankhede Stadium,06 May 2018
37,Virat Kohli,92,62,148.38,7,4,MI,Wankhede Stadium,17 April 2018
38,Kane Williamson,63,43,146.51,7,2,RR,Sawai Mansingh Stadium,29 April 2018
39,Chris Lynn,49,34,144.11,7,1,SRH,Eden Gardens,14 April 2018
40,Prithvi Shaw,62,44,140.9,7,2,KKR,Arun Jaitley Stadium,27 April 2018
41,Quinton de Kock,45,34,132.35,7,1,PBKS,M. Chinnaswamy Stadium,13 April 2018
42,Jos Buttler,51,39,130.76,7,0,PBKS,Holkar Cricket Stadium,06 May 2018
43,Suryakumar Yadav,38,31,122.58,7,0,RR,Wankhede Stadium,13 May 2018
44,Chris Lynn,62,52,119.23,7,1,RCB,M. Chinnaswamy Stadium,29 April 2018
45,KL Rahul,51,16,318.75,6,4,DC,IS Bindra Stadium,08 April 2018
46,Mandeep Singh,47,25,188,6,1,RR,M. Chinnaswamy Stadium,15 April 2018
47,Rishabh Pant,47,25,188,6,2,MI,Wankhede Stadium,14 April 2018
48,Prithvi Shaw,65,36,180.55,6,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 May 2018
49,Chris Lynn,74,41,180.48,6,4,PBKS,Eden Gardens,21 April 2018
50,Ajinkya Rahane,36,20,180,6,1,RCB,M. Chinnaswamy Stadium,15 April 2018
51,MS Dhoni,79,44,179.54,6,5,PBKS,IS Bindra Stadium,15 April 2018
52,Rishabh Pant,85,48,177.08,6,7,RCB,M. Chinnaswamy Stadium,21 April 2018
53,Jason Roy,91,53,171.69,6,6,MI,Wankhede Stadium,14 April 2018
54,Virat Kohli,48,28,171.42,6,2,PBKS,Holkar Cricket Stadium,14 May 2018
55,Rohit Sharma,56,33,169.69,6,2,CSK,Maharashtra Cricket Association's International Stadium,28 April 2018
56,Kane Williamson,84,51,164.7,6,5,CSK,Rajiv Gandhi Intl. Cricket Stadium,22 April 2018
57,Suresh Raina,75,47,159.57,6,4,MI,Maharashtra Cricket Association's International Stadium,28 April 2018
58,Brendon McCullum,43,27,159.25,6,2,KKR,Eden Gardens,08 April 2018
59,Shubman Gill,57,36,158.33,6,2,CSK,Eden Gardens,03 May 2018
60,Chris Lynn,48,31,154.83,6,2,SRH,Eden Gardens,25 May 2018
61,Evin Lewis,65,42,154.76,6,5,RCB,Wankhede Stadium,17 April 2018
62,Robin Uthappa,54,35,154.28,6,3,MI,Wankhede Stadium,06 May 2018
63,Dinesh Karthik,43,28,153.57,6,0,PBKS,Eden Gardens,21 April 2018
64,Suryakumar Yadav,72,47,153.19,6,3,RR,Sawai Mansingh Stadium,22 April 2018
65,Suresh Raina,52,35,148.57,6,1,RR,Sawai Mansingh Stadium,11 May 2018
66,Suryakumar Yadav,43,29,148.27,6,1,CSK,Wankhede Stadium,07 April 2018
67,Suryakumar Yadav,57,42,135.71,6,3,PBKS,Holkar Cricket Stadium,04 May 2018
68,Robin Uthappa,48,36,133.33,6,2,RR,Sawai Mansingh Stadium,18 April 2018
69,Chris Gayle,50,40,125,6,2,MI,Holkar Cricket Stadium,04 May 2018
70,Ishan Kishan,62,21,295.23,5,6,KKR,Eden Gardens,09 May 2018
71,Kieron Pollard,50,23,217.39,5,3,PBKS,Wankhede Stadium,16 May 2018
72,Dinesh Karthik,50,23,217.39,5,3,PBKS,Holkar Cricket Stadium,12 May 2018
73,Ishan Kishan,44,23,191.3,5,2,DC,Wankhede Stadium,14 April 2018
74,Ajinkya Rahane,36,19,189.47,5,1,KKR,Sawai Mansingh Stadium,18 April 2018
75,Krunal Pandya,41,22,186.36,5,2,CSK,Wankhede Stadium,07 April 2018
76,Rishabh Pant,61,34,179.41,5,4,RCB,Arun Jaitley Stadium,12 May 2018
77,Jos Buttler,39,22,177.27,5,2,KKR,Eden Gardens,15 May 2018
78,Ambati Rayudu,41,24,170.83,5,1,DC,Maharashtra Cricket Association's International Stadium,30 April 2018
79,Nitish Rana,59,35,168.57,5,4,DC,Eden Gardens,16 April 2018
80,Chris Gayle,62,38,163.15,5,6,KKR,Eden Gardens,21 April 2018
81,Shane Watson,57,35,162.85,5,3,SRH,Maharashtra Cricket Association's International Stadium,13 May 2018
82,Wriddhiman Saha,24,15,160,5,0,KKR,Eden Gardens,14 April 2018
83,Faf du Plessis,67,42,159.52,5,4,SRH,Wankhede Stadium,22 May 2018
84,Virat Kohli,68,44,154.54,5,3,KKR,M. Chinnaswamy Stadium,29 April 2018
85,Evin Lewis,43,28,153.57,5,2,KKR,Wankhede Stadium,06 May 2018
86,Karun Nair,50,33,151.51,5,2,DC,IS Bindra Stadium,08 April 2018
87,Robin Uthappa,34,23,147.82,5,1,PBKS,Eden Gardens,21 April 2018
88,Kane Williamson,56,39,143.58,5,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,07 May 2018
89,Sunil Narine,35,25,140,5,1,RR,Sawai Mansingh Stadium,18 April 2018
90,Ambati Rayudu,49,35,140,5,1,PBKS,IS Bindra Stadium,15 April 2018
91,Dinesh Karthik,36,26,138.46,5,1,MI,Wankhede Stadium,06 May 2018
92,Kane Williamson,29,21,138.09,5,0,MI,Wankhede Stadium,24 April 2018
93,Rahul Tripathi,80,58,137.93,5,3,RCB,Sawai Mansingh Stadium,19 May 2018
94,Dinesh Karthik,41,31,132.25,5,1,RR,Eden Gardens,15 May 2018
95,Gautam Gambhir,55,42,130.95,5,1,PBKS,IS Bindra Stadium,08 April 2018
96,Kane Williamson,51,39,130.76,5,2,CSK,Maharashtra Cricket Association's International Stadium,13 May 2018
97,Kane Williamson,47,36,130.55,5,2,CSK,Wankhede Stadium,27 May 2018
98,Virat Kohli,39,30,130,5,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,07 May 2018
99,Wriddhiman Saha,35,27,129.62,5,0,KKR,Eden Gardens,25 May 2018
100,Suryakumar Yadav,44,34,129.41,5,1,CSK,Maharashtra Cricket Association's International Stadium,28 April 2018
101,Parthiv Patel,53,41,129.26,5,2,CSK,Maharashtra Cricket Association's International Stadium,05 May 2018
102,Shikhar Dhawan,50,39,128.2,5,1,KKR,Rajiv Gandhi Intl. Cricket Stadium,19 May 2018
103,Shreyas Iyer,57,45,126.66,5,1,PBKS,Arun Jaitley Stadium,23 April 2018
104,Suresh Raina,54,43,125.58,5,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,22 April 2018
105,Ajinkya Rahane,65,53,122.64,5,1,SRH,Sawai Mansingh Stadium,29 April 2018
106,Hardik Pandya,50,42,119.04,5,1,RCB,M. Chinnaswamy Stadium,01 May 2018
107,Sanju Samson,49,42,116.66,5,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,09 April 2018
108,Ajinkya Rahane,45,40,112.5,5,0,DC,Sawai Mansingh Stadium,11 April 2018
109,Suryakumar Yadav,36,32,112.5,5,1,KKR,Eden Gardens,09 May 2018
110,Shakib Al Hasan,35,32,109.37,5,0,RCB,Rajiv Gandhi Intl. Cricket Stadium,07 May 2018
111,Chris Lynn,45,42,107.14,5,1,RR,Eden Gardens,15 May 2018
112,D'Arcy Short,44,43,102.32,5,1,KKR,Sawai Mansingh Stadium,18 April 2018
113,Krishnappa Gowtham,33,11,300,4,2,MI,Sawai Mansingh Stadium,22 April 2018
114,Sunil Narine,29,10,290,4,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 May 2018
115,Sunil Narine,50,19,263.15,4,5,RCB,Eden Gardens,08 April 2018
116,Krunal Pandya,31,12,258.33,4,2,PBKS,Holkar Cricket Stadium,04 May 2018
117,Jos Buttler,67,26,257.69,4,7,DC,Arun Jaitley Stadium,02 May 2018
118,Prithvi Shaw,22,10,220,4,0,PBKS,Arun Jaitley Stadium,23 April 2018
119,Rishabh Pant,28,13,215.38,4,1,PBKS,IS Bindra Stadium,08 April 2018
120,Mandeep Singh,37,18,205.55,4,2,KKR,Eden Gardens,08 April 2018
121,Ravichandran Ashwin,45,22,204.54,4,3,KKR,Holkar Cricket Stadium,12 May 2018
122,Sunil Narine,26,13,200,4,1,SRH,Eden Gardens,25 May 2018
123,Shane Watson,78,40,195,4,7,DC,Maharashtra Cricket Association's International Stadium,30 April 2018
124,AB de Villiers,72,37,194.59,4,6,DC,Arun Jaitley Stadium,12 May 2018
125,Prithvi Shaw,47,25,188,4,4,RR,Arun Jaitley Stadium,02 May 2018
126,Colin Munro,33,18,183.33,4,2,KKR,Arun Jaitley Stadium,27 April 2018
127,Yusuf Pathan,45,25,180,4,2,CSK,Wankhede Stadium,27 May 2018
128,Faf du Plessis,27,15,180,4,1,KKR,Eden Gardens,03 May 2018
129,Rahul Tripathi,27,15,180,4,1,KKR,Eden Gardens,15 May 2018
130,Hardik Pandya,35,20,175,4,1,KKR,Wankhede Stadium,06 May 2018
131,Ambati Rayudu,50,29,172.41,4,4,DC,Arun Jaitley Stadium,18 May 2018
132,Evin Lewis,48,28,171.42,4,4,DC,Wankhede Stadium,14 April 2018
133,Suresh Raina,22,13,169.23,4,0,SRH,Wankhede Stadium,22 May 2018
134,Shreyas Iyer,52,31,167.74,4,3,RCB,M. Chinnaswamy Stadium,21 April 2018
135,Sunil Narine,32,20,160,4,2,CSK,Eden Gardens,03 May 2018
136,Kane Williamson,24,15,160,4,0,CSK,Wankhede Stadium,22 May 2018
137,Parthiv Patel,20,13,153.84,4,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,07 May 2018
138,Dwayne Bravo,24,16,150,4,0,RR,Maharashtra Cricket Association's International Stadium,20 April 2018
139,Brendon McCullum,37,25,148,4,2,MI,M. Chinnaswamy Stadium,01 May 2018
140,Rishabh Pant,64,44,145.45,4,4,MI,Arun Jaitley Stadium,20 May 2018
141,Shane Watson,36,25,144,4,2,KKR,Eden Gardens,03 May 2018
142,Evin Lewis,60,42,142.85,4,4,RR,Wankhede Stadium,13 May 2018
143,Shikhar Dhawan,34,24,141.66,4,1,KKR,Eden Gardens,25 May 2018
144,Ishan Kishan,58,42,138.09,4,3,RR,Sawai Mansingh Stadium,22 April 2018
145,Ishan Kishan,40,29,137.93,4,1,CSK,Wankhede Stadium,07 April 2018
146,Chris Lynn,22,16,137.5,4,0,CSK,Chidambaram,10 April 2018
147,Dinesh Karthik,52,38,136.84,4,2,RR,Eden Gardens,23 May 2018
148,Quinton de Kock,26,19,136.84,4,0,RR,M. Chinnaswamy Stadium,15 April 2018
149,Brendon McCullum,38,28,135.71,4,2,KKR,M. Chinnaswamy Stadium,29 April 2018
150,Shreevats Goswami,35,26,134.61,4,1,KKR,Rajiv Gandhi Intl. Cricket Stadium,19 May 2018
