POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
50,Jacques Kallis,79,60,131.66,7,3,MI,Eden Gardens,12 May 2012
51,Ajinkya Rahane,42,32,131.25,7,0,DC,Sawai Mansingh Stadium,01 May 2012
52,Jesse Ryder,73,56,130.35,7,1,CSK,Maharashtra Cricket Association's International Stadium,14 April 2012
53,Ajinkya Rahane,61,47,129.78,7,0,PWI,Sawai Mansingh Stadium,13 May 2012
54,Brendon McCullum,56,44,127.27,7,0,DC,Arun Jaitley Stadium,07 May 2012
55,Manoj Tiwary,59,49,120.4,7,0,RR,Sawai Mansingh Stadium,08 April 2012
56,Shaun Marsh,64,54,118.51,7,1,PWI,IS Bindra Stadium,12 April 2012
57,Herschelle Gibbs,66,58,113.79,7,2,KKR,Eden Gardens,12 May 2012
58,MS Dhoni,51,20,255,6,2,MI,M. Chinnaswamy Stadium,23 May 2012
59,Brad Hodge,48,21,228.57,6,2,DEC,Sawai Mansingh Stadium,17 April 2012
60,Mayank Agarwal,64,30,213.33,6,4,MI,M. Chinnaswamy Stadium,14 May 2012
61,Kieron Pollard,64,33,193.93,6,4,RR,Wankhede Stadium,11 April 2012
62,Kevin Pietersen,50,26,192.3,6,3,MI,Arun Jaitley Stadium,27 April 2012
63,Shane Watson,58,31,187.09,6,4,PWI,Sawai Mansingh Stadium,13 May 2012
64,Cameron White,78,46,169.56,6,5,PWI,Maharashtra Cricket Association's International Stadium,26 April 2012
65,Chris Gayle,71,42,169.04,6,4,PBKS,M. Chinnaswamy Stadium,02 May 2012
66,Kevin Pietersen,103,64,160.93,6,9,DEC,Arun Jaitley Stadium,19 April 2012
67,James Franklin,79,51,154.9,6,4,PBKS,Wankhede Stadium,22 April 2012
68,AB de Villiers,64,42,152.38,6,2,DC,M. Chinnaswamy Stadium,07 April 2012
69,Ambati Rayudu,81,54,150,6,4,RCB,M. Chinnaswamy Stadium,14 May 2012
70,Gautam Gambhir,62,43,144.18,6,3,CSK,Eden Gardens,14 May 2012
71,Mandeep Singh,43,30,143.33,6,1,RCB,M. Chinnaswamy Stadium,02 May 2012
72,Richard Levi,50,35,142.85,6,3,CSK,Chidambaram,04 April 2012
73,Faf du Plessis,73,52,140.38,6,2,RR,Chidambaram,21 April 2012
74,AB de Villiers,52,39,133.33,6,0,PBKS,IS Bindra Stadium,20 April 2012
75,Rohit Sharma,60,46,130.43,6,2,CSK,Wankhede Stadium,06 May 2012
76,Mahela Jayawardena,40,33,121.21,6,0,KKR,Maharashtra Cricket Association's International Stadium,22 May 2012
77,Gautam Gambhir,63,52,121.15,6,1,CSK,Chidambaram,30 April 2012
78,Subramaniam Badrinath,47,39,120.51,6,1,MI,M. Chinnaswamy Stadium,23 May 2012
79,Tillakaratne Dilshan,53,44,120.45,6,1,PWI,Maharashtra Cricket Association's International Stadium,11 May 2012
80,Sachin Tendulkar,58,51,113.72,6,0,RR,Sawai Mansingh Stadium,20 May 2012
81,Robin Uthappa,60,58,103.44,6,0,DC,Maharashtra Cricket Association's International Stadium,24 April 2012
82,AB de Villiers,47,17,276.47,5,3,DEC,M. Chinnaswamy Stadium,06 May 2012
83,Owais Shah,60,26,230.76,5,5,RCB,M. Chinnaswamy Stadium,15 April 2012
84,Owais Shah,76,42,180.95,5,5,MI,Wankhede Stadium,11 April 2012
85,Virender Sehwag,57,32,178.12,5,4,PWI,Arun Jaitley Stadium,21 April 2012
86,Mandeep Singh,21,12,175,5,0,DC,Arun Jaitley Stadium,15 May 2012
87,Dinesh Karthik,35,20,175,5,0,PBKS,Wankhede Stadium,22 April 2012
88,Mayank Agarwal,45,26,173.07,5,3,CSK,Chidambaram,12 April 2012
89,Dwayne Smith,38,22,172.72,5,2,CSK,M. Chinnaswamy Stadium,23 May 2012
90,Shaun Marsh,68,40,170,5,3,MI,Wankhede Stadium,22 April 2012
91,Kieron Pollard,52,31,167.74,5,3,RCB,M. Chinnaswamy Stadium,14 May 2012
92,Parthiv Patel,45,27,166.66,5,1,DC,Arun Jaitley Stadium,19 April 2012
93,Robin Uthappa,38,23,165.21,5,1,RCB,Maharashtra Cricket Association's International Stadium,11 May 2012
94,Ambati Rayudu,62,39,158.97,5,3,DC,Arun Jaitley Stadium,27 April 2012
95,Faf du Plessis,71,46,154.34,5,4,RCB,Chidambaram,12 April 2012
96,Shikhar Dhawan,44,29,151.72,5,1,DC,Arun Jaitley Stadium,19 April 2012
97,Harbhajan Singh,33,22,150,5,1,DC,Wankhede Stadium,16 April 2012
98,Murali Vijay,36,25,144,5,1,KKR,Eden Gardens,14 May 2012
99,Ajinkya Rahane,44,31,141.93,5,1,DEC,Sawai Mansingh Stadium,17 April 2012
100,Mandeep Singh,28,20,140,5,0,DEC,IS Bindra Stadium,13 May 2012
101,Chris Gayle,82,59,138.98,5,6,MI,Wankhede Stadium,09 May 2012
102,Nitin Saini,50,36,138.88,5,0,RCB,M. Chinnaswamy Stadium,02 May 2012
103,Kumar Sangakkara,44,32,137.5,5,1,RR,Sawai Mansingh Stadium,17 April 2012
104,Mandeep Singh,34,25,136,5,0,RR,Sawai Mansingh Stadium,06 April 2012
105,Suresh Raina,23,17,135.29,5,0,RR,Sawai Mansingh Stadium,10 May 2012
106,Faf du Plessis,43,33,130.3,5,2,PWI,Maharashtra Cricket Association's International Stadium,14 April 2012
107,Shaun Marsh,34,27,125.92,5,1,RR,IS Bindra Stadium,05 May 2012
108,Virat Kohli,57,46,123.91,5,2,CSK,Chidambaram,12 April 2012
109,Mithun Manhas,42,34,123.52,5,0,MI,Maharashtra Cricket Association's International Stadium,03 May 2012
110,Nitin Saini,30,25,120,5,0,MI,Wankhede Stadium,22 April 2012
111,Murali Vijay,48,40,120,5,1,DC,Chidambaram,12 May 2012
112,Steve Smith,37,31,119.35,5,0,RR,Sawai Mansingh Stadium,13 May 2012
113,Michael Hussey,38,32,118.75,5,1,DC,Chidambaram,12 May 2012
114,Siddharth Chitnis,38,32,118.75,5,1,DC,HPCA Stadium,19 May 2012
115,Sourav Ganguly,41,35,117.14,5,1,DC,Arun Jaitley Stadium,21 April 2012
116,Mandeep Singh,24,21,114.28,5,0,CSK,HPCA Stadium,17 May 2012
117,David Hussey,40,35,114.28,5,1,DC,Arun Jaitley Stadium,15 May 2012
118,Sourav Ganguly,45,40,112.5,5,1,DEC,Barabati Stadium,01 May 2012
119,Mandeep Singh,56,50,112,5,1,CSK,Chidambaram,28 April 2012
120,Aaron Finch,30,27,111.11,5,0,KKR,Eden Gardens,05 April 2012
121,Rahul Dravid,39,36,108.33,5,0,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2012
122,Rohit Sharma,29,27,107.4,5,0,DC,Wankhede Stadium,16 April 2012
123,Rahul Dravid,40,38,105.26,5,0,DC,Arun Jaitley Stadium,29 April 2012
124,Rahul Dravid,28,27,103.7,5,0,KKR,Eden Gardens,13 April 2012
125,Brendon McCullum,42,43,97.67,5,1,PWI,Eden Gardens,05 May 2012
126,Brendon McCullum,41,43,95.34,5,0,PWI,Maharashtra Cricket Association's International Stadium,19 May 2012
127,Steve Smith,34,13,261.53,4,2,DC,Arun Jaitley Stadium,21 April 2012
128,Gurkeerat Mann Singh,29,12,241.66,4,1,DEC,IS Bindra Stadium,13 May 2012
129,Gurkeerat Mann Singh,26,11,236.36,4,1,DC,HPCA Stadium,19 May 2012
130,Shane Watson,36,17,211.76,4,2,PBKS,IS Bindra Stadium,05 May 2012
131,Steve Smith,44,22,200,4,3,CSK,Maharashtra Cricket Association's International Stadium,14 April 2012
132,David Hussey,65,35,185.71,4,5,DEC,IS Bindra Stadium,13 May 2012
133,Gautam Gambhir,36,21,171.42,4,1,DC,Arun Jaitley Stadium,07 May 2012
134,David Hussey,68,40,170,4,4,MI,IS Bindra Stadium,25 April 2012
135,Gautam Gambhir,22,13,169.23,4,0,PBKS,Eden Gardens,15 April 2012
136,Ravindra Jadeja,44,26,169.23,4,2,PWI,Maharashtra Cricket Association's International Stadium,14 April 2012
137,Chris Gayle,81,48,168.75,4,8,PWI,M. Chinnaswamy Stadium,17 April 2012
138,Cameron White,74,45,164.44,4,4,PWI,Barabati Stadium,01 May 2012
139,Irfan Pathan,36,22,163.63,4,1,KKR,Arun Jaitley Stadium,07 May 2012
140,Andrew McDonald,30,19,157.89,4,2,DC,M. Chinnaswamy Stadium,07 April 2012
141,Virender Sehwag,33,21,157.14,4,1,CSK,Arun Jaitley Stadium,10 April 2012
142,Gautam Gambhir,56,36,155.55,4,2,PWI,Eden Gardens,05 May 2012
143,Jesse Ryder,34,22,154.54,4,1,RCB,M. Chinnaswamy Stadium,17 April 2012
144,Venugopal Rao,36,24,150,4,1,RCB,Arun Jaitley Stadium,17 May 2012
145,Rohit Sharma,73,50,146,4,5,DEC,ACA-VDCA Stadium,09 April 2012
146,Shaun Marsh,32,22,145.45,4,1,CSK,Chidambaram,28 April 2012
147,Mahela Jayawardena,55,38,144.73,4,2,CSK,Chidambaram,25 May 2012
148,Michael Hussey,56,39,143.58,4,4,KKR,Eden Gardens,14 May 2012
149,Shikhar Dhawan,71,50,142,4,3,PBKS,IS Bindra Stadium,13 May 2012
150,Murali Vijay,41,29,141.37,4,3,MI,Wankhede Stadium,06 May 2012
