POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
73,Ajinkya Rahane,67,48,139.58,6,2,PWI,Sawai Mansingh Stadium,05 May 2013
74,Mandeep Singh,41,30,136.66,6,0,KKR,IS Bindra Stadium,16 April 2013
75,Virender Sehwag,30,22,136.36,6,0,PBKS,HPCA Stadium,16 May 2013
76,Virat Kohli,57,43,132.55,6,2,PBKS,M. Chinnaswamy Stadium,14 May 2013
77,Steve Smith,41,31,132.25,6,0,RCB,M. Chinnaswamy Stadium,23 April 2013
78,Adam Gilchrist,42,32,131.25,6,0,RR,IS Bindra Stadium,09 May 2013
79,Michael Hussey,65,50,130,6,2,DC,Arun Jaitley Stadium,18 April 2013
80,Rahul Dravid,65,51,127.45,6,2,DC,Arun Jaitley Stadium,06 April 2013
81,Eoin Morgan,47,38,123.68,6,0,PBKS,IS Bindra Stadium,16 April 2013
82,Manpreet Juneja,49,40,122.5,6,0,MI,Wankhede Stadium,09 April 2013
83,Aaron Finch,64,53,120.75,6,3,RR,Maharashtra Cricket Association's International Stadium,11 April 2013
84,Shaun Marsh,77,64,120.31,6,2,RR,IS Bindra Stadium,09 May 2013
85,Biplap Samantray,55,46,119.56,6,1,RR,Rajiv Gandhi Intl. Cricket Stadium,17 May 2013
86,Gautam Gambhir,53,45,117.77,6,1,SRH,Eden Gardens,14 April 2013
87,Gautam Gambhir,50,44,113.63,6,0,PWI,Maharashtra Cricket Association's International Stadium,09 May 2013
88,Jacques Kallis,37,33,112.12,6,0,PBKS,Eden Gardens,26 April 2013
89,Murali Vijay,55,50,110,6,0,RR,Sawai Mansingh Stadium,12 May 2013
90,Michael Hussey,40,40,100,6,0,RR,Sawai Mansingh Stadium,12 May 2013
91,Eoin Morgan,47,21,223.8,5,3,SRH,Eden Gardens,14 April 2013
92,MS Dhoni,51,26,196.15,5,3,MI,Chidambaram,06 April 2013
93,David Miller,51,26,196.15,5,2,CSK,Chidambaram,02 May 2013
94,Suresh Raina,82,42,195.23,5,5,MI,Arun Jaitley Stadium,21 May 2013
95,David Miller,80,41,195.12,5,5,PWI,IS Bindra Stadium,21 April 2013
96,MS Dhoni,44,23,191.3,5,1,DC,Arun Jaitley Stadium,18 April 2013
97,David Hussey,34,18,188.88,5,1,MI,Wankhede Stadium,29 April 2013
98,Parthiv Patel,26,14,185.71,5,0,MI,Wankhede Stadium,13 May 2013
99,Dishant Yagnik,31,17,182.35,5,0,MI,Eden Gardens,24 May 2013
100,Sachin Tendulkar,23,13,176.92,5,0,RCB,Wankhede Stadium,27 April 2013
101,Michael Hussey,45,26,173.07,5,2,SRH,Chidambaram,25 April 2013
102,Rohit Sharma,73,43,169.76,5,5,DC,Arun Jaitley Stadium,21 April 2013
103,Robin Uthappa,75,45,166.66,5,5,RCB,Maharashtra Cricket Association's International Stadium,02 May 2013
104,David Warner,61,37,164.86,5,4,MI,Wankhede Stadium,09 April 2013
105,Adam Gilchrist,42,26,161.53,5,2,DC,HPCA Stadium,16 May 2013
106,Mandeep Singh,24,15,160,5,0,DC,Arun Jaitley Stadium,23 April 2013
107,Shane Watson,24,15,160,5,0,SRH,Arun Jaitley Stadium,22 May 2013
108,Michael Hussey,67,42,159.52,5,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,08 May 2013
109,Tirumalasetti Suman,23,15,153.33,5,0,MI,Wankhede Stadium,13 April 2013
110,Sanju Samson,47,33,142.42,5,1,PBKS,IS Bindra Stadium,09 May 2013
111,Gautam Gambhir,41,29,141.37,5,1,DC,Eden Gardens,03 April 2013
112,Ajinkya Rahane,63,45,140,5,1,DC,Sawai Mansingh Stadium,07 May 2013
113,Suresh Raina,30,22,136.36,5,0,RCB,Chidambaram,13 April 2013
114,Gautam Gambhir,25,19,131.57,5,0,CSK,Eden Gardens,20 April 2013
115,Parthiv Patel,61,47,129.78,5,2,PBKS,IS Bindra Stadium,11 May 2013
116,Suresh Raina,63,50,126,5,1,PWI,Maharashtra Cricket Association's International Stadium,30 April 2013
117,Mandeep Singh,25,20,125,5,0,KKR,Eden Gardens,26 April 2013
118,Shane Watson,31,25,124,5,1,MI,Sawai Mansingh Stadium,17 April 2013
119,Hanuma Vihari,46,39,117.94,5,0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,19 April 2013
120,Manvinder Bisla,28,24,116.66,5,0,SRH,Eden Gardens,14 April 2013
121,Jacques Kallis,23,20,115,5,0,DC,Eden Gardens,03 April 2013
122,Tillakaratne Dilshan,25,22,113.63,5,0,RR,M. Chinnaswamy Stadium,20 April 2013
123,Rahul Dravid,35,31,112.9,5,0,RCB,M. Chinnaswamy Stadium,20 April 2013
124,Aaron Finch,37,33,112.12,5,0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,28 April 2013
125,Cameron White,31,28,110.71,5,0,RR,Arun Jaitley Stadium,22 May 2013
126,Moises Henriques,44,40,110,5,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,07 April 2013
127,Virat Kohli,46,44,104.54,5,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,07 April 2013
128,Suresh Raina,30,32,93.75,5,0,DC,Arun Jaitley Stadium,18 April 2013
129,Tillakaratne Dilshan,33,36,91.66,5,0,PWI,M. Chinnaswamy Stadium,23 April 2013
130,MS Dhoni,45,16,281.25,4,3,PWI,Maharashtra Cricket Association's International Stadium,30 April 2013
131,Manpreet Gony,42,18,233.33,4,3,KKR,IS Bindra Stadium,16 April 2013
132,Dwayne Bravo,23,11,209.09,4,0,RR,Sawai Mansingh Stadium,12 May 2013
133,Moises Henriques,27,13,207.69,4,1,PWI,Maharashtra Cricket Association's International Stadium,02 May 2013
134,David Warner,51,25,204,4,4,PWI,Shaheed Veer Narayan Singh International Cricket Stadium,28 April 2013
135,AB de Villiers,38,19,200,4,2,PBKS,IS Bindra Stadium,06 May 2013
136,Virender Sehwag,18,10,180,4,0,RCB,Arun Jaitley Stadium,10 May 2013
137,Suresh Raina,44,25,176,4,1,KKR,Chidambaram,28 April 2013
138,Virat Kohli,24,14,171.42,4,1,MI,M. Chinnaswamy Stadium,04 April 2013
139,Chris Gayle,85,50,170,4,9,KKR,M. Chinnaswamy Stadium,11 April 2013
140,Wriddhiman Saha,39,23,169.56,4,2,KKR,Chidambaram,28 April 2013
141,Ben Rohrer,49,29,168.96,4,3,PBKS,HPCA Stadium,16 May 2013
142,Stuart Binny,33,20,165,4,1,RCB,M. Chinnaswamy Stadium,20 April 2013
143,Robin Uthappa,22,14,157.14,4,0,SRH,Maharashtra Cricket Association's International Stadium,17 April 2013
144,Sumit Narwal,23,15,153.33,4,0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,01 May 2013
145,Kieron Pollard,57,38,150,4,5,CSK,Chidambaram,06 April 2013
146,Rohit Sharma,74,50,148,4,5,DC,Wankhede Stadium,09 April 2013
147,Dinesh Karthik,37,25,148,4,1,CSK,Chidambaram,06 April 2013
148,Mahela Jayawardena,19,13,146.15,4,0,RCB,Arun Jaitley Stadium,10 May 2013
149,Suresh Raina,51,35,145.71,4,2,RR,Chidambaram,22 April 2013
150,Chris Gayle,77,53,145.28,4,6,PBKS,M. Chinnaswamy Stadium,14 May 2013
