POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
24,Graeme Smith,91,51,178.43,9,4,CSK,Chidambaram,24 May 2008
25,Graeme Smith,71,45,157.77,9,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008
26,Shaun Marsh,74,51,145.09,9,2,RCB,IS Bindra Stadium,12 May 2008
27,Rahul Dravid,66,51,129.41,9,1,PBKS,M. Chinnaswamy Stadium,05 May 2008
28,Adam Gilchrist,61,49,124.48,9,1,RR,Sawai Mansingh Stadium,09 May 2008
29,Michael Hussey,116,54,214.81,8,9,PBKS,IS Bindra Stadium,19 April 2008
30,Graeme Smith,75,49,153.06,8,2,RCB,Sawai Mansingh Stadium,17 May 2008
31,Shane Watson,61,41,148.78,8,2,RCB,M. Chinnaswamy Stadium,26 April 2008
32,VVS Laxman,48,34,141.17,8,0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,01 May 2008
33,Shikhar Dhawan,68,52,130.76,8,0,DEC,Arun Jaitley Stadium,15 May 2008
34,Shikhar Dhawan,52,41,126.82,8,0,RR,Arun Jaitley Stadium,19 April 2008
35,Dwayne Bravo,64,53,120.75,8,1,KKR,Eden Gardens,29 April 2008
36,Graeme Smith,49,42,116.66,8,0,RCB,M. Chinnaswamy Stadium,26 April 2008
37,Parthiv Patel,51,48,106.25,8,0,PBKS,Wankhede Stadium,31 May 2008
38,Kumar Sangakkara,50,25,200,7,2,DEC,IS Bindra Stadium,23 May 2008
39,Virender Sehwag,71,41,173.17,7,4,CSK,Chidambaram,02 May 2008
40,Sanath Jayasuriya,70,42,166.66,7,5,DC,Arun Jaitley Stadium,24 May 2008
41,Gautam Gambhir,79,48,164.58,7,3,DEC,Arun Jaitley Stadium,15 May 2008
42,Subramaniam Badrinath,53,33,160.6,7,2,MI,Wankhede Stadium,14 May 2008
43,Stephen Fleming,44,28,157.14,7,0,DC,Arun Jaitley Stadium,08 May 2008
44,Adam Gilchrist,54,36,150,7,2,CSK,Chidambaram,06 May 2008
45,Vidyut Sivaramakrishnan,54,37,145.94,7,1,DC,Chidambaram,02 May 2008
46,James Hopes,51,35,145.71,7,1,RR,IS Bindra Stadium,28 May 2008
47,Shaun Marsh,81,56,144.64,7,4,MI,Wankhede Stadium,21 May 2008
48,Gautam Gambhir,40,28,142.85,7,0,PBKS,Arun Jaitley Stadium,17 May 2008
49,Kumar Sangakkara,64,45,142.22,7,2,KKR,Eden Gardens,25 May 2008
50,Gautam Gambhir,58,46,126.08,7,1,RR,Arun Jaitley Stadium,19 April 2008
51,Shreevats Goswami,52,42,123.8,7,1,DC,M. Chinnaswamy Stadium,19 May 2008
52,VVS Laxman,52,44,118.18,7,0,RCB,M. Chinnaswamy Stadium,03 May 2008
53,Swapnil Asnodkar,50,44,113.63,7,1,RCB,Sawai Mansingh Stadium,17 May 2008
54,Salman Butt,48,44,109.09,7,0,DC,Eden Gardens,13 May 2008
55,Sanath Jayasuriya,48,17,282.35,6,3,KKR,Wankhede Stadium,16 May 2008
56,Sanath Jayasuriya,36,15,240,6,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
57,Abhishek Nayar,45,20,225,6,1,CSK,Chidambaram,23 April 2008
58,Ross Taylor,44,20,220,6,3,RR,M. Chinnaswamy Stadium,26 April 2008
59,Sanath Jayasuriya,34,16,212.5,6,1,DC,DY Patil Stadium,04 May 2008
60,Rahul Dravid,75,36,208.33,6,6,RR,Sawai Mansingh Stadium,17 May 2008
61,Mahela Jayawardena,45,23,195.65,6,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,01 May 2008
62,Suresh Raina,45,24,187.5,6,2,RR,Chidambaram,24 May 2008
63,Swapnil Asnodkar,39,21,185.71,6,1,DC,Wankhede Stadium,30 May 2008
64,Rohit Sharma,66,36,183.33,6,4,DC,Rajiv Gandhi Intl. Cricket Stadium,22 April 2008
65,Albie Morkel,71,40,177.5,6,4,RR,Chidambaram,24 May 2008
66,Vidyut Sivaramakrishnan,40,23,173.91,6,1,DC,Arun Jaitley Stadium,08 May 2008
67,Yuvraj Singh,57,34,167.64,6,3,RR,Sawai Mansingh Stadium,21 April 2008
68,Yusuf Pathan,55,33,166.66,6,2,KKR,Sawai Mansingh Stadium,01 May 2008
69,Shane Watson,46,28,164.28,6,0,RCB,Sawai Mansingh Stadium,17 May 2008
70,Sourav Ganguly,86,53,162.26,6,6,PBKS,Eden Gardens,25 May 2008
71,Stephen Fleming,32,20,160,6,0,KKR,Eden Gardens,18 May 2008
72,Matthew Hayden,70,49,142.85,6,3,KKR,Chidambaram,26 April 2008
73,Herschelle Gibbs,47,34,138.23,6,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008
74,Subramaniam Badrinath,64,47,136.17,6,3,PBKS,Chidambaram,10 May 2008
75,Shikhar Dhawan,59,46,128.26,6,2,CSK,Arun Jaitley Stadium,08 May 2008
76,Gautam Gambhir,39,31,125.8,6,0,RCB,M. Chinnaswamy Stadium,19 May 2008
77,Jacques Kallis,31,25,124,6,0,DEC,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008
78,MS Dhoni,43,35,122.85,6,1,MI,Wankhede Stadium,14 May 2008
79,Jacques Kallis,54,44,122.72,6,1,DC,Arun Jaitley Stadium,30 April 2008
80,Robin Uthappa,43,36,119.44,6,1,CSK,Chidambaram,23 April 2008
81,Adam Gilchrist,50,42,119.04,6,1,PBKS,IS Bindra Stadium,23 May 2008
82,Wasim Jaffer,44,37,118.91,6,0,DEC,M. Chinnaswamy Stadium,03 May 2008
83,Manoj Tiwary,39,34,114.7,6,0,PBKS,IS Bindra Stadium,27 April 2008
84,Yusuf Pathan,48,18,266.66,5,3,KKR,Eden Gardens,20 May 2008
85,Robin Uthappa,46,23,200,5,2,DC,Arun Jaitley Stadium,24 May 2008
86,Shane Watson,74,40,185,5,5,DC,Sawai Mansingh Stadium,11 May 2008
87,Sanath Jayasuriya,29,16,181.25,5,1,RCB,Wankhede Stadium,20 April 2008
88,Yusuf Pathan,21,12,175,5,0,RCB,M. Chinnaswamy Stadium,26 April 2008
89,Wriddhiman Saha,27,16,168.75,5,1,CSK,Chidambaram,26 April 2008
90,Kumar Sangakkara,54,33,163.63,5,2,CSK,IS Bindra Stadium,19 April 2008
91,Shane Watson,76,49,155.1,5,5,PBKS,Sawai Mansingh Stadium,21 April 2008
92,Suresh Raina,32,21,152.38,5,0,DEC,Chidambaram,06 May 2008
93,Swapnil Asnodkar,41,27,151.85,5,2,CSK,Chidambaram,24 May 2008
94,Wasim Jaffer,50,33,151.51,5,2,CSK,M. Chinnaswamy Stadium,28 April 2008
95,Tillakaratne Dilshan,33,22,150,5,1,RR,Wankhede Stadium,30 May 2008
96,Debabrata Das,29,20,145,5,1,MI,Eden Gardens,29 April 2008
97,Ravindra Jadeja,36,25,144,5,1,PBKS,Sawai Mansingh Stadium,21 April 2008
98,Adam Gilchrist,24,17,141.17,5,0,KKR,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008
99,Rohit Sharma,57,42,135.71,5,3,RCB,M. Chinnaswamy Stadium,03 May 2008
100,Gautam Gambhir,50,37,135.13,5,1,CSK,Chidambaram,02 May 2008
101,Parthiv Patel,54,40,135,5,2,RR,Chidambaram,24 May 2008
102,Kumar Sangakkara,28,21,133.33,5,0,KKR,IS Bindra Stadium,03 May 2008
103,Tillakaratne Dilshan,25,19,131.57,5,0,KKR,Eden Gardens,13 May 2008
104,Jagadeesh Arunkumar,22,17,129.41,5,0,KKR,Eden Gardens,08 May 2008
105,Robin Uthappa,48,38,126.31,5,1,RCB,Wankhede Stadium,20 April 2008
106,Salman Butt,24,19,126.31,5,0,PBKS,Eden Gardens,25 May 2008
107,Suresh Raina,54,43,125.58,5,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,27 May 2008
108,Shaun Marsh,40,32,125,5,1,KKR,IS Bindra Stadium,03 May 2008
109,Mark Boucher,50,40,125,5,1,KKR,Eden Gardens,08 May 2008
110,Manoj Tiwary,36,29,124.13,5,0,MI,Arun Jaitley Stadium,24 May 2008
111,Rahul Dravid,47,39,120.51,5,0,CSK,Chidambaram,21 May 2008
112,Salman Butt,24,20,120,5,0,RR,Eden Gardens,20 May 2008
113,Graeme Smith,25,21,119.04,5,0,DC,Wankhede Stadium,30 May 2008
114,Parthiv Patel,38,33,115.15,5,0,RR,DY Patil Stadium,01 June 2008
115,Swapnil Asnodkar,32,30,106.66,5,0,CSK,Sawai Mansingh Stadium,04 May 2008
116,Robin Uthappa,37,37,100,5,0,KKR,Eden Gardens,29 April 2008
117,Virat Kohli,34,36,94.44,5,0,PBKS,M. Chinnaswamy Stadium,05 May 2008
118,Piyush Chawla,24,11,218.18,4,0,RR,Sawai Mansingh Stadium,21 April 2008
119,Yusuf Pathan,61,28,217.85,4,6,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008
120,Mark Boucher,39,19,205.26,4,2,MI,Wankhede Stadium,20 April 2008
121,David Hussey,57,29,196.55,4,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008
122,Kamran Akmal,53,28,189.28,4,3,CSK,Chidambaram,24 May 2008
123,MS Dhoni,30,16,187.5,4,1,MI,Chidambaram,23 April 2008
124,Laxmi Ratan Shukla,40,22,181.81,4,2,MI,Eden Gardens,29 April 2008
125,Sanath Jayasuriya,20,11,181.81,4,0,CSK,Chidambaram,23 April 2008
126,Shane Watson,52,29,179.31,4,3,DC,Wankhede Stadium,30 May 2008
127,Dinesh Karthik,56,32,175,4,3,MI,Arun Jaitley Stadium,24 May 2008
128,Venugopal Rao,71,42,169.04,4,6,KKR,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008
129,Robin Uthappa,34,21,161.9,4,1,RR,DY Patil Stadium,07 May 2008
130,Suresh Raina,55,34,161.76,4,4,PBKS,Wankhede Stadium,31 May 2008
131,Shane Watson,32,20,160,4,1,MI,DY Patil Stadium,07 May 2008
132,David Hussey,71,46,154.34,4,4,PBKS,IS Bindra Stadium,03 May 2008
133,MF Maharoof,20,13,153.84,4,0,MI,Arun Jaitley Stadium,24 May 2008
134,Suresh Raina,26,17,152.94,4,0,PBKS,Chidambaram,10 May 2008
135,Shikhar Dhawan,50,33,151.51,4,3,RCB,Arun Jaitley Stadium,30 April 2008
136,Venugopal Rao,57,38,150,4,3,MI,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
137,James Hopes,18,12,150,4,0,KKR,IS Bindra Stadium,03 May 2008
138,MS Dhoni,37,25,148,4,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,27 May 2008
139,Matthew Hayden,25,17,147.05,4,1,PBKS,IS Bindra Stadium,19 April 2008
140,Sanath Jayasuriya,54,37,145.94,4,4,RCB,M. Chinnaswamy Stadium,28 May 2008
141,Dwaraka Ravi Teja,40,28,142.85,4,1,CSK,Rajiv Gandhi Intl. Cricket Stadium,27 May 2008
142,VVS Laxman,37,26,142.3,4,1,MI,DY Patil Stadium,27 April 2008
143,Shane Watson,21,15,140,4,0,DC,Arun Jaitley Stadium,19 April 2008
144,Swapnil Asnodkar,28,20,140,4,0,CSK,DY Patil Stadium,01 June 2008
145,Gautam Gambhir,31,23,134.78,4,0,RR,Sawai Mansingh Stadium,11 May 2008
146,Ramesh Powar,28,21,133.33,4,1,CSK,Wankhede Stadium,31 May 2008
147,Sourav Ganguly,51,39,130.76,4,2,RR,Sawai Mansingh Stadium,01 May 2008
148,Dinesh Salunkhe,26,20,130,4,0,DC,Arun Jaitley Stadium,19 April 2008
149,Albie Morkel,42,33,127.27,4,1,RR,Sawai Mansingh Stadium,04 May 2008
150,Laxmi Ratan Shukla,42,33,127.27,4,1,CSK,Chidambaram,26 April 2008
