POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
1,Graeme Smith,77,44,175,12,1,PBKS,Kingsmead,05 May 2009
2,Brendon McCullum,81,48,168.75,11,3,CSK,Supersport Park,18 May 2009
3,Adam Gilchrist,85,35,242.85,10,5,DC,Supersport Park,22 May 2009
4,Suresh Raina,98,55,178.18,10,5,RR,Supersport Park,30 April 2009
5,Brad Hodge,70,43,162.79,10,1,PBKS,St George's Park,03 May 2009
6,Manish Pandey,114,73,156.16,10,4,DEC,Supersport Park,21 May 2009
7,Brendon McCullum,84,64,131.25,10,2,RCB,Supersport Park,12 May 2009
8,Matthew Hayden,65,35,185.71,9,2,RCB,St George's Park,20 April 2009
9,Subramaniam Badrinath,59,41,143.9,9,1,RR,De Beers Diamond Oval,09 May 2009
10,Robin Uthappa,66,42,157.14,8,2,MI,New Wanderers Stadium,03 May 2009
11,Matthew Hayden,89,58,153.44,8,6,PBKS,Supersport Park,07 May 2009
12,Matthew Hayden,49,35,140,8,0,DEC,Kingsmead,27 April 2009
13,Rahul Dravid,66,48,137.5,8,1,RR,Newlands,18 April 2009
14,Sachin Tendulkar,46,41,112.19,8,0,DC,Supersport Park,21 May 2009
15,Ross Taylor,81,33,245.45,7,5,KKR,Supersport Park,12 May 2009
16,MS Dhoni,56,27,207.4,7,2,PBKS,Supersport Park,07 May 2009
17,Virat Kohli,50,32,156.25,7,0,DEC,Newlands,22 April 2009
18,Manish Pandey,48,35,137.14,7,0,CSK,New Wanderers Stadium,23 May 2009
19,Parthiv Patel,36,27,133.33,7,0,RCB,New Wanderers Stadium,23 May 2009
20,Mahela Jayawardena,52,41,126.82,7,0,KKR,St George's Park,03 May 2009
21,Sachin Tendulkar,59,49,120.4,7,0,CSK,Newlands,18 April 2009
22,Dwayne Bravo,70,59,118.64,7,3,PBKS,Supersport Park,12 May 2009
23,Kumar Sangakkara,60,51,117.64,7,1,RR,Newlands,26 April 2009
24,JP Duminy,52,48,108.33,7,0,DEC,Supersport Park,06 May 2009
25,Yusuf Pathan,42,21,200,6,2,KKR,Newlands,23 April 2009
26,Adam Gilchrist,71,45,157.77,6,5,RCB,Newlands,22 April 2009
27,MS Dhoni,58,37,156.75,6,1,DEC,Buffalo Park,04 May 2009
28,Jesse Ryder,32,21,152.38,6,0,PBKS,Kingsmead,24 April 2009
29,Sachin Tendulkar,68,45,151.11,6,4,KKR,St George's Park,27 April 2009
30,Herschelle Gibbs,58,44,131.81,6,2,MI,Kingsmead,25 April 2009
31,Matthew Hayden,44,35,125.71,6,1,MI,Newlands,18 April 2009
32,Herschelle Gibbs,69,56,123.21,6,2,CSK,Kingsmead,27 April 2009
33,Lee Carseldine,39,32,121.87,6,0,DEC,St George's Park,02 May 2009
34,Sanath Jayasuriya,52,43,120.93,6,1,RCB,New Wanderers Stadium,03 May 2009
35,Swapnil Asnodkar,44,39,112.82,6,1,DEC,De Beers Diamond Oval,11 May 2009
36,Rahul Dravid,44,39,112.82,6,0,CSK,New Wanderers Stadium,23 May 2009
37,Chris Gayle,40,37,108.1,6,0,RCB,Kingsmead,29 April 2009
38,Shreevats Goswami,43,46,93.47,6,0,KKR,Kingsmead,29 April 2009
39,Kumar Sangakkara,43,47,91.48,6,0,DC,OUTsurance Oval,15 May 2009
40,Ravindra Jadeja,33,12,275,5,1,PBKS,Kingsmead,05 May 2009
41,Adam Gilchrist,44,19,231.57,5,3,CSK,Kingsmead,27 April 2009
42,Munaf Patel,23,10,230,5,0,DC,OUTsurance Oval,17 May 2009
43,Matthew Hayden,57,27,211.11,5,3,DC,Kingsmead,23 April 2009
44,Adam Gilchrist,64,33,193.93,5,5,DC,Kingsmead,13 May 2009
45,Irfan Pathan,32,17,188.23,5,1,KKR,Kingsmead,21 April 2009
46,Sunny Sohal,43,23,186.95,5,3,MI,Supersport Park,12 May 2009
47,Rahul Dravid,48,27,177.77,5,2,DEC,Newlands,22 April 2009
48,Dwayne Smith,48,28,171.42,5,2,DC,Supersport Park,30 April 2009
49,Matthew Hayden,43,26,165.38,5,3,DEC,Buffalo Park,04 May 2009
50,Herschelle Gibbs,43,26,165.38,5,1,KKR,Newlands,19 April 2009
51,Yuvraj Singh,58,36,161.11,5,2,CSK,Supersport Park,07 May 2009
52,Matthew Hayden,60,38,157.89,5,3,RCB,Kingsmead,14 May 2009
53,Suresh Raina,41,27,151.85,5,1,DC,Kingsmead,23 April 2009
54,Adam Gilchrist,43,31,138.7,5,2,KKR,New Wanderers Stadium,16 May 2009
55,Ajinkya Rahane,56,41,136.58,5,2,DC,Supersport Park,21 May 2009
56,Jacques Kallis,62,46,134.78,5,2,PBKS,Kingsmead,24 April 2009
57,Naman Ojha,68,51,133.33,5,5,PBKS,Kingsmead,05 May 2009
58,Sanath Jayasuriya,26,20,130,5,0,CSK,Newlands,18 April 2009
59,Rob Quiney,51,40,127.5,5,2,MI,Kingsmead,14 May 2009
60,Jacques Kallis,24,19,126.31,5,0,CSK,St George's Park,20 April 2009
61,Brad Hodge,73,60,121.66,5,3,MI,Buffalo Park,01 May 2009
62,Brad Hodge,48,41,117.07,5,0,DEC,New Wanderers Stadium,16 May 2009
