POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
1,Michael Lumb,83,43,193.02,16,2,PBKS,Sawai Mansingh Stadium,07 April 2010
2,Mahela Jayawardena,110,59,186.44,14,3,KKR,Eden Gardens,04 April 2010
3,Mahela Jayawardena,93,62,150,13,2,DEC,HPCA Stadium,16 April 2010
4,Suresh Raina,78,39,200,11,3,KKR,Chidambaram,13 April 2010
5,Sachin Tendulkar,63,32,196.87,11,0,DC,Arun Jaitley Stadium,17 March 2010
6,Sourav Ganguly,75,50,150,11,2,RR,Eden Gardens,17 April 2010
7,Kevin Pietersen,62,29,213.79,10,2,RR,Sawai Mansingh Stadium,14 April 2010
8,Virender Sehwag,74,38,194.73,10,3,CSK,Arun Jaitley Stadium,19 March 2010
9,Sachin Tendulkar,89,59,150.84,10,2,RR,Sawai Mansingh Stadium,11 April 2010
10,Sachin Tendulkar,71,48,147.91,10,0,KKR,Brabourne Stadium,22 March 2010
11,Jacques Kallis,66,55,120,10,0,MI,Brabourne Stadium,20 March 2010
12,Yusuf Pathan,100,37,270.27,9,8,MI,Brabourne Stadium,13 March 2010
13,Matthew Hayden,93,43,216.27,9,7,DC,Arun Jaitley Stadium,19 March 2010
14,Sourav Ganguly,88,54,162.96,9,5,DEC,Eden Gardens,01 April 2010
15,David Warner,107,69,155.07,9,5,KKR,Arun Jaitley Stadium,29 March 2010
16,Jacques Kallis,68,44,154.54,9,1,DEC,M. Chinnaswamy Stadium,08 April 2010
17,Ravi Bopara,77,50,154,9,2,RCB,M. Chinnaswamy Stadium,16 March 2010
18,Kumar Sangakkara,52,37,140.54,9,1,DEC,HPCA Stadium,16 April 2010
19,Gautam Gambhir,72,54,133.33,9,1,PBKS,IS Bindra Stadium,13 March 2010
20,Sachin Tendulkar,55,43,127.9,9,0,DEC,DY Patil Stadium,28 March 2010
21,Harbhajan Singh,49,18,272.22,8,2,DEC,DY Patil Stadium,28 March 2010
22,Murali Vijay,127,56,226.78,8,11,RR,Chidambaram,03 April 2010
23,Virender Sehwag,75,34,220.58,8,5,RR,Narendra Modi Stadium,15 March 2010
24,Naman Ojha,94,55,170.9,8,6,CSK,Chidambaram,03 April 2010
25,Kumar Sangakkara,45,27,166.66,8,0,RCB,IS Bindra Stadium,02 April 2010
26,Rohit Sharma,73,44,165.9,8,2,RR,Vidarbha Cricket Association Stadium,05 April 2010
27,Jacques Kallis,89,55,161.81,8,5,PBKS,M. Chinnaswamy Stadium,16 March 2010
28,Manoj Tiwary,75,47,159.57,8,2,PBKS,IS Bindra Stadium,27 March 2010
29,Shaun Marsh,88,57,154.38,8,5,CSK,HPCA Stadium,18 April 2010
30,Rahul Dravid,49,35,140,8,0,DEC,Vidarbha Cricket Association Stadium,12 April 2010
31,Sachin Tendulkar,72,52,138.46,8,1,CSK,Brabourne Stadium,25 March 2010
32,Sourav Ganguly,56,46,121.73,8,1,DC,Eden Gardens,07 April 2010
33,Brendon McCullum,57,56,101.78,8,0,MI,Eden Gardens,19 April 2010
34,Ambati Rayudu,33,18,183.33,7,0,PBKS,IS Bindra Stadium,09 April 2010
35,Mahela Jayawardena,31,18,172.22,7,0,MI,IS Bindra Stadium,09 April 2010
36,Shane Watson,44,26,169.23,7,1,KKR,Eden Gardens,17 April 2010
37,Suresh Raina,83,52,159.61,7,3,MI,Brabourne Stadium,25 March 2010
38,Kevin Pietersen,66,44,150,7,1,PBKS,IS Bindra Stadium,02 April 2010
39,Subramaniam Badrinath,53,36,147.22,7,2,PBKS,HPCA Stadium,18 April 2010
40,Manvinder Bisla,75,51,147.05,7,4,RCB,M. Chinnaswamy Stadium,16 March 2010
41,Michael Lumb,45,32,140.62,7,0,DEC,Narendra Modi Stadium,26 March 2010
42,Manish Pandey,42,30,140,7,1,RR,M. Chinnaswamy Stadium,18 March 2010
43,Michael Lumb,41,30,136.66,7,0,PBKS,IS Bindra Stadium,24 March 2010
44,Jacques Kallis,44,34,129.41,7,0,RR,M. Chinnaswamy Stadium,18 March 2010
45,Jacques Kallis,65,52,125,7,1,KKR,Eden Gardens,14 March 2010
46,Chris Gayle,75,60,125,7,2,MI,Brabourne Stadium,22 March 2010
47,Ravi Bopara,56,48,116.66,7,1,DC,IS Bindra Stadium,13 March 2010
48,Brad Hodge,50,45,111.11,7,0,RCB,Eden Gardens,14 March 2010
49,Rohit Sharma,51,46,110.86,7,0,RCB,Vidarbha Cricket Association Stadium,12 April 2010
50,Sachin Tendulkar,48,45,106.66,7,0,CSK,DY Patil Stadium,25 April 2010
51,Jacques Kallis,52,49,106.12,7,0,CSK,Chidambaram,31 March 2010
52,Chris Gayle,34,15,226.66,6,1,RCB,M. Chinnaswamy Stadium,10 April 2010
53,Kumar Sangakkara,29,13,223.07,6,0,RR,IS Bindra Stadium,24 March 2010
54,Chris Gayle,88,42,209.52,6,8,PBKS,Eden Gardens,04 April 2010
55,MS Dhoni,66,33,200,6,3,KKR,Eden Gardens,16 March 2010
56,Ambati Rayudu,55,29,189.65,6,2,DEC,Brabourne Stadium,03 April 2010
57,Dinesh Karthik,69,38,181.57,6,4,RR,Arun Jaitley Stadium,31 March 2010
58,Mohnish Mishra,29,16,181.25,6,0,KKR,Eden Gardens,01 April 2010
59,Rohit Sharma,68,38,178.94,6,3,PBKS,HPCA Stadium,16 April 2010
60,Manoj Tiwary,50,29,172.41,6,2,RCB,Eden Gardens,14 March 2010
61,Ambati Rayudu,55,33,166.66,6,2,RR,Brabourne Stadium,13 March 2010
62,Naman Ojha,80,49,163.26,6,5,CSK,Narendra Modi Stadium,28 March 2010
63,Gautam Gambhir,47,29,162.06,6,1,KKR,Eden Gardens,07 April 2010
64,Virender Sehwag,64,40,160,6,3,KKR,Eden Gardens,07 April 2010
65,Michael Lumb,37,26,142.3,6,1,CSK,Chidambaram,03 April 2010
66,Tirumalasetti Suman,78,57,136.84,6,3,RCB,M. Chinnaswamy Stadium,08 April 2010
67,Faiz Fazal,31,23,134.78,6,0,KKR,Narendra Modi Stadium,20 March 2010
68,Mahela Jayawardena,44,33,133.33,6,1,RR,Sawai Mansingh Stadium,07 April 2010
69,Kumar Sangakkara,56,42,133.33,6,1,MI,IS Bindra Stadium,09 April 2010
70,Sachin Tendulkar,45,35,128.57,6,0,CSK,Chidambaram,06 April 2010
71,Sourav Ganguly,50,40,125,6,1,PBKS,IS Bindra Stadium,27 March 2010
72,Shikhar Dhawan,50,40,125,6,0,PBKS,Brabourne Stadium,30 March 2010
73,Subramaniam Badrinath,55,45,122.22,6,0,MI,Brabourne Stadium,25 March 2010
74,Shaun Marsh,57,47,121.27,6,1,MI,Brabourne Stadium,30 March 2010
75,Shane Watson,60,25,240,5,5,CSK,Chidambaram,03 April 2010
76,Andrew Symonds,53,24,220.83,5,3,RCB,M. Chinnaswamy Stadium,08 April 2010
77,Gautam Gambhir,26,12,216.66,5,0,PBKS,Arun Jaitley Stadium,11 April 2010
