POS,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date
1,Dwayne Smith,4,8,4,0,18,6,KKR,Green Park,19 May 2016
2,Mustafizur Rahman,4,9,2,1,17,12,PBKS,Rajiv Gandhi Intl. Cricket Stadium,23 April 2016
3,Rajat Bhatia,4,10,1,1,17,24,MI,Wankhede Stadium,09 April 2016
4,Zaheer Khan,4,14,1,1,17,24,PBKS,Arun Jaitley Stadium,15 April 2016
5,Sandeep Sharma,4,11,2,0,16,12,MI,ACA-VDCA Stadium,13 May 2016
6,Dhawal Kulkarni,4,17,2,1,16,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016
7,Brad Hogg,4,19,3,1,16,8,DC,Eden Gardens,10 April 2016
8,Dhawal Kulkarni,4,19,2,1,16,12,MI,Wankhede Stadium,16 April 2016
9,Piyush Chawla,4,21,2,0,16,12,DC,Eden Gardens,10 April 2016
10,Mitchell Marsh,4,14,2,0,15,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,26 April 2016
11,Ashok Dinda,4,23,3,1,15,8,SRH,Rajiv Gandhi Intl. Cricket Stadium,26 April 2016
12,Praveen Kumar,4,24,2,0,15,12,MI,Green Park,21 May 2016
13,Mohit Sharma,4,26,2,0,15,12,MI,ACA-VDCA Stadium,13 May 2016
14,Ravichandran Ashwin,4,16,1,0,14,24,SRH,ACA-VDCA Stadium,10 May 2016
15,Mustafizur Rahman,4,17,2,0,14,12,GL,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016
16,Bhuvneshwar Kumar,4,17,1,0,14,24,MI,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016
17,Dhawal Kulkarni,4,19,3,1,14,8,DC,Arun Jaitley Stadium,27 April 2016
18,Praveen Kumar,4,19,2,1,14,12,KKR,Eden Gardens,08 May 2016
19,Ashok Dinda,4,20,3,1,14,8,DC,ACA-VDCA Stadium,17 May 2016
20,Mitchell McClenaghan,4,26,0,0,14,0,DC,ACA-VDCA Stadium,15 May 2016
21,Ishant Sharma,4,36,2,0,14,12,MI,Wankhede Stadium,09 April 2016
22,John Hastings,2.4,6,2,1,13,8,DC,Eden Gardens,10 April 2016
23,Sunil Narine,3.4,10,0,0,13,0,RPS,Eden Gardens,14 May 2016
24,Dhawal Kulkarni,4,14,4,1,13,6,RCB,M. Chinnaswamy Stadium,24 May 2016
25,Amit Mishra,3,11,4,0,13,4.5,PBKS,Arun Jaitley Stadium,15 April 2016
26,Murugan Ashwin,4,16,1,0,13,24,MI,Wankhede Stadium,09 April 2016
27,Ravindra Jadeja,4,18,2,0,13,12,RPS,Saurashtra Cricket Association Stadium,14 April 2016
28,Yuzvendra Chahal,4,19,3,0,13,8,GL,M. Chinnaswamy Stadium,14 May 2016
29,Andre Russell,4,20,4,0,13,6,PBKS,Eden Gardens,04 May 2016
30,Sandeep Sharma,4,20,1,0,13,24,MI,IS Bindra Stadium,25 April 2016
31,Barinder Sran,3.3,18,2,0,13,10.5,MI,ACA-VDCA Stadium,08 May 2016
32,Mitchell Marsh,4,21,2,0,13,12,MI,Wankhede Stadium,09 April 2016
33,Piyush Chawla,4,21,2,0,13,12,RPS,Eden Gardens,14 May 2016
34,Chris Morris,4,21,0,0,13,0,KKR,Eden Gardens,10 April 2016
35,Tim Southee,4,22,1,0,13,24,PBKS,ACA-VDCA Stadium,13 May 2016
36,Ashish Nehra,4,23,0,1,13,0,GL,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016
37,Ravichandran Ashwin,4,26,0,0,13,0,GL,Saurashtra Cricket Association Stadium,14 April 2016
38,Shane Watson,4,29,4,0,13,6,GL,M. Chinnaswamy Stadium,24 May 2016
39,Harbhajan Singh,4,29,2,0,13,12,SRH,ACA-VDCA Stadium,08 May 2016
40,Nathan Coulter-Nile,4,32,0,0,13,0,KKR,Eden Gardens,10 April 2016
41,Jasprit Bumrah,4,13,3,0,12,8,DC,ACA-VDCA Stadium,15 May 2016
42,Praveen Kumar,4,13,0,0,12,0,DC,Arun Jaitley Stadium,27 April 2016
43,Shadab Jakati,3,13,1,0,12,18,MI,Wankhede Stadium,16 April 2016
44,Chris Morris,4,19,1,0,12,24,PBKS,Arun Jaitley Stadium,15 April 2016
45,Ashish Nehra,3,15,3,0,12,6,MI,ACA-VDCA Stadium,08 May 2016
46,Bhuvneshwar Kumar,4,20,1,1,12,24,RPS,ACA-VDCA Stadium,10 May 2016
47,Axar Patel,4,21,4,0,12,6,GL,Saurashtra Cricket Association Stadium,01 May 2016
48,Mohit Sharma,4,21,0,0,12,0,DC,IS Bindra Stadium,07 May 2016
49,Jayant Yadav,4,23,1,0,12,24,PBKS,Arun Jaitley Stadium,15 April 2016
50,Shane Watson,4,24,3,0,12,8,RPS,M. Chinnaswamy Stadium,07 May 2016
51,Ashok Dinda,4,26,0,0,12,0,SRH,ACA-VDCA Stadium,10 May 2016
52,Zaheer Khan,4,27,1,0,12,24,GL,Saurashtra Cricket Association Stadium,03 May 2016
53,Mitchell McClenaghan,4,27,1,0,12,24,RPS,Maharashtra Cricket Association's International Stadium,01 May 2016
54,Tim Southee,4,27,1,0,12,24,RCB,M. Chinnaswamy Stadium,11 May 2016
55,Barinder Sran,4,28,3,0,12,8,MI,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016
56,Ashish Nehra,4,29,3,0,12,8,RPS,ACA-VDCA Stadium,10 May 2016
57,Sandeep Sharma,4,30,1,0,12,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,23 April 2016
58,Zaheer Khan,4,30,1,0,12,24,RCB,Shaheed Veer Narayan Singh International Cricket Stadium,22 May 2016
59,Mitchell McClenaghan,4,31,2,0,12,12,DC,Arun Jaitley Stadium,23 April 2016
60,Dhawal Kulkarni,4,34,1,0,12,24,KKR,Green Park,19 May 2016
61,Ashok Dinda,4,34,1,0,12,24,DC,Arun Jaitley Stadium,05 May 2016
62,Yuzvendra Chahal,4,43,2,0,12,12,SRH,M. Chinnaswamy Stadium,12 April 2016
63,Ravichandran Ashwin,4,14,1,0,11,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,26 April 2016
64,Marcus Stoinis,4,15,4,0,11,6,MI,ACA-VDCA Stadium,13 May 2016
65,Krunal Pandya,4,15,1,0,11,24,RCB,M. Chinnaswamy Stadium,11 May 2016
66,Kane Richardson,3,13,3,0,11,6,RPS,Maharashtra Cricket Association's International Stadium,22 April 2016
67,Adam Zampa,4,19,6,0,11,4,SRH,ACA-VDCA Stadium,10 May 2016
68,Mitchell McClenaghan,4,21,4,0,11,6,GL,Wankhede Stadium,16 April 2016
69,Sunil Narine,4,22,2,0,11,12,MI,Wankhede Stadium,28 April 2016
70,Shivil Kaushik,4,22,2,0,11,12,SRH,Arun Jaitley Stadium,27 May 2016
71,Sandeep Sharma,4,23,2,0,11,12,RPS,IS Bindra Stadium,17 April 2016
72,Andre Russell,4,24,1,0,11,24,RCB,M. Chinnaswamy Stadium,02 May 2016
73,Mustafizur Rahman,4,24,1,0,11,24,DC,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016
74,Tim Southee,4,25,0,0,11,0,RCB,Wankhede Stadium,20 April 2016
75,Andre Russell,4,26,3,0,11,8,DC,Arun Jaitley Stadium,30 April 2016
76,Sunil Narine,4,26,3,0,11,8,SRH,Eden Gardens,22 May 2016
77,Mustafizur Rahman,4,26,2,0,11,12,RCB,M. Chinnaswamy Stadium,12 April 2016
78,Morne Morkel,4,27,2,0,11,12,PBKS,IS Bindra Stadium,19 April 2016
79,Piyush Chawla,4,27,2,0,11,12,PBKS,Eden Gardens,04 May 2016
80,Morne Morkel,4,27,1,0,11,24,PBKS,Eden Gardens,04 May 2016
81,Kuldeep Yadav,4,28,2,0,11,12,SRH,Eden Gardens,22 May 2016
82,Bhuvneshwar Kumar,4,28,2,1,11,12,GL,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016
83,Tim Southee,4,28,2,0,11,12,PBKS,IS Bindra Stadium,25 April 2016
84,Ashish Nehra,3,21,1,0,11,18,RPS,Rajiv Gandhi Intl. Cricket Stadium,26 April 2016
