POS,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date
85,Andre Russell,3,21,1,0,11,18,GL,Eden Gardens,08 May 2016
86,Praveen Kumar,4,28,1,0,11,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016
87,Sunil Narine,4.1,30,1,0,11,25,GL,Green Park,19 May 2016
88,Sandeep Sharma,4,29,1,0,11,24,RPS,ACA-VDCA Stadium,21 May 2016
89,Piyush Chawla,4,30,1,0,11,24,GL,Eden Gardens,08 May 2016
90,Deepak Hooda,4,30,0,0,11,0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,23 April 2016
91,Morne Morkel,4,31,2,0,11,12,SRH,Arun Jaitley Stadium,25 May 2016
92,Sandeep Sharma,4,31,1,0,11,24,GL,Saurashtra Cricket Association Stadium,01 May 2016
93,Tim Southee,4,31,0,0,11,0,GL,Wankhede Stadium,16 April 2016
94,Barinder Sran,4,31,0,0,11,0,KKR,Rajiv Gandhi Intl. Cricket Stadium,16 April 2016
95,Bhuvneshwar Kumar,4,33,0,0,11,0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016
96,Sunil Narine,4,34,1,0,11,24,RCB,Eden Gardens,16 May 2016
97,Morne Morkel,4,35,2,0,11,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,16 April 2016
98,Sunil Narine,4,35,0,0,11,0,SRH,Arun Jaitley Stadium,25 May 2016
99,KC Cariappa,4,36,0,0,11,0,MI,ACA-VDCA Stadium,13 May 2016
100,Trent Boult,4,39,1,0,11,24,GL,Arun Jaitley Stadium,27 May 2016
101,Chris Gayle,2,3,0,0,10,0,GL,M. Chinnaswamy Stadium,14 May 2016
102,Pradeep Sahu,4,18,2,0,10,12,KKR,IS Bindra Stadium,19 April 2016
103,Bhuvneshwar Kumar,4,19,3,0,10,8,KKR,Arun Jaitley Stadium,25 May 2016
104,Mustafizur Rahman,4,19,1,0,10,24,GL,Saurashtra Cricket Association Stadium,21 April 2016
105,Chris Morris,4,19,1,0,10,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 May 2016
106,Andre Russell,4,19,1,0,10,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,16 April 2016
107,Shivil Kaushik,4,20,3,0,10,8,PBKS,Saurashtra Cricket Association Stadium,01 May 2016
108,Shane Watson,4,22,2,0,10,12,PBKS,IS Bindra Stadium,09 May 2016
109,Bhuvneshwar Kumar,3,17,1,1,10,18,RPS,Rajiv Gandhi Intl. Cricket Stadium,26 April 2016
110,Sreenath Aravind,4,23,1,0,10,24,MI,M. Chinnaswamy Stadium,11 May 2016
111,Zaheer Khan,4,23,1,0,10,24,MI,ACA-VDCA Stadium,15 May 2016
112,Moises Henriques,4,23,0,0,10,0,MI,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016
113,Tim Southee,4,24,3,0,10,8,SRH,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016
114,Shane Watson,4,25,2,0,10,12,DC,M. Chinnaswamy Stadium,17 April 2016
115,Zaheer Khan,3,19,0,0,10,0,RPS,ACA-VDCA Stadium,17 May 2016
116,Zaheer Khan,4,26,0,0,10,0,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016
117,Sunil Narine,4,26,0,0,10,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,16 April 2016
118,Umesh Yadav,4,28,3,0,10,8,SRH,Rajiv Gandhi Intl. Cricket Stadium,16 April 2016
119,Bhuvneshwar Kumar,4,29,4,0,10,6,GL,Saurashtra Cricket Association Stadium,21 April 2016
120,Dwayne Bravo,4,29,1,0,10,24,KKR,Green Park,19 May 2016
121,Ravindra Jadeja,4,30,2,0,10,12,PBKS,IS Bindra Stadium,11 April 2016
122,Zaheer Khan,4,30,1,0,10,24,MI,Arun Jaitley Stadium,23 April 2016
123,Dhawal Kulkarni,4,30,1,0,10,24,KKR,Eden Gardens,08 May 2016
124,RP Singh,3,23,1,0,10,18,SRH,ACA-VDCA Stadium,10 May 2016
125,Murugan Ashwin,4,32,1,0,10,24,KKR,Maharashtra Cricket Association's International Stadium,24 April 2016
126,Vinay Kumar,4,33,1,0,10,24,DC,ACA-VDCA Stadium,15 May 2016
127,Carlos Brathwaite,4,33,0,0,10,0,PBKS,Arun Jaitley Stadium,15 April 2016
128,Harshal Patel,4,33,0,0,10,0,SRH,M. Chinnaswamy Stadium,12 April 2016
129,Chris Morris,4,34,2,0,10,12,MI,ACA-VDCA Stadium,15 May 2016
130,Barinder Sran,4,34,2,0,10,12,DC,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016
131,Ishant Sharma,3,26,0,0,10,0,PBKS,IS Bindra Stadium,17 April 2016
132,Amit Mishra,4,36,1,0,10,24,KKR,Arun Jaitley Stadium,30 April 2016
133,Mitchell McClenaghan,3,27,0,0,10,0,RPS,Wankhede Stadium,09 April 2016
134,Mitchell McClenaghan,3.3,33,0,0,10,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016
135,Iqbal Abdulla,4,38,2,0,10,12,GL,M. Chinnaswamy Stadium,24 May 2016
136,Jasprit Bumrah,3,30,0,0,10,0,RPS,Wankhede Stadium,09 April 2016
137,Dhawal Kulkarni,4,41,2,0,10,12,MI,Green Park,21 May 2016
138,Axar Patel,4,43,1,0,10,24,RPS,ACA-VDCA Stadium,21 May 2016
139,Praveen Kumar,4,45,2,1,10,12,RCB,M. Chinnaswamy Stadium,14 May 2016
140,Kane Richardson,4,45,2,0,10,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016
