POS,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date
21,Mitchell Starc,4,20,3,0,14,8,DC,Arun Jaitley Stadium,26 April 2015
22,Amit Mishra,4,20,1,0,14,24,KKR,Eden Gardens,07 May 2015
23,Ishwar Pandey,4,21,1,0,14,24,RCB,M. Chinnaswamy Stadium,22 April 2015
24,Chris Morris,4,21,0,0,14,0,PBKS,Maharashtra Cricket Association's International Stadium,10 April 2015
25,Mohit Sharma,4,22,1,0,14,24,KKR,Eden Gardens,30 April 2015
26,Shane Watson,4,25,1,1,14,24,DC,Brabourne Stadium,03 May 2015
27,Sreenath Aravind,4,27,4,0,14,6,PBKS,M. Chinnaswamy Stadium,06 May 2015
28,Ishwar Pandey,4,27,2,1,14,12,DC,Shaheed Veer Narayan Singh International Cricket Stadium,12 May 2015
29,Ashish Nehra,4,28,3,0,14,8,RCB,JSCA Stadium,22 May 2015
30,Ishwar Pandey,4,28,2,0,14,12,RCB,Chidambaram,04 May 2015
31,Morne Morkel,4,30,2,0,14,12,DC,Arun Jaitley Stadium,20 April 2015
32,Mitchell Johnson,4,34,2,0,14,12,RR,Maharashtra Cricket Association's International Stadium,10 April 2015
33,Sandeep Sharma,4,35,1,1,14,24,SRH,IS Bindra Stadium,27 April 2015
34,Dhawal Kulkarni,3,9,2,1,13,9,SRH,ACA-VDCA Stadium,16 April 2015
35,Mitchell McClenaghan,4,16,3,0,13,8,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 May 2015
36,Zaheer Khan,4,17,2,0,13,12,PBKS,Arun Jaitley Stadium,01 May 2015
37,Nathan Coulter-Nile,3,14,0,0,13,0,PBKS,Maharashtra Cricket Association's International Stadium,15 April 2015
38,Sunil Narine,4,19,4,0,13,6,PBKS,Eden Gardens,09 May 2015
39,Ashish Nehra,4,19,3,0,13,8,RCB,Chidambaram,04 May 2015
40,Harshal Patel,4,19,2,0,13,12,CSK,Chidambaram,04 May 2015
41,Nathan Coulter-Nile,4,20,4,0,13,6,PBKS,Arun Jaitley Stadium,01 May 2015
42,Mitchell McClenaghan,4,20,3,0,13,8,SRH,Wankhede Stadium,25 April 2015
43,Sreenath Aravind,4,20,2,0,13,12,RR,Maharashtra Cricket Association's International Stadium,20 May 2015
44,Piyush Chawla,4,21,1,0,13,24,CSK,Eden Gardens,30 April 2015
45,Imran Tahir,4,22,3,0,13,8,MI,Arun Jaitley Stadium,23 April 2015
46,Mitchell Starc,4,22,3,0,13,8,RR,Narendra Modi Stadium,24 April 2015
47,Mitchell Starc,4,22,1,0,13,24,RR,Maharashtra Cricket Association's International Stadium,20 May 2015
48,Lasith Malinga,4,23,4,1,13,6,SRH,Wankhede Stadium,25 April 2015
49,Ashish Nehra,4,23,3,0,13,8,MI,Wankhede Stadium,17 April 2015
50,Mitchell Starc,4,24,3,1,13,8,CSK,Chidambaram,04 May 2015
51,Varun Aaron,4,24,2,0,13,12,DC,Arun Jaitley Stadium,26 April 2015
52,Andre Russell,4,24,1,0,13,24,DC,Eden Gardens,07 May 2015
53,Ravichandran Ashwin,4,24,0,0,13,0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,12 May 2015
54,Bhuvneshwar Kumar,4,26,3,0,13,8,MI,Wankhede Stadium,25 April 2015
55,Harbhajan Singh,4,27,3,0,13,8,RCB,M. Chinnaswamy Stadium,19 April 2015
56,Brad Hogg,4,29,4,0,13,6,CSK,Eden Gardens,30 April 2015
57,Zaheer Khan,4,31,0,0,13,0,RR,Brabourne Stadium,03 May 2015
58,Tim Southee,4,36,2,0,13,12,PBKS,Maharashtra Cricket Association's International Stadium,10 April 2015
59,Mitchell McClenaghan,4,38,2,0,13,12,DC,Arun Jaitley Stadium,23 April 2015
60,Anureet Singh,4,41,2,0,13,12,MI,Wankhede Stadium,12 April 2015
61,Mohit Sharma,3,10,1,0,12,18,PBKS,Chidambaram,25 April 2015
62,Sandeep Sharma,3,10,0,0,12,0,DC,Arun Jaitley Stadium,01 May 2015
63,Lasith Malinga,4,17,2,0,12,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 May 2015
64,Iqbal Abdulla,4,17,1,1,12,24,DC,Arun Jaitley Stadium,26 April 2015
65,Ravi Bopara,4,18,2,0,12,12,RR,ACA-VDCA Stadium,16 April 2015
66,Dwayne Bravo,3.4,17,2,0,12,11,RCB,Chidambaram,04 May 2015
67,Chris Morris,4,19,3,0,12,8,CSK,Chidambaram,10 May 2015
68,Moises Henriques,4,20,2,0,12,12,CSK,Rajiv Gandhi Intl. Cricket Stadium,02 May 2015
69,Pravin Tambe,4,21,2,0,12,12,SRH,ACA-VDCA Stadium,16 April 2015
70,Shakib Al Hasan,4,22,2,0,12,12,MI,Wankhede Stadium,14 May 2015
71,Ashish Nehra,3,17,1,0,12,18,PBKS,IS Bindra Stadium,16 May 2015
72,Anureet Singh,4,23,3,0,12,8,RR,Maharashtra Cricket Association's International Stadium,10 April 2015
73,Domnic Joseph,3,18,2,0,12,9,KKR,Arun Jaitley Stadium,20 April 2015
74,Mitchell Starc,4,24,1,0,12,24,CSK,M. Chinnaswamy Stadium,22 April 2015
75,Ashish Nehra,4,25,3,0,12,8,DC,Chidambaram,09 April 2015
76,Nathan Coulter-Nile,4,25,2,0,12,12,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,09 May 2015
77,Pat Cummins,4,25,0,0,12,0,CSK,Chidambaram,28 April 2015
78,Dhawal Kulkarni,4,28,2,0,12,12,RCB,Maharashtra Cricket Association's International Stadium,20 May 2015
79,Umesh Yadav,4,29,0,0,12,0,DC,Eden Gardens,07 May 2015
80,Ishwar Pandey,3,22,1,1,12,18,MI,Wankhede Stadium,17 April 2015
81,Nathan Coulter-Nile,4,30,2,1,12,12,MI,Wankhede Stadium,05 May 2015
82,Sandeep Sharma,4,30,1,0,12,24,DC,Maharashtra Cricket Association's International Stadium,15 April 2015
83,Bhuvneshwar Kumar,4,31,0,0,12,0,CSK,Chidambaram,11 April 2015
84,Stuart Binny,4,32,1,0,12,24,RCB,M. Chinnaswamy Stadium,29 April 2015
85,Anureet Singh,4,33,2,0,12,12,DC,Maharashtra Cricket Association's International Stadium,15 April 2015
86,Chris Morris,4,34,1,0,12,24,MI,Narendra Modi Stadium,14 April 2015
87,Lasith Malinga,4,35,1,1,12,24,RCB,M. Chinnaswamy Stadium,19 April 2015
88,Mitchell McClenaghan,4,43,1,0,12,24,RCB,M. Chinnaswamy Stadium,19 April 2015
89,Varun Aaron,4,50,0,0,12,0,MI,M. Chinnaswamy Stadium,19 April 2015
90,Ravindra Jadeja,4,11,4,0,11,6,RR,Chidambaram,10 May 2015
91,Karn Sharma,3,12,2,0,11,9,DC,Shaheed Veer Narayan Singh International Cricket Stadium,09 May 2015
92,Sunil Narine,4,17,1,0,11,24,PBKS,Maharashtra Cricket Association's International Stadium,18 April 2015
93,Vinay Kumar,3,13,1,0,11,18,RR,Narendra Modi Stadium,14 April 2015
94,Umesh Yadav,4,18,2,0,11,12,DC,Arun Jaitley Stadium,20 April 2015
95,Sandeep Sharma,4,19,1,1,11,24,RR,Maharashtra Cricket Association's International Stadium,10 April 2015
96,Bhuvneshwar Kumar,4,20,1,0,11,24,DC,Shaheed Veer Narayan Singh International Cricket Stadium,09 May 2015
97,Bhuvneshwar Kumar,4,23,2,0,11,12,PBKS,IS Bindra Stadium,27 April 2015
98,Lasith Malinga,4,23,1,0,11,24,DC,Arun Jaitley Stadium,23 April 2015
99,Mohit Sharma,4,25,3,0,11,8,RR,Chidambaram,10 May 2015
100,Dwayne Bravo,4,25,3,0,11,8,SRH,Rajiv Gandhi Intl. Cricket Stadium,02 May 2015
101,James Faulkner,4,26,3,0,11,8,PBKS,Maharashtra Cricket Association's International Stadium,10 April 2015
102,Andre Russell,4,26,2,0,11,12,CSK,Chidambaram,28 April 2015
103,James Faulkner,4,26,1,0,11,24,CSK,Narendra Modi Stadium,19 April 2015
104,Morne Morkel,4,27,2,0,11,12,PBKS,Maharashtra Cricket Association's International Stadium,18 April 2015
105,Lasith Malinga,4,27,1,1,11,24,RCB,Wankhede Stadium,10 May 2015
106,Morne Morkel,4,27,1,0,11,24,MI,Wankhede Stadium,14 May 2015
107,Lasith Malinga,4,27,0,0,11,0,KKR,Eden Gardens,08 April 2015
108,Yuzvendra Chahal,4,28,2,0,11,12,MI,M. Chinnaswamy Stadium,19 April 2015
109,Harshal Patel,4,28,1,0,11,24,CSK,M. Chinnaswamy Stadium,22 April 2015
110,Nathan Coulter-Nile,4,30,3,0,11,8,CSK,Chidambaram,09 April 2015
111,Bhuvneshwar Kumar,3.5,30,2,0,11,11.5,RCB,M. Chinnaswamy Stadium,13 April 2015
112,Pravin Tambe,4,32,1,0,11,24,SRH,Brabourne Stadium,07 May 2015
113,Sandeep Sharma,4,32,0,0,11,0,CSK,Chidambaram,25 April 2015
114,Umesh Yadav,4,33,3,0,11,8,PBKS,Maharashtra Cricket Association's International Stadium,18 April 2015
115,Lasith Malinga,4,33,2,0,11,12,DC,Wankhede Stadium,05 May 2015
116,Trent Boult,4,34,1,0,11,24,CSK,Chidambaram,11 April 2015
117,Praveen Kumar,4,34,1,0,11,24,RCB,M. Chinnaswamy Stadium,13 April 2015
118,Pawan Negi,4,34,0,0,11,0,MI,Chidambaram,08 May 2015
119,Morne Morkel,4,35,1,0,11,24,RCB,Eden Gardens,11 April 2015
120,Dhawal Kulkarni,4,36,1,0,11,24,RCB,M. Chinnaswamy Stadium,29 April 2015
121,Nathan Coulter-Nile,4,36,1,0,11,24,MI,Arun Jaitley Stadium,23 April 2015
122,Umesh Yadav,4,36,0,0,11,0,CSK,Chidambaram,28 April 2015
123,Harbhajan Singh,4,36,0,0,11,0,SRH,Wankhede Stadium,25 April 2015
124,Ashish Nehra,4,36,0,0,11,0,KKR,Eden Gardens,30 April 2015
125,Shane Watson,4,38,2,0,11,12,KKR,Brabourne Stadium,16 May 2015
126,Yuzvendra Chahal,4,40,3,0,11,8,CSK,M. Chinnaswamy Stadium,22 April 2015
127,Abu Nechim,4,41,0,0,11,0,SRH,M. Chinnaswamy Stadium,13 April 2015
128,Mitchell Johnson,4,43,0,0,11,0,RCB,M. Chinnaswamy Stadium,06 May 2015
129,Tim Southee,4,46,1,0,11,24,MI,Narendra Modi Stadium,14 April 2015
130,Ravindra Jadeja,3,11,0,0,10,0,KKR,Chidambaram,28 April 2015
131,JP Duminy,4,15,1,0,10,24,PBKS,Arun Jaitley Stadium,01 May 2015
132,Moises Henriques,4,16,3,0,10,8,PBKS,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015
133,Brad Hogg,4,17,2,0,10,12,SRH,Eden Gardens,04 May 2015
134,Jayant Yadav,4,19,1,0,10,24,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,09 May 2015
135,Dhawal Kulkarni,3,15,1,0,10,18,MI,Narendra Modi Stadium,14 April 2015
136,Amit Mishra,4,21,1,0,10,24,CSK,Chidambaram,09 April 2015
137,Jagadeesha Suchith,4,21,1,0,10,24,CSK,Chidambaram,08 May 2015
138,Bhuvneshwar Kumar,3,16,0,0,10,0,MI,Rajiv Gandhi Intl. Cricket Stadium,17 May 2015
139,James Faulkner,4,22,2,0,10,12,DC,Brabourne Stadium,03 May 2015
140,Chris Morris,4,23,4,0,10,6,KKR,Brabourne Stadium,16 May 2015
141,Vinay Kumar,3.3,21,0,0,10,0,KKR,Eden Gardens,08 April 2015
142,Pawan Negi,4,25,2,0,10,12,PBKS,IS Bindra Stadium,16 May 2015
143,Lasith Malinga,4,25,2,0,10,12,CSK,Eden Gardens,24 May 2015
144,Sandeep Sharma,4,25,1,0,10,24,RR,Narendra Modi Stadium,21 April 2015
145,Nathan Coulter-Nile,4,26,1,0,10,24,SRH,ACA-VDCA Stadium,18 April 2015
146,Dale Steyn,4,27,1,0,10,24,DC,ACA-VDCA Stadium,18 April 2015
147,Harshal Patel,3.5,26,1,0,10,23,CSK,JSCA Stadium,22 May 2015
148,Iqbal Abdulla,4,28,1,0,10,24,RR,Narendra Modi Stadium,24 April 2015
149,Dhawal Kulkarni,3,21,1,0,10,18,PBKS,Maharashtra Cricket Association's International Stadium,10 April 2015
150,Sunil Narine,4,28,0,0,10,0,MI,Eden Gardens,08 April 2015
