POS,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date
1,Zaheer Khan,4,9,2,1,18,12,CSK,Shaheed Veer Narayan Singh International Cricket Stadium,12 May 2015
2,Mitchell Johnson,4,23,2,1,17,12,MI,Wankhede Stadium,12 April 2015
3,Ravichandran Ashwin,4,13,1,0,16,24,RCB,JSCA Stadium,22 May 2015
4,Harbhajan Singh,4,11,2,1,15,12,DC,Wankhede Stadium,05 May 2015
5,Ashish Nehra,4,16,2,0,15,12,PBKS,Chidambaram,25 April 2015
6,Ravichandran Ashwin,4,17,2,0,15,12,MI,Chidambaram,08 May 2015
7,Morne Morkel,4,18,2,1,15,12,MI,Eden Gardens,08 April 2015
8,Shahbaz Nadeem,4,18,0,1,15,0,CSK,Shaheed Veer Narayan Singh International Cricket Stadium,12 May 2015
9,Sandeep Sharma,4,25,4,1,15,6,KKR,Maharashtra Cricket Association's International Stadium,18 April 2015
10,Mitchell McClenaghan,4,25,3,0,15,8,CSK,Eden Gardens,24 May 2015
11,Ashish Nehra,4,28,1,0,15,24,MI,Wankhede Stadium,19 May 2015
12,Marchant de Lange,4,30,0,1,15,0,CSK,Chidambaram,08 May 2015
13,Trent Boult,4,36,3,0,15,8,RCB,M. Chinnaswamy Stadium,13 April 2015
14,Ashish Nehra,4,10,4,0,14,6,RCB,M. Chinnaswamy Stadium,22 April 2015
15,Sandeep Sharma,4,12,1,1,14,24,MI,Wankhede Stadium,12 April 2015
16,Ravichandran Ashwin,4,14,2,0,14,12,PBKS,Chidambaram,25 April 2015
17,Ravichandran Ashwin,4,14,1,0,14,24,PBKS,IS Bindra Stadium,16 May 2015
18,Mitchell Starc,4,15,4,0,14,6,PBKS,M. Chinnaswamy Stadium,06 May 2015
19,Trent Boult,4,19,3,0,14,8,PBKS,IS Bindra Stadium,27 April 2015
20,Chris Morris,4,19,1,0,14,24,CSK,Narendra Modi Stadium,19 April 2015
