POS,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date
1,Munaf Patel,4,14,2,0,19,12,KKR,Kingsmead,20 May 2009
2,Ashok Dinda,4,12,0,0,17,0,RR,Kingsmead,20 May 2009
3,Brett Lee,4,15,3,1,17,8,DC,OUTsurance Oval,15 May 2009
4,Muttiah Muralitharan,4,8,2,0,16,12,PBKS,Kingsmead,20 May 2009
5,Muttiah Muralitharan,4,11,3,1,16,8,RCB,St George's Park,20 April 2009
6,Albie Morkel,4,13,2,0,16,12,RCB,Kingsmead,14 May 2009
7,Charl Langeveldt,4,15,3,0,16,8,RR,Kingsmead,20 May 2009
8,Lasith Malinga,4,19,3,1,16,8,DEC,Kingsmead,25 April 2009
9,Ishant Sharma,4,29,1,0,16,24,KKR,St George's Park,27 April 2009
10,Ishant Sharma,4,29,1,0,16,24,MI,St George's Park,27 April 2009
11,Amit Singh,4,9,3,0,15,8,PBKS,Kingsmead,05 May 2009
12,Harbhajan Singh,4,9,1,0,15,24,PBKS,Supersport Park,12 May 2009
13,Praveen Kumar,3,7,2,0,15,9,RR,Newlands,18 April 2009
14,Yuvraj Singh,4,13,3,0,15,8,DEC,New Wanderers Stadium,17 May 2009
15,Amit Mishra,4,14,3,0,15,8,KKR,New Wanderers Stadium,10 May 2009
16,Ajit Agarkar,4,15,2,0,15,12,RR,Kingsmead,20 May 2009
17,Muttiah Muralitharan,4,16,1,0,15,24,KKR,Supersport Park,18 May 2009
18,RP Singh,4,18,2,1,15,12,RR,St George's Park,02 May 2009
19,Yusuf Abdulla,4,19,2,0,15,12,MI,Kingsmead,29 April 2009
20,Yusuf Pathan,4,19,1,0,15,24,DEC,St George's Park,02 May 2009
21,Dimitri Mascarenhas,4,20,3,0,15,8,RCB,Newlands,18 April 2009
22,Brett Lee,4,25,1,0,15,24,MI,Supersport Park,12 May 2009
23,Shane Harwood,4,26,1,0,15,24,PBKS,Kingsmead,05 May 2009
24,Ryan Harris,4,27,3,1,15,8,DC,Supersport Park,22 May 2009
25,Anil Kumble,4,12,2,0,14,12,CSK,Kingsmead,14 May 2009
26,Murali Kartik,4,12,1,0,14,24,DEC,New Wanderers Stadium,16 May 2009
27,Munaf Patel,4,14,2,1,14,12,DC,Supersport Park,28 April 2009
28,Jesse Ryder,4,14,2,0,14,12,RR,Newlands,18 April 2009
29,Ishant Sharma,4,15,2,0,14,12,RCB,Kingsmead,29 April 2009
30,Kamran Khan,4,15,2,0,14,12,PBKS,Newlands,26 April 2009
31,Ishant Sharma,4,15,2,0,14,12,RCB,Kingsmead,29 April 2009
32,Brett Lee,4,16,0,0,14,0,CSK,Kingsmead,20 May 2009
33,Shane Warne,4,18,2,0,14,12,RCB,Newlands,18 April 2009
34,Amit Mishra,4,18,0,1,14,0,KKR,Kingsmead,05 May 2009
35,Amit Singh,4,19,4,0,14,6,RCB,Supersport Park,07 May 2009
36,Irfan Pathan,4,19,2,0,14,12,RCB,Kingsmead,01 May 2009
37,Chaminda Vaas,4,19,2,0,14,12,RR,De Beers Diamond Oval,11 May 2009
38,Shanthakumaran Sreesanth,4,20,2,0,14,12,DC,OUTsurance Oval,15 May 2009
39,Shoaib Ahmed,4,20,2,0,14,12,DC,Supersport Park,30 April 2009
40,Yusuf Abdulla,4,21,3,0,14,8,RR,Newlands,26 April 2009
41,RP Singh,4,22,1,0,14,24,RR,De Beers Diamond Oval,11 May 2009
42,RP Singh,3.4,22,4,0,14,5.5,KKR,Newlands,19 April 2009
43,Muttiah Muralitharan,4,24,1,0,14,24,RCB,Kingsmead,14 May 2009
44,RP Singh,4,27,2,0,14,12,MI,Kingsmead,25 April 2009
45,Shane Warne,4,27,1,0,14,24,CSK,De Beers Diamond Oval,09 May 2009
