POS,Player,Ov,Runs,Wkts,Dots,Econ,SR,Against,Venue,Match Date
38,Anil Kumble,4,16,4,12,4,6,DEC,New Wanderers Stadium,24 May 2009
39,Rohit Sharma,3,12,3,6,4,6,RR,De Beers Diamond Oval,11 May 2009
40,Anil Kumble,4,16,2,12,4,12,KKR,Kingsmead,29 April 2009
41,RP Singh,4,16,1,11,4,24,RCB,New Wanderers Stadium,24 May 2009
42,Venugopal Rao,2,8,1,4,4,12,PBKS,New Wanderers Stadium,17 May 2009
43,Wilkin Mota,2,8,1,4,4,12,CSK,Kingsmead,20 May 2009
44,Muttiah Muralitharan,4,16,1,15,4,24,KKR,Supersport Park,18 May 2009
45,Brett Lee,4,16,0,14,4,0,CSK,Kingsmead,20 May 2009
46,Ramesh Powar,2,8,0,6,4,0,KKR,St George's Park,03 May 2009
47,Sudeep Tyagi,2,8,0,7,4,0,RR,Supersport Park,30 April 2009
48,Piyush Chawla,2,8,0,6,4,0,KKR,Kingsmead,21 April 2009
49,Suresh Raina,2,8,0,2,4,0,PBKS,Supersport Park,07 May 2009
50,Irfan Pathan,3.2,14,0,10,4.2,0,MI,Supersport Park,12 May 2009
51,Harbhajan Singh,4,17,4,12,4.25,6,DC,Supersport Park,21 May 2009
52,Suresh Raina,4,17,2,11,4.25,12,PBKS,Kingsmead,20 May 2009
53,RP Singh,4,17,2,13,4.25,12,RCB,Newlands,22 April 2009
54,Muttiah Muralitharan,4,17,1,11,4.25,24,DEC,Kingsmead,27 April 2009
55,Jacques Kallis,4,17,1,11,4.25,24,DC,New Wanderers Stadium,19 May 2009
56,Abhishek Nayar,3,13,3,8,4.33,6,KKR,St George's Park,27 April 2009
57,Lakshmipathy Balaji,3,13,1,6,4.33,18,RR,De Beers Diamond Oval,09 May 2009
58,Ishant Sharma,3,13,0,13,4.33,0,DEC,Newlands,19 April 2009
59,Ishant Sharma,3,13,0,13,4.33,0,DEC,Newlands,19 April 2009
60,Kamran Khan,4,18,3,10,4.5,8,KKR,Newlands,23 April 2009
61,Balachandra Akhil,4,18,2,8,4.5,12,DEC,Supersport Park,21 May 2009
62,Suresh Raina,4,18,2,10,4.5,12,DEC,Kingsmead,27 April 2009
63,RP Singh,4,18,2,15,4.5,12,RR,St George's Park,02 May 2009
64,Shane Warne,4,18,2,14,4.5,12,RCB,Newlands,18 April 2009
65,Jacques Kallis,4,18,2,12,4.5,12,CSK,Kingsmead,14 May 2009
66,Sudeep Tyagi,2,9,1,9,4.5,12,DEC,Buffalo Park,04 May 2009
67,Amit Mishra,4,18,0,14,4.5,0,KKR,Kingsmead,05 May 2009
68,Yuvraj Singh,2,9,0,6,4.5,0,RR,Newlands,26 April 2009
69,JP Duminy,2,9,0,3,4.5,0,CSK,St George's Park,16 May 2009
70,Murali Kartik,4,18,0,8,4.5,0,DC,Kingsmead,05 May 2009
71,Manpreet Gony,2,9,0,6,4.5,0,PBKS,Kingsmead,20 May 2009
72,Kevin Pietersen,3,14,1,7,4.66,18,CSK,St George's Park,20 April 2009
73,Zaheer Khan,3,14,1,10,4.66,18,KKR,St George's Park,27 April 2009
74,Lasith Malinga,2.2,11,3,9,4.71,4.66,KKR,St George's Park,27 April 2009
75,Amit Singh,4,19,4,14,4.75,6,RCB,Supersport Park,07 May 2009
76,Amit Mishra,4,19,3,13,4.75,8,DEC,Supersport Park,22 May 2009
77,Lakshmipathy Balaji,4,19,3,12,4.75,8,DC,Kingsmead,23 April 2009
78,Lasith Malinga,4,19,3,16,4.75,8,DEC,Kingsmead,25 April 2009
79,Siddharth Trivedi,4,19,2,10,4.75,12,MI,Kingsmead,14 May 2009
80,Chaminda Vaas,4,19,2,14,4.75,12,RR,De Beers Diamond Oval,11 May 2009
81,Ajantha Mendis,4,19,2,9,4.75,12,RR,Newlands,23 April 2009
82,Irfan Pathan,4,19,2,14,4.75,12,RCB,Kingsmead,01 May 2009
83,Yusuf Abdulla,4,19,2,15,4.75,12,MI,Kingsmead,29 April 2009
84,Johan Botha,4,19,2,13,4.75,12,KKR,Kingsmead,20 May 2009
85,RP Singh,4,19,2,13,4.75,12,MI,Supersport Park,06 May 2009
86,Amit Mishra,4,19,1,9,4.75,24,RCB,St George's Park,26 April 2009
87,Ramesh Powar,4,19,1,9,4.75,24,CSK,Kingsmead,20 May 2009
88,Lasith Malinga,4,19,1,13,4.75,24,CSK,St George's Park,16 May 2009
89,Anil Kumble,4,19,1,7,4.75,24,PBKS,Kingsmead,24 April 2009
90,Zaheer Khan,4,19,1,8,4.75,24,PBKS,Kingsmead,29 April 2009
91,Yusuf Pathan,4,19,1,15,4.75,24,DEC,St George's Park,02 May 2009
92,Piyush Chawla,4,19,1,11,4.75,24,RCB,Kingsmead,24 April 2009
93,Muttiah Muralitharan,4,19,0,12,4.75,0,MI,St George's Park,16 May 2009
94,Vikram Singh,4,19,0,9,4.75,0,RR,Newlands,26 April 2009
95,Dimitri Mascarenhas,4,20,3,15,5,8,RCB,Newlands,18 April 2009
96,Shoaib Ahmed,4,20,2,14,5,12,DC,Supersport Park,30 April 2009
97,Ryan Harris,4,20,2,12,5,12,KKR,New Wanderers Stadium,16 May 2009
98,Shanthakumaran Sreesanth,4,20,2,14,5,12,DC,OUTsurance Oval,15 May 2009
99,Irfan Pathan,4,20,2,10,5,12,MI,Kingsmead,29 April 2009
100,Jacques Kallis,4,20,1,12,5,24,RR,Supersport Park,07 May 2009
101,Andrew Symonds,2,10,1,8,5,12,PBKS,New Wanderers Stadium,17 May 2009
102,Harbhajan Singh,3,15,1,7,5,18,CSK,Newlands,18 April 2009
103,Siddharth Trivedi,4,20,1,13,5,24,PBKS,Kingsmead,05 May 2009
104,Praveen Kumar,3,15,0,10,5,0,MI,New Wanderers Stadium,03 May 2009
105,Amit Mishra,4,20,0,12,5,0,MI,Buffalo Park,08 May 2009
106,Ramesh Powar,2,10,0,2,5,0,RR,Newlands,26 April 2009
107,Murali Kartik,4,20,0,9,5,0,DC,New Wanderers Stadium,10 May 2009
108,Harmeet Singh Bansal,3,15,0,7,5,0,DC,Supersport Park,22 May 2009
109,Sudeep Tyagi,2,10,0,6,5,0,PBKS,Supersport Park,07 May 2009
110,Shanthakumaran Sreesanth,2,10,0,8,5,0,DEC,New Wanderers Stadium,17 May 2009
111,KP Appanna,2,10,0,4,5,0,PBKS,Kingsmead,01 May 2009
112,Laxmi Ratan Shukla,4,20,0,13,5,0,RR,Kingsmead,20 May 2009
113,Piyush Chawla,4,20,0,11,5,0,DEC,New Wanderers Stadium,17 May 2009
114,Chris Gayle,4,20,0,7,5,0,RR,Newlands,23 April 2009
115,Tyron Henderson,2,10,0,5,5,0,KKR,Kingsmead,20 May 2009
116,Morne Morkel,4,20,0,12,5,0,RCB,Supersport Park,07 May 2009
117,Pragyan Ojha,4,21,3,10,5.25,8,MI,Kingsmead,25 April 2009
118,Yusuf Abdulla,4,21,3,14,5.25,8,RR,Newlands,26 April 2009
119,Albie Morkel,4,21,2,10,5.25,12,RR,Supersport Park,30 April 2009
120,Dhawal Kulkarni,4,21,1,13,5.25,24,DEC,Supersport Park,06 May 2009
121,Harbhajan Singh,4,21,1,9,5.25,24,DC,Buffalo Park,08 May 2009
122,Ajantha Mendis,4,21,1,9,5.25,24,RCB,Supersport Park,12 May 2009
123,Chris Gayle,4,21,1,9,5.25,24,MI,Buffalo Park,01 May 2009
124,Dwayne Bravo,3,16,1,9,5.33,18,DEC,Supersport Park,06 May 2009
125,Piyush Chawla,3,16,0,10,5.33,0,DC,OUTsurance Oval,15 May 2009
126,Amit Singh,3.3,19,1,11,5.42,21,KKR,Kingsmead,20 May 2009
127,Shadab Jakati,4,22,4,10,5.5,6,DEC,Buffalo Park,04 May 2009
128,Yuvraj Singh,4,22,3,13,5.5,8,RCB,Kingsmead,01 May 2009
129,Ramesh Powar,2,11,2,7,5.5,6,DEC,New Wanderers Stadium,17 May 2009
130,Muttiah Muralitharan,4,22,2,12,5.5,12,RR,De Beers Diamond Oval,09 May 2009
131,Irfan Pathan,4,22,2,8,5.5,12,DC,OUTsurance Oval,15 May 2009
132,Pragyan Ojha,2,11,2,4,5.5,6,CSK,Kingsmead,27 April 2009
133,Piyush Chawla,4,22,2,10,5.5,12,RR,Newlands,26 April 2009
134,Muttiah Muralitharan,4,22,1,10,5.5,24,DC,New Wanderers Stadium,02 May 2009
135,Ravindra Jadeja,4,22,1,9,5.5,24,DEC,St George's Park,02 May 2009
136,Suresh Raina,4,22,1,7,5.5,24,MI,St George's Park,16 May 2009
137,Suresh Raina,2,11,1,5,5.5,12,RR,Supersport Park,30 April 2009
138,RP Singh,4,22,1,14,5.5,24,RR,De Beers Diamond Oval,11 May 2009
139,Anil Kumble,4,22,0,7,5.5,0,DC,St George's Park,26 April 2009
140,Sachin Tendulkar,2,11,0,1,5.5,0,KKR,St George's Park,27 April 2009
141,Karan Goel,2,11,0,4,5.5,0,MI,Kingsmead,29 April 2009
142,Yusuf Pathan,3,17,2,9,5.66,9,CSK,Supersport Park,30 April 2009
143,Roelof van der Merwe,3,17,1,7,5.66,18,MI,St George's Park,10 May 2009
144,JP Duminy,3,17,0,7,5.66,0,RR,Kingsmead,14 May 2009
145,Munaf Patel,3.5,22,2,13,5.73,11.5,MI,Kingsmead,14 May 2009
146,Harmeet Singh Bansal,4,23,2,12,5.75,12,RCB,New Wanderers Stadium,24 May 2009
147,Anil Kumble,4,23,2,12,5.75,12,DEC,Supersport Park,21 May 2009
148,Ishant Sharma,4,23,2,11,5.75,12,KKR,New Wanderers Stadium,10 May 2009
149,Ishant Sharma,4,23,2,11,5.75,12,DC,New Wanderers Stadium,10 May 2009
150,Shanthakumaran Sreesanth,4,23,2,13,5.75,12,CSK,Kingsmead,20 May 2009
