POS,Player,Ov,Runs,Wkts,Dots,Econ,SR,Against,Venue,Match Date
46,Jofra Archer,4,18,1,15,4.5,24,RCB,Zayed Cricket Stadium,03 October 2020
47,Rahul Tewatia,4,18,1,11,4.5,24,CSK,Zayed Cricket Stadium,19 October 2020
48,Navdeep Saini,4,18,0,16,4.5,0,CSK,Dubai International Stadium,10 October 2020
49,Ravichandran Ashwin,4,18,0,11,4.5,0,MI,Dubai International Stadium,31 October 2020
50,Mohammad Shami,3,14,1,10,4.66,18,RCB,Dubai International Stadium,24 September 2020
51,Jofra Archer,4,19,3,14,4.75,8,DC,Dubai International Stadium,14 October 2020
52,Chris Morris,4,19,3,14,4.75,8,CSK,Dubai International Stadium,10 October 2020
53,Sandeep Sharma,4,19,2,13,4.75,12,CSK,Dubai International Stadium,13 October 2020
54,Shahbaz Nadeem,4,19,2,11,4.75,12,MI,Sharjah Cricket Stadium,03 November 2020
55,Jofra Archer,4,19,1,15,4.75,24,KKR,Dubai International Stadium,01 November 2020
56,Josh Hazlewood,4,19,1,14,4.75,24,RR,Zayed Cricket Stadium,19 October 2020
57,Pat Cummins,4,19,1,11,4.75,24,SRH,Zayed Cricket Stadium,26 September 2020
58,Varun Chakaravarthy,4,20,5,9,5,4.8,DC,Zayed Cricket Stadium,24 October 2020
59,Jasprit Bumrah,4,20,4,14,5,6,RR,Zayed Cricket Stadium,06 October 2020
60,Sandeep Sharma,4,20,2,9,5,12,RCB,Sharjah Cricket Stadium,31 October 2020
61,Shivam Dube,3,15,2,7,5,9,SRH,Dubai International Stadium,21 September 2020
62,Washington Sundar,4,20,2,8,5,12,KKR,Sharjah Cricket Stadium,12 October 2020
63,Shivam Mavi,4,20,2,13,5,12,RR,Dubai International Stadium,30 September 2020
64,Varun Chakaravarthy,4,20,2,13,5,12,CSK,Dubai International Stadium,29 October 2020
65,Varun Chakaravarthy,4,20,2,9,5,12,RR,Dubai International Stadium,01 November 2020
66,Ravi Bishnoi,4,20,2,11,5,12,KKR,Sharjah Cricket Stadium,26 October 2020
67,Shardul Thakur,2,10,1,4,5,12,SRH,Dubai International Stadium,13 October 2020
68,Glenn Maxwell,2,10,1,5,5,12,RCB,Dubai International Stadium,24 September 2020
69,Jofra Archer,4,20,1,11,5,24,CSK,Zayed Cricket Stadium,19 October 2020
70,Vijay Shankar,3,15,1,8,5,18,RR,Dubai International Stadium,22 October 2020
71,Rahul Tewatia,4,20,1,11,5,24,DC,Sharjah Cricket Stadium,09 October 2020
72,Vijay Shankar,4,20,1,13,5,24,KKR,Zayed Cricket Stadium,18 October 2020
73,Rashid Khan,4,20,1,9,5,24,RR,Dubai International Stadium,22 October 2020
74,Sheldon Cottrell,4,20,1,14,5,24,MI,Zayed Cricket Stadium,01 October 2020
75,Washington Sundar,4,20,0,9,5,0,DC,Dubai International Stadium,05 October 2020
76,Washington Sundar,4,20,0,8,5,0,RR,Zayed Cricket Stadium,03 October 2020
77,Washington Sundar,4,20,0,10,5,0,MI,Zayed Cricket Stadium,28 October 2020
78,Trent Boult,4,21,3,16,5.25,8,DC,Dubai International Stadium,31 October 2020
79,Kagiso Rabada,4,21,2,11,5.25,12,SRH,Zayed Cricket Stadium,29 September 2020
80,Jofra Archer,4,21,2,16,5.25,12,SRH,Dubai International Stadium,22 October 2020
81,Anrich Nortje,4,21,2,12,5.25,12,CSK,Dubai International Stadium,25 September 2020
82,Piyush Chawla,4,21,1,11,5.25,24,MI,Zayed Cricket Stadium,19 September 2020
83,Yuzvendra Chahal,4,21,1,7,5.25,24,CSK,Dubai International Stadium,25 October 2020
84,Sandeep Sharma,4,21,0,9,5.25,0,RCB,Zayed Cricket Stadium,06 November 2020
85,Navdeep Saini,4,21,0,14,5.25,0,PBKS,Sharjah Cricket Stadium,15 October 2020
86,Washington Sundar,3,16,2,7,5.33,9,CSK,Dubai International Stadium,10 October 2020
87,Krunal Pandya,3,16,0,8,5.33,0,CSK,Sharjah Cricket Stadium,23 October 2020
88,Rahul Chahar,4,22,2,13,5.5,12,CSK,Sharjah Cricket Stadium,23 October 2020
89,Anrich Nortje,4,22,2,13,5.5,12,RCB,Dubai International Stadium,05 October 2020
90,Ravichandran Ashwin,4,22,2,9,5.5,12,RR,Sharjah Cricket Stadium,09 October 2020
91,Krunal Pandya,4,22,1,11,5.5,24,DC,Dubai International Stadium,05 November 2020
92,Ravi Bishnoi,4,22,1,9,5.5,24,DC,Dubai International Stadium,20 September 2020
93,Jasprit Bumrah,4,22,1,12,5.5,24,KKR,Zayed Cricket Stadium,16 October 2020
94,Rashid Khan,4,22,1,11,5.5,24,MI,Sharjah Cricket Stadium,04 October 2020
95,Sunil Narine,4,22,1,8,5.5,24,MI,Zayed Cricket Stadium,23 September 2020
96,Chris Morris,4,22,0,12,5.5,0,PBKS,Sharjah Cricket Stadium,15 October 2020
97,Rashid Khan,4,22,0,11,5.5,0,RCB,Zayed Cricket Stadium,06 November 2020
98,Kamlesh Nagarkoti,2,11,0,7,5.5,0,DC,Zayed Cricket Stadium,24 October 2020
99,Sheldon Cottrell,3,17,2,12,5.66,9,RCB,Dubai International Stadium,24 September 2020
100,Navdeep Saini,3,17,1,8,5.66,18,KKR,Sharjah Cricket Stadium,12 October 2020
101,Ravindra Jadeja,3,17,1,5,5.66,18,PBKS,Zayed Cricket Stadium,01 November 2020
102,Deepak Chahar,3,17,0,9,5.66,0,PBKS,Dubai International Stadium,04 October 2020
103,Murugan Ashwin,4,23,2,7,5.75,12,RCB,Sharjah Cricket Stadium,15 October 2020
104,Mitchell Santner,4,23,1,7,5.75,24,RCB,Dubai International Stadium,25 October 2020
105,Varun Chakaravarthy,4,23,1,10,5.75,24,MI,Zayed Cricket Stadium,16 October 2020
106,Amit Mishra,4,23,0,6,5.75,0,CSK,Dubai International Stadium,25 September 2020
107,Mohammad Nabi,4,23,0,5,5.75,0,KKR,Zayed Cricket Stadium,26 September 2020
108,Sunil Narine,4,23,0,5,5.75,0,CSK,Dubai International Stadium,29 October 2020
109,Axar Patel,4,23,0,5,5.75,0,CSK,Sharjah Cricket Stadium,17 October 2020
110,Krunal Pandya,4,23,0,11,5.75,0,KKR,Zayed Cricket Stadium,16 October 2020
111,T Natarajan,4,23,0,10,5.75,0,PBKS,Dubai International Stadium,24 October 2020
112,Kagiso Rabada,4,24,4,9,6,6,RCB,Dubai International Stadium,05 October 2020
113,Arshdeep Singh,3.5,23,3,9,6,7.66,SRH,Dubai International Stadium,24 October 2020
114,Yuzvendra Chahal,4,24,3,10,6,8,RR,Zayed Cricket Stadium,03 October 2020
115,Jofra Archer,4,24,3,11,6,8,DC,Sharjah Cricket Stadium,09 October 2020
116,Jasprit Bumrah,4,24,3,12,6,8,PBKS,Dubai International Stadium,18 October 2020
117,Yuzvendra Chahal,3.1,19,2,8,6,9.5,SRH,Sharjah Cricket Stadium,31 October 2020
118,Sheldon Cottrell,4,24,2,13,6,12,DC,Dubai International Stadium,20 September 2020
119,James Pattinson,3.1,19,2,9,6,9.5,RR,Zayed Cricket Stadium,06 October 2020
120,Rashid Khan,4,24,1,13,6,24,RCB,Sharjah Cricket Stadium,31 October 2020
121,Ravi Bishnoi,2,12,1,5,6,12,MI,Dubai International Stadium,18 October 2020
122,Rahul Chahar,4,24,1,10,6,24,DC,Dubai International Stadium,31 October 2020
123,Washington Sundar,4,24,1,7,6,24,DC,Zayed Cricket Stadium,02 November 2020
124,Imran Tahir,4,24,1,6,6,24,PBKS,Zayed Cricket Stadium,01 November 2020
125,Sam Curran,3,18,1,11,6,18,SRH,Dubai International Stadium,13 October 2020
126,Yuzvendra Chahal,4,24,1,7,6,24,SRH,Zayed Cricket Stadium,06 November 2020
127,Kamlesh Nagarkoti,4,24,1,12,6,24,RR,Dubai International Stadium,01 November 2020
128,Pat Cummins,3,18,0,9,6,0,RCB,Zayed Cricket Stadium,21 October 2020
129,Kuldeep Yadav,3,18,0,5,6,0,SRH,Zayed Cricket Stadium,18 October 2020
130,Krunal Pandya,2,12,0,5,6,0,PBKS,Dubai International Stadium,18 October 2020
131,Jayant Yadav,3,18,0,6,6,0,DC,Dubai International Stadium,31 October 2020
132,Glenn Maxwell,4,24,0,9,6,0,MI,Dubai International Stadium,18 October 2020
133,Rahul Tewatia,4,25,3,11,6.25,8,KKR,Dubai International Stadium,01 November 2020
134,Jason Holder,4,25,3,10,6.25,8,RCB,Zayed Cricket Stadium,06 November 2020
135,James Pattinson,4,25,2,13,6.25,12,KKR,Zayed Cricket Stadium,23 September 2020
136,Jason Holder,4,25,2,10,6.25,12,MI,Sharjah Cricket Stadium,03 November 2020
137,Karn Sharma,4,25,2,5,6.25,12,KKR,Zayed Cricket Stadium,07 October 2020
138,Chris Jordan,4,25,2,11,6.25,12,KKR,Sharjah Cricket Stadium,26 October 2020
139,Navdeep Saini,4,25,2,9,6.25,12,SRH,Dubai International Stadium,21 September 2020
140,Bhuvneshwar Kumar,4,25,2,13,6.25,12,DC,Zayed Cricket Stadium,29 September 2020
141,Varun Chakaravarthy,4,25,2,7,6.25,12,RR,Dubai International Stadium,30 September 2020
142,Jasprit Bumrah,4,25,2,13,6.25,12,CSK,Sharjah Cricket Stadium,23 October 2020
143,Rashid Khan,4,25,2,10,6.25,12,RR,Dubai International Stadium,11 October 2020
144,Yuzvendra Chahal,4,25,1,8,6.25,24,PBKS,Dubai International Stadium,24 September 2020
145,Ravi Bishnoi,4,25,1,7,6.25,24,KKR,Zayed Cricket Stadium,10 October 2020
146,Nathan Coulter-Nile,4,25,1,14,6.25,24,CSK,Sharjah Cricket Stadium,23 October 2020
147,Anrich Nortje,4,25,1,13,6.25,24,RR,Sharjah Cricket Stadium,09 October 2020
148,Rashid Khan,4,25,1,8,6.25,24,KKR,Zayed Cricket Stadium,26 September 2020
149,Jofra Archer,4,25,1,14,6.25,24,SRH,Dubai International Stadium,11 October 2020
150,Arshdeep Singh,4,25,1,15,6.25,24,KKR,Zayed Cricket Stadium,10 October 2020
