POS,Player,Ov,Runs,Wkts,Dots,Econ,SR,Against,Venue,Match Date
1,Chris Gayle,2,3,0,10,1.5,0,GL,M. Chinnaswamy Stadium,14 May 2016
2,Dwayne Smith,4,8,4,18,2,6,KKR,Green Park,19 May 2016
3,John Hastings,2.4,6,2,13,2.25,8,DC,Eden Gardens,10 April 2016
4,Mustafizur Rahman,4,9,2,17,2.25,12,PBKS,Rajiv Gandhi Intl. Cricket Stadium,23 April 2016
5,Rajat Bhatia,4,10,1,17,2.5,24,MI,Wankhede Stadium,09 April 2016
6,Sunil Narine,3.4,10,0,13,2.72,0,RPS,Eden Gardens,14 May 2016
7,Sandeep Sharma,4,11,2,16,2.75,12,MI,ACA-VDCA Stadium,13 May 2016
8,Sandeep Sharma,2,6,1,9,3,12,DC,Arun Jaitley Stadium,15 April 2016
9,Jasprit Bumrah,4,13,3,12,3.25,8,DC,ACA-VDCA Stadium,15 May 2016
10,Praveen Kumar,4,13,0,12,3.25,0,DC,Arun Jaitley Stadium,27 April 2016
11,Dhawal Kulkarni,4,14,4,13,3.5,6,RCB,M. Chinnaswamy Stadium,24 May 2016
12,Shane Watson,2,7,2,7,3.5,6,PBKS,M. Chinnaswamy Stadium,18 May 2016
13,Mitchell Marsh,4,14,2,15,3.5,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,26 April 2016
14,Ravichandran Ashwin,4,14,1,11,3.5,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,26 April 2016
15,Zaheer Khan,4,14,1,17,3.5,24,PBKS,Arun Jaitley Stadium,15 April 2016
16,Chris Jordan,3,11,4,9,3.66,4.5,GL,M. Chinnaswamy Stadium,14 May 2016
17,Amit Mishra,3,11,4,13,3.66,4.5,PBKS,Arun Jaitley Stadium,15 April 2016
18,Marcus Stoinis,4,15,4,11,3.75,6,MI,ACA-VDCA Stadium,13 May 2016
19,Krunal Pandya,4,15,1,11,3.75,24,RCB,M. Chinnaswamy Stadium,11 May 2016
20,Yuzvendra Chahal,4,16,1,9,4,24,MI,M. Chinnaswamy Stadium,11 May 2016
21,Murugan Ashwin,4,16,1,13,4,24,MI,Wankhede Stadium,09 April 2016
22,Ravichandran Ashwin,4,16,1,14,4,24,SRH,ACA-VDCA Stadium,10 May 2016
23,Mustafizur Rahman,4,17,2,14,4.25,12,GL,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016
24,Dhawal Kulkarni,4,17,2,16,4.25,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016
25,Bhuvneshwar Kumar,4,17,1,14,4.25,24,MI,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016
26,Kane Richardson,3,13,3,11,4.33,6,RPS,Maharashtra Cricket Association's International Stadium,22 April 2016
27,Shadab Jakati,3,13,1,12,4.33,18,MI,Wankhede Stadium,16 April 2016
28,Sreenath Aravind,3,13,0,9,4.33,0,GL,M. Chinnaswamy Stadium,24 May 2016
29,Pradeep Sahu,4,18,2,10,4.5,12,KKR,IS Bindra Stadium,19 April 2016
30,Ravindra Jadeja,4,18,2,13,4.5,12,RPS,Saurashtra Cricket Association Stadium,14 April 2016
31,Moises Henriques,4,18,1,9,4.5,24,MI,ACA-VDCA Stadium,08 May 2016
32,Carlos Brathwaite,2,9,0,6,4.5,0,KKR,Eden Gardens,10 April 2016
33,Dwayne Bravo,3,14,2,6,4.66,9,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016
34,Shakib Al Hasan,3,14,1,7,4.66,18,RPS,Maharashtra Cricket Association's International Stadium,24 April 2016
35,Ben Cutting,3,14,1,7,4.66,18,KKR,Arun Jaitley Stadium,25 May 2016
36,Adam Zampa,4,19,6,11,4.75,4,SRH,ACA-VDCA Stadium,10 May 2016
37,Bhuvneshwar Kumar,4,19,3,10,4.75,8,KKR,Arun Jaitley Stadium,25 May 2016
38,Dhawal Kulkarni,4,19,3,14,4.75,8,DC,Arun Jaitley Stadium,27 April 2016
39,Yuzvendra Chahal,4,19,3,13,4.75,8,GL,M. Chinnaswamy Stadium,14 May 2016
40,Brad Hogg,4,19,3,16,4.75,8,DC,Eden Gardens,10 April 2016
41,Dhawal Kulkarni,4,19,2,16,4.75,12,MI,Wankhede Stadium,16 April 2016
42,Rajat Bhatia,4,19,2,8,4.75,12,KKR,Maharashtra Cricket Association's International Stadium,24 April 2016
43,Praveen Kumar,4,19,2,14,4.75,12,KKR,Eden Gardens,08 May 2016
44,Chris Morris,4,19,1,12,4.75,24,PBKS,Arun Jaitley Stadium,15 April 2016
45,Andre Russell,4,19,1,10,4.75,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,16 April 2016
46,Chris Morris,4,19,1,10,4.75,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 May 2016
47,Mustafizur Rahman,4,19,1,10,4.75,24,GL,Saurashtra Cricket Association Stadium,21 April 2016
48,Andre Russell,4,20,4,13,5,6,PBKS,Eden Gardens,04 May 2016
49,Ashok Dinda,4,20,3,14,5,8,DC,ACA-VDCA Stadium,17 May 2016
50,Shivil Kaushik,4,20,3,10,5,8,PBKS,Saurashtra Cricket Association Stadium,01 May 2016
51,Ashish Nehra,3,15,3,12,5,6,MI,ACA-VDCA Stadium,08 May 2016
52,Krunal Pandya,4,20,1,8,5,24,GL,Wankhede Stadium,16 April 2016
53,Bipul Sharma,2,10,1,5,5,12,GL,Saurashtra Cricket Association Stadium,21 April 2016
54,Sandeep Sharma,4,20,1,13,5,24,MI,IS Bindra Stadium,25 April 2016
55,Bhuvneshwar Kumar,4,20,1,12,5,24,RPS,ACA-VDCA Stadium,10 May 2016
56,Sreenath Aravind,3,15,1,8,5,18,GL,M. Chinnaswamy Stadium,14 May 2016
57,Chris Jordan,2,10,1,7,5,12,DC,Shaheed Veer Narayan Singh International Cricket Stadium,22 May 2016
58,Mohit Sharma,2,10,0,6,5,0,DC,Arun Jaitley Stadium,15 April 2016
59,KC Cariappa,3,15,0,7,5,0,GL,Saurashtra Cricket Association Stadium,01 May 2016
60,Anureet Singh,3,15,0,6,5,0,RCB,IS Bindra Stadium,09 May 2016
61,Amit Mishra,2,10,0,5,5,0,RPS,ACA-VDCA Stadium,17 May 2016
