POS,Player,Ov,Runs,Wkts,Dots,Econ,SR,Against,Venue,Match Date
62,Barinder Sran,3.3,18,2,13,5.14,10.5,MI,ACA-VDCA Stadium,08 May 2016
63,Axar Patel,4,21,4,12,5.25,6,GL,Saurashtra Cricket Association Stadium,01 May 2016
64,Mitchell McClenaghan,4,21,4,11,5.25,6,GL,Wankhede Stadium,16 April 2016
65,Adam Zampa,4,21,3,7,5.25,8,DC,ACA-VDCA Stadium,17 May 2016
66,Piyush Chawla,4,21,2,13,5.25,12,RPS,Eden Gardens,14 May 2016
67,Piyush Chawla,4,21,2,16,5.25,12,DC,Eden Gardens,10 April 2016
68,Ravindra Jadeja,4,21,2,9,5.25,12,RCB,M. Chinnaswamy Stadium,24 May 2016
69,Mitchell Marsh,4,21,2,13,5.25,12,MI,Wankhede Stadium,09 April 2016
70,Tabraiz Shamsi,4,21,1,9,5.25,24,GL,Saurashtra Cricket Association Stadium,24 April 2016
71,Mohit Sharma,4,21,0,12,5.25,0,DC,IS Bindra Stadium,07 May 2016
72,Chris Morris,4,21,0,13,5.25,0,KKR,Eden Gardens,10 April 2016
73,Mustafizur Rahman,3,16,3,8,5.33,6,MI,ACA-VDCA Stadium,08 May 2016
74,KC Cariappa,3,16,2,5,5.33,9,RCB,IS Bindra Stadium,09 May 2016
75,Ashok Dinda,3,16,1,9,5.33,18,PBKS,ACA-VDCA Stadium,21 May 2016
76,Dwayne Bravo,4,22,4,9,5.5,6,PBKS,IS Bindra Stadium,11 April 2016
77,Rajat Bhatia,4,22,2,6,5.5,12,DC,Arun Jaitley Stadium,05 May 2016
78,Dwayne Bravo,4,22,2,8,5.5,12,MI,Green Park,21 May 2016
79,Sunil Narine,4,22,2,9,5.5,12,PBKS,IS Bindra Stadium,19 April 2016
80,Chris Gayle,2,11,2,3,5.5,6,DC,Shaheed Veer Narayan Singh International Cricket Stadium,22 May 2016
81,Shane Watson,4,22,2,10,5.5,12,PBKS,IS Bindra Stadium,09 May 2016
82,Shivil Kaushik,4,22,2,11,5.5,12,SRH,Arun Jaitley Stadium,27 May 2016
83,Sunil Narine,4,22,2,11,5.5,12,MI,Wankhede Stadium,28 April 2016
84,Iqbal Abdulla,4,22,1,8,5.5,24,KKR,Eden Gardens,16 May 2016
85,Shadab Jakati,4,22,1,5,5.5,24,KKR,Green Park,19 May 2016
86,Andre Russell,2,11,1,6,5.5,12,RPS,Eden Gardens,14 May 2016
87,Tim Southee,4,22,1,13,5.5,24,PBKS,ACA-VDCA Stadium,13 May 2016
88,Amit Mishra,2,11,1,6,5.5,12,KKR,Eden Gardens,10 April 2016
89,Moises Henriques,3,17,2,5,5.66,9,KKR,Arun Jaitley Stadium,25 May 2016
90,Vinay Kumar,3,17,2,9,5.66,9,GL,Green Park,21 May 2016
91,Umesh Yadav,3,17,1,5,5.66,18,PBKS,IS Bindra Stadium,19 April 2016
92,Bhuvneshwar Kumar,3,17,1,10,5.66,18,RPS,Rajiv Gandhi Intl. Cricket Stadium,26 April 2016
93,Irfan Pathan,3,17,0,9,5.66,0,DC,ACA-VDCA Stadium,17 May 2016
94,Moises Henriques,3,17,0,3,5.66,0,GL,Saurashtra Cricket Association Stadium,21 April 2016
95,Yusuf Pathan,3,17,0,6,5.66,0,SRH,Arun Jaitley Stadium,25 May 2016
96,Ravindra Jadeja,3,17,0,4,5.66,0,RCB,Saurashtra Cricket Association Stadium,24 April 2016
97,Carlos Brathwaite,3.1,18,1,6,5.68,19,RCB,Shaheed Veer Narayan Singh International Cricket Stadium,22 May 2016
98,Mohit Sharma,4,23,3,7,5.75,8,RPS,IS Bindra Stadium,17 April 2016
99,Ashok Dinda,4,23,3,15,5.75,8,SRH,Rajiv Gandhi Intl. Cricket Stadium,26 April 2016
100,Sandeep Sharma,4,23,2,11,5.75,12,RPS,IS Bindra Stadium,17 April 2016
101,Jayant Yadav,4,23,1,12,5.75,24,PBKS,Arun Jaitley Stadium,15 April 2016
102,Zaheer Khan,4,23,1,10,5.75,24,MI,ACA-VDCA Stadium,15 May 2016
103,Sreenath Aravind,4,23,1,10,5.75,24,MI,M. Chinnaswamy Stadium,11 May 2016
104,Ravichandran Ashwin,4,23,0,9,5.75,0,DC,ACA-VDCA Stadium,17 May 2016
105,Moises Henriques,4,23,0,10,5.75,0,MI,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016
106,Marcus Stoinis,4,23,0,9,5.75,0,GL,Saurashtra Cricket Association Stadium,01 May 2016
107,Ashish Nehra,4,23,0,13,5.75,0,GL,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016
108,Zaheer Khan,3.3,21,3,9,6,7,KKR,Arun Jaitley Stadium,30 April 2016
109,Shane Watson,4,24,3,12,6,8,RPS,M. Chinnaswamy Stadium,07 May 2016
110,Tim Southee,4,24,3,10,6,8,SRH,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016
111,Imran Tahir,4,24,3,7,6,8,GL,Arun Jaitley Stadium,27 April 2016
112,Pravin Tambe,2,12,2,6,6,6,MI,Wankhede Stadium,16 April 2016
113,Praveen Kumar,4,24,2,15,6,12,MI,Green Park,21 May 2016
114,Amit Mishra,4,24,2,7,6,12,MI,Arun Jaitley Stadium,23 April 2016
115,Andre Russell,4,24,1,11,6,24,RCB,M. Chinnaswamy Stadium,02 May 2016
116,Piyush Chawla,3,18,1,8,6,18,PBKS,IS Bindra Stadium,19 April 2016
117,Chris Morris,2,12,1,7,6,12,RPS,ACA-VDCA Stadium,17 May 2016
118,Mustafizur Rahman,4,24,1,11,6,24,DC,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016
119,Shreyas Gopal,3,18,0,4,6,0,RPS,Wankhede Stadium,09 April 2016
120,Shakib Al Hasan,3,18,0,5,6,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,16 April 2016
121,Praveen Kumar,2,12,0,6,6,0,RPS,Saurashtra Cricket Association Stadium,14 April 2016
122,Axar Patel,4,24,0,7,6,0,KKR,Eden Gardens,04 May 2016
123,Praveen Kumar,2,12,0,5,6,0,KKR,Green Park,19 May 2016
124,Dwayne Smith,2,12,0,4,6,0,DC,Saurashtra Cricket Association Stadium,03 May 2016
125,Praveen Kumar,3,18,0,9,6,0,MI,Wankhede Stadium,16 April 2016
126,Mitchell McClenaghan,4,25,2,8,6.25,12,KKR,Eden Gardens,13 April 2016
127,Shane Watson,4,25,2,10,6.25,12,DC,M. Chinnaswamy Stadium,17 April 2016
128,Nathan Coulter-Nile,4,25,2,9,6.25,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 May 2016
129,Harbhajan Singh,4,25,1,5,6.25,24,RPS,Maharashtra Cricket Association's International Stadium,01 May 2016
130,Krunal Pandya,4,25,0,3,6.25,0,DC,Arun Jaitley Stadium,23 April 2016
131,Tim Southee,4,25,0,11,6.25,0,RCB,Wankhede Stadium,20 April 2016
132,Jayant Yadav,4,25,0,8,6.25,0,RPS,Arun Jaitley Stadium,05 May 2016
133,Bhuvneshwar Kumar,4,25,0,9,6.25,0,RCB,M. Chinnaswamy Stadium,29 May 2016
134,Praveen Kumar,4,25,0,7,6.25,0,PBKS,IS Bindra Stadium,11 April 2016
135,Sandeep Sharma,4,25,0,9,6.25,0,KKR,Eden Gardens,04 May 2016
136,Shivil Kaushik,4,25,0,9,6.25,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016
137,Axar Patel,3,19,2,6,6.33,9,KKR,IS Bindra Stadium,19 April 2016
138,Moises Henriques,3,19,2,9,6.33,9,DC,Rajiv Gandhi Intl. Cricket Stadium,12 May 2016
139,Amit Mishra,3,19,2,7,6.33,9,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 May 2016
140,Amit Mishra,3,19,1,4,6.33,18,GL,Saurashtra Cricket Association Stadium,03 May 2016
141,Chris Morris,3,19,1,5,6.33,18,KKR,Arun Jaitley Stadium,30 April 2016
142,Pawan Negi,3,19,1,4,6.33,18,RCB,Shaheed Veer Narayan Singh International Cricket Stadium,22 May 2016
143,Jasprit Bumrah,3,19,0,6,6.33,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,18 April 2016
144,Harbhajan Singh,3,19,0,5,6.33,0,RCB,M. Chinnaswamy Stadium,11 May 2016
145,Zaheer Khan,3,19,0,10,6.33,0,RPS,ACA-VDCA Stadium,17 May 2016
146,Jasprit Bumrah,4,26,3,6,6.5,8,PBKS,IS Bindra Stadium,25 April 2016
147,Andre Russell,4,26,3,11,6.5,8,DC,Arun Jaitley Stadium,30 April 2016
148,Sunil Narine,4,26,3,11,6.5,8,SRH,Eden Gardens,22 May 2016
149,Mustafizur Rahman,4,26,2,11,6.5,12,RCB,M. Chinnaswamy Stadium,12 April 2016
150,Imran Tahir,4,26,2,9,6.5,12,RPS,Arun Jaitley Stadium,05 May 2016
