POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
1,Robin Uthappa,25,6,416.66,1,3,PBKS,M. Chinnaswamy Stadium,16 March 2010
2,Murali Vijay,24,6,400,3,2,RR,Narendra Modi Stadium,28 March 2010
3,Yusuf Pathan,24,5,480,3,2,MI,Brabourne Stadium,13 March 2010
4,Kieron Pollard,24,5,480,1,3,DC,Brabourne Stadium,13 April 2010
5,Chris Gayle,24,4,600,0,4,PBKS,Eden Gardens,04 April 2010
6,Murali Vijay,24,6,400,1,3,RCB,Chidambaram,31 March 2010
7,Robin Uthappa,23,5,460,1,3,CSK,M. Chinnaswamy Stadium,23 March 2010
8,Adam Gilchrist,22,5,440,2,2,PBKS,Barabati Stadium,19 March 2010
9,Jacques Kallis,22,5,440,1,3,PBKS,M. Chinnaswamy Stadium,16 March 2010
10,Kieron Pollard,22,6,366.66,2,2,CSK,DY Patil Stadium,25 April 2010
11,Shane Watson,22,5,440,1,3,CSK,Chidambaram,03 April 2010
12,Virat Kohli,22,6,366.66,2,2,DEC,M. Chinnaswamy Stadium,08 April 2010
13,Manoj Tiwary,21,5,420,2,2,PBKS,IS Bindra Stadium,27 March 2010
14,Paras Dogra,21,6,350,2,2,MI,Brabourne Stadium,13 March 2010
15,Sachin Tendulkar,20,6,333.33,1,2,RR,Sawai Mansingh Stadium,11 April 2010
16,Irfan Pathan,20,4,500,2,2,DEC,Barabati Stadium,19 March 2010
17,Mahela Jayawardena,20,6,333.33,5,0,DEC,HPCA Stadium,16 April 2010
18,Matthew Hayden,20,5,400,0,3,DC,Arun Jaitley Stadium,19 March 2010
19,David Warner,20,6,333.33,2,2,DEC,Barabati Stadium,21 March 2010
20,Kieron Pollard,20,5,400,0,3,RCB,M. Chinnaswamy Stadium,17 April 2010
21,JP Duminy,19,6,316.66,1,2,RCB,M. Chinnaswamy Stadium,17 April 2010
22,Michael Lumb,19,5,380,3,1,PBKS,Sawai Mansingh Stadium,07 April 2010
23,Robin Uthappa,19,5,380,1,2,PBKS,IS Bindra Stadium,02 April 2010
24,Murali Vijay,19,4,475,0,3,RR,Chidambaram,03 April 2010
25,Harbhajan Singh,19,6,316.66,3,1,DEC,DY Patil Stadium,28 March 2010
26,Albie Morkel,19,4,475,0,3,RR,Narendra Modi Stadium,28 March 2010
27,Ross Taylor,19,5,380,0,3,DC,Arun Jaitley Stadium,04 April 2010
28,MS Dhoni,18,4,450,1,2,PBKS,HPCA Stadium,18 April 2010
29,Ambati Rayudu,18,5,360,2,1,DEC,Brabourne Stadium,03 April 2010
30,Yusuf Pathan,18,4,450,0,3,MI,Brabourne Stadium,13 March 2010
31,Paul Collingwood,18,6,300,1,2,RCB,Arun Jaitley Stadium,04 April 2010
32,Suresh Raina,18,5,360,0,2,MI,DY Patil Stadium,25 April 2010
33,Manvinder Bisla,18,6,300,3,1,RR,IS Bindra Stadium,24 March 2010
34,Kevin Pietersen,18,6,300,3,1,RR,Sawai Mansingh Stadium,14 April 2010
35,Robin Uthappa,18,6,300,1,2,MI,DY Patil Stadium,21 April 2010
36,Sourav Ganguly,18,4,450,0,3,DEC,Eden Gardens,01 April 2010
37,Brendon McCullum,18,6,300,3,1,RCB,M. Chinnaswamy Stadium,10 April 2010
38,Matthew Hayden,18,6,300,3,1,DC,Arun Jaitley Stadium,19 March 2010
39,Murali Vijay,17,5,340,2,1,KKR,Chidambaram,13 April 2010
40,Harbhajan Singh,17,7,242.85,4,0,DEC,DY Patil Stadium,28 March 2010
41,Yusuf Pathan,17,4,425,1,2,MI,Brabourne Stadium,13 March 2010
42,Sachin Tendulkar,17,5,340,4,0,DC,Arun Jaitley Stadium,17 March 2010
43,Ambati Rayudu,17,6,283.33,1,2,RCB,M. Chinnaswamy Stadium,17 April 2010
44,Robin Uthappa,17,5,340,1,2,CSK,Chidambaram,31 March 2010
45,Paul Collingwood,17,4,425,1,2,RCB,Arun Jaitley Stadium,04 April 2010
46,Kieron Pollard,17,6,283.33,0,2,RCB,DY Patil Stadium,21 April 2010
47,Robin Uthappa,17,5,340,0,2,DEC,Vidarbha Cricket Association Stadium,12 April 2010
48,Virender Sehwag,17,5,340,1,2,RR,Narendra Modi Stadium,15 March 2010
49,Jacques Kallis,17,6,283.33,4,0,RR,M. Chinnaswamy Stadium,18 March 2010
50,Manish Pandey,17,5,340,1,2,PBKS,M. Chinnaswamy Stadium,16 March 2010
51,MF Maharoof,17,5,340,1,2,MI,Arun Jaitley Stadium,17 March 2010
52,Murali Vijay,17,5,340,2,1,RR,Chidambaram,03 April 2010
53,Adam Gilchrist,17,5,340,1,2,CSK,Chidambaram,14 March 2010
54,Saurabh Tiwary,16,5,320,2,1,RCB,DY Patil Stadium,21 April 2010
55,MS Dhoni,16,4,400,2,1,KKR,Eden Gardens,16 March 2010
56,Matthew Hayden,16,6,266.66,4,0,MI,Brabourne Stadium,25 March 2010
57,Robin Uthappa,16,6,266.66,2,1,KKR,M. Chinnaswamy Stadium,10 April 2010
58,Yuvraj Singh,16,5,320,1,2,RR,Sawai Mansingh Stadium,07 April 2010
59,Brendon McCullum,16,5,320,2,1,RCB,M. Chinnaswamy Stadium,10 April 2010
60,Adam Gilchrist,16,5,320,1,2,RR,Vidarbha Cricket Association Stadium,05 April 2010
61,Rohit Sharma,16,5,320,1,1,PBKS,HPCA Stadium,16 April 2010
62,Zaheer Khan,16,5,320,2,1,RCB,Brabourne Stadium,20 March 2010
63,Michael Lumb,16,6,266.66,4,0,DEC,Narendra Modi Stadium,26 March 2010
64,David Warner,16,5,320,2,1,MI,Brabourne Stadium,13 April 2010
65,Dinesh Karthik,16,5,320,2,1,DEC,Barabati Stadium,21 March 2010
66,Michael Lumb,16,5,320,4,0,PBKS,Sawai Mansingh Stadium,07 April 2010
67,Kieron Pollard,15,6,250,1,1,RCB,DY Patil Stadium,21 April 2010
68,Suresh Raina,15,5,300,1,1,MI,DY Patil Stadium,25 April 2010
