POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
25,Chris Gayle,19,5,380,0,3,CSK,M. Chinnaswamy Stadium,18 May 2013
26,Rohit Sharma,19,4,475,0,3,DC,Wankhede Stadium,09 April 2013
27,Parthiv Patel,18,6,300,4,0,MI,Wankhede Stadium,13 May 2013
28,Stuart Binny,18,5,360,1,2,DC,Arun Jaitley Stadium,06 April 2013
29,Luke Wright,18,5,360,2,1,PBKS,IS Bindra Stadium,21 April 2013
30,Murali Vijay,18,6,300,0,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,08 May 2013
31,Ben Rohrer,18,5,360,1,2,PBKS,HPCA Stadium,16 May 2013
32,Manpreet Gony,17,4,425,1,2,KKR,IS Bindra Stadium,16 April 2013
33,Adam Gilchrist,17,5,340,1,2,DC,HPCA Stadium,16 May 2013
34,Azhar Mahmood,17,4,425,1,2,MI,HPCA Stadium,18 May 2013
35,Virat Kohli,17,4,425,1,2,DC,Arun Jaitley Stadium,10 May 2013
36,Rohit Sharma,17,6,283.33,0,2,PWI,Wankhede Stadium,13 April 2013
37,AB de Villiers,17,5,340,2,1,PBKS,IS Bindra Stadium,06 May 2013
38,Rajagopal Sathish,17,4,425,1,2,SRH,IS Bindra Stadium,11 May 2013
39,Chris Gayle,17,7,242.85,1,2,KKR,M. Chinnaswamy Stadium,11 April 2013
40,Kieron Pollard,17,5,340,0,2,RCB,Wankhede Stadium,27 April 2013
41,David Miller,17,5,340,1,2,DC,HPCA Stadium,16 May 2013
42,Chris Gayle,17,5,340,1,2,PWI,M. Chinnaswamy Stadium,23 April 2013
43,Ajinkya Rahane,17,5,340,2,1,PWI,Sawai Mansingh Stadium,05 May 2013
44,Gurkeerat Mann Singh,17,4,425,1,2,KKR,Eden Gardens,26 April 2013
45,Aaron Finch,17,5,340,1,2,DC,Maharashtra Cricket Association's International Stadium,19 May 2013
46,Ryan ten Doeschate,17,6,283.33,2,1,PWI,Maharashtra Cricket Association's International Stadium,09 May 2013
47,Brad Hodge,17,5,340,1,2,SRH,Arun Jaitley Stadium,22 May 2013
48,Shaun Marsh,17,4,425,1,2,CSK,Chidambaram,02 May 2013
49,MS Dhoni,16,6,266.66,1,2,MI,Eden Gardens,26 May 2013
50,Sachin Tendulkar,16,6,266.66,4,0,PWI,Wankhede Stadium,13 April 2013
51,Parthiv Patel,16,6,266.66,2,1,CSK,Rajiv Gandhi Intl. Cricket Stadium,08 May 2013
52,Brad Hodge,16,6,266.66,4,0,MI,Wankhede Stadium,15 May 2013
53,David Hussey,16,5,320,2,1,MI,Wankhede Stadium,29 April 2013
54,Shane Watson,16,6,266.66,4,0,CSK,Sawai Mansingh Stadium,12 May 2013
55,Virat Kohli,16,6,266.66,1,2,CSK,M. Chinnaswamy Stadium,18 May 2013
56,Ashish Reddy,16,6,266.66,2,1,CSK,Chidambaram,25 April 2013
57,Dale Steyn,16,6,266.66,2,1,RR,Sawai Mansingh Stadium,27 April 2013
58,Dwayne Smith,16,5,320,1,2,RCB,Wankhede Stadium,27 April 2013
59,Dwayne Smith,16,6,266.66,3,0,CSK,Arun Jaitley Stadium,21 May 2013
60,Manvinder Bisla,16,5,320,4,0,CSK,Chidambaram,28 April 2013
61,AB de Villiers,16,4,400,1,2,PWI,M. Chinnaswamy Stadium,23 April 2013
62,Manan Vohra,16,4,400,4,0,PWI,Maharashtra Cricket Association's International Stadium,07 April 2013
63,Luke Wright,16,4,400,4,0,PBKS,IS Bindra Stadium,21 April 2013
64,Sachin Tendulkar,16,6,266.66,4,0,RCB,Wankhede Stadium,27 April 2013
65,Darren Sammy,15,4,375,0,2,KKR,Rajiv Gandhi Intl. Cricket Stadium,19 May 2013
66,Luke Wright,15,4,375,2,1,DC,Maharashtra Cricket Association's International Stadium,19 May 2013
67,David Miller,15,5,300,2,1,RCB,IS Bindra Stadium,06 May 2013
68,Chris Gayle,15,4,375,2,1,MI,M. Chinnaswamy Stadium,04 April 2013
69,Harbhajan Singh,15,5,300,3,0,RCB,Wankhede Stadium,27 April 2013
70,David Miller,15,4,375,0,2,PWI,IS Bindra Stadium,21 April 2013
71,Rajagopal Sathish,15,5,300,2,1,RCB,IS Bindra Stadium,06 May 2013
72,Virat Kohli,15,5,300,2,1,CSK,M. Chinnaswamy Stadium,18 May 2013
73,Chris Gayle,15,5,300,2,1,MI,M. Chinnaswamy Stadium,04 April 2013
74,Shane Watson,15,5,300,0,2,CSK,Chidambaram,22 April 2013
75,Chris Gayle,15,6,250,2,1,RR,Sawai Mansingh Stadium,29 April 2013
76,MS Dhoni,15,4,375,2,1,MI,Chidambaram,06 April 2013
77,Dinesh Karthik,15,5,300,2,1,DC,Wankhede Stadium,09 April 2013
78,Dwayne Smith,15,5,300,0,2,CSK,Arun Jaitley Stadium,21 May 2013
79,Shane Watson,15,4,375,2,1,SRH,Sawai Mansingh Stadium,27 April 2013
80,Kieron Pollard,15,5,300,2,1,RCB,Wankhede Stadium,27 April 2013
81,David Miller,15,5,300,1,1,RCB,IS Bindra Stadium,06 May 2013
82,Thisara Perera,15,6,250,1,1,PWI,Rajiv Gandhi Intl. Cricket Stadium,05 April 2013
83,Glenn Maxwell,15,5,300,0,2,RR,Wankhede Stadium,15 May 2013
84,Shane Watson,15,5,300,1,1,CSK,Chidambaram,22 April 2013
85,Brett Lee,15,5,300,0,2,DC,Shaheed Veer Narayan Singh International Cricket Stadium,01 May 2013
86,Virat Kohli,15,5,300,3,0,SRH,M. Chinnaswamy Stadium,09 April 2013
87,Chris Gayle,15,5,300,2,1,MI,M. Chinnaswamy Stadium,04 April 2013
88,Rohit Sharma,14,4,350,0,2,PWI,Wankhede Stadium,13 April 2013
89,Aaron Finch,14,5,280,3,0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,28 April 2013
90,Dwayne Bravo,14,6,233.33,3,0,RR,Sawai Mansingh Stadium,12 May 2013
91,Rajat Bhatia,14,4,350,0,2,PBKS,IS Bindra Stadium,16 April 2013
92,Angelo Mathews,14,4,350,0,2,RCB,Maharashtra Cricket Association's International Stadium,02 May 2013
93,Yusuf Pathan,14,5,280,2,1,PWI,JSCA Stadium,15 May 2013
94,Brad Hodge,14,5,280,0,2,RCB,Sawai Mansingh Stadium,29 April 2013
95,Manpreet Gony,14,6,233.33,1,1,KKR,IS Bindra Stadium,16 April 2013
96,Dinesh Karthik,14,5,280,2,1,CSK,Wankhede Stadium,05 May 2013
97,Adam Gilchrist,14,6,233.33,2,1,PWI,Maharashtra Cricket Association's International Stadium,07 April 2013
98,MS Dhoni,14,5,280,1,1,DC,Chidambaram,14 May 2013
99,Dinesh Karthik,14,5,280,3,0,DC,Wankhede Stadium,09 April 2013
100,Stuart Binny,14,5,280,1,1,DC,Arun Jaitley Stadium,06 April 2013
101,Michael Hussey,14,6,233.33,3,0,KKR,Chidambaram,28 April 2013
102,Shane Watson,14,4,350,2,1,SRH,Sawai Mansingh Stadium,27 April 2013
103,Virat Kohli,14,5,280,3,0,PWI,Maharashtra Cricket Association's International Stadium,02 May 2013
104,Murali Vijay,14,4,350,0,2,RCB,M. Chinnaswamy Stadium,18 May 2013
105,Suresh Raina,14,4,350,0,2,PBKS,Chidambaram,02 May 2013
106,Dwayne Smith,14,5,280,0,2,KKR,Eden Gardens,24 April 2013
107,Angelo Mathews,14,5,280,0,2,KKR,Maharashtra Cricket Association's International Stadium,09 May 2013
108,Wriddhiman Saha,14,6,233.33,2,1,KKR,Chidambaram,28 April 2013
109,Manvinder Bisla,14,4,350,2,1,CSK,Chidambaram,28 April 2013
110,Sanju Samson,14,4,350,0,2,RCB,Sawai Mansingh Stadium,29 April 2013
111,MS Dhoni,14,4,350,2,1,SRH,Chidambaram,25 April 2013
112,David Warner,14,4,350,0,2,PWI,Shaheed Veer Narayan Singh International Cricket Stadium,28 April 2013
113,Rohit Sharma,13,5,260,0,2,DC,Arun Jaitley Stadium,21 April 2013
114,David Hussey,13,6,216.66,2,0,RR,Sawai Mansingh Stadium,14 April 2013
115,Suresh Raina,13,5,260,2,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,08 May 2013
116,Morne Morkel,13,4,325,0,2,PBKS,HPCA Stadium,16 May 2013
117,Stuart Binny,13,6,216.66,1,1,RCB,M. Chinnaswamy Stadium,20 April 2013
118,Rohit Sharma,13,5,260,0,2,KKR,Eden Gardens,24 April 2013
119,Mitchell Marsh,13,5,260,0,2,RR,Sawai Mansingh Stadium,05 May 2013
120,Thisara Perera,13,5,260,1,1,PBKS,IS Bindra Stadium,11 May 2013
121,Azhar Mahmood,13,6,216.66,3,0,RCB,M. Chinnaswamy Stadium,14 May 2013
122,Shane Watson,13,3,433.33,0,2,CSK,Sawai Mansingh Stadium,12 May 2013
123,Virat Kohli,13,4,325,1,1,SRH,M. Chinnaswamy Stadium,09 April 2013
124,Michael Hussey,13,5,260,3,0,RR,Chidambaram,22 April 2013
125,Piyush Chawla,13,4,325,0,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 April 2013
126,Shaun Marsh,13,5,260,3,0,MI,HPCA Stadium,18 May 2013
127,Yuvraj Singh,13,3,433.33,0,2,RCB,Maharashtra Cricket Association's International Stadium,02 May 2013
128,Thisara Perera,13,4,325,1,1,KKR,Eden Gardens,14 April 2013
129,Ben Rohrer,13,4,325,3,0,RCB,Arun Jaitley Stadium,10 May 2013
130,Yuvraj Singh,13,4,325,0,2,MI,Maharashtra Cricket Association's International Stadium,11 May 2013
131,Irfan Pathan,13,5,260,1,1,RCB,M. Chinnaswamy Stadium,16 April 2013
132,Kieron Pollard,13,4,325,0,2,CSK,Arun Jaitley Stadium,21 May 2013
133,David Miller,13,4,325,0,2,MI,Wankhede Stadium,29 April 2013
134,Mandeep Singh,13,5,260,3,0,DC,Arun Jaitley Stadium,23 April 2013
135,Virat Kohli,13,4,325,1,1,PBKS,M. Chinnaswamy Stadium,14 May 2013
136,Cheteshwar Pujara,13,5,260,3,0,PBKS,IS Bindra Stadium,06 May 2013
137,Dwayne Smith,13,3,433.33,0,2,CSK,Arun Jaitley Stadium,21 May 2013
138,MS Dhoni,13,3,433.33,0,2,SRH,Chidambaram,25 April 2013
139,Robin Uthappa,13,4,325,0,2,KKR,JSCA Stadium,15 May 2013
140,Yuvraj Singh,13,5,260,0,2,PBKS,IS Bindra Stadium,21 April 2013
141,Ambati Rayudu,13,5,260,1,1,RR,Eden Gardens,24 May 2013
142,MS Dhoni,13,5,260,1,1,PWI,Maharashtra Cricket Association's International Stadium,30 April 2013
143,MS Dhoni,13,4,325,1,1,DC,Chidambaram,14 May 2013
144,Virat Kohli,13,3,433.33,0,2,KKR,M. Chinnaswamy Stadium,11 April 2013
145,Virender Sehwag,13,5,260,1,1,MI,Arun Jaitley Stadium,21 April 2013
146,Dwayne Smith,13,4,325,1,1,KKR,Eden Gardens,24 April 2013
147,Shane Watson,13,5,260,1,1,CSK,Chidambaram,22 April 2013
148,Shane Watson,13,3,433.33,0,2,MI,Wankhede Stadium,15 May 2013
149,Stuart Binny,13,5,260,1,1,PWI,Sawai Mansingh Stadium,05 May 2013
150,Adam Gilchrist,13,3,433.33,0,2,RCB,M. Chinnaswamy Stadium,14 May 2013
