POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
1,Hardik Pandya,28,6,466.66,1,4,RPS,Maharashtra Cricket Association's International Stadium,06 April 2017
2,Glenn Maxwell,27,6,450,2,3,MI,Holkar Cricket Stadium,20 April 2017
3,Rishabh Pant,26,6,433.33,2,3,KKR,Arun Jaitley Stadium,17 April 2017
4,Sunil Narine,25,6,416.66,1,3,RCB,M. Chinnaswamy Stadium,07 May 2017
5,Kedar Jadhav,24,6,400,2,2,DC,M. Chinnaswamy Stadium,08 April 2017
6,Sunil Narine,24,6,400,4,1,RCB,M. Chinnaswamy Stadium,07 May 2017
7,Chris Lynn,23,6,383.33,1,3,GL,Saurashtra Cricket Association Stadium,07 April 2017
8,Chris Morris,22,5,440,2,2,RPS,Maharashtra Cricket Association's International Stadium,11 April 2017
9,Rishabh Pant,22,5,440,1,3,GL,Arun Jaitley Stadium,04 May 2017
10,Manish Pandey,21,6,350,2,2,MI,Wankhede Stadium,09 April 2017
11,Glenn Maxwell,20,5,400,0,3,MI,Wankhede Stadium,11 May 2017
12,Chris Lynn,20,5,400,1,2,GL,Saurashtra Cricket Association Stadium,07 April 2017
13,Chris Lynn,20,6,333.33,1,2,RCB,M. Chinnaswamy Stadium,07 May 2017
14,Hashim Amla,20,5,400,2,2,MI,Holkar Cricket Stadium,20 April 2017
15,Kane Williamson,20,6,333.33,2,1,PBKS,IS Bindra Stadium,28 April 2017
16,Manan Vohra,20,5,400,2,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017
17,Chris Gayle,20,5,400,2,2,GL,Saurashtra Cricket Association Stadium,18 April 2017
18,Ishan Kishan,20,6,333.33,2,2,RCB,Saurashtra Cricket Association Stadium,18 April 2017
19,Aaron Finch,19,5,380,1,2,RPS,Saurashtra Cricket Association Stadium,14 April 2017
20,Sanju Samson,19,6,316.66,1,2,RPS,Maharashtra Cricket Association's International Stadium,11 April 2017
21,Rahul Tripathi,19,5,380,0,3,KKR,Eden Gardens,03 May 2017
22,Rahul Tripathi,18,6,300,3,1,KKR,Eden Gardens,03 May 2017
23,Sunil Narine,18,6,300,3,1,RCB,Eden Gardens,23 April 2017
24,Robin Uthappa,18,5,360,1,2,DC,Eden Gardens,28 April 2017
25,Axar Patel,18,6,300,2,1,RCB,M. Chinnaswamy Stadium,05 May 2017
26,Manoj Tiwary,18,6,300,3,1,RCB,M. Chinnaswamy Stadium,16 April 2017
27,Kedar Jadhav,18,6,300,2,1,GL,Saurashtra Cricket Association Stadium,18 April 2017
28,Yuvraj Singh,17,6,283.33,4,0,DC,Arun Jaitley Stadium,02 May 2017
29,Suresh Raina,17,4,425,1,2,RCB,Saurashtra Cricket Association Stadium,18 April 2017
30,Travis Head,17,4,425,1,2,KKR,M. Chinnaswamy Stadium,07 May 2017
31,MS Dhoni,17,5,340,1,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017
32,David Warner,17,6,283.33,2,1,KKR,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017
33,Rahul Tripathi,17,5,340,1,2,SRH,Maharashtra Cricket Association's International Stadium,22 April 2017
34,Rishabh Pant,17,5,340,1,2,GL,Arun Jaitley Stadium,04 May 2017
35,David Warner,17,4,425,1,2,KKR,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017
36,Robin Uthappa,17,4,425,1,2,RPS,Maharashtra Cricket Association's International Stadium,26 April 2017
37,Shaun Marsh,17,6,283.33,2,1,SRH,IS Bindra Stadium,28 April 2017
38,Shikhar Dhawan,17,6,283.33,4,0,RCB,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
39,Virat Kohli,17,5,340,2,1,MI,M. Chinnaswamy Stadium,14 April 2017
40,Rahul Tripathi,17,4,425,1,2,GL,Saurashtra Cricket Association Stadium,14 April 2017
41,Yuvraj Singh,17,6,283.33,2,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
42,MS Dhoni,17,5,340,2,1,SRH,Maharashtra Cricket Association's International Stadium,22 April 2017
43,AB de Villiers,17,5,340,1,2,PBKS,Holkar Cricket Stadium,10 April 2017
44,Marlon Samuels,16,6,266.66,0,2,RPS,Arun Jaitley Stadium,12 May 2017
45,Gautam Gambhir,16,6,266.66,4,0,GL,Saurashtra Cricket Association Stadium,07 April 2017
46,Aaron Finch,16,4,400,2,1,RCB,M. Chinnaswamy Stadium,27 April 2017
47,Aaron Finch,16,6,266.66,2,1,KKR,Eden Gardens,21 April 2017
48,Rohit Sharma,16,6,266.66,4,0,RPS,Rajiv Gandhi Intl. Cricket Stadium,21 May 2017
