POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
49,Hardik Pandya,16,4,400,1,2,DC,Arun Jaitley Stadium,06 May 2017
50,Manan Vohra,16,5,320,3,0,RCB,Holkar Cricket Stadium,10 April 2017
51,Ben Stokes,16,5,320,0,2,GL,Maharashtra Cricket Association's International Stadium,01 May 2017
52,David Warner,16,5,320,1,2,PBKS,IS Bindra Stadium,28 April 2017
53,Chris Morris,16,4,400,2,1,RPS,Maharashtra Cricket Association's International Stadium,11 April 2017
54,Parthiv Patel,16,6,266.66,2,1,GL,Saurashtra Cricket Association Stadium,29 April 2017
55,Glenn Maxwell,16,5,320,2,1,KKR,Eden Gardens,13 April 2017
56,Chris Lynn,16,4,400,1,2,MI,Eden Gardens,13 May 2017
57,Sunil Narine,16,5,320,4,0,GL,Eden Gardens,21 April 2017
58,Axar Patel,16,4,400,1,2,GL,Saurashtra Cricket Association Stadium,23 April 2017
59,Sunil Narine,16,4,400,1,2,PBKS,Eden Gardens,13 April 2017
60,Ben Stokes,15,6,250,0,2,GL,Maharashtra Cricket Association's International Stadium,01 May 2017
61,Sanju Samson,15,5,300,0,2,GL,Arun Jaitley Stadium,04 May 2017
62,Hashim Amla,15,4,375,2,1,GL,IS Bindra Stadium,07 May 2017
63,Krunal Pandya,15,6,250,2,1,SRH,Wankhede Stadium,12 April 2017
64,Ravindra Jadeja,15,4,375,0,2,DC,Arun Jaitley Stadium,04 May 2017
65,Ben Cutting,15,5,300,0,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
66,Lendl Simmons,15,5,300,0,2,PBKS,Wankhede Stadium,11 May 2017
67,Nitish Rana,15,5,300,0,2,PBKS,Holkar Cricket Stadium,20 April 2017
68,Mandeep Singh,15,4,375,2,1,PBKS,M. Chinnaswamy Stadium,05 May 2017
69,Ben Stokes,15,4,375,0,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017
70,Sanju Samson,15,5,300,0,2,GL,Arun Jaitley Stadium,04 May 2017
71,Brendon McCullum,15,4,375,2,1,RPS,Saurashtra Cricket Association Stadium,14 April 2017
72,Brendon McCullum,15,4,375,2,1,KKR,Eden Gardens,21 April 2017
73,Aaron Finch,15,5,300,0,2,RCB,M. Chinnaswamy Stadium,27 April 2017
74,Suresh Raina,15,6,250,2,1,DC,Arun Jaitley Stadium,04 May 2017
75,Dinesh Karthik,15,5,300,2,1,DC,Arun Jaitley Stadium,04 May 2017
76,Steve Smith,15,4,375,2,1,RCB,Maharashtra Cricket Association's International Stadium,29 April 2017
77,Glenn Maxwell,15,4,375,0,2,KKR,IS Bindra Stadium,09 May 2017
78,Glenn Maxwell,15,5,300,0,2,GL,IS Bindra Stadium,07 May 2017
79,Suryakumar Yadav,15,4,375,2,1,RPS,Eden Gardens,03 May 2017
80,Kieron Pollard,15,4,375,0,2,RCB,M. Chinnaswamy Stadium,14 April 2017
81,Shaun Marsh,15,5,300,2,1,SRH,IS Bindra Stadium,28 April 2017
82,Corey Anderson,15,5,300,0,2,PBKS,Arun Jaitley Stadium,15 April 2017
83,Karun Nair,15,5,300,2,1,SRH,Arun Jaitley Stadium,02 May 2017
84,Suresh Raina,15,5,300,2,1,KKR,Eden Gardens,21 April 2017
85,Suresh Raina,15,4,375,0,2,DC,Arun Jaitley Stadium,04 May 2017
86,Ishan Kishan,15,6,250,2,1,MI,Saurashtra Cricket Association Stadium,29 April 2017
87,Dwayne Smith,15,5,300,2,1,RPS,Saurashtra Cricket Association Stadium,14 April 2017
88,Glenn Maxwell,15,6,250,0,2,MI,Wankhede Stadium,11 May 2017
89,Robin Uthappa,14,4,350,0,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017
90,Rishabh Pant,14,4,350,0,2,RPS,Maharashtra Cricket Association's International Stadium,11 April 2017
91,Kane Williamson,14,5,280,3,0,KKR,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017
92,Shikhar Dhawan,14,5,280,2,1,MI,Wankhede Stadium,12 April 2017
93,Shreyas Iyer,14,5,280,1,1,KKR,Eden Gardens,28 April 2017
94,Rishabh Pant,14,6,233.33,1,1,GL,Arun Jaitley Stadium,04 May 2017
95,MS Dhoni,14,5,280,0,2,MI,Wankhede Stadium,16 May 2017
96,Sunil Narine,14,5,280,2,1,GL,Eden Gardens,21 April 2017
97,David Warner,14,4,350,0,2,GL,Rajiv Gandhi Intl. Cricket Stadium,09 April 2017
98,Karun Nair,14,6,233.33,2,1,MI,Arun Jaitley Stadium,06 May 2017
99,Glenn Maxwell,14,4,350,0,2,RCB,Holkar Cricket Stadium,10 April 2017
100,Kedar Jadhav,14,4,350,2,1,GL,Saurashtra Cricket Association Stadium,18 April 2017
101,Chris Lynn,14,6,233.33,2,1,RCB,M. Chinnaswamy Stadium,07 May 2017
102,Hashim Amla,14,6,233.33,2,1,GL,Saurashtra Cricket Association Stadium,23 April 2017
103,Aaron Finch,14,5,280,0,2,DC,Green Park,10 May 2017
104,Brendon McCullum,14,5,280,2,1,RPS,Saurashtra Cricket Association Stadium,14 April 2017
105,Manish Pandey,14,5,280,3,0,RPS,Eden Gardens,03 May 2017
106,Hashim Amla,14,4,350,0,2,MI,Holkar Cricket Stadium,20 April 2017
107,Martin Guptill,14,5,280,2,1,SRH,IS Bindra Stadium,28 April 2017
108,Dinesh Karthik,14,5,280,0,1,MI,Wankhede Stadium,16 April 2017
109,Chris Gayle,14,4,350,0,2,GL,Saurashtra Cricket Association Stadium,18 April 2017
110,Andrew Tye,14,4,350,0,2,MI,Saurashtra Cricket Association Stadium,29 April 2017
111,David Warner,14,5,280,3,0,KKR,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017
112,Rohit Sharma,14,5,280,3,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,08 May 2017
113,Aaron Finch,14,4,350,2,1,KKR,Eden Gardens,21 April 2017
114,Ajinkya Rahane,14,5,280,3,0,MI,Maharashtra Cricket Association's International Stadium,06 April 2017
115,Shikhar Dhawan,14,5,280,2,1,DC,Arun Jaitley Stadium,02 May 2017
116,Aaron Finch,14,5,280,0,2,RCB,M. Chinnaswamy Stadium,27 April 2017
117,Rahul Tripathi,14,6,233.33,2,1,KKR,Eden Gardens,03 May 2017
118,Steve Smith,14,6,233.33,2,1,DC,Arun Jaitley Stadium,12 May 2017
119,Hardik Pandya,14,3,466.66,2,1,PBKS,Holkar Cricket Stadium,20 April 2017
120,Kieron Pollard,14,5,280,0,2,DC,Arun Jaitley Stadium,06 May 2017
121,David Warner,14,6,233.33,3,0,RPS,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017
122,Dan Christian,14,4,350,2,1,PBKS,Holkar Cricket Stadium,08 April 2017
123,Chris Lynn,14,6,233.33,2,1,RCB,M. Chinnaswamy Stadium,07 May 2017
124,Jos Buttler,14,4,350,0,2,PBKS,Holkar Cricket Stadium,20 April 2017
125,Steve Smith,14,4,350,0,2,SRH,Maharashtra Cricket Association's International Stadium,22 April 2017
126,Gautam Gambhir,14,6,233.33,3,0,GL,Saurashtra Cricket Association Stadium,07 April 2017
127,Pawan Negi,14,5,280,0,2,MI,Wankhede Stadium,01 May 2017
128,Kane Williamson,14,4,350,0,2,DC,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017
129,Karn Sharma,14,4,350,2,1,PBKS,Wankhede Stadium,11 May 2017
130,Brendon McCullum,14,5,280,0,2,MI,Wankhede Stadium,16 April 2017
131,Manan Vohra,14,4,350,2,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017
132,Shreyas Iyer,14,4,350,0,2,SRH,Arun Jaitley Stadium,02 May 2017
133,Dwayne Smith,13,6,216.66,2,0,PBKS,IS Bindra Stadium,07 May 2017
134,AB de Villiers,13,4,325,0,2,PBKS,Holkar Cricket Stadium,10 April 2017
135,MS Dhoni,13,4,325,1,1,KKR,Maharashtra Cricket Association's International Stadium,26 April 2017
136,Pawan Negi,13,5,260,3,0,DC,Arun Jaitley Stadium,14 May 2017
137,Rahul Tripathi,13,6,216.66,1,1,SRH,Maharashtra Cricket Association's International Stadium,22 April 2017
138,Dinesh Karthik,13,4,325,0,2,DC,Arun Jaitley Stadium,04 May 2017
139,Virat Kohli,13,5,260,3,0,RPS,Maharashtra Cricket Association's International Stadium,29 April 2017
140,Karun Nair,13,5,260,3,0,RCB,Arun Jaitley Stadium,14 May 2017
141,Lendl Simmons,13,6,216.66,1,1,DC,Arun Jaitley Stadium,06 May 2017
142,Shreyas Iyer,13,4,325,0,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017
143,Jos Buttler,13,4,325,3,0,RCB,Wankhede Stadium,01 May 2017
144,Colin de Grandhomme,13,5,260,3,0,MI,Eden Gardens,13 May 2017
145,Parthiv Patel,13,6,216.66,3,0,RPS,Wankhede Stadium,24 April 2017
146,Lendl Simmons,13,5,260,0,2,PBKS,Wankhede Stadium,11 May 2017
147,Wriddhiman Saha,13,4,325,0,2,KKR,Eden Gardens,13 April 2017
148,Kedar Jadhav,13,4,325,1,1,DC,M. Chinnaswamy Stadium,08 April 2017
149,David Warner,13,4,325,1,1,KKR,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017
150,Rahul Tripathi,13,4,325,3,0,KKR,Maharashtra Cricket Association's International Stadium,26 April 2017
