POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
70,Irfan Pathan,16,5,320,0,2,KKR,Eden Gardens,05 April 2012
71,Brad Hodge,16,4,400,4,0,DEC,Sawai Mansingh Stadium,17 April 2012
72,David Hussey,16,5,320,1,2,RCB,M. Chinnaswamy Stadium,02 May 2012
73,Daniel Harris,16,5,320,1,2,RCB,M. Chinnaswamy Stadium,06 May 2012
74,Mayank Agarwal,16,5,320,1,2,RR,M. Chinnaswamy Stadium,15 April 2012
75,Ross Taylor,15,5,300,0,2,CSK,Chidambaram,25 May 2012
76,Gautam Gambhir,15,5,300,2,1,RCB,M. Chinnaswamy Stadium,10 April 2012
77,Shane Watson,15,4,375,2,1,PBKS,IS Bindra Stadium,05 May 2012
78,Shikhar Dhawan,15,5,300,2,1,DC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012
79,Mahela Jayawardena,15,6,250,3,0,MI,Arun Jaitley Stadium,27 April 2012
80,Kieron Pollard,15,5,300,2,1,RR,Wankhede Stadium,11 April 2012
81,MS Dhoni,15,6,250,1,1,MI,Wankhede Stadium,06 May 2012
82,Harbhajan Singh,15,4,375,2,1,DC,Wankhede Stadium,16 April 2012
83,Robin Peterson,15,4,375,2,1,PBKS,IS Bindra Stadium,25 April 2012
84,Jesse Ryder,15,6,250,3,0,CSK,Maharashtra Cricket Association's International Stadium,14 April 2012
85,Kieron Pollard,15,4,375,0,2,RCB,Wankhede Stadium,09 May 2012
86,Shakib Al Hasan,15,5,300,0,2,PWI,Maharashtra Cricket Association's International Stadium,19 May 2012
87,Piyush Chawla,15,6,250,2,1,PWI,Maharashtra Cricket Association's International Stadium,08 April 2012
88,Subramaniam Badrinath,15,6,250,3,0,PWI,Chidambaram,19 April 2012
89,Shaun Marsh,15,5,300,1,1,MI,Wankhede Stadium,22 April 2012
90,David Warner,15,5,300,0,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012
91,Richard Levi,15,5,300,2,1,CSK,Chidambaram,04 April 2012
92,Shikhar Dhawan,15,4,375,2,1,DC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012
93,Virat Kohli,15,4,375,0,2,CSK,Chidambaram,12 April 2012
94,Cameron White,15,5,300,2,1,RCB,M. Chinnaswamy Stadium,06 May 2012
95,Naman Ojha,15,5,300,0,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012
96,Shane Watson,15,5,300,2,1,PWI,Maharashtra Cricket Association's International Stadium,08 May 2012
97,AB de Villiers,15,4,375,2,1,DC,M. Chinnaswamy Stadium,07 April 2012
98,Dwayne Smith,15,4,375,2,1,CSK,Wankhede Stadium,06 May 2012
99,AB de Villiers,15,4,375,2,1,DEC,M. Chinnaswamy Stadium,06 May 2012
100,Gautam Gambhir,15,5,300,2,1,DC,Arun Jaitley Stadium,07 May 2012
101,Kevin Pietersen,15,5,300,2,1,MI,Arun Jaitley Stadium,27 April 2012
102,Rohit Sharma,15,5,300,2,1,KKR,Eden Gardens,12 May 2012
103,Shaun Marsh,15,4,375,2,1,CSK,Chidambaram,28 April 2012
104,Bharat Chipli,14,5,280,2,1,DC,Arun Jaitley Stadium,19 April 2012
105,James Franklin,14,4,350,0,2,PBKS,Wankhede Stadium,22 April 2012
106,Rohit Sharma,14,6,233.33,2,1,KKR,Eden Gardens,12 May 2012
107,Dwayne Bravo,14,4,350,0,2,DEC,ACA-VDCA Stadium,07 April 2012
108,Shane Watson,14,5,280,2,1,PWI,Sawai Mansingh Stadium,13 May 2012
109,Chris Gayle,14,4,350,0,2,DC,Arun Jaitley Stadium,17 May 2012
110,Rahul Dravid,14,5,280,3,0,PBKS,IS Bindra Stadium,05 May 2012
111,Irfan Pathan,14,5,280,3,0,PBKS,Arun Jaitley Stadium,15 May 2012
112,David Warner,14,5,280,1,1,KKR,Arun Jaitley Stadium,07 May 2012
113,Kieron Pollard,14,3,466.66,2,1,RCB,M. Chinnaswamy Stadium,14 May 2012
114,Chris Gayle,14,5,280,2,1,PBKS,IS Bindra Stadium,20 April 2012
115,Dwayne Smith,14,4,350,0,2,RR,Sawai Mansingh Stadium,20 May 2012
116,Ankit Sharma,14,4,350,0,2,CSK,ACA-VDCA Stadium,07 April 2012
117,Dwayne Smith,14,6,233.33,2,1,CSK,M. Chinnaswamy Stadium,23 May 2012
118,James Franklin,14,6,233.33,2,1,PWI,Maharashtra Cricket Association's International Stadium,03 May 2012
119,Gautam Gambhir,14,5,280,2,0,PBKS,IS Bindra Stadium,18 April 2012
120,MS Dhoni,14,4,350,0,2,DC,Chidambaram,25 May 2012
121,Rohit Sharma,14,3,466.66,0,2,DEC,ACA-VDCA Stadium,09 April 2012
122,Bipul Sharma,14,6,233.33,1,1,PWI,Maharashtra Cricket Association's International Stadium,08 April 2012
123,Mandeep Singh,14,6,233.33,3,0,MI,IS Bindra Stadium,25 April 2012
124,Yusuf Pathan,14,3,466.66,2,1,DC,Maharashtra Cricket Association's International Stadium,22 May 2012
125,Sachin Tendulkar,14,6,233.33,2,1,CSK,Wankhede Stadium,06 May 2012
126,JP Duminy,14,5,280,1,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,20 May 2012
127,MS Dhoni,14,5,280,1,1,RCB,Chidambaram,12 April 2012
128,Ambati Rayudu,14,4,350,0,2,DC,Arun Jaitley Stadium,27 April 2012
129,Murali Vijay,14,6,233.33,2,1,KKR,Eden Gardens,14 May 2012
130,Shikhar Dhawan,14,4,350,0,2,DC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012
131,Suresh Raina,14,4,350,0,2,PBKS,HPCA Stadium,17 May 2012
132,Richard Levi,14,4,350,2,1,RR,Wankhede Stadium,11 April 2012
133,Manvinder Bisla,14,5,280,0,2,CSK,Chidambaram,27 May 2012
134,Ajinkya Rahane,13,4,325,3,0,DC,Sawai Mansingh Stadium,01 May 2012
135,Suresh Raina,13,5,260,0,1,KKR,Chidambaram,27 May 2012
136,Sourav Ganguly,13,5,260,3,0,CSK,Chidambaram,19 April 2012
137,Akshath Reddy,13,6,216.66,1,1,RR,Rajiv Gandhi Intl. Cricket Stadium,18 May 2012
138,Owais Shah,13,4,325,1,1,KKR,Sawai Mansingh Stadium,08 April 2012
139,Siddharth Chitnis,13,4,325,3,0,DC,HPCA Stadium,19 May 2012
140,David Hussey,13,4,325,1,1,MI,IS Bindra Stadium,25 April 2012
141,Michael Hussey,13,5,260,1,1,KKR,Chidambaram,27 May 2012
142,Ashok Menaria,13,3,433.33,0,2,PBKS,IS Bindra Stadium,05 May 2012
143,AB de Villiers,13,5,260,0,2,RR,Sawai Mansingh Stadium,23 April 2012
144,Laxmi Ratan Shukla,13,6,216.66,1,1,DC,Eden Gardens,05 April 2012
145,Steve Smith,13,4,325,0,2,PBKS,Maharashtra Cricket Association's International Stadium,08 April 2012
146,Mayank Agarwal,13,5,260,0,2,CSK,Chidambaram,12 April 2012
147,Gautam Gambhir,13,5,260,1,1,PBKS,IS Bindra Stadium,18 April 2012
148,Chris Gayle,13,6,216.66,3,0,KKR,Eden Gardens,28 April 2012
149,Tillakaratne Dilshan,13,4,325,3,0,PWI,Maharashtra Cricket Association's International Stadium,11 May 2012
150,Naman Ojha,13,3,433.33,0,2,PBKS,Arun Jaitley Stadium,15 May 2012
