POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
1,Chris Gayle,36,7,514.28,3,4,KTK,M. Chinnaswamy Stadium,08 May 2011
2,Shaun Marsh,30,6,500,3,3,RCB,HPCA Stadium,17 May 2011
3,Yuvraj Singh,24,5,480,1,3,DC,DY Patil Stadium,17 April 2011
4,Shaun Marsh,24,5,480,1,3,DC,HPCA Stadium,15 May 2011
5,Paul Valthaty,24,7,342.85,3,2,RR,IS Bindra Stadium,21 April 2011
6,Rohit Sharma,23,5,460,1,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2011
7,Virender Sehwag,23,6,383.33,2,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011
8,MS Dhoni,22,6,366.66,2,2,PBKS,IS Bindra Stadium,13 April 2011
9,Paul Valthaty,22,6,366.66,4,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011
10,Brad Hodge,21,5,420,2,2,KKR,Jawaharlal Nehru Stadium,05 May 2011
11,Chris Gayle,21,5,420,2,2,PBKS,M. Chinnaswamy Stadium,06 May 2011
12,Aiden Blizzard,20,6,333.33,5,0,DC,Wankhede Stadium,07 May 2011
13,Virender Sehwag,20,6,333.33,1,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011
14,Chris Gayle,20,6,333.33,2,2,PWI,M. Chinnaswamy Stadium,29 April 2011
15,Adam Gilchrist,20,5,400,0,3,RCB,HPCA Stadium,17 May 2011
16,Chris Gayle,20,6,333.33,3,1,MI,Chidambaram,27 May 2011
17,Shaun Marsh,20,4,500,0,3,RR,IS Bindra Stadium,21 April 2011
18,Brendon McCullum,20,5,400,2,2,DC,Arun Jaitley Stadium,02 May 2011
19,Yuvraj Singh,20,4,500,2,2,PBKS,IS Bindra Stadium,08 May 2011
20,Tillakaratne Dilshan,20,6,333.33,3,1,KTK,M. Chinnaswamy Stadium,08 May 2011
21,Albie Morkel,19,6,316.66,0,3,DEC,Chidambaram,01 May 2011
22,Virat Kohli,19,5,380,1,2,CSK,Wankhede Stadium,24 May 2011
23,AB de Villiers,19,4,475,0,3,KTK,Jawaharlal Nehru Stadium,09 April 2011
24,Shane Watson,18,6,300,0,3,KTK,Holkar Cricket Stadium,15 May 2011
25,Chris Gayle,18,4,450,1,2,KKR,M. Chinnaswamy Stadium,14 May 2011
26,Paul Valthaty,18,6,300,1,2,DC,HPCA Stadium,15 May 2011
27,Johan Botha,18,5,360,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011
28,Virender Sehwag,18,4,450,0,3,PBKS,Arun Jaitley Stadium,23 April 2011
29,Yuvraj Singh,18,5,360,1,2,RCB,M. Chinnaswamy Stadium,29 April 2011
30,Brendon McCullum,18,5,360,0,3,RR,Holkar Cricket Stadium,15 May 2011
31,Sunny Sohal,18,5,360,3,1,CSK,Chidambaram,01 May 2011
32,Gautam Gambhir,18,6,300,4,0,RR,Sawai Mansingh Stadium,15 April 2011
33,Brad Hodge,17,4,425,1,2,CSK,Chidambaram,18 May 2011
34,Paul Valthaty,17,6,283.33,3,0,CSK,IS Bindra Stadium,13 April 2011
35,Dwaraka Ravi Teja,17,4,425,1,2,PBKS,HPCA Stadium,21 May 2011
36,MS Dhoni,17,6,283.33,1,2,RCB,M. Chinnaswamy Stadium,22 May 2011
37,MS Dhoni,17,5,340,2,1,RR,Sawai Mansingh Stadium,09 May 2011
38,James Franklin,17,5,340,4,0,KKR,Eden Gardens,22 May 2011
39,Ravindra Jadeja,17,4,425,1,2,MI,Wankhede Stadium,15 April 2011
40,Sachin Tendulkar,17,5,340,1,2,KTK,Wankhede Stadium,15 April 2011
41,David Warner,17,6,283.33,2,1,RR,Sawai Mansingh Stadium,12 April 2011
42,Sachin Tendulkar,16,5,320,4,0,KKR,Wankhede Stadium,25 May 2011
43,Chris Gayle,16,6,266.66,4,0,KKR,M. Chinnaswamy Stadium,14 May 2011
44,Suresh Raina,16,4,400,1,2,KTK,Chidambaram,18 May 2011
45,Adam Gilchrist,16,6,266.66,4,0,DC,Arun Jaitley Stadium,23 April 2011
46,Suresh Raina,16,5,320,2,1,RCB,Chidambaram,16 April 2011
47,Naman Ojha,16,6,266.66,1,2,PBKS,HPCA Stadium,15 May 2011
48,MS Dhoni,16,5,320,0,2,DC,Chidambaram,12 May 2011
49,Kieron Pollard,16,5,320,2,1,PWI,DY Patil Stadium,04 May 2011
50,Luke Pomersbach,16,6,266.66,2,1,CSK,Wankhede Stadium,24 May 2011
51,Virat Kohli,16,6,266.66,4,0,DC,Arun Jaitley Stadium,26 April 2011
52,Mohnish Mishra,16,5,320,1,2,KTK,DY Patil Stadium,13 April 2011
53,David Warner,16,5,320,1,2,PWI,DY Patil Stadium,17 April 2011
54,Shane Watson,16,6,266.66,0,2,KTK,Sawai Mansingh Stadium,24 April 2011
55,Subramaniam Badrinath,16,6,266.66,1,1,MI,Wankhede Stadium,22 April 2011
56,Chris Gayle,16,5,320,2,1,KKR,Eden Gardens,22 April 2011
57,Amit Mishra,16,4,400,4,0,MI,Wankhede Stadium,14 May 2011
58,Ross Taylor,16,5,320,2,1,PWI,Sawai Mansingh Stadium,01 May 2011
59,Andrew Symonds,16,6,266.66,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2011
60,Chris Gayle,16,5,320,1,2,PWI,M. Chinnaswamy Stadium,29 April 2011
61,Shakib Al Hasan,15,6,250,3,0,MI,Wankhede Stadium,25 May 2011
62,Suresh Raina,15,4,375,0,2,RCB,Wankhede Stadium,24 May 2011
63,Subramaniam Badrinath,15,5,300,2,1,PWI,DY Patil Stadium,27 April 2011
64,Robin Uthappa,15,5,300,2,1,RCB,M. Chinnaswamy Stadium,29 April 2011
65,Shaun Marsh,15,5,300,2,1,DC,Arun Jaitley Stadium,23 April 2011
66,Virender Sehwag,15,5,300,3,0,PBKS,Arun Jaitley Stadium,23 April 2011
67,Virender Sehwag,15,5,300,1,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011
68,Virat Kohli,15,5,300,0,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011
69,Virender Sehwag,15,5,300,2,1,KTK,Jawaharlal Nehru Stadium,30 April 2011
70,Paul Valthaty,15,4,375,2,1,CSK,IS Bindra Stadium,13 April 2011
71,Rohit Sharma,15,4,375,0,2,CSK,Wankhede Stadium,22 April 2011
72,Travis Birt,15,5,300,2,1,KTK,Jawaharlal Nehru Stadium,30 April 2011
73,Aaron Finch,15,4,375,0,2,PWI,DY Patil Stadium,17 April 2011
74,AB de Villiers,15,5,300,1,1,CSK,Chidambaram,16 April 2011
75,Murali Vijay,15,4,375,0,2,RCB,Chidambaram,28 May 2011
76,Yusuf Pathan,15,4,375,2,1,RCB,Eden Gardens,22 April 2011
77,MS Dhoni,15,4,375,0,2,RCB,Chidambaram,28 May 2011
78,Adam Gilchrist,15,5,300,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011
79,Yuvraj Singh,15,6,250,0,2,CSK,DY Patil Stadium,27 April 2011
80,Brendon McCullum,15,4,375,2,1,RCB,Jawaharlal Nehru Stadium,09 April 2011
81,Tirumalasetti Suman,15,5,300,2,1,PWI,DY Patil Stadium,04 May 2011
82,Kumar Sangakkara,15,5,300,2,1,DC,Arun Jaitley Stadium,19 April 2011
83,Brendon McCullum,15,6,250,2,1,KKR,Eden Gardens,20 April 2011
84,Venugopal Rao,14,4,350,0,2,RR,Sawai Mansingh Stadium,12 April 2011
85,Suresh Raina,14,6,233.33,0,2,PWI,DY Patil Stadium,27 April 2011
86,Bharat Chipli,14,4,350,0,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011
87,Brad Hodge,14,5,280,2,1,RR,Holkar Cricket Stadium,15 May 2011
88,Jesse Ryder,14,6,233.33,0,2,DC,DY Patil Stadium,17 April 2011
89,Amit Mishra,14,5,280,3,0,MI,Rajiv Gandhi Intl. Cricket Stadium,24 April 2011
90,Chris Gayle,14,6,233.33,2,1,KKR,Eden Gardens,22 April 2011
91,Adam Gilchrist,14,5,280,0,2,RCB,HPCA Stadium,17 May 2011
92,Ambati Rayudu,14,4,350,2,1,PBKS,Wankhede Stadium,02 May 2011
93,Jesse Ryder,14,6,233.33,1,1,DC,DY Patil Stadium,17 April 2011
94,Michael Hussey,14,5,280,2,0,RCB,Chidambaram,16 April 2011
95,Jesse Ryder,14,6,233.33,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2011
96,Manoj Tiwary,14,4,350,1,1,DC,Arun Jaitley Stadium,28 April 2011
97,Shane Watson,14,5,280,2,1,MI,Wankhede Stadium,20 May 2011
98,Davy Jacobs,14,5,280,2,1,RCB,M. Chinnaswamy Stadium,12 April 2011
99,Murali Vijay,14,6,233.33,3,0,KTK,Chidambaram,18 May 2011
100,Asad Pathan,14,4,350,2,1,CSK,Chidambaram,16 April 2011
101,Virender Sehwag,14,5,280,3,0,DEC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011
102,Murali Vijay,14,4,350,2,1,RCB,Chidambaram,16 April 2011
103,Paul Valthaty,14,6,233.33,0,2,DC,Arun Jaitley Stadium,23 April 2011
104,Manoj Tiwary,14,4,350,2,1,RR,Eden Gardens,17 April 2011
