POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
112,Andre Russell,13,5,260,0,2,RPS,Maharashtra Cricket Association's International Stadium,24 April 2016
113,David Warner,13,5,260,2,0,GL,Arun Jaitley Stadium,27 May 2016
114,Robin Uthappa,13,6,216.66,3,0,SRH,Eden Gardens,22 May 2016
115,Virat Kohli,13,4,325,1,1,GL,M. Chinnaswamy Stadium,14 May 2016
116,Dinesh Karthik,13,5,260,2,0,RCB,Saurashtra Cricket Association Stadium,24 April 2016
117,Brendon McCullum,13,5,260,0,2,RPS,Saurashtra Cricket Association Stadium,14 April 2016
118,KL Rahul,13,5,260,2,0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,22 May 2016
119,Moises Henriques,13,5,260,1,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016
120,Krunal Pandya,13,4,325,1,1,DC,Arun Jaitley Stadium,23 April 2016
121,Brendon McCullum,13,4,325,0,2,DC,Arun Jaitley Stadium,27 April 2016
122,Manish Pandey,13,4,325,0,2,SRH,Eden Gardens,22 May 2016
123,Shane Watson,13,5,260,3,0,KKR,M. Chinnaswamy Stadium,02 May 2016
124,Karun Nair,13,4,325,0,2,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,20 May 2016
125,Manan Vohra,13,5,260,3,0,DC,Arun Jaitley Stadium,15 April 2016
126,Bipul Sharma,13,5,260,0,2,KKR,Arun Jaitley Stadium,25 May 2016
127,Carlos Brathwaite,13,4,325,0,2,RPS,Arun Jaitley Stadium,05 May 2016
128,Steve Smith,13,5,260,3,0,MI,Maharashtra Cricket Association's International Stadium,01 May 2016
129,Sanju Samson,13,5,260,1,1,MI,Arun Jaitley Stadium,23 April 2016
130,Gautam Gambhir,13,4,325,1,1,MI,Wankhede Stadium,28 April 2016
131,Usman Khawaja,13,5,260,3,0,DC,ACA-VDCA Stadium,17 May 2016
132,Yuvraj Singh,13,5,260,1,1,MI,ACA-VDCA Stadium,08 May 2016
133,Steve Smith,13,4,325,1,1,MI,Maharashtra Cricket Association's International Stadium,01 May 2016
134,David Miller,13,6,216.66,0,1,MI,IS Bindra Stadium,25 April 2016
135,Martin Guptill,13,4,325,0,2,DC,ACA-VDCA Stadium,15 May 2016
136,Dwayne Bravo,13,5,260,3,0,SRH,Arun Jaitley Stadium,27 May 2016
137,Dinesh Karthik,13,4,325,3,0,KKR,Eden Gardens,08 May 2016
138,AB de Villiers,13,5,260,2,0,PBKS,IS Bindra Stadium,09 May 2016
139,Sam Billings,13,6,216.66,2,0,KKR,Arun Jaitley Stadium,30 April 2016
140,MS Dhoni,13,5,260,0,2,GL,Maharashtra Cricket Association's International Stadium,29 April 2016
141,Chris Morris,13,4,325,0,2,GL,Arun Jaitley Stadium,27 April 2016
142,Ambati Rayudu,13,4,325,1,1,DC,ACA-VDCA Stadium,15 May 2016
143,Axar Patel,13,4,325,1,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,23 April 2016
144,AB de Villiers,13,4,325,3,0,DC,M. Chinnaswamy Stadium,17 April 2016
145,Thisara Perera,13,4,325,0,2,DC,Arun Jaitley Stadium,05 May 2016
146,Shakib Al Hasan,13,4,325,0,2,GL,Eden Gardens,08 May 2016
147,Karun Nair,13,6,216.66,3,0,KKR,Arun Jaitley Stadium,30 April 2016
148,Harbhajan Singh,13,5,260,3,0,RPS,Wankhede Stadium,09 April 2016
149,Kieron Pollard,13,3,433.33,0,2,PBKS,ACA-VDCA Stadium,13 May 2016
150,AB de Villiers,13,4,325,0,2,SRH,M. Chinnaswamy Stadium,12 April 2016
