POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
1,Shreyas Iyer,28,6,466.66,1,4,KKR,Arun Jaitley Stadium,27 April 2018
2,Jos Buttler,28,6,466.66,4,2,KKR,Eden Gardens,15 May 2018
3,Rishabh Pant,26,5,520,2,3,SRH,Arun Jaitley Stadium,10 May 2018
4,Chris Gayle,26,5,520,0,4,SRH,IS Bindra Stadium,19 April 2018
5,Shane Watson,26,6,433.33,2,3,SRH,Wankhede Stadium,27 May 2018
6,Ishan Kishan,24,4,600,0,4,KKR,Eden Gardens,09 May 2018
7,KL Rahul,24,6,400,3,2,DC,IS Bindra Stadium,08 April 2018
8,Jos Buttler,23,6,383.33,1,3,DC,Arun Jaitley Stadium,02 May 2018
9,Suresh Raina,22,6,366.66,2,2,PBKS,Maharashtra Cricket Association's International Stadium,20 May 2018
10,Ambati Rayudu,22,6,366.66,1,3,DC,Arun Jaitley Stadium,18 May 2018
11,Manan Vohra,21,5,420,2,2,MI,M. Chinnaswamy Stadium,01 May 2018
12,Kane Williamson,21,5,420,0,3,CSK,Rajiv Gandhi Intl. Cricket Stadium,22 April 2018
13,Sunil Narine,21,5,420,2,2,RR,Eden Gardens,15 May 2018
14,Marcus Stoinis,21,5,420,2,2,MI,Holkar Cricket Stadium,04 May 2018
15,Kane Williamson,21,6,350,3,1,RR,Sawai Mansingh Stadium,29 April 2018
16,Andre Russell,21,5,420,0,3,DC,Eden Gardens,16 April 2018
17,Colin de Grandhomme,21,5,420,0,3,MI,M. Chinnaswamy Stadium,01 May 2018
18,Abhishek Sharma,20,5,400,1,2,RCB,Arun Jaitley Stadium,12 May 2018
19,Suryakumar Yadav,20,5,400,2,2,PBKS,Wankhede Stadium,16 May 2018
20,Andre Russell,20,5,400,0,3,CSK,Chidambaram,10 April 2018
21,Chris Gayle,20,5,400,2,2,CSK,IS Bindra Stadium,15 April 2018
22,Sunil Narine,20,6,333.33,2,2,RCB,Eden Gardens,08 April 2018
23,Dwayne Bravo,20,6,333.33,0,3,MI,Wankhede Stadium,07 April 2018
24,Alex Hales,19,5,380,0,3,DC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2018
25,Faf du Plessis,19,5,380,3,1,SRH,Wankhede Stadium,22 May 2018
26,Deepak Chahar,19,5,380,1,2,PBKS,Maharashtra Cricket Association's International Stadium,20 May 2018
27,Sunil Narine,19,5,380,3,1,SRH,Eden Gardens,25 May 2018
28,Andre Russell,19,4,475,0,3,DC,Eden Gardens,16 April 2018
29,Harshal Patel,19,4,475,0,3,CSK,Arun Jaitley Stadium,18 May 2018
30,MS Dhoni,19,5,380,1,2,PBKS,IS Bindra Stadium,15 April 2018
31,AB de Villiers,19,5,380,0,3,CSK,M. Chinnaswamy Stadium,25 April 2018
32,MS Dhoni,19,6,316.66,0,3,RCB,Maharashtra Cricket Association's International Stadium,05 May 2018
33,Dwayne Bravo,19,5,380,1,2,MI,Wankhede Stadium,07 April 2018
34,Vijay Shankar,19,5,380,0,3,CSK,Maharashtra Cricket Association's International Stadium,30 April 2018
35,Prithvi Shaw,19,5,380,3,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 May 2018
36,Rashid Khan,18,4,450,1,2,KKR,Eden Gardens,25 May 2018
37,Rahul Tripathi,18,4,450,3,1,KKR,Eden Gardens,15 May 2018
38,Robin Uthappa,18,6,300,1,2,DC,Eden Gardens,16 April 2018
39,Sunil Narine,18,6,300,3,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 May 2018
40,Rishabh Pant,18,5,360,1,2,MI,Wankhede Stadium,14 April 2018
41,Ambati Rayudu,18,6,300,3,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,22 April 2018
42,Evin Lewis,18,6,300,3,1,DC,Wankhede Stadium,14 April 2018
43,Carlos Brathwaite,18,6,300,1,2,CSK,Wankhede Stadium,22 May 2018
44,D'Arcy Short,18,4,450,0,3,DC,Arun Jaitley Stadium,02 May 2018
45,Brendon McCullum,17,5,340,1,2,MI,M. Chinnaswamy Stadium,01 May 2018
46,AB de Villiers,17,5,340,1,2,DC,M. Chinnaswamy Stadium,21 April 2018
47,AB de Villiers,17,5,340,1,2,CSK,M. Chinnaswamy Stadium,25 April 2018
