POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
48,Krunal Pandya,17,4,425,1,2,PBKS,Wankhede Stadium,16 May 2018
49,Sanju Samson,17,6,283.33,2,1,SRH,Sawai Mansingh Stadium,29 April 2018
50,Rishabh Pant,17,5,340,2,1,CSK,Maharashtra Cricket Association's International Stadium,30 April 2018
51,Ishan Kishan,17,4,425,1,2,DC,Wankhede Stadium,14 April 2018
52,Chris Gayle,17,5,340,1,2,KKR,Eden Gardens,21 April 2018
53,MS Dhoni,17,4,425,1,2,DC,Maharashtra Cricket Association's International Stadium,30 April 2018
54,Prithvi Shaw,17,5,340,3,0,PBKS,Arun Jaitley Stadium,23 April 2018
55,Ambati Rayudu,17,5,340,1,2,KKR,Chidambaram,10 April 2018
56,Hardik Pandya,17,5,340,1,2,RR,Wankhede Stadium,13 May 2018
57,Rishabh Pant,17,6,283.33,1,2,CSK,Arun Jaitley Stadium,18 May 2018
58,Ishan Kishan,17,5,340,1,2,PBKS,Wankhede Stadium,16 May 2018
59,Sunil Narine,17,5,340,1,2,RCB,Eden Gardens,08 April 2018
60,Virat Kohli,17,5,340,0,2,KKR,M. Chinnaswamy Stadium,29 April 2018
61,Ravichandran Ashwin,17,5,340,1,2,KKR,Holkar Cricket Stadium,12 May 2018
62,Ajinkya Rahane,17,5,340,4,0,KKR,Sawai Mansingh Stadium,18 April 2018
63,Ishan Kishan,17,5,340,2,1,CSK,Wankhede Stadium,07 April 2018
64,Dinesh Karthik,17,5,340,1,2,PBKS,Holkar Cricket Stadium,12 May 2018
65,Shane Watson,17,4,425,1,2,RR,Maharashtra Cricket Association's International Stadium,20 April 2018
66,Krunal Pandya,17,5,340,2,1,CSK,Wankhede Stadium,07 April 2018
67,Rishabh Pant,17,6,283.33,2,1,SRH,Arun Jaitley Stadium,10 May 2018
68,Shane Watson,16,6,266.66,2,1,KKR,Chidambaram,10 April 2018
69,Vijay Shankar,16,5,320,1,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 May 2018
70,Evin Lewis,16,6,266.66,1,2,DC,Arun Jaitley Stadium,20 May 2018
71,AB de Villiers,16,5,320,1,2,CSK,M. Chinnaswamy Stadium,25 April 2018
72,Kane Williamson,16,5,320,2,1,RCB,M. Chinnaswamy Stadium,17 May 2018
73,KL Rahul,16,6,266.66,2,1,DC,IS Bindra Stadium,08 April 2018
74,Virat Kohli,16,6,266.66,2,1,DC,Arun Jaitley Stadium,12 May 2018
75,Mandeep Singh,16,5,320,1,2,KKR,Eden Gardens,08 April 2018
76,Mandeep Singh,16,6,266.66,3,0,RR,M. Chinnaswamy Stadium,15 April 2018
77,Ben Cutting,16,5,320,1,2,KKR,Eden Gardens,09 May 2018
78,Krunal Pandya,16,5,320,2,1,CSK,Wankhede Stadium,07 April 2018
79,Jason Roy,16,4,400,1,2,MI,Wankhede Stadium,14 April 2018
80,Rohit Sharma,16,5,320,4,0,CSK,Maharashtra Cricket Association's International Stadium,28 April 2018
81,Karun Nair,16,5,320,1,2,CSK,Maharashtra Cricket Association's International Stadium,20 May 2018
82,Rishabh Pant,16,5,320,2,1,PBKS,IS Bindra Stadium,08 April 2018
83,Prithvi Shaw,16,6,266.66,1,2,RR,Arun Jaitley Stadium,02 May 2018
84,KL Rahul,16,6,266.66,1,2,RCB,M. Chinnaswamy Stadium,13 April 2018
85,Chris Lynn,16,4,400,1,2,PBKS,Eden Gardens,21 April 2018
86,Sunil Narine,16,5,320,1,2,PBKS,Holkar Cricket Stadium,12 May 2018
87,Robin Uthappa,16,6,266.66,4,0,MI,Wankhede Stadium,06 May 2018
88,Evin Lewis,16,5,320,0,2,RR,Wankhede Stadium,13 May 2018
89,Ambati Rayudu,16,6,266.66,2,1,SRH,Maharashtra Cricket Association's International Stadium,13 May 2018
90,Evin Lewis,16,5,320,2,1,DC,Arun Jaitley Stadium,20 May 2018
91,Suresh Raina,16,6,266.66,4,0,RR,Maharashtra Cricket Association's International Stadium,20 April 2018
92,Shane Watson,15,5,300,1,1,SRH,Wankhede Stadium,27 May 2018
93,KL Rahul,15,4,375,2,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,26 April 2018
94,KL Rahul,15,5,300,3,0,RR,Sawai Mansingh Stadium,08 May 2018
95,Ben Cutting,15,5,300,2,1,DC,Arun Jaitley Stadium,20 May 2018
96,Sanju Samson,15,5,300,0,2,RCB,M. Chinnaswamy Stadium,15 April 2018
97,Shubman Gill,15,5,300,0,2,CSK,Eden Gardens,03 May 2018
98,KL Rahul,15,5,300,1,1,RR,Holkar Cricket Stadium,06 May 2018
99,Wriddhiman Saha,15,6,250,3,0,KKR,Eden Gardens,14 April 2018
100,Krunal Pandya,15,4,375,2,1,PBKS,Holkar Cricket Stadium,04 May 2018
101,Carlos Brathwaite,15,5,300,0,2,CSK,Wankhede Stadium,22 May 2018
102,Suryakumar Yadav,15,6,250,2,1,KKR,Wankhede Stadium,06 May 2018
103,Sam Billings,15,4,375,0,2,KKR,Chidambaram,10 April 2018
104,KL Rahul,15,4,375,0,2,MI,Wankhede Stadium,16 May 2018
105,Shakib Al Hasan,15,5,300,2,1,KKR,Eden Gardens,14 April 2018
106,Shardul Thakur,15,5,300,3,0,SRH,Wankhede Stadium,22 May 2018
107,Virat Kohli,15,5,300,2,1,PBKS,Holkar Cricket Stadium,14 May 2018
108,Mandeep Singh,15,5,300,0,2,CSK,M. Chinnaswamy Stadium,25 April 2018
109,Rishabh Pant,15,6,250,3,0,SRH,Arun Jaitley Stadium,10 May 2018
110,Virat Kohli,15,6,250,2,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,07 May 2018
111,Kieron Pollard,15,4,375,2,1,PBKS,Wankhede Stadium,16 May 2018
112,Ambati Rayudu,15,4,375,2,1,DC,Maharashtra Cricket Association's International Stadium,30 April 2018
113,MS Dhoni,15,6,250,0,2,KKR,Eden Gardens,03 May 2018
114,Ambati Rayudu,15,5,300,2,1,RCB,Maharashtra Cricket Association's International Stadium,05 May 2018
115,Gautam Gambhir,15,4,375,2,1,PBKS,IS Bindra Stadium,08 April 2018
116,Manish Pandey,15,4,375,2,1,RCB,M. Chinnaswamy Stadium,17 May 2018
117,Sam Billings,14,4,350,0,2,KKR,Chidambaram,10 April 2018
118,Prithvi Shaw,14,3,466.66,2,1,RR,Arun Jaitley Stadium,02 May 2018
119,Colin Munro,14,5,280,2,1,CSK,Maharashtra Cricket Association's International Stadium,30 April 2018
120,Aaron Finch,14,4,350,0,2,KKR,Holkar Cricket Stadium,12 May 2018
121,Karun Nair,14,4,350,2,1,CSK,Maharashtra Cricket Association's International Stadium,20 May 2018
122,Dinesh Karthik,14,4,350,3,0,CSK,Eden Gardens,03 May 2018
123,Hardik Pandya,14,5,280,1,1,RCB,M. Chinnaswamy Stadium,01 May 2018
124,KL Rahul,14,5,280,2,1,RR,Sawai Mansingh Stadium,08 May 2018
125,Shane Watson,14,4,350,0,2,DC,Maharashtra Cricket Association's International Stadium,30 April 2018
126,Sanju Samson,14,3,466.66,2,1,RCB,M. Chinnaswamy Stadium,15 April 2018
127,Dinesh Karthik,14,6,233.33,2,1,MI,Wankhede Stadium,06 May 2018
128,Shreevats Goswami,14,7,200,2,1,KKR,Rajiv Gandhi Intl. Cricket Stadium,19 May 2018
129,KL Rahul,14,4,350,2,1,KKR,Eden Gardens,21 April 2018
130,AB de Villiers,14,4,350,0,2,KKR,Eden Gardens,08 April 2018
131,Glenn Maxwell,14,5,280,0,2,KKR,Eden Gardens,16 April 2018
132,KL Rahul,14,4,350,0,2,KKR,Holkar Cricket Stadium,12 May 2018
133,Jos Buttler,14,6,233.33,2,1,CSK,Sawai Mansingh Stadium,11 May 2018
134,Chris Lynn,14,6,233.33,3,0,SRH,Eden Gardens,14 April 2018
135,AB de Villiers,14,6,233.33,3,0,RR,Sawai Mansingh Stadium,19 May 2018
136,KL Rahul,14,4,350,1,1,RR,Holkar Cricket Stadium,06 May 2018
137,Shreyas Iyer,14,4,350,0,2,KKR,Arun Jaitley Stadium,27 April 2018
138,Suresh Raina,14,4,350,0,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,22 April 2018
139,Andre Russell,14,4,350,0,2,CSK,Chidambaram,10 April 2018
140,Moeen Ali,14,4,350,0,2,SRH,M. Chinnaswamy Stadium,17 May 2018
141,Brendon McCullum,14,6,233.33,2,1,KKR,Eden Gardens,08 April 2018
142,Ishan Kishan,14,6,233.33,3,0,KKR,Eden Gardens,09 May 2018
143,Evin Lewis,14,6,233.33,2,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018
144,Kane Williamson,14,4,350,0,2,KKR,Rajiv Gandhi Intl. Cricket Stadium,19 May 2018
145,Suryakumar Yadav,14,6,233.33,2,1,DC,Wankhede Stadium,14 April 2018
146,Shane Watson,14,4,350,0,2,DC,Maharashtra Cricket Association's International Stadium,30 April 2018
147,Andre Russell,14,6,233.33,2,1,RCB,Eden Gardens,08 April 2018
148,Rohit Sharma,14,5,280,2,1,RCB,Wankhede Stadium,17 April 2018
149,Rishabh Pant,14,6,233.33,2,1,RCB,M. Chinnaswamy Stadium,21 April 2018
150,Evin Lewis,14,6,233.33,2,1,KKR,Wankhede Stadium,06 May 2018
