POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
86,Yusuf Pathan,13,4,325,0,2,DEC,St George's Park,02 May 2009
87,Irfan Pathan,13,5,260,1,1,KKR,Kingsmead,21 April 2009
88,Shane Warne,13,4,325,0,2,DEC,St George's Park,02 May 2009
89,Lee Carseldine,13,6,216.66,3,0,DEC,St George's Park,02 May 2009
90,Jacques Kallis,13,4,325,0,2,MI,New Wanderers Stadium,03 May 2009
91,Robin Uthappa,13,4,325,1,1,MI,New Wanderers Stadium,03 May 2009
92,Wriddhiman Saha,13,5,260,1,1,CSK,Supersport Park,18 May 2009
93,Chris Gayle,13,4,325,0,2,RR,Newlands,23 April 2009
94,Andrew Symonds,13,6,216.66,0,1,DC,Kingsmead,13 May 2009
95,Munaf Patel,13,5,260,3,0,DC,OUTsurance Oval,17 May 2009
96,Karan Goel,13,5,260,0,2,DC,Newlands,19 April 2009
97,Ross Taylor,13,5,260,0,2,KKR,Supersport Park,12 May 2009
98,Yusuf Pathan,13,3,433.33,0,2,DC,Supersport Park,28 April 2009
99,Herschelle Gibbs,13,5,260,0,2,RCB,Supersport Park,21 May 2009
100,Herschelle Gibbs,13,4,325,1,1,KKR,Newlands,19 April 2009
101,Sunny Sohal,13,3,433.33,0,2,KKR,St George's Park,03 May 2009
102,Jacques Kallis,13,5,260,1,1,DC,New Wanderers Stadium,19 May 2009
103,Manish Pandey,13,5,260,3,0,CSK,New Wanderers Stadium,23 May 2009
104,Sanath Jayasuriya,13,3,433.33,1,1,RCB,New Wanderers Stadium,03 May 2009
105,Abhishek Nayar,13,5,260,2,0,RR,Kingsmead,14 May 2009
106,Suresh Raina,13,3,433.33,0,2,RR,Supersport Park,30 April 2009
107,Adam Gilchrist,13,4,325,1,1,DC,Supersport Park,22 May 2009
108,Ajinkya Rahane,13,6,216.66,1,1,DC,Supersport Park,21 May 2009
109,Adam Gilchrist,13,5,260,0,2,DC,Kingsmead,13 May 2009
110,Yuvraj Singh,13,4,325,1,1,RCB,Kingsmead,24 April 2009
111,Subramaniam Badrinath,12,6,200,2,0,RR,De Beers Diamond Oval,09 May 2009
112,Yusuf Pathan,12,4,300,1,1,DC,Supersport Park,28 April 2009
113,Moises Henriques,12,4,300,1,1,DC,Kingsmead,05 May 2009
114,Shreevats Goswami,12,5,240,2,0,KKR,Kingsmead,29 April 2009
115,Mark Boucher,12,5,240,0,2,DC,St George's Park,26 April 2009
116,Rohit Sharma,12,4,300,1,1,PBKS,New Wanderers Stadium,17 May 2009
117,Swapnil Asnodkar,12,5,240,1,1,DEC,De Beers Diamond Oval,11 May 2009
118,Suresh Raina,12,6,200,1,1,RR,Supersport Park,30 April 2009
119,Adam Gilchrist,12,5,240,1,1,RCB,Newlands,22 April 2009
120,Simon Katich,12,6,200,2,0,CSK,Supersport Park,07 May 2009
121,Mark Boucher,12,4,300,2,0,KKR,Kingsmead,29 April 2009
122,Matthew Hayden,12,6,200,1,1,PBKS,Supersport Park,07 May 2009
123,Suresh Raina,12,6,200,1,1,RR,De Beers Diamond Oval,09 May 2009
124,Amit Mishra,12,3,400,1,1,MI,Supersport Park,21 May 2009
125,Yusuf Pathan,12,4,300,3,0,KKR,Newlands,23 April 2009
126,Adam Gilchrist,12,6,200,3,0,RCB,Newlands,22 April 2009
127,Mahela Jayawardena,12,5,240,2,0,RCB,Kingsmead,01 May 2009
128,Subramaniam Badrinath,12,4,300,1,1,DC,New Wanderers Stadium,02 May 2009
129,Parthiv Patel,12,5,240,3,0,RCB,New Wanderers Stadium,23 May 2009
130,Ross Taylor,12,4,300,0,2,DC,New Wanderers Stadium,19 May 2009
131,Brad Hodge,12,5,240,2,0,CSK,Supersport Park,18 May 2009
132,Roelof van der Merwe,12,6,200,0,2,DEC,New Wanderers Stadium,24 May 2009
133,Abhishek Nayar,12,5,240,2,0,RCB,New Wanderers Stadium,03 May 2009
134,Pinal Shah,12,5,240,0,2,DEC,Supersport Park,06 May 2009
135,Ajinkya Rahane,12,6,200,2,0,DC,Supersport Park,21 May 2009
136,Robin Uthappa,12,3,400,1,1,MI,New Wanderers Stadium,03 May 2009
137,Irfan Pathan,12,3,400,0,2,DC,OUTsurance Oval,15 May 2009
138,Kumar Sangakkara,12,5,240,1,1,RCB,Kingsmead,24 April 2009
139,Andrew Symonds,12,5,240,2,0,DC,Supersport Park,22 May 2009
140,Venugopal Rao,12,5,240,2,0,MI,Supersport Park,06 May 2009
141,Rahul Dravid,11,5,220,2,0,RR,Newlands,18 April 2009
142,Rohit Sharma,11,4,275,1,1,RR,St George's Park,02 May 2009
143,Jacques Kallis,11,4,275,0,1,PBKS,Kingsmead,24 April 2009
144,Andrew Symonds,11,5,220,0,1,DC,Kingsmead,13 May 2009
145,Ravi Bopara,11,4,275,1,1,RCB,Kingsmead,24 April 2009
146,Dwayne Bravo,11,5,220,0,1,PBKS,Supersport Park,12 May 2009
147,Ravindra Jadeja,11,4,275,1,1,CSK,De Beers Diamond Oval,09 May 2009
148,MS Dhoni,11,4,275,2,0,PBKS,Supersport Park,07 May 2009
149,Dwaraka Ravi Teja,11,6,183.33,2,0,DC,Kingsmead,13 May 2009
150,Ravindra Jadeja,11,6,183.33,2,0,MI,Kingsmead,14 May 2009
