POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
1,David Hussey,25,7,357.14,2,2,DEC,New Wanderers Stadium,16 May 2009
2,MS Dhoni,24,6,400,2,2,PBKS,Supersport Park,07 May 2009
3,Adam Gilchrist,23,6,383.33,1,3,DC,Supersport Park,22 May 2009
4,Rohit Sharma,22,6,366.66,2,2,KKR,New Wanderers Stadium,16 May 2009
5,Brendon McCullum,22,6,366.66,4,1,CSK,Supersport Park,18 May 2009
6,Dwayne Bravo,21,6,350,2,2,PBKS,Supersport Park,12 May 2009
7,Abhishek Nayar,21,5,420,0,3,CSK,Newlands,18 April 2009
8,Naman Ojha,21,5,420,0,3,KKR,Kingsmead,20 May 2009
9,Adam Gilchrist,20,6,333.33,5,0,DC,Supersport Park,22 May 2009
10,Subramaniam Badrinath,20,6,333.33,3,1,RR,De Beers Diamond Oval,09 May 2009
11,Matthew Hayden,19,5,380,3,1,RCB,St George's Park,20 April 2009
12,Andrew Symonds,19,5,380,1,2,PBKS,De Beers Diamond Oval,09 May 2009
13,Dwayne Smith,19,5,380,1,2,DC,Supersport Park,30 April 2009
14,Rohit Sharma,19,5,380,0,3,RCB,Newlands,22 April 2009
15,Ravindra Jadeja,19,6,316.66,2,1,PBKS,Kingsmead,05 May 2009
16,Ravi Bopara,19,6,316.66,1,2,RCB,Kingsmead,24 April 2009
17,Adam Gilchrist,18,6,300,3,1,PBKS,New Wanderers Stadium,17 May 2009
18,Abhishek Raut,18,6,300,1,2,KKR,Newlands,23 April 2009
19,Yusuf Pathan,18,5,360,1,2,DC,Supersport Park,28 April 2009
20,Brendon McCullum,18,5,360,1,2,DC,Kingsmead,05 May 2009
21,Simon Katich,18,6,300,3,1,DC,OUTsurance Oval,15 May 2009
22,Simon Katich,18,5,360,0,3,CSK,Supersport Park,07 May 2009
23,Herschelle Gibbs,18,5,360,3,1,CSK,Kingsmead,27 April 2009
24,Matthew Hayden,18,5,360,1,2,DC,Kingsmead,23 April 2009
25,Matthew Hayden,18,6,300,0,3,PBKS,Supersport Park,07 May 2009
26,Jesse Ryder,18,6,300,4,0,PBKS,Kingsmead,24 April 2009
27,Manish Pandey,18,6,300,0,2,DEC,Supersport Park,21 May 2009
28,Yuvraj Singh,17,5,340,2,1,CSK,Supersport Park,07 May 2009
29,Rahul Dravid,17,6,283.33,2,1,DEC,Newlands,22 April 2009
30,Albie Morkel,17,5,340,1,2,KKR,Supersport Park,18 May 2009
31,Rohit Sharma,17,5,340,1,2,PBKS,New Wanderers Stadium,17 May 2009
32,Herschelle Gibbs,17,4,425,1,2,RCB,Supersport Park,21 May 2009
33,Jacob Oram,17,4,425,1,2,DEC,Kingsmead,27 April 2009
34,Dwayne Bravo,17,5,340,0,2,RCB,New Wanderers Stadium,03 May 2009
35,Adam Gilchrist,17,5,340,4,0,DC,Kingsmead,13 May 2009
36,Yuvraj Singh,17,5,340,1,2,RR,Kingsmead,05 May 2009
37,Suresh Raina,17,4,425,1,2,DEC,Buffalo Park,04 May 2009
38,Ravi Bopara,16,5,320,0,2,RCB,Kingsmead,24 April 2009
39,Manish Pandey,16,6,266.66,2,1,DEC,Supersport Park,21 May 2009
40,Adam Gilchrist,16,6,266.66,1,2,CSK,Kingsmead,27 April 2009
41,Roelof van der Merwe,16,4,400,1,2,PBKS,Kingsmead,01 May 2009
42,Dwayne Smith,16,6,266.66,1,2,CSK,Buffalo Park,04 May 2009
43,Naman Ojha,16,6,266.66,1,2,PBKS,Kingsmead,05 May 2009
44,Matthew Hayden,16,6,266.66,1,2,PBKS,Supersport Park,07 May 2009
45,Kumar Sangakkara,15,5,300,2,0,DEC,New Wanderers Stadium,17 May 2009
46,Brendon McCullum,15,5,300,3,0,RCB,Supersport Park,12 May 2009
47,Rohit Sharma,15,5,300,2,1,KKR,Newlands,19 April 2009
48,Ross Taylor,15,5,300,0,2,KKR,Supersport Park,12 May 2009
49,Sourav Ganguly,15,4,375,0,2,RR,Newlands,23 April 2009
50,Sachin Tendulkar,15,4,375,2,1,DEC,Kingsmead,25 April 2009
51,Chris Gayle,15,5,300,2,1,PBKS,Kingsmead,21 April 2009
52,Dwayne Smith,15,6,250,3,0,DC,Supersport Park,30 April 2009
53,Brad Hodge,15,5,300,3,0,PBKS,St George's Park,03 May 2009
54,Adam Gilchrist,15,4,375,2,1,DC,Supersport Park,22 May 2009
55,Ross Taylor,15,5,300,3,0,KKR,Supersport Park,12 May 2009
56,Mahela Jayawardena,15,4,375,0,2,DEC,De Beers Diamond Oval,09 May 2009
57,Brendon McCullum,15,4,375,0,2,RCB,Supersport Park,12 May 2009
58,Suresh Raina,15,5,300,2,1,PBKS,Supersport Park,07 May 2009
59,Harbhajan Singh,14,4,350,0,2,KKR,St George's Park,27 April 2009
60,Sanath Jayasuriya,14,5,280,2,1,CSK,St George's Park,16 May 2009
61,JP Duminy,14,4,350,0,2,KKR,Buffalo Park,01 May 2009
62,Mahela Jayawardena,14,5,280,1,1,CSK,Supersport Park,07 May 2009
63,Brendon McCullum,14,5,280,2,1,CSK,Supersport Park,18 May 2009
64,Suresh Raina,14,4,350,0,2,KKR,Supersport Park,18 May 2009
65,JP Duminy,14,4,350,0,2,KKR,Buffalo Park,01 May 2009
66,Matthew Hayden,14,5,280,3,0,RCB,Kingsmead,14 May 2009
67,Sanath Jayasuriya,14,5,280,0,2,KKR,St George's Park,27 April 2009
68,Naman Ojha,14,3,466.66,2,1,RCB,Supersport Park,07 May 2009
69,Mahela Jayawardena,14,5,280,1,1,KKR,Kingsmead,21 April 2009
70,Brad Hodge,14,4,350,0,2,CSK,Supersport Park,18 May 2009
71,Tirumalasetti Suman,14,4,350,1,1,DC,Supersport Park,30 April 2009
72,Virat Kohli,14,3,466.66,0,2,DEC,Supersport Park,21 May 2009
73,Adam Gilchrist,14,5,280,2,1,RCB,Newlands,22 April 2009
74,Sachin Tendulkar,14,5,280,3,0,RR,Kingsmead,14 May 2009
75,Subramaniam Badrinath,14,5,280,2,1,DC,New Wanderers Stadium,02 May 2009
76,Sanath Jayasuriya,14,5,280,1,1,CSK,St George's Park,16 May 2009
77,Mark Boucher,14,5,280,1,1,MI,St George's Park,10 May 2009
78,Brad Hodge,14,6,233.33,2,1,RCB,Kingsmead,29 April 2009
79,Matthew Hayden,14,5,280,3,0,MI,Newlands,18 April 2009
80,Adam Gilchrist,13,5,260,0,2,RCB,Newlands,22 April 2009
81,Luke Pomersbach,13,6,216.66,1,1,CSK,Kingsmead,20 May 2009
82,Tirumalasetti Suman,13,4,325,0,2,MI,Supersport Park,06 May 2009
83,Adam Gilchrist,13,5,260,0,2,KKR,New Wanderers Stadium,16 May 2009
84,Robin Uthappa,13,4,325,3,0,MI,New Wanderers Stadium,03 May 2009
85,Andrew Flintoff,13,6,216.66,1,1,MI,Newlands,18 April 2009
