POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
1,Andre Russell,28,5,560,1,4,RCB,M. Chinnaswamy Stadium,05 April 2019
2,Jos Buttler,28,6,466.66,4,2,MI,Wankhede Stadium,13 April 2019
3,Moeen Ali,26,6,433.33,2,3,KKR,Eden Gardens,19 April 2019
4,KL Rahul,24,6,400,3,2,CSK,IS Bindra Stadium,05 May 2019
5,Chris Gayle,24,6,400,3,2,RCB,IS Bindra Stadium,13 April 2019
6,Sunil Narine,24,5,480,1,3,PBKS,Eden Gardens,27 March 2019
7,Sanju Samson,24,6,400,4,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,29 March 2019
8,MS Dhoni,24,6,400,1,3,RCB,M. Chinnaswamy Stadium,21 April 2019
9,Kane Williamson,23,6,383.33,2,2,RCB,M. Chinnaswamy Stadium,04 May 2019
10,Shane Watson,23,5,460,1,3,DC,ACA-VDCA Stadium,10 May 2019
11,KL Rahul,23,5,460,1,3,MI,Wankhede Stadium,10 April 2019
12,Andre Russell,22,4,550,1,3,PBKS,Eden Gardens,27 March 2019
13,Sam Curran,22,6,366.66,3,1,KKR,IS Bindra Stadium,03 May 2019
14,Chris Gayle,22,5,440,1,3,MI,Wankhede Stadium,10 April 2019
15,Suresh Raina,22,6,366.66,4,1,SRH,Chidambaram,23 April 2019
16,Sunil Narine,22,6,366.66,4,1,RR,Sawai Mansingh Stadium,07 April 2019
17,Andre Russell,21,5,420,2,2,PBKS,Eden Gardens,27 March 2019
18,Rishabh Pant,21,5,420,2,2,SRH,ACA-VDCA Stadium,08 May 2019
19,Andre Russell,21,6,350,2,2,SRH,Eden Gardens,24 March 2019
20,Hardik Pandya,21,6,350,2,2,RCB,Wankhede Stadium,15 April 2019
21,Marcus Stoinis,20,4,500,2,2,PBKS,M. Chinnaswamy Stadium,24 April 2019
22,Andre Russell,20,6,333.33,2,2,MI,Eden Gardens,28 April 2019
23,Liam Livingstone,20,6,333.33,2,2,SRH,Sawai Mansingh Stadium,27 April 2019
24,Quinton de Kock,19,6,316.66,0,3,CSK,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019
25,Nicholas Pooran,19,6,316.66,0,3,RCB,M. Chinnaswamy Stadium,24 April 2019
26,Chris Lynn,19,4,475,0,3,CSK,Eden Gardens,14 April 2019
27,Rishabh Pant,19,5,380,1,2,MI,Wankhede Stadium,24 March 2019
28,Andre Russell,19,5,380,0,3,MI,Eden Gardens,28 April 2019
29,Quinton de Kock,19,5,380,3,1,RR,Sawai Mansingh Stadium,20 April 2019
30,MS Dhoni,19,4,475,0,3,RR,Chidambaram,31 March 2019
31,Kieron Pollard,19,7,271.42,0,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 April 2019
32,Dinesh Karthik,19,5,380,3,1,RR,Eden Gardens,25 April 2019
33,Shane Watson,19,5,380,0,3,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019
34,MS Dhoni,19,6,316.66,1,2,DC,Chidambaram,01 May 2019
35,Andre Russell,19,6,316.66,0,3,RCB,M. Chinnaswamy Stadium,05 April 2019
36,Chris Gayle,19,5,380,3,1,RR,Sawai Mansingh Stadium,25 March 2019
37,Jonny Bairstow,18,4,450,1,2,KKR,Rajiv Gandhi Intl. Cricket Stadium,21 April 2019
38,David Warner,18,5,360,1,2,KKR,Rajiv Gandhi Intl. Cricket Stadium,21 April 2019
39,Jos Buttler,18,5,360,3,1,PBKS,Sawai Mansingh Stadium,25 March 2019
40,Andre Russell,18,6,300,0,3,RCB,Eden Gardens,19 April 2019
41,Yuvraj Singh,18,4,450,0,3,RCB,M. Chinnaswamy Stadium,28 March 2019
42,Andre Russell,18,5,360,1,2,SRH,Eden Gardens,24 March 2019
43,Nitish Rana,18,6,300,1,2,RCB,Eden Gardens,19 April 2019
44,Parthiv Patel,18,6,300,3,1,PBKS,M. Chinnaswamy Stadium,24 April 2019
45,AB de Villiers,18,5,360,0,3,PBKS,M. Chinnaswamy Stadium,24 April 2019
46,Kieron Pollard,18,6,300,2,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 April 2019
47,Andre Russell,18,3,600,0,3,RCB,Eden Gardens,19 April 2019
48,Parthiv Patel,18,6,300,3,1,MI,Wankhede Stadium,15 April 2019
49,Sanju Samson,17,5,340,1,2,RCB,M. Chinnaswamy Stadium,30 April 2019
50,Nitish Rana,17,5,340,1,2,RCB,Eden Gardens,19 April 2019
51,Shubman Gill,17,6,283.33,1,2,PBKS,IS Bindra Stadium,03 May 2019
52,Ravichandran Ashwin,17,4,425,1,2,RR,IS Bindra Stadium,16 April 2019
53,Ajinkya Rahane,17,6,283.33,2,1,KKR,Eden Gardens,25 April 2019
54,Jonny Bairstow,17,5,340,2,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,31 March 2019
55,Ajinkya Rahane,17,6,283.33,2,1,MI,Wankhede Stadium,13 April 2019
56,Faf du Plessis,17,5,340,2,1,PBKS,IS Bindra Stadium,05 May 2019
57,Dinesh Karthik,17,5,340,1,2,RR,Eden Gardens,25 April 2019
58,Virat Kohli,17,5,340,2,1,KKR,Eden Gardens,19 April 2019
59,Dinesh Karthik,17,5,340,2,1,PBKS,IS Bindra Stadium,03 May 2019
60,Shane Watson,17,5,340,2,1,SRH,Chidambaram,23 April 2019
61,Hardik Pandya,17,4,425,1,2,CSK,Wankhede Stadium,03 April 2019
