POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
76,Chris Gayle,32,21,152.38,2,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
77,Pawan Negi,35,23,152.17,1,3,MI,Wankhede Stadium,01 May 2017
78,Axar Patel,44,29,151.72,1,3,DC,Arun Jaitley Stadium,15 April 2017
79,Rohit Sharma,58,39,148.71,6,3,RPS,Wankhede Stadium,24 April 2017
80,Brendon McCullum,64,44,145.45,6,3,MI,Wankhede Stadium,16 April 2017
81,Rahul Tripathi,59,41,143.9,6,3,SRH,Maharashtra Cricket Association's International Stadium,22 April 2017
82,Manish Pandey,69,49,140.81,4,3,DC,Arun Jaitley Stadium,17 April 2017
83,Manoj Tiwary,60,45,133.33,5,3,DC,Arun Jaitley Stadium,12 May 2017
84,Parthiv Patel,52,40,130,3,3,RPS,Wankhede Stadium,16 May 2017
85,Virat Kohli,58,45,128.88,3,3,DC,Arun Jaitley Stadium,14 May 2017
86,Chris Gayle,48,38,126.31,3,3,DC,Arun Jaitley Stadium,14 May 2017
87,Suresh Raina,23,8,287.5,2,2,RCB,Saurashtra Cricket Association Stadium,18 April 2017
88,Ben Cutting,16,6,266.66,0,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
89,Dan Christian,16,6,266.66,0,2,KKR,Maharashtra Cricket Association's International Stadium,26 April 2017
90,Hardik Pandya,29,11,263.63,3,2,KKR,Wankhede Stadium,09 April 2017
91,Ravindra Jadeja,18,7,257.14,0,2,DC,Arun Jaitley Stadium,04 May 2017
92,Manoj Tiwary,27,11,245.45,3,2,RCB,M. Chinnaswamy Stadium,16 April 2017
93,Kedar Jadhav,38,16,237.5,5,2,GL,Saurashtra Cricket Association Stadium,18 April 2017
94,Deepak Chahar,14,6,233.33,0,2,DC,Maharashtra Cricket Association's International Stadium,11 April 2017
95,Axar Patel,38,17,223.52,3,2,RCB,M. Chinnaswamy Stadium,05 May 2017
96,MS Dhoni,23,11,209.09,1,2,KKR,Maharashtra Cricket Association's International Stadium,26 April 2017
97,Andrew Tye,25,12,208.33,2,2,MI,Saurashtra Cricket Association Stadium,29 April 2017
98,Aaron Finch,31,15,206.66,4,2,KKR,Eden Gardens,21 April 2017
99,Parthiv Patel,37,18,205.55,4,2,PBKS,Holkar Cricket Stadium,20 April 2017
100,Kane Williamson,54,27,200,4,2,PBKS,IS Bindra Stadium,28 April 2017
101,Axar Patel,34,17,200,3,2,GL,Saurashtra Cricket Association Stadium,23 April 2017
102,Moises Henriques,55,28,196.42,6,2,RPS,Maharashtra Cricket Association's International Stadium,22 April 2017
103,Karun Nair,39,20,195,5,2,SRH,Arun Jaitley Stadium,02 May 2017
104,Rahul Tripathi,33,17,194.11,3,2,GL,Saurashtra Cricket Association Stadium,14 April 2017
105,Colin de Grandhomme,36,19,189.47,3,2,RPS,Eden Gardens,03 May 2017
106,Dinesh Karthik,47,25,188,6,2,KKR,Saurashtra Cricket Association Stadium,07 April 2017
107,Suryakumar Yadav,30,16,187.5,2,2,RPS,Eden Gardens,03 May 2017
108,Aaron Finch,15,8,187.5,0,2,KKR,Saurashtra Cricket Association Stadium,07 April 2017
109,Chris Lynn,26,14,185.71,3,2,MI,Eden Gardens,13 May 2017
110,Dinesh Karthik,48,26,184.61,2,2,MI,Wankhede Stadium,16 April 2017
111,Glenn Maxwell,20,11,181.81,0,2,GL,IS Bindra Stadium,07 May 2017
112,Shreyas Iyer,14,8,175,0,2,GL,Arun Jaitley Stadium,04 May 2017
113,Manoj Tiwary,40,23,173.91,3,2,PBKS,Holkar Cricket Stadium,08 April 2017
114,Aaron Finch,33,19,173.68,3,2,RPS,Saurashtra Cricket Association Stadium,14 April 2017
115,Shreyas Iyer,96,57,168.42,15,2,GL,Green Park,10 May 2017
116,Pawan Negi,32,19,168.42,3,2,GL,M. Chinnaswamy Stadium,27 April 2017
117,Gautam Gambhir,32,19,168.42,2,2,SRH,M. Chinnaswamy Stadium,17 May 2017
118,Shaun Marsh,84,50,168,14,2,SRH,IS Bindra Stadium,28 April 2017
119,Brendon McCullum,45,27,166.66,5,2,RPS,Maharashtra Cricket Association's International Stadium,01 May 2017
120,Dwayne Smith,54,33,163.63,7,2,SRH,Green Park,13 May 2017
121,Rishabh Pant,36,22,163.63,4,2,RPS,Arun Jaitley Stadium,12 May 2017
122,Hashim Amla,65,40,162.5,9,2,GL,Saurashtra Cricket Association Stadium,23 April 2017
123,Yuvraj Singh,26,16,162.5,2,2,KKR,Eden Gardens,15 April 2017
124,Shreyas Iyer,50,31,161.29,5,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017
125,Shaun Marsh,25,16,156.25,0,2,MI,Wankhede Stadium,11 May 2017
126,Jos Buttler,28,18,155.55,3,2,DC,Wankhede Stadium,22 April 2017
127,Yusuf Pathan,59,39,151.28,6,2,DC,Arun Jaitley Stadium,17 April 2017
128,Corey Anderson,18,12,150,0,2,GL,Arun Jaitley Stadium,04 May 2017
129,Robin Uthappa,72,48,150,8,2,GL,Eden Gardens,21 April 2017
130,Rohit Sharma,67,45,148.88,6,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,08 May 2017
131,MS Dhoni,31,21,147.61,2,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017
132,David Miller,28,19,147.36,2,2,KKR,Eden Gardens,13 April 2017
133,Nitish Rana,53,36,147.22,4,2,GL,Wankhede Stadium,16 April 2017
134,Wriddhiman Saha,25,17,147.05,2,2,KKR,Eden Gardens,13 April 2017
135,Brendon McCullum,35,24,145.83,4,2,KKR,Saurashtra Cricket Association Stadium,07 April 2017
136,Rahul Tripathi,45,31,145.16,3,2,MI,Wankhede Stadium,24 April 2017
137,David Warner,49,34,144.11,7,2,MI,Wankhede Stadium,12 April 2017
138,Virat Kohli,20,14,142.85,0,2,MI,Wankhede Stadium,01 May 2017
139,Rishabh Pant,31,22,140.9,1,2,RPS,Maharashtra Cricket Association's International Stadium,11 April 2017
140,Moises Henriques,52,37,140.54,3,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
141,Ishan Kishan,48,35,137.14,6,2,MI,Saurashtra Cricket Association Stadium,29 April 2017
142,Shikhar Dhawan,62,46,134.78,4,2,MI,Rajiv Gandhi Intl. Cricket Stadium,08 May 2017
143,Rishabh Pant,45,34,132.35,3,2,RCB,Arun Jaitley Stadium,14 May 2017
144,Shreyas Iyer,33,25,132,1,2,SRH,Arun Jaitley Stadium,02 May 2017
145,Ben Stokes,33,25,132,3,2,DC,Arun Jaitley Stadium,12 May 2017
146,Virat Kohli,62,47,131.91,5,2,MI,M. Chinnaswamy Stadium,14 April 2017
147,Manish Pandey,46,35,131.42,3,2,SRH,Eden Gardens,15 April 2017
148,David Warner,70,54,129.62,7,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017
149,Ishan Kishan,31,24,129.16,3,2,RPS,Maharashtra Cricket Association's International Stadium,01 May 2017
150,Steve Smith,27,21,128.57,1,2,SRH,Maharashtra Cricket Association's International Stadium,22 April 2017
