POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
1,Rishabh Pant,97,43,225.58,6,9,GL,Arun Jaitley Stadium,04 May 2017
2,AB de Villiers,89,46,193.47,3,9,PBKS,Holkar Cricket Stadium,10 April 2017
3,Chris Lynn,93,41,226.82,6,8,GL,Saurashtra Cricket Association Stadium,07 April 2017
4,David Warner,126,59,213.55,10,8,KKR,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017
5,Chris Gayle,77,38,202.63,5,7,GL,Saurashtra Cricket Association Stadium,18 April 2017
6,Sanju Samson,61,31,196.77,0,7,GL,Arun Jaitley Stadium,04 May 2017
7,Nitish Rana,62,34,182.35,0,7,PBKS,Holkar Cricket Stadium,20 April 2017
8,Rahul Tripathi,93,52,178.84,9,7,KKR,Eden Gardens,03 May 2017
9,Brendon McCullum,72,44,163.63,2,7,RCB,Saurashtra Cricket Association Stadium,18 April 2017
10,Aaron Finch,72,34,211.76,5,6,RCB,M. Chinnaswamy Stadium,27 April 2017
11,Robin Uthappa,87,47,185.1,7,6,RPS,Maharashtra Cricket Association's International Stadium,26 April 2017
12,Hashim Amla,104,60,173.33,8,6,MI,Holkar Cricket Stadium,20 April 2017
13,Ben Stokes,103,63,163.49,7,6,GL,Maharashtra Cricket Association's International Stadium,01 May 2017
14,Glenn Maxwell,47,21,223.8,2,5,MI,Wankhede Stadium,11 May 2017
15,Kieron Pollard,50,24,208.33,1,5,PBKS,Wankhede Stadium,11 May 2017
16,Jos Buttler,77,37,208.1,7,5,PBKS,Holkar Cricket Stadium,20 April 2017
17,Dinesh Karthik,65,34,191.17,5,5,DC,Arun Jaitley Stadium,04 May 2017
18,Manan Vohra,95,50,190,9,5,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017
19,Kedar Jadhav,69,37,186.48,5,5,DC,M. Chinnaswamy Stadium,08 April 2017
20,Kane Williamson,89,51,174.5,6,5,DC,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017
21,Hashim Amla,104,60,173.33,8,5,GL,IS Bindra Stadium,07 May 2017
22,Manish Pandey,81,47,172.34,5,5,MI,Wankhede Stadium,09 April 2017
23,Sanju Samson,102,63,161.9,8,5,RPS,Maharashtra Cricket Association's International Stadium,11 April 2017
24,Travis Head,75,47,159.57,3,5,KKR,M. Chinnaswamy Stadium,07 May 2017
25,MS Dhoni,40,26,153.84,0,5,MI,Wankhede Stadium,16 May 2017
26,Kieron Pollard,70,47,148.93,3,5,RCB,M. Chinnaswamy Stadium,14 April 2017
27,Sunil Narine,54,17,317.64,6,4,RCB,M. Chinnaswamy Stadium,07 May 2017
28,Ishan Kishan,39,16,243.75,2,4,RCB,Saurashtra Cricket Association Stadium,18 April 2017
29,Rishabh Pant,38,16,237.5,2,4,KKR,Arun Jaitley Stadium,17 April 2017
30,Hardik Pandya,35,15,233.33,1,4,RPS,Maharashtra Cricket Association's International Stadium,06 April 2017
31,Hardik Pandya,30,13,230.76,0,4,PBKS,Wankhede Stadium,11 May 2017
32,Chris Lynn,50,22,227.27,5,4,RCB,M. Chinnaswamy Stadium,07 May 2017
33,Glenn Maxwell,44,20,220,2,4,RPS,Holkar Cricket Stadium,08 April 2017
34,Glenn Maxwell,43,22,195.45,3,4,RCB,Holkar Cricket Stadium,10 April 2017
35,Dwayne Smith,74,39,189.74,8,4,PBKS,IS Bindra Stadium,07 May 2017
36,Robin Uthappa,53,28,189.28,4,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017
37,David Warner,51,27,188.88,4,4,PBKS,IS Bindra Stadium,28 April 2017
38,Lendl Simmons,59,32,184.37,5,4,PBKS,Wankhede Stadium,11 May 2017
39,Suresh Raina,84,46,182.6,9,4,KKR,Eden Gardens,21 April 2017
40,Kieron Pollard,63,35,180,5,4,DC,Arun Jaitley Stadium,06 May 2017
41,Suresh Raina,77,43,179.06,5,4,DC,Arun Jaitley Stadium,04 May 2017
42,Robin Uthappa,59,33,178.78,5,4,DC,Eden Gardens,28 April 2017
43,Aaron Finch,69,39,176.92,6,4,DC,Green Park,10 May 2017
44,Glenn Maxwell,44,25,176,1,4,KKR,IS Bindra Stadium,09 May 2017
45,Robin Uthappa,68,39,174.35,5,4,SRH,Eden Gardens,15 April 2017
46,David Warner,76,45,168.88,6,4,GL,Rajiv Gandhi Intl. Cricket Stadium,09 April 2017
47,Rishabh Pant,57,36,158.33,3,4,RCB,M. Chinnaswamy Stadium,08 April 2017
48,Lendl Simmons,66,43,153.48,5,4,DC,Arun Jaitley Stadium,06 May 2017
49,Ishan Kishan,61,40,152.5,5,4,SRH,Green Park,13 May 2017
50,Chris Morris,38,9,422.22,4,3,RPS,Maharashtra Cricket Association's International Stadium,11 April 2017
51,Yusuf Pathan,20,7,285.71,0,3,MI,Eden Gardens,13 May 2017
52,Yuvraj Singh,62,27,229.62,7,3,RCB,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
53,Glenn Maxwell,40,18,222.22,4,3,MI,Holkar Cricket Stadium,20 April 2017
54,Hardik Pandya,29,14,207.14,1,3,DC,Arun Jaitley Stadium,06 May 2017
55,Sunil Narine,37,18,205.55,4,3,PBKS,Eden Gardens,13 April 2017
56,Jos Buttler,38,19,200,3,3,RPS,Maharashtra Cricket Association's International Stadium,06 April 2017
57,Martin Guptill,50,27,185.18,6,3,DC,IS Bindra Stadium,30 April 2017
58,Krunal Pandya,37,20,185,3,3,SRH,Wankhede Stadium,12 April 2017
59,MS Dhoni,61,34,179.41,5,3,SRH,Maharashtra Cricket Association's International Stadium,22 April 2017
60,Corey Anderson,39,22,177.27,3,3,PBKS,Arun Jaitley Stadium,15 April 2017
61,Ajinkya Rahane,60,34,176.47,6,3,MI,Maharashtra Cricket Association's International Stadium,06 April 2017
62,Nitish Rana,50,29,172.41,5,3,KKR,Wankhede Stadium,09 April 2017
63,Glenn Maxwell,31,18,172.22,1,3,GL,Saurashtra Cricket Association Stadium,23 April 2017
64,Corey Anderson,41,24,170.83,2,3,SRH,Arun Jaitley Stadium,02 May 2017
65,Ambati Rayudu,63,37,170.27,6,3,KKR,Eden Gardens,13 May 2017
66,Kieron Pollard,39,23,169.56,2,3,GL,Wankhede Stadium,16 April 2017
67,Wriddhiman Saha,93,55,169.09,11,3,MI,Wankhede Stadium,11 May 2017
68,Chris Lynn,84,52,161.53,8,3,PBKS,IS Bindra Stadium,09 May 2017
69,AB de Villiers,43,27,159.25,3,3,MI,Wankhede Stadium,01 May 2017
70,Sanju Samson,60,38,157.89,4,3,KKR,Eden Gardens,28 April 2017
71,Ben Stokes,50,32,156.25,2,3,PBKS,Holkar Cricket Stadium,08 April 2017
72,Ben Stokes,39,25,156,1,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 May 2017
73,Steve Smith,84,54,155.55,7,3,MI,Maharashtra Cricket Association's International Stadium,06 April 2017
74,Brendon McCullum,49,32,153.12,5,3,RPS,Saurashtra Cricket Association Stadium,14 April 2017
75,Hashim Amla,58,38,152.63,4,3,RCB,Holkar Cricket Stadium,10 April 2017
