POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
65,Devdutt Padikkal,70,50,140,5,3,CSK,Sharjah Cricket Stadium,24 September 2021
66,Abdul Samad,25,18,138.88,0,3,KKR,Dubai International Stadium,03 October 2021
67,Manish Pandey,61,44,138.63,2,3,KKR,Chidambaram,11 April 2021
68,Jonny Bairstow,55,40,137.5,5,3,KKR,Chidambaram,11 April 2021
69,Venkatesh Iyer,55,41,134.14,4,3,DC,Sharjah Cricket Stadium,13 October 2021
70,Suresh Raina,24,18,133.33,1,3,RCB,Wankhede Stadium,25 April 2021
71,Quinton de Kock,55,42,130.95,4,3,KKR,Zayed Cricket Stadium,23 September 2021
72,Jos Buttler,41,32,128.12,3,3,MI,Arun Jaitley Stadium,29 April 2021
73,Virat Kohli,51,42,121.42,3,3,MI,Dubai International Stadium,26 September 2021
74,KL Rahul,60,52,115.38,3,3,MI,Chidambaram,23 April 2021
75,Jonny Bairstow,63,56,112.5,3,3,PBKS,Chidambaram,21 April 2021
76,Shimron Hetmyer,16,4,400,1,2,PBKS,Narendra Modi Stadium,02 May 2021
77,Mohammad Nabi,17,5,340,1,2,RR,Arun Jaitley Stadium,02 May 2021
78,Ravindra Jadeja,22,8,275,2,2,KKR,Zayed Cricket Stadium,26 September 2021
79,Shahrukh Khan,22,9,244.44,1,2,KKR,Dubai International Stadium,01 October 2021
80,Harshal Patel,31,13,238.46,3,2,PBKS,Narendra Modi Stadium,30 April 2021
81,Abdul Samad,19,8,237.5,0,2,KKR,Chidambaram,11 April 2021
82,Shubman Gill,21,9,233.33,2,2,RCB,Chidambaram,18 April 2021
83,Hardik Pandya,16,7,228.57,0,2,CSK,Arun Jaitley Stadium,01 May 2021
84,Devdutt Padikkal,34,15,226.66,4,2,CSK,Wankhede Stadium,25 April 2021
85,Sam Curran,34,15,226.66,4,2,DC,Wankhede Stadium,10 April 2021
86,Evin Lewis,27,12,225,2,2,CSK,Zayed Cricket Stadium,02 October 2021
87,Sunil Narine,21,10,210,1,2,DC,Sharjah Cricket Stadium,28 September 2021
88,Moeen Ali,25,12,208.33,2,2,KKR,Wankhede Stadium,21 April 2021
89,Faf du Plessis,33,17,194.11,4,2,RR,Wankhede Stadium,19 April 2021
90,Chris Gayle,46,24,191.66,6,2,RCB,Narendra Modi Stadium,30 April 2021
91,Prithvi Shaw,32,17,188.23,3,2,PBKS,Wankhede Stadium,18 April 2021
92,Shikhar Dhawan,92,49,187.75,13,2,PBKS,Wankhede Stadium,18 April 2021
93,Rahul Tripathi,53,29,182.75,5,2,SRH,Chidambaram,11 April 2021
94,AB de Villiers,48,27,177.77,4,2,MI,Chidambaram,09 April 2021
95,Rahul Tewatia,40,23,173.91,4,2,RCB,Wankhede Stadium,22 April 2021
96,Nitish Rana,31,18,172.22,2,2,PBKS,Dubai International Stadium,01 October 2021
97,Shimron Hetmyer,17,10,170,0,2,KKR,Sharjah Cricket Stadium,13 October 2021
98,Rohit Sharma,22,13,169.23,1,2,RR,Sharjah Cricket Stadium,05 October 2021
99,Deepak Hooda,22,13,169.23,0,2,DC,Wankhede Stadium,18 April 2021
100,Manish Pandey,69,41,168.29,7,2,MI,Zayed Cricket Stadium,08 October 2021
101,Dinesh Karthik,40,24,166.66,4,2,CSK,Wankhede Stadium,21 April 2021
102,Rishabh Pant,35,21,166.66,3,2,SRH,Dubai International Stadium,22 September 2021
103,Glenn Maxwell,40,25,160,3,2,SRH,Zayed Cricket Stadium,06 October 2021
104,Yashasvi Jaiswal,32,20,160,2,2,MI,Arun Jaitley Stadium,29 April 2021
105,Shikhar Dhawan,85,54,157.4,10,2,CSK,Wankhede Stadium,10 April 2021
106,Mayank Agarwal,67,43,155.81,7,2,RR,Dubai International Stadium,21 September 2021
107,Suryakumar Yadav,56,36,155.55,7,2,KKR,Chidambaram,13 April 2021
108,Andre Russell,31,20,155,3,2,RCB,Chidambaram,18 April 2021
109,Manish Pandey,31,20,155,3,2,RR,Arun Jaitley Stadium,02 May 2021
110,Prithvi Shaw,48,31,154.83,4,2,RCB,Dubai International Stadium,08 October 2021
111,Shivam Mavi,20,13,153.84,1,2,CSK,Dubai International Stadium,15 October 2021
112,Krunal Pandya,39,26,150,2,2,RR,Arun Jaitley Stadium,29 April 2021
113,Moeen Ali,36,24,150,4,2,DC,Wankhede Stadium,10 April 2021
114,KL Rahul,49,33,148.48,4,2,RR,Dubai International Stadium,21 September 2021
115,Harpreet Brar,25,17,147.05,1,2,RCB,Narendra Modi Stadium,30 April 2021
116,Shikhar Dhawan,69,47,146.8,6,2,PBKS,Narendra Modi Stadium,02 May 2021
117,Rishabh Pant,51,35,145.71,3,2,CSK,Dubai International Stadium,10 October 2021
118,Nicholas Pooran,32,22,145.45,1,2,RR,Dubai International Stadium,21 September 2021
119,Sanju Samson,48,33,145.45,4,2,SRH,Arun Jaitley Stadium,02 May 2021
120,David Miller,62,43,144.18,7,2,DC,Wankhede Stadium,15 April 2021
121,Ambati Rayudu,23,16,143.75,1,2,DC,Wankhede Stadium,10 April 2021
122,Shivam Dube,46,32,143.75,5,2,RCB,Wankhede Stadium,22 April 2021
123,Robin Uthappa,63,44,143.18,7,2,DC,Dubai International Stadium,10 October 2021
124,Chris Gayle,40,28,142.85,4,2,RR,Wankhede Stadium,12 April 2021
125,Rajat Patidar,31,22,140.9,0,2,DC,Narendra Modi Stadium,27 April 2021
126,Yashasvi Jaiswal,31,22,140.9,3,2,RCB,Dubai International Stadium,29 September 2021
127,Jos Buttler,49,35,140,5,2,CSK,Wankhede Stadium,19 April 2021
128,Quinton de Kock,70,50,140,6,2,RR,Arun Jaitley Stadium,29 April 2021
129,Ruturaj Gaikwad,70,50,140,5,2,DC,Dubai International Stadium,10 October 2021
130,Glenn Maxwell,39,28,139.28,3,2,MI,Chidambaram,09 April 2021
131,Krunal Pandya,32,23,139.13,2,2,CSK,Arun Jaitley Stadium,01 May 2021
132,Rahul Tripathi,36,26,138.46,1,2,RR,Wankhede Stadium,24 April 2021
133,Faf du Plessis,76,55,138.18,8,2,PBKS,Dubai International Stadium,07 October 2021
134,Yashasvi Jaiswal,49,36,136.11,6,2,PBKS,Dubai International Stadium,21 September 2021
135,Mayank Agarwal,57,42,135.71,6,2,RCB,Sharjah Cricket Stadium,03 October 2021
136,Shreyas Iyer,43,32,134.37,1,2,RR,Zayed Cricket Stadium,25 September 2021
137,Nitish Rana,36,27,133.33,2,2,DC,Sharjah Cricket Stadium,28 September 2021
138,K.S Bharat,32,24,133.33,2,2,MI,Dubai International Stadium,26 September 2021
139,Rahul Tewatia,20,15,133.33,0,2,CSK,Wankhede Stadium,19 April 2021
140,Hardik Pandya,40,30,133.33,4,2,PBKS,Zayed Cricket Stadium,28 September 2021
141,Shimron Hetmyer,29,22,131.81,2,2,RCB,Dubai International Stadium,08 October 2021
142,Shahrukh Khan,47,36,130.55,4,2,CSK,Wankhede Stadium,16 April 2021
143,Moeen Ali,26,20,130,1,2,RR,Wankhede Stadium,19 April 2021
144,Shahrukh Khan,22,17,129.41,0,2,SRH,Chidambaram,21 April 2021
145,Rohit Sharma,32,25,128,2,2,SRH,Chidambaram,17 April 2021
146,Ambati Rayudu,55,43,127.9,5,2,DC,Dubai International Stadium,04 October 2021
147,Moeen Ali,23,18,127.77,0,2,RCB,Sharjah Cricket Stadium,24 September 2021
148,AB de Villiers,23,18,127.77,1,2,PBKS,Sharjah Cricket Stadium,03 October 2021
149,Shubman Gill,56,44,127.27,4,2,RR,Sharjah Cricket Stadium,07 October 2021
150,Suryakumar Yadav,33,26,126.92,2,2,DC,Sharjah Cricket Stadium,02 October 2021
