POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
1,Yusuf Pathan,62,30,206.66,3,6,DC,Supersport Park,28 April 2009
2,Matthew Hayden,89,58,153.44,8,6,PBKS,Supersport Park,07 May 2009
3,Ross Taylor,81,33,245.45,7,5,KKR,Supersport Park,12 May 2009
4,Adam Gilchrist,85,35,242.85,10,5,DC,Supersport Park,22 May 2009
5,Dwayne Smith,49,23,213.04,2,5,CSK,Buffalo Park,04 May 2009
6,Adam Gilchrist,64,33,193.93,5,5,DC,Kingsmead,13 May 2009
7,Suresh Raina,98,55,178.18,10,5,RR,Supersport Park,30 April 2009
8,Rohit Sharma,52,30,173.33,1,5,RCB,Newlands,22 April 2009
9,Adam Gilchrist,71,45,157.77,6,5,RCB,Newlands,22 April 2009
10,Ravi Bopara,84,59,142.37,4,5,RCB,Kingsmead,24 April 2009
11,Naman Ojha,68,51,133.33,5,5,PBKS,Kingsmead,05 May 2009
12,David Hussey,43,17,252.94,2,4,DEC,New Wanderers Stadium,16 May 2009
13,Simon Katich,50,25,200,3,4,CSK,Supersport Park,07 May 2009
14,Chris Gayle,44,26,169.23,2,4,PBKS,Kingsmead,21 April 2009
15,Andrew Symonds,60,36,166.66,2,4,PBKS,De Beers Diamond Oval,09 May 2009
16,Sanath Jayasuriya,52,32,162.5,2,4,KKR,St George's Park,27 April 2009
17,Brad Hodge,71,44,161.36,4,4,CSK,Supersport Park,18 May 2009
18,Manish Pandey,114,73,156.16,10,4,DEC,Supersport Park,21 May 2009
19,Sachin Tendulkar,68,45,151.11,6,4,KKR,St George's Park,27 April 2009
20,Yuvraj Singh,50,34,147.05,3,4,RCB,Kingsmead,01 May 2009
21,Dwayne Smith,47,32,146.87,0,4,RR,De Beers Diamond Oval,11 May 2009
22,JP Duminy,52,37,140.54,1,4,KKR,Buffalo Park,01 May 2009
23,Herschelle Gibbs,60,43,139.53,3,4,RCB,Supersport Park,21 May 2009
24,Chris Gayle,41,33,124.24,2,4,RR,Newlands,23 April 2009
25,Abhishek Nayar,35,14,250,2,3,CSK,Newlands,18 April 2009
26,Adam Gilchrist,44,19,231.57,5,3,CSK,Kingsmead,27 April 2009
27,Matthew Hayden,57,27,211.11,5,3,DC,Kingsmead,23 April 2009
28,Ross Taylor,25,12,208.33,1,3,DC,New Wanderers Stadium,19 May 2009
29,Irfan Pathan,21,11,190.9,0,3,DC,OUTsurance Oval,15 May 2009
30,Sunny Sohal,43,23,186.95,5,3,MI,Supersport Park,12 May 2009
31,Roelof van der Merwe,35,19,184.21,3,3,PBKS,Kingsmead,01 May 2009
32,Naman Ojha,22,12,183.33,0,3,KKR,Kingsmead,20 May 2009
33,Karan Goel,38,21,180.95,3,3,DC,Newlands,19 April 2009
34,Adam Gilchrist,35,20,175,3,3,MI,Kingsmead,25 April 2009
35,Brendon McCullum,81,48,168.75,11,3,CSK,Supersport Park,18 May 2009
36,Matthew Hayden,43,26,165.38,5,3,DEC,Buffalo Park,04 May 2009
37,Rohit Sharma,42,26,161.53,3,3,PBKS,New Wanderers Stadium,17 May 2009
38,Matthew Hayden,60,38,157.89,5,3,RCB,Kingsmead,14 May 2009
39,Mahela Jayawardena,43,28,153.57,1,3,DEC,De Beers Diamond Oval,09 May 2009
40,Roelof van der Merwe,32,21,152.38,1,3,DEC,New Wanderers Stadium,24 May 2009
41,Sunny Sohal,25,17,147.05,0,3,KKR,St George's Park,03 May 2009
42,Suresh Raina,52,36,144.44,3,3,KKR,Supersport Park,18 May 2009
43,JP Duminy,59,41,143.9,2,3,RCB,St George's Park,10 May 2009
44,Naman Ojha,52,38,136.84,3,3,RCB,Supersport Park,07 May 2009
45,Yuvraj Singh,48,37,129.72,3,3,RR,Kingsmead,05 May 2009
46,Brad Hodge,73,60,121.66,5,3,MI,Buffalo Park,01 May 2009
47,Brendon McCullum,35,29,120.68,1,3,DC,Kingsmead,05 May 2009
48,Dwayne Bravo,70,59,118.64,7,3,PBKS,Supersport Park,12 May 2009
49,Harbhajan Singh,20,8,250,1,2,DEC,Kingsmead,25 April 2009
50,Rohit Sharma,32,13,246.15,3,2,KKR,New Wanderers Stadium,16 May 2009
51,Praveen Kumar,14,6,233.33,0,2,DEC,Newlands,22 April 2009
52,Harbhajan Singh,18,8,225,1,2,KKR,St George's Park,27 April 2009
53,Virat Kohli,19,9,211.11,0,2,DEC,Supersport Park,21 May 2009
54,Albie Morkel,21,10,210,1,2,KKR,Supersport Park,18 May 2009
55,MS Dhoni,56,27,207.4,7,2,PBKS,Supersport Park,07 May 2009
56,Yusuf Pathan,42,21,200,6,2,KKR,Newlands,23 April 2009
57,Andrew Symonds,41,22,186.36,3,2,DC,Kingsmead,13 May 2009
58,Matthew Hayden,65,35,185.71,9,2,RCB,St George's Park,20 April 2009
59,Rahul Dravid,48,27,177.77,5,2,DEC,Newlands,22 April 2009
60,Sanath Jayasuriya,30,17,176.47,3,2,CSK,St George's Park,16 May 2009
61,Mahela Jayawardena,44,25,176,3,2,CSK,Supersport Park,07 May 2009
62,Dwayne Smith,48,28,171.42,5,2,DC,Supersport Park,30 April 2009
63,Yusuf Pathan,24,14,171.42,2,2,DEC,St George's Park,02 May 2009
64,Suresh Raina,32,19,168.42,1,2,DEC,Buffalo Park,04 May 2009
65,Suresh Raina,20,12,166.66,2,2,MI,St George's Park,16 May 2009
66,Abhishek Raut,21,13,161.53,1,2,KKR,Newlands,23 April 2009
67,Yuvraj Singh,58,36,161.11,5,2,CSK,Supersport Park,07 May 2009
68,David Hussey,43,27,159.25,3,2,RCB,Supersport Park,12 May 2009
69,Ross Taylor,35,22,159.09,4,2,PBKS,Kingsmead,24 April 2009
70,Dwayne Smith,35,22,159.09,2,2,MI,Kingsmead,25 April 2009
71,Tirumalasetti Suman,27,17,158.82,1,2,PBKS,De Beers Diamond Oval,09 May 2009
72,Robin Uthappa,66,42,157.14,8,2,MI,New Wanderers Stadium,03 May 2009
73,Tirumalasetti Suman,20,13,153.84,1,2,MI,Supersport Park,06 May 2009
74,Sourav Ganguly,46,30,153.33,4,2,RR,Newlands,23 April 2009
75,Pinal Shah,29,19,152.63,3,2,DEC,Supersport Park,06 May 2009
76,Suresh Raina,32,21,152.38,2,2,DC,New Wanderers Stadium,02 May 2009
77,Kevin Pietersen,37,25,148,2,2,DC,St George's Park,26 April 2009
78,Yuvraj Singh,16,11,145.45,0,2,DC,Newlands,19 April 2009
79,Mark Boucher,48,33,145.45,1,2,MI,St George's Park,10 May 2009
80,Ross Taylor,17,12,141.66,0,2,CSK,New Wanderers Stadium,23 May 2009
81,Jacob Oram,41,29,141.37,4,2,DEC,Kingsmead,27 April 2009
82,Virat Kohli,24,17,141.17,1,2,CSK,New Wanderers Stadium,23 May 2009
83,Adam Gilchrist,43,31,138.7,5,2,KKR,New Wanderers Stadium,16 May 2009
84,MS Dhoni,36,26,138.46,1,2,MI,Newlands,18 April 2009
85,Ravi Bopara,22,16,137.5,0,2,DC,Newlands,19 April 2009
86,Ajinkya Rahane,56,41,136.58,5,2,DC,Supersport Park,21 May 2009
87,Yuvraj Singh,38,28,135.71,3,2,KKR,Kingsmead,21 April 2009
88,Jacques Kallis,62,46,134.78,5,2,PBKS,Kingsmead,24 April 2009
89,Ajit Agarkar,39,29,134.48,3,2,DC,New Wanderers Stadium,10 May 2009
90,Sachin Tendulkar,36,27,133.33,3,2,DEC,Kingsmead,25 April 2009
91,Subramaniam Badrinath,45,34,132.35,4,2,DC,New Wanderers Stadium,02 May 2009
92,Herschelle Gibbs,58,44,131.81,6,2,MI,Kingsmead,25 April 2009
93,Suresh Raina,25,19,131.57,1,2,DEC,Kingsmead,27 April 2009
94,Brendon McCullum,84,64,131.25,10,2,RCB,Supersport Park,12 May 2009
95,Brendon McCullum,21,16,131.25,1,2,PBKS,Kingsmead,21 April 2009
96,Mark Boucher,36,28,128.57,2,2,DC,St George's Park,26 April 2009
97,Rajesh Bishnoi,18,14,128.57,1,2,PBKS,Kingsmead,01 May 2009
98,Venugopal Rao,32,25,128,1,2,PBKS,De Beers Diamond Oval,09 May 2009
99,Rob Quiney,51,40,127.5,5,2,MI,Kingsmead,14 May 2009
100,Dwayne Bravo,50,40,125,1,2,RCB,New Wanderers Stadium,03 May 2009
101,Shane Warne,21,17,123.52,0,2,DEC,St George's Park,02 May 2009
102,Herschelle Gibbs,69,56,123.21,6,2,CSK,Kingsmead,27 April 2009
103,Abhishek Nayar,33,27,122.22,1,2,CSK,St George's Park,16 May 2009
104,Rohit Sharma,38,32,118.75,2,2,RR,St George's Park,02 May 2009
105,Irfan Pathan,39,33,118.18,2,2,RR,Newlands,26 April 2009
106,JP Duminy,47,40,117.5,4,2,DEC,Kingsmead,25 April 2009
107,Jacques Kallis,69,59,116.94,5,2,MI,New Wanderers Stadium,03 May 2009
108,Dwayne Bravo,35,30,116.66,2,2,DC,Buffalo Park,08 May 2009
109,JP Duminy,62,54,114.81,4,2,CSK,St George's Park,16 May 2009
110,Sachin Tendulkar,34,30,113.33,3,2,KKR,Buffalo Park,01 May 2009
111,Rohit Sharma,36,32,112.5,3,2,KKR,Newlands,19 April 2009
112,Adam Gilchrist,39,35,111.42,5,2,RR,St George's Park,02 May 2009
113,Herschelle Gibbs,53,48,110.41,3,2,RCB,New Wanderers Stadium,24 May 2009
114,Virat Kohli,38,35,108.57,4,2,CSK,Kingsmead,14 May 2009
115,Laxmi Ratan Shukla,48,46,104.34,3,2,RR,Kingsmead,20 May 2009
116,Jacques Kallis,58,56,103.57,2,2,DC,New Wanderers Stadium,19 May 2009
117,Sourav Ganguly,44,45,97.77,1,2,DC,New Wanderers Stadium,10 May 2009
118,Amit Mishra,13,4,325,1,1,MI,Supersport Park,21 May 2009
119,Rob Quiney,6,2,300,0,1,KKR,Newlands,23 April 2009
120,Manpreet Gony,6,2,300,0,1,DC,Kingsmead,23 April 2009
121,Ravindra Jadeja,33,12,275,5,1,PBKS,Kingsmead,05 May 2009
122,Dwayne Smith,12,5,240,1,1,CSK,Kingsmead,27 April 2009
123,Ajit Agarkar,7,3,233.33,0,1,DEC,Newlands,19 April 2009
124,Wriddhiman Saha,7,3,233.33,0,1,DEC,New Wanderers Stadium,16 May 2009
125,Simon Katich,20,10,200,3,1,DC,OUTsurance Oval,15 May 2009
126,Praveen Kumar,12,6,200,0,1,CSK,Kingsmead,14 May 2009
127,Wriddhiman Saha,10,5,200,0,1,RCB,Supersport Park,12 May 2009
128,Shane Warne,6,3,200,0,1,DC,OUTsurance Oval,17 May 2009
129,Brendon McCullum,6,3,200,0,1,DC,New Wanderers Stadium,10 May 2009
130,Balachandra Akhil,8,4,200,0,1,DC,St George's Park,26 April 2009
131,Abhishek Nayar,35,18,194.44,4,1,RR,Kingsmead,14 May 2009
132,Mark Boucher,25,13,192.3,2,1,KKR,Kingsmead,29 April 2009
133,Wriddhiman Saha,25,13,192.3,2,1,CSK,Supersport Park,18 May 2009
134,Shane Warne,21,11,190.9,2,1,CSK,De Beers Diamond Oval,09 May 2009
135,Irfan Pathan,32,17,188.23,5,1,KKR,Kingsmead,21 April 2009
136,Praveen Kumar,13,7,185.71,0,1,PBKS,Kingsmead,24 April 2009
137,Herschelle Gibbs,13,7,185.71,1,1,RCB,Newlands,22 April 2009
138,Albie Morkel,13,7,185.71,1,1,DEC,Kingsmead,27 April 2009
