POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
1,Chris Gayle,175,66,265.15,13,17,PWI,M. Chinnaswamy Stadium,23 April 2013
2,Chris Gayle,85,50,170,4,9,KKR,M. Chinnaswamy Stadium,11 April 2013
3,Kieron Pollard,66,27,244.44,2,8,SRH,Wankhede Stadium,13 May 2013
4,David Miller,101,38,265.78,8,7,RCB,IS Bindra Stadium,06 May 2013
5,Shane Watson,70,34,205.88,6,6,CSK,Sawai Mansingh Stadium,12 May 2013
6,Rohit Sharma,79,39,202.56,6,6,PBKS,Wankhede Stadium,29 April 2013
7,Suresh Raina,100,53,188.67,7,6,PBKS,Chidambaram,02 May 2013
8,Shane Watson,101,61,165.57,6,6,CSK,Chidambaram,22 April 2013
9,Chris Gayle,77,53,145.28,4,6,PBKS,M. Chinnaswamy Stadium,14 May 2013
10,Dwayne Smith,68,28,242.85,6,5,CSK,Arun Jaitley Stadium,21 May 2013
11,Suresh Raina,82,42,195.23,5,5,MI,Arun Jaitley Stadium,21 May 2013
12,David Miller,80,41,195.12,5,5,PWI,IS Bindra Stadium,21 April 2013
13,Rohit Sharma,62,32,193.75,3,5,PWI,Wankhede Stadium,13 April 2013
14,Brad Hodge,54,29,186.2,2,5,SRH,Arun Jaitley Stadium,22 May 2013
15,Rohit Sharma,73,43,169.76,5,5,DC,Arun Jaitley Stadium,21 April 2013
16,Robin Uthappa,75,45,166.66,5,5,RCB,Maharashtra Cricket Association's International Stadium,02 May 2013
17,David Miller,56,34,164.7,1,5,MI,Wankhede Stadium,29 April 2013
18,Chris Gayle,92,58,158.62,11,5,MI,M. Chinnaswamy Stadium,04 April 2013
19,Kieron Pollard,57,38,150,4,5,CSK,Chidambaram,06 April 2013
20,Rohit Sharma,74,50,148,4,5,DC,Wankhede Stadium,09 April 2013
21,MS Dhoni,63,45,140,3,5,MI,Eden Gardens,26 May 2013
22,Dwayne Smith,62,45,137.77,3,5,KKR,Eden Gardens,24 April 2013
23,Chris Gayle,28,13,215.38,0,4,CSK,M. Chinnaswamy Stadium,18 May 2013
24,David Warner,51,25,204,4,4,PWI,Shaheed Veer Narayan Singh International Cricket Stadium,28 April 2013
25,Virat Kohli,93,47,197.87,11,4,SRH,M. Chinnaswamy Stadium,09 April 2013
26,Virat Kohli,56,29,193.1,6,4,CSK,M. Chinnaswamy Stadium,18 May 2013
27,Shane Watson,98,53,184.9,13,4,SRH,Sawai Mansingh Stadium,27 April 2013
28,David Miller,44,24,183.33,3,4,DC,HPCA Stadium,16 May 2013
29,Azhar Mahmood,80,44,181.81,8,4,MI,HPCA Stadium,18 May 2013
30,MS Dhoni,67,37,181.08,7,4,SRH,Chidambaram,25 April 2013
31,Virat Kohli,99,58,170.68,10,4,DC,Arun Jaitley Stadium,10 May 2013
32,Thisara Perera,40,24,166.66,1,4,RCB,M. Chinnaswamy Stadium,09 April 2013
33,MS Dhoni,58,35,165.71,2,4,DC,Chidambaram,14 May 2013
34,David Warner,61,37,164.86,5,4,MI,Wankhede Stadium,09 April 2013
35,Dinesh Karthik,60,37,162.16,3,4,RCB,M. Chinnaswamy Stadium,04 April 2013
36,Eoin Morgan,42,26,161.53,3,4,PBKS,Eden Gardens,26 April 2013
37,Michael Hussey,67,42,159.52,5,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,08 May 2013
38,Aaron Finch,52,34,152.94,3,4,DC,Maharashtra Cricket Association's International Stadium,19 May 2013
39,Angelo Mathews,40,28,142.85,0,4,KKR,Maharashtra Cricket Association's International Stadium,09 May 2013
40,AB de Villiers,31,8,387.5,3,3,PWI,M. Chinnaswamy Stadium,23 April 2013
