POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
28,Kieron Pollard,34,12,283.33,1,4,PBKS,Dubai International Stadium,18 October 2020
29,Pat Cummins,33,12,275,1,4,MI,Zayed Cricket Stadium,23 September 2020
30,Ravindra Jadeja,33,13,253.84,0,4,DC,Sharjah Cricket Stadium,17 October 2020
31,Kieron Pollard,47,20,235,3,4,PBKS,Zayed Cricket Stadium,01 October 2020
32,AB de Villiers,55,24,229.16,4,4,MI,Dubai International Stadium,28 September 2020
33,Deepak Hooda,62,30,206.66,3,4,CSK,Zayed Cricket Stadium,01 November 2020
34,Sunil Narine,64,32,200,6,4,DC,Zayed Cricket Stadium,24 October 2020
35,Ambati Rayudu,45,25,180,1,4,DC,Sharjah Cricket Stadium,17 October 2020
36,Virat Kohli,90,52,173.07,4,4,CSK,Dubai International Stadium,10 October 2020
37,Quinton de Kock,67,39,171.79,4,4,SRH,Sharjah Cricket Stadium,04 October 2020
38,Nitish Rana,58,35,165.71,4,4,DC,Sharjah Cricket Stadium,03 October 2020
39,Kieron Pollard,41,25,164,2,4,SRH,Sharjah Cricket Stadium,03 November 2020
40,Prithvi Shaw,66,41,160.97,4,4,KKR,Sharjah Cricket Stadium,03 October 2020
41,Shane Watson,33,21,157.14,1,4,RR,Sharjah Cricket Stadium,22 September 2020
42,Kane Williamson,67,45,148.88,5,4,DC,Zayed Cricket Stadium,08 November 2020
43,Mayank Agarwal,89,60,148.33,7,4,DC,Dubai International Stadium,20 September 2020
44,Steve Smith,69,47,146.8,4,4,CSK,Sharjah Cricket Stadium,22 September 2020
45,Nitish Rana,87,61,142.62,10,4,CSK,Dubai International Stadium,29 October 2020
46,Rohit Sharma,68,51,133.33,5,4,DC,Dubai International Stadium,10 November 2020
47,Marcus Stoinis,39,30,130,0,4,RR,Sharjah Cricket Stadium,09 October 2020
48,Shubman Gill,57,45,126.66,3,4,PBKS,Sharjah Cricket Stadium,26 October 2020
49,Axar Patel,21,5,420,0,3,CSK,Sharjah Cricket Stadium,17 October 2020
50,Chris Morris,25,8,312.5,1,3,PBKS,Sharjah Cricket Stadium,15 October 2020
51,Nicholas Pooran,25,8,312.5,1,3,RR,Sharjah Cricket Stadium,27 September 2020
52,Ravindra Jadeja,31,11,281.81,2,3,KKR,Dubai International Stadium,29 October 2020
53,Shivam Dube,27,10,270,1,3,MI,Dubai International Stadium,28 September 2020
54,Jason Holder,26,10,260,1,3,RCB,Sharjah Cricket Stadium,31 October 2020
55,Marcus Stoinis,53,21,252.38,7,3,PBKS,Dubai International Stadium,20 September 2020
56,Andre Russell,25,11,227.27,1,3,RR,Dubai International Stadium,01 November 2020
57,Rahul Tripathi,36,16,225,3,3,DC,Sharjah Cricket Stadium,03 October 2020
58,Nicholas Pooran,22,10,220,0,3,RR,Zayed Cricket Stadium,30 October 2020
59,Rahul Tewatia,24,12,200,0,3,RCB,Zayed Cricket Stadium,03 October 2020
60,Nicholas Pooran,33,17,194.11,1,3,CSK,Dubai International Stadium,04 October 2020
61,Kieron Pollard,25,13,192.3,0,3,SRH,Sharjah Cricket Stadium,04 October 2020
62,Ben Stokes,50,26,192.3,6,3,PBKS,Zayed Cricket Stadium,30 October 2020
63,Sanju Samson,48,25,192,4,3,PBKS,Zayed Cricket Stadium,30 October 2020
64,Nicholas Pooran,53,28,189.28,6,3,DC,Dubai International Stadium,20 October 2020
65,Suryakumar Yadav,79,43,183.72,10,3,RCB,Zayed Cricket Stadium,28 October 2020
66,Ishan Kishan,55,30,183.33,4,3,DC,Dubai International Stadium,05 November 2020
67,Mayank Agarwal,45,25,180,4,3,RCB,Sharjah Cricket Stadium,15 October 2020
68,Ben Stokes,107,60,178.33,14,3,MI,Zayed Cricket Stadium,25 October 2020
69,Quinton de Kock,78,44,177.27,9,3,KKR,Zayed Cricket Stadium,16 October 2020
70,Sanju Samson,54,31,174.19,4,3,MI,Zayed Cricket Stadium,25 October 2020
71,Shikhar Dhawan,106,61,173.77,12,3,PBKS,Dubai International Stadium,20 October 2020
72,Andre Russell,24,14,171.42,0,3,RR,Dubai International Stadium,30 September 2020
73,MS Dhoni,29,17,170.58,0,3,RR,Sharjah Cricket Stadium,22 September 2020
74,Rahul Tripathi,81,51,158.82,8,3,CSK,Zayed Cricket Stadium,07 October 2020
75,Shane Watson,83,53,156.6,11,3,PBKS,Dubai International Stadium,04 October 2020
76,Rohit Sharma,70,45,155.55,8,3,PBKS,Zayed Cricket Stadium,01 October 2020
77,Ishan Kishan,72,47,153.19,8,3,DC,Dubai International Stadium,31 October 2020
78,Rohit Sharma,35,23,152.17,2,3,RR,Zayed Cricket Stadium,06 October 2020
79,KL Rahul,77,51,150.98,7,3,MI,Dubai International Stadium,18 October 2020
80,Tom Curran,54,36,150,2,3,KKR,Dubai International Stadium,30 September 2020
81,Ambati Rayudu,71,48,147.91,6,3,MI,Zayed Cricket Stadium,19 September 2020
82,Quinton de Kock,53,36,147.22,4,3,DC,Zayed Cricket Stadium,11 October 2020
83,Marcus Stoinis,65,46,141.3,6,3,MI,Dubai International Stadium,05 November 2020
84,Ruturaj Gaikwad,65,51,127.45,4,3,RCB,Dubai International Stadium,25 October 2020
85,Axar Patel,42,33,127.27,2,3,MI,Dubai International Stadium,05 November 2020
86,Quinton de Kock,53,43,123.25,3,3,PBKS,Dubai International Stadium,18 October 2020
87,Manish Pandey,54,44,122.72,2,3,RR,Dubai International Stadium,11 October 2020
88,Shreyas Iyer,39,32,121.87,0,3,PBKS,Dubai International Stadium,20 September 2020
89,Mahipal Lomror,47,39,120.51,1,3,RCB,Zayed Cricket Stadium,03 October 2020
90,Shane Watson,42,38,110.52,1,3,SRH,Dubai International Stadium,13 October 2020
91,Krunal Pandya,20,4,500,2,2,SRH,Sharjah Cricket Stadium,04 October 2020
92,Jofra Archer,13,3,433.33,0,2,PBKS,Sharjah Cricket Stadium,27 September 2020
93,Sam Curran,18,6,300,1,2,MI,Zayed Cricket Stadium,19 September 2020
94,Sam Curran,15,5,300,0,2,SRH,Dubai International Stadium,02 October 2020
95,Sam Curran,17,6,283.33,1,2,RR,Sharjah Cricket Stadium,22 September 2020
96,Hardik Pandya,30,11,272.72,3,2,PBKS,Zayed Cricket Stadium,01 October 2020
97,Chris Gayle,29,13,223.07,3,2,DC,Dubai International Stadium,20 October 2020
98,Abdul Samad,20,9,222.22,1,2,MI,Sharjah Cricket Stadium,04 October 2020
99,Dinesh Karthik,29,14,207.14,2,2,SRH,Zayed Cricket Stadium,18 October 2020
100,Abdul Samad,33,16,206.25,2,2,DC,Zayed Cricket Stadium,08 November 2020
101,Marcus Stoinis,53,26,203.84,6,2,RCB,Dubai International Stadium,05 October 2020
102,Nicholas Pooran,24,12,200,2,2,MI,Dubai International Stadium,18 October 2020
103,Jos Buttler,22,11,200,1,2,PBKS,Zayed Cricket Stadium,30 October 2020
104,Dinesh Karthik,58,29,200,8,2,PBKS,Zayed Cricket Stadium,10 October 2020
105,David Warner,66,34,194.11,8,2,DC,Dubai International Stadium,27 October 2020
106,Wriddhiman Saha,87,45,193.33,12,2,DC,Dubai International Stadium,27 October 2020
107,Quinton de Kock,25,13,192.3,2,2,SRH,Sharjah Cricket Stadium,03 November 2020
108,Faf du Plessis,25,13,192.3,2,2,RCB,Dubai International Stadium,25 October 2020
109,Ishan Kishan,28,15,186.66,2,2,DC,Zayed Cricket Stadium,11 October 2020
110,Steve Smith,50,27,185.18,7,2,PBKS,Sharjah Cricket Stadium,27 September 2020
111,Kane Williamson,22,12,183.33,0,2,RR,Dubai International Stadium,11 October 2020
112,Prithvi Shaw,42,23,182.6,5,2,RCB,Dubai International Stadium,05 October 2020
113,David Warner,35,20,175,3,2,PBKS,Dubai International Stadium,24 October 2020
114,Shimron Hetmyer,21,12,175,0,2,SRH,Zayed Cricket Stadium,29 September 2020
115,Shikhar Dhawan,57,33,172.72,6,2,RR,Dubai International Stadium,14 October 2020
116,Marcus Stoinis,24,14,171.42,1,2,CSK,Sharjah Cricket Stadium,17 October 2020
117,AB de Villiers,51,30,170,4,2,SRH,Dubai International Stadium,21 September 2020
118,Mandeep Singh,27,16,168.75,0,2,CSK,Dubai International Stadium,04 October 2020
119,Suryakumar Yadav,79,47,168.08,11,2,RR,Zayed Cricket Stadium,06 October 2020
120,Jonny Bairstow,25,15,166.66,2,2,MI,Sharjah Cricket Stadium,04 October 2020
121,AB de Villiers,35,21,166.66,1,2,DC,Zayed Cricket Stadium,02 November 2020
122,Nicholas Pooran,44,27,162.96,3,2,MI,Zayed Cricket Stadium,01 October 2020
123,Shikhar Dhawan,26,16,162.5,2,2,KKR,Sharjah Cricket Stadium,03 October 2020
124,Riyan Parag,42,26,161.53,2,2,SRH,Dubai International Stadium,11 October 2020
125,Rahul Tewatia,45,28,160.71,4,2,SRH,Dubai International Stadium,11 October 2020
126,Eoin Morgan,40,25,160,5,2,PBKS,Sharjah Cricket Stadium,26 October 2020
127,Shikhar Dhawan,78,50,156,6,2,SRH,Zayed Cricket Stadium,08 November 2020
128,Rishabh Pant,37,25,148,3,2,RCB,Dubai International Stadium,05 October 2020
129,Eoin Morgan,34,23,147.82,1,2,RR,Dubai International Stadium,30 September 2020
130,Sam Curran,31,21,147.61,3,2,SRH,Dubai International Stadium,13 October 2020
131,Hardik Pandya,28,19,147.36,2,2,SRH,Sharjah Cricket Stadium,04 October 2020
132,Rishabh Pant,56,38,147.36,4,2,MI,Dubai International Stadium,10 November 2020
133,Pat Cummins,53,36,147.22,5,2,MI,Zayed Cricket Stadium,16 October 2020
134,Jos Buttler,70,48,145.83,7,2,CSK,Zayed Cricket Stadium,19 October 2020
135,Eoin Morgan,42,29,144.82,3,2,SRH,Zayed Cricket Stadium,26 September 2020
136,Ambati Rayudu,39,27,144.44,3,2,RCB,Dubai International Stadium,25 October 2020
137,Ravindra Jadeja,50,35,142.85,5,2,SRH,Dubai International Stadium,02 October 2020
138,Jonny Bairstow,61,43,141.86,6,2,RCB,Dubai International Stadium,21 September 2020
139,Priyam Garg,17,12,141.66,0,2,DC,Zayed Cricket Stadium,08 November 2020
140,Faf du Plessis,48,34,141.17,4,2,PBKS,Zayed Cricket Stadium,01 November 2020
141,Hardik Pandya,14,10,140,0,2,CSK,Zayed Cricket Stadium,19 September 2020
142,Sanju Samson,25,18,138.88,0,2,DC,Dubai International Stadium,14 October 2020
143,David Warner,45,33,136.36,3,2,DC,Zayed Cricket Stadium,29 September 2020
144,David Warner,60,44,136.36,5,2,MI,Sharjah Cricket Stadium,04 October 2020
145,Virat Kohli,72,53,135.84,7,2,RR,Zayed Cricket Stadium,03 October 2020
146,Ruturaj Gaikwad,72,53,135.84,6,2,KKR,Dubai International Stadium,29 October 2020
147,Devdutt Padikkal,54,40,135,5,2,MI,Dubai International Stadium,28 September 2020
148,Ishan Kishan,31,23,134.78,1,2,SRH,Sharjah Cricket Stadium,04 October 2020
149,Eoin Morgan,39,29,134.48,2,2,MI,Zayed Cricket Stadium,16 October 2020
150,Virat Kohli,43,32,134.37,1,2,RR,Dubai International Stadium,17 October 2020
