POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
32,Rohit Sharma,94,52,180.76,10,5,RCB,Wankhede Stadium,17 April 2018
33,MS Dhoni,79,44,179.54,6,5,PBKS,IS Bindra Stadium,15 April 2018
34,Jos Buttler,94,53,177.35,9,5,MI,Wankhede Stadium,13 May 2018
35,Vijay Shankar,54,31,174.19,1,5,CSK,Maharashtra Cricket Association's International Stadium,30 April 2018
36,Kane Williamson,84,51,164.7,6,5,CSK,Rajiv Gandhi Intl. Cricket Stadium,22 April 2018
37,Evin Lewis,65,42,154.76,6,5,RCB,Wankhede Stadium,17 April 2018
38,Rashid Khan,34,10,340,2,4,KKR,Eden Gardens,25 May 2018
39,KL Rahul,51,16,318.75,6,4,DC,IS Bindra Stadium,08 April 2018
40,Abhishek Sharma,46,19,242.1,3,4,RCB,Arun Jaitley Stadium,12 May 2018
41,Colin de Grandhomme,40,17,235.29,1,4,SRH,M. Chinnaswamy Stadium,17 May 2018
42,Harshal Patel,36,16,225,1,4,CSK,Arun Jaitley Stadium,18 May 2018
43,Glenn Maxwell,47,22,213.63,3,4,KKR,Eden Gardens,16 April 2018
44,Ambati Rayudu,79,37,213.51,9,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,22 April 2018
45,Sunil Narine,75,36,208.33,9,4,PBKS,Holkar Cricket Stadium,12 May 2018
46,Chris Gayle,63,33,190.9,7,4,CSK,IS Bindra Stadium,15 April 2018
47,Prithvi Shaw,47,25,188,4,4,RR,Arun Jaitley Stadium,02 May 2018
48,Shikhar Dhawan,92,50,184,9,4,DC,Arun Jaitley Stadium,10 May 2018
49,Chris Lynn,74,41,180.48,6,4,PBKS,Eden Gardens,21 April 2018
50,Rishabh Pant,61,34,179.41,5,4,RCB,Arun Jaitley Stadium,12 May 2018
51,D'Arcy Short,44,25,176,2,4,DC,Arun Jaitley Stadium,02 May 2018
52,Rishabh Pant,79,45,175.55,7,4,CSK,Maharashtra Cricket Association's International Stadium,30 April 2018
53,Ambati Rayudu,50,29,172.41,4,4,DC,Arun Jaitley Stadium,18 May 2018
54,MS Dhoni,43,25,172,1,4,KKR,Eden Gardens,03 May 2018
55,Evin Lewis,48,28,171.42,4,4,DC,Wankhede Stadium,14 April 2018
56,Nitish Rana,59,35,168.57,5,4,DC,Eden Gardens,16 April 2018
57,Yusuf Pathan,45,27,166.66,1,4,CSK,Rajiv Gandhi Intl. Cricket Stadium,22 April 2018
58,Suresh Raina,75,47,159.57,6,4,MI,Maharashtra Cricket Association's International Stadium,28 April 2018
59,Faf du Plessis,67,42,159.52,5,4,SRH,Wankhede Stadium,22 May 2018
60,KL Rahul,47,30,156.66,2,4,RCB,M. Chinnaswamy Stadium,13 April 2018
61,Evin Lewis,48,31,154.83,3,4,DC,Arun Jaitley Stadium,20 May 2018
62,Virat Kohli,92,62,148.38,7,4,MI,Wankhede Stadium,17 April 2018
63,Carlos Brathwaite,43,29,148.27,1,4,CSK,Wankhede Stadium,22 May 2018
64,Andre Russell,44,30,146.66,3,4,DC,Arun Jaitley Stadium,27 April 2018
65,Rishabh Pant,64,44,145.45,4,4,MI,Arun Jaitley Stadium,20 May 2018
66,Manan Vohra,45,31,145.16,2,4,MI,M. Chinnaswamy Stadium,01 May 2018
67,Quinton de Kock,53,37,143.24,1,4,CSK,M. Chinnaswamy Stadium,25 April 2018
68,Evin Lewis,60,42,142.85,4,4,RR,Wankhede Stadium,13 May 2018
69,AB de Villiers,57,40,142.5,2,4,PBKS,M. Chinnaswamy Stadium,13 April 2018
70,Ambati Rayudu,46,35,131.42,2,4,MI,Maharashtra Cricket Association's International Stadium,28 April 2018
71,Sunil Narine,26,9,288.88,1,3,DC,Arun Jaitley Stadium,27 April 2018
72,Ben Cutting,24,9,266.66,1,3,KKR,Eden Gardens,09 May 2018
73,Colin de Grandhomme,23,10,230,0,3,MI,M. Chinnaswamy Stadium,01 May 2018
74,Andre Russell,31,14,221.42,2,3,PBKS,Holkar Cricket Stadium,12 May 2018
75,Shane Watson,42,19,221.05,3,3,KKR,Chidambaram,10 April 2018
76,Dinesh Karthik,50,23,217.39,5,3,PBKS,Holkar Cricket Stadium,12 May 2018
77,Kieron Pollard,50,23,217.39,5,3,PBKS,Wankhede Stadium,16 May 2018
78,Kane Williamson,36,17,211.76,1,3,KKR,Rajiv Gandhi Intl. Cricket Stadium,19 May 2018
79,Ravichandran Ashwin,45,22,204.54,4,3,KKR,Holkar Cricket Stadium,12 May 2018
80,Deepak Chahar,39,20,195,1,3,PBKS,Maharashtra Cricket Association's International Stadium,20 May 2018
81,Carlos Brathwaite,21,11,190.9,0,3,CSK,Wankhede Stadium,27 May 2018
82,Mandeep Singh,32,17,188.23,1,3,CSK,M. Chinnaswamy Stadium,25 April 2018
83,Ben Cutting,37,20,185,2,3,DC,Arun Jaitley Stadium,20 May 2018
84,Washington Sundar,35,19,184.21,1,3,RR,M. Chinnaswamy Stadium,15 April 2018
85,Robin Uthappa,35,19,184.21,2,3,DC,Eden Gardens,16 April 2018
86,Robin Uthappa,29,16,181.25,2,3,CSK,Chidambaram,10 April 2018
87,Prithvi Shaw,65,36,180.55,6,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 May 2018
88,Virat Kohli,70,40,175,7,3,DC,Arun Jaitley Stadium,12 May 2018
89,Robin Uthappa,36,21,171.42,3,3,RCB,M. Chinnaswamy Stadium,29 April 2018
90,Aaron Finch,34,20,170,0,3,KKR,Holkar Cricket Stadium,12 May 2018
91,Shreyas Iyer,52,31,167.74,4,3,RCB,M. Chinnaswamy Stadium,21 April 2018
92,Shane Watson,57,35,162.85,5,3,SRH,Maharashtra Cricket Association's International Stadium,13 May 2018
93,Shikhar Dhawan,79,49,161.22,10,3,CSK,Maharashtra Cricket Association's International Stadium,13 May 2018
94,KL Rahul,94,60,156.66,10,3,MI,Wankhede Stadium,16 May 2018
95,KL Rahul,84,54,155.55,7,3,RR,Holkar Cricket Stadium,06 May 2018
96,Virat Kohli,68,44,154.54,5,3,KKR,M. Chinnaswamy Stadium,29 April 2018
97,Robin Uthappa,54,35,154.28,6,3,MI,Wankhede Stadium,06 May 2018
98,Alex Hales,37,24,154.16,2,3,RCB,M. Chinnaswamy Stadium,17 May 2018
99,Suryakumar Yadav,72,47,153.19,6,3,RR,Sawai Mansingh Stadium,22 April 2018
100,Alex Hales,45,31,145.16,3,3,DC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2018
101,Shreyas Iyer,50,35,142.85,3,3,RR,Arun Jaitley Stadium,02 May 2018
102,KL Rahul,21,15,140,0,3,RCB,Holkar Cricket Stadium,14 May 2018
103,Ishan Kishan,58,42,138.09,4,3,RR,Sawai Mansingh Stadium,22 April 2018
104,Rahul Tripathi,80,58,137.93,5,3,RCB,Sawai Mansingh Stadium,19 May 2018
105,Suryakumar Yadav,57,42,135.71,6,3,PBKS,Holkar Cricket Stadium,04 May 2018
106,MS Dhoni,31,23,134.78,1,3,RCB,Maharashtra Cricket Association's International Stadium,05 May 2018
107,Ishan Kishan,25,19,131.57,0,3,PBKS,Holkar Cricket Stadium,04 May 2018
108,Chris Lynn,55,43,127.9,4,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 May 2018
109,Rashid Khan,17,4,425,1,2,CSK,Rajiv Gandhi Intl. Cricket Stadium,22 April 2018
110,Hardik Pandya,17,5,340,1,2,RCB,Wankhede Stadium,17 April 2018
111,Krishnappa Gowtham,13,4,325,0,2,CSK,Sawai Mansingh Stadium,11 May 2018
112,Sunil Narine,12,4,300,0,2,CSK,Chidambaram,10 April 2018
113,Krishnappa Gowtham,33,11,300,4,2,MI,Sawai Mansingh Stadium,22 April 2018
114,Sunil Narine,21,7,300,2,2,RR,Eden Gardens,15 May 2018
115,Sunil Narine,29,10,290,4,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 May 2018
116,Krishnappa Gowtham,14,5,280,0,2,RCB,Sawai Mansingh Stadium,19 May 2018
117,Krunal Pandya,31,12,258.33,4,2,PBKS,Holkar Cricket Stadium,04 May 2018
118,Yusuf Pathan,27,12,225,2,2,DC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2018
119,KL Rahul,60,27,222.22,9,2,KKR,Eden Gardens,21 April 2018
120,Mandeep Singh,37,18,205.55,4,2,KKR,Eden Gardens,08 April 2018
121,Chris Lynn,12,6,200,0,2,CSK,Eden Gardens,03 May 2018
122,Shakib Al Hasan,24,12,200,1,2,PBKS,IS Bindra Stadium,19 April 2018
123,Marcus Stoinis,29,15,193.33,2,2,MI,Holkar Cricket Stadium,04 May 2018
124,Karun Nair,23,12,191.66,1,2,MI,Holkar Cricket Stadium,04 May 2018
125,Ishan Kishan,44,23,191.3,5,2,DC,Wankhede Stadium,14 April 2018
126,Virat Kohli,57,30,190,7,2,RR,M. Chinnaswamy Stadium,15 April 2018
127,Rishabh Pant,47,25,188,6,2,MI,Wankhede Stadium,14 April 2018
128,Krunal Pandya,41,22,186.36,5,2,CSK,Wankhede Stadium,07 April 2018
129,Sanju Samson,26,14,185.71,2,2,MI,Wankhede Stadium,13 May 2018
130,Colin Munro,33,18,183.33,4,2,KKR,Arun Jaitley Stadium,27 April 2018
131,Dinesh Karthik,42,23,182.6,2,2,RR,Sawai Mansingh Stadium,18 April 2018
132,Suryakumar Yadav,27,15,180,3,2,PBKS,Wankhede Stadium,16 May 2018
133,Yusuf Pathan,45,25,180,4,2,CSK,Wankhede Stadium,27 May 2018
134,Jos Buttler,39,22,177.27,5,2,KKR,Eden Gardens,15 May 2018
135,Virat Kohli,48,28,171.42,6,2,PBKS,Holkar Cricket Stadium,14 May 2018
136,Hardik Pandya,36,21,171.42,3,2,RR,Wankhede Stadium,13 May 2018
137,Evin Lewis,29,17,170.58,3,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018
138,Rohit Sharma,56,33,169.69,6,2,CSK,Maharashtra Cricket Association's International Stadium,28 April 2018
139,Sanju Samson,37,22,168.18,2,2,DC,Sawai Mansingh Stadium,11 April 2018
140,Ishan Kishan,20,12,166.66,1,2,PBKS,Wankhede Stadium,16 May 2018
141,Manish Pandey,62,38,163.15,7,2,RCB,M. Chinnaswamy Stadium,17 May 2018
142,Colin Munro,26,16,162.5,3,2,CSK,Maharashtra Cricket Association's International Stadium,30 April 2018
143,Jos Buttler,29,18,161.11,2,2,DC,Sawai Mansingh Stadium,11 April 2018
144,Sunil Narine,32,20,160,4,2,CSK,Eden Gardens,03 May 2018
145,Rohit Sharma,24,15,160,1,2,PBKS,Holkar Cricket Stadium,04 May 2018
146,Brendon McCullum,43,27,159.25,6,2,KKR,Eden Gardens,08 April 2018
147,Chris Lynn,27,17,158.82,2,2,PBKS,Holkar Cricket Stadium,12 May 2018
148,Shubman Gill,57,36,158.33,6,2,CSK,Eden Gardens,03 May 2018
149,Jos Buttler,95,60,158.33,11,2,CSK,Sawai Mansingh Stadium,11 May 2018
150,Mayank Agarwal,30,19,157.89,1,2,CSK,IS Bindra Stadium,15 April 2018
