POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
1,Andre Russell,88,36,244.44,1,11,CSK,Chidambaram,10 April 2018
2,Chris Gayle,104,63,165.07,1,11,SRH,IS Bindra Stadium,19 April 2018
3,Shreyas Iyer,93,40,232.5,3,10,KKR,Arun Jaitley Stadium,27 April 2018
4,Sanju Samson,92,45,204.44,2,10,RCB,M. Chinnaswamy Stadium,15 April 2018
5,AB de Villiers,68,30,226.66,2,8,CSK,M. Chinnaswamy Stadium,25 April 2018
6,Shane Watson,117,57,205.26,11,8,SRH,Wankhede Stadium,27 May 2018
7,Ambati Rayudu,82,53,154.71,3,8,RCB,M. Chinnaswamy Stadium,25 April 2018
8,Jos Buttler,67,26,257.69,4,7,DC,Arun Jaitley Stadium,02 May 2018
9,KL Rahul,66,29,227.58,2,7,KKR,Holkar Cricket Stadium,12 May 2018
10,Dwayne Bravo,68,30,226.66,3,7,MI,Wankhede Stadium,07 April 2018
11,MS Dhoni,70,34,205.88,1,7,RCB,M. Chinnaswamy Stadium,25 April 2018
12,Rishabh Pant,128,63,203.17,15,7,SRH,Arun Jaitley Stadium,10 May 2018
13,Shane Watson,78,40,195,4,7,DC,Maharashtra Cricket Association's International Stadium,30 April 2018
14,Rishabh Pant,85,48,177.08,6,7,RCB,M. Chinnaswamy Stadium,21 April 2018
15,Ambati Rayudu,100,62,161.29,7,7,SRH,Maharashtra Cricket Association's International Stadium,13 May 2018
16,Andre Russell,41,12,341.66,0,6,DC,Eden Gardens,16 April 2018
17,Ishan Kishan,62,21,295.23,5,6,KKR,Eden Gardens,09 May 2018
18,AB de Villiers,72,37,194.59,4,6,DC,Arun Jaitley Stadium,12 May 2018
19,Moeen Ali,65,34,191.17,2,6,SRH,M. Chinnaswamy Stadium,17 May 2018
20,Shane Watson,106,57,185.96,9,6,RR,Maharashtra Cricket Association's International Stadium,20 April 2018
21,Jason Roy,91,53,171.69,6,6,MI,Wankhede Stadium,14 April 2018
22,Chris Gayle,62,38,163.15,5,6,KKR,Eden Gardens,21 April 2018
23,Sunil Narine,50,19,263.15,4,5,RCB,Eden Gardens,08 April 2018
24,Sam Billings,56,23,243.47,2,5,KKR,Chidambaram,10 April 2018
25,Rishabh Pant,69,29,237.93,7,5,RR,Arun Jaitley Stadium,02 May 2018
26,MS Dhoni,51,22,231.81,2,5,DC,Maharashtra Cricket Association's International Stadium,30 April 2018
27,AB de Villiers,90,39,230.76,10,5,DC,M. Chinnaswamy Stadium,21 April 2018
28,Karun Nair,54,26,207.69,3,5,CSK,Maharashtra Cricket Association's International Stadium,20 May 2018
29,Andre Russell,49,25,196,3,5,RR,Eden Gardens,23 May 2018
30,Kane Williamson,81,42,192.85,7,5,RCB,M. Chinnaswamy Stadium,17 May 2018
31,AB de Villiers,44,23,191.3,1,5,KKR,Eden Gardens,08 April 2018
