POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
40,Yuvraj Singh,41,23,178.26,2,3,RCB,M. Chinnaswamy Stadium,29 April 2011
41,Bharat Chipli,61,35,174.28,5,3,RCB,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011
42,Shaun Marsh,71,42,169.04,6,3,RR,IS Bindra Stadium,21 April 2011
43,Rohit Sharma,56,34,164.7,5,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2011
44,Shaun Marsh,46,28,164.28,5,3,DC,HPCA Stadium,15 May 2011
45,Ravindra Jadeja,29,18,161.11,1,3,KKR,Eden Gardens,20 April 2011
46,Virat Kohli,70,44,159.09,5,3,CSK,Wankhede Stadium,24 May 2011
47,Venugopal Rao,31,20,155,1,3,PWI,DY Patil Stadium,17 April 2011
48,Shane Watson,20,13,153.84,0,3,KTK,Holkar Cricket Stadium,15 May 2011
49,Rohit Sharma,49,32,153.12,2,3,DC,Wankhede Stadium,07 May 2011
50,Sachin Tendulkar,100,66,151.51,12,3,KTK,Wankhede Stadium,15 April 2011
51,Yusuf Pathan,36,24,150,2,3,RCB,M. Chinnaswamy Stadium,14 May 2011
52,Paul Valthaty,46,31,148.38,4,3,RR,IS Bindra Stadium,21 April 2011
53,Ashok Menaria,22,15,146.66,0,3,DC,Sawai Mansingh Stadium,12 April 2011
54,Ryan ten Doeschate,70,49,142.85,6,3,MI,Wankhede Stadium,25 May 2011
55,Brendon McCullum,47,33,142.42,4,3,CSK,Jawaharlal Nehru Stadium,18 April 2011
56,Ravindra Jadeja,47,33,142.42,3,3,PWI,DY Patil Stadium,13 April 2011
57,Jacques Kallis,59,42,140.47,4,3,MI,Eden Gardens,22 May 2011
58,Michael Hussey,63,45,140,3,3,RCB,Chidambaram,28 May 2011
59,Wriddhiman Saha,46,33,139.39,1,3,KTK,Chidambaram,18 May 2011
60,Virat Kohli,71,51,139.21,5,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011
61,Adam Gilchrist,61,46,132.6,5,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011
62,Murali Vijay,53,40,132.5,2,3,RR,Sawai Mansingh Stadium,09 May 2011
63,Mitchell Marsh,37,28,132.14,1,3,DEC,DY Patil Stadium,16 May 2011
64,Ashok Menaria,29,22,131.81,0,3,PWI,Sawai Mansingh Stadium,01 May 2011
65,Manoj Tiwary,61,47,129.78,2,3,DC,Arun Jaitley Stadium,28 April 2011
66,Manish Pandey,59,47,125.53,4,3,MI,DY Patil Stadium,04 May 2011
67,Paul Valthaty,62,50,124,7,3,DC,HPCA Stadium,15 May 2011
68,Saurabh Tiwary,42,34,123.52,1,3,CSK,Chidambaram,28 May 2011
69,Chris Gayle,38,12,316.66,6,2,KKR,M. Chinnaswamy Stadium,14 May 2011
70,Ambati Rayudu,17,6,283.33,0,2,KKR,Eden Gardens,22 May 2011
71,Ravindra Jadeja,16,6,266.66,0,2,CSK,Jawaharlal Nehru Stadium,18 April 2011
72,Robin Uthappa,31,13,238.46,3,2,KTK,DY Patil Stadium,13 April 2011
73,Naman Ojha,19,8,237.5,1,2,PBKS,Arun Jaitley Stadium,23 April 2011
74,Yuvraj Singh,35,15,233.33,5,2,PBKS,IS Bindra Stadium,08 May 2011
75,Ravindra Jadeja,25,11,227.27,2,2,MI,Wankhede Stadium,15 April 2011
76,MS Dhoni,43,20,215,4,2,PBKS,IS Bindra Stadium,13 April 2011
77,Dan Christian,30,14,214.28,2,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011
78,Yogesh Nagar,23,11,209.09,1,2,DEC,Arun Jaitley Stadium,19 April 2011
79,Aaron Finch,25,12,208.33,1,2,PWI,DY Patil Stadium,17 April 2011
80,David Hussey,20,10,200,0,2,DC,Arun Jaitley Stadium,23 April 2011
81,Brendon McCullum,37,19,194.73,5,2,DC,Arun Jaitley Stadium,02 May 2011
82,Brad Hodge,33,17,194.11,5,2,RR,Holkar Cricket Stadium,15 May 2011
83,AB de Villiers,27,14,192.85,2,2,PBKS,M. Chinnaswamy Stadium,06 May 2011
84,Dan Christian,25,13,192.3,1,2,KKR,Eden Gardens,11 April 2011
85,Owais Shah,23,12,191.66,1,2,PBKS,Holkar Cricket Stadium,13 May 2011
86,Paul Valthaty,120,63,190.47,19,2,CSK,IS Bindra Stadium,13 April 2011
87,David Warner,19,10,190,1,2,PWI,Arun Jaitley Stadium,21 May 2011
88,Piyush Chawla,13,7,185.71,0,2,DEC,HPCA Stadium,21 May 2011
89,Irfan Pathan,13,7,185.71,0,2,RCB,Arun Jaitley Stadium,26 April 2011
90,Brad Hodge,35,19,184.21,3,2,KKR,Jawaharlal Nehru Stadium,05 May 2011
91,Kieron Pollard,20,11,181.81,1,2,PBKS,Wankhede Stadium,02 May 2011
92,Manoj Tiwary,27,15,180,1,2,CSK,Chidambaram,08 April 2011
93,Naman Ojha,25,14,178.57,3,2,CSK,Chidambaram,12 May 2011
94,Mohnish Mishra,37,21,176.19,2,2,KTK,DY Patil Stadium,13 April 2011
95,Jesse Ryder,35,20,175,5,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2011
96,Paul Valthaty,17,10,170,1,2,KTK,Holkar Cricket Stadium,13 May 2011
97,Aiden Blizzard,51,30,170,7,2,KKR,Wankhede Stadium,25 May 2011
98,Shane Watson,22,13,169.23,0,2,KKR,Sawai Mansingh Stadium,15 April 2011
99,MS Dhoni,22,13,169.23,0,2,RCB,Chidambaram,28 May 2011
100,Suresh Raina,59,35,168.57,6,2,DEC,Chidambaram,01 May 2011
101,David Warner,46,28,164.28,6,2,PWI,DY Patil Stadium,17 April 2011
102,Luke Pomersbach,29,18,161.11,2,2,CSK,Wankhede Stadium,24 May 2011
103,Yogesh Nagar,19,12,158.33,0,2,KKR,Arun Jaitley Stadium,28 April 2011
104,Robin Uthappa,22,14,157.14,1,2,PBKS,DY Patil Stadium,10 April 2011
105,Ambati Rayudu,59,39,151.28,7,2,DC,Wankhede Stadium,07 May 2011
106,Jesse Ryder,51,34,150,4,2,RCB,M. Chinnaswamy Stadium,29 April 2011
107,Ross Taylor,21,14,150,1,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011
108,Venugopal Rao,30,20,150,2,2,CSK,Chidambaram,12 May 2011
109,Subramaniam Badrinath,71,48,147.91,7,2,MI,Wankhede Stadium,22 April 2011
110,AB de Villiers,65,44,147.72,5,2,CSK,Chidambaram,16 April 2011
111,Murali Vijay,31,21,147.61,3,2,RCB,Chidambaram,16 April 2011
112,Virat Kohli,56,38,147.36,8,2,DC,Arun Jaitley Stadium,26 April 2011
113,Dwaraka Ravi Teja,60,41,146.34,5,2,PBKS,HPCA Stadium,21 May 2011
114,Mahela Jayawardena,76,52,146.15,8,2,PBKS,Holkar Cricket Stadium,13 May 2011
115,Suresh Raina,19,13,146.15,1,2,KTK,Chidambaram,18 May 2011
116,Naman Ojha,16,11,145.45,0,2,RCB,Arun Jaitley Stadium,26 April 2011
117,Subramaniam Badrinath,63,44,143.18,6,2,PWI,DY Patil Stadium,27 April 2011
118,Manoj Tiwary,30,21,142.85,2,2,DEC,Eden Gardens,11 April 2011
119,Shikhar Dhawan,24,17,141.17,1,2,PWI,Rajiv Gandhi Intl. Cricket Stadium,10 May 2011
120,Robin Uthappa,31,22,140.9,2,2,CSK,DY Patil Stadium,27 April 2011
121,Brendon McCullum,45,32,140.62,4,2,RCB,Jawaharlal Nehru Stadium,09 April 2011
122,Shaun Marsh,42,30,140,5,2,KTK,Holkar Cricket Stadium,13 May 2011
123,Paul Valthaty,14,10,140,0,2,DC,Arun Jaitley Stadium,23 April 2011
124,Ross Taylor,35,25,140,2,2,KKR,Sawai Mansingh Stadium,15 April 2011
125,Adam Gilchrist,51,37,137.83,6,2,DEC,HPCA Stadium,21 May 2011
126,Mayank Agarwal,33,24,137.5,2,2,KTK,Jawaharlal Nehru Stadium,09 April 2011
127,Davy Jacobs,22,16,137.5,2,2,RCB,M. Chinnaswamy Stadium,12 April 2011
128,Dan Christian,26,19,136.84,1,2,RR,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011
129,Suresh Raina,34,25,136,1,2,PWI,DY Patil Stadium,27 April 2011
130,Brendon McCullum,81,60,135,10,2,MI,Wankhede Stadium,15 April 2011
131,Ross Taylor,47,35,134.28,4,2,PWI,Sawai Mansingh Stadium,01 May 2011
132,Mahela Jayawardena,55,41,134.14,2,2,KKR,Jawaharlal Nehru Stadium,05 May 2011
133,Kieron Pollard,28,21,133.33,2,2,PWI,DY Patil Stadium,04 May 2011
134,Mayank Agarwal,41,31,132.25,4,2,MI,Chidambaram,27 May 2011
135,Subramaniam Badrinath,54,41,131.7,3,2,KKR,Eden Gardens,07 May 2011
136,Robin Uthappa,34,26,130.76,0,2,MI,DY Patil Stadium,04 May 2011
137,Eoin Morgan,66,51,129.41,8,2,KTK,Jawaharlal Nehru Stadium,05 May 2011
138,Irfan Pathan,44,34,129.41,3,2,CSK,Chidambaram,12 May 2011
139,Yuvraj Singh,20,16,125,1,2,MI,DY Patil Stadium,04 May 2011
140,VVS Laxman,36,29,124.13,2,2,RCB,Jawaharlal Nehru Stadium,09 April 2011
141,Jacques Kallis,80,65,123.07,7,2,RR,Sawai Mansingh Stadium,15 April 2011
142,Shane Watson,49,40,122.5,4,2,KTK,Sawai Mansingh Stadium,24 April 2011
143,Brad Hodge,51,42,121.42,3,2,CSK,Chidambaram,18 May 2011
144,Sunny Sohal,34,28,121.42,2,2,PWI,DY Patil Stadium,16 May 2011
145,Andrew Symonds,31,26,119.23,1,2,CSK,Wankhede Stadium,22 April 2011
146,Brendon McCullum,32,27,118.51,2,2,PBKS,Holkar Cricket Stadium,13 May 2011
147,Shane Watson,34,29,117.24,3,2,RCB,Sawai Mansingh Stadium,11 May 2011
148,Manish Pandey,49,42,116.66,6,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2011
149,Srikkanth Anirudha,64,55,116.36,6,2,KKR,Chidambaram,08 April 2011
150,Tillakaratne Dilshan,59,52,113.46,4,2,MI,M. Chinnaswamy Stadium,12 April 2011
