POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
79,Shreyas Iyer,40,30,133.33,3,3,RR,Arun Jaitley Stadium,12 April 2015
80,Corey Anderson,50,38,131.57,5,3,RR,Narendra Modi Stadium,14 April 2015
81,Lendl Simmons,68,53,128.3,5,3,RCB,Wankhede Stadium,10 May 2015
82,David Warner,53,42,126.19,1,3,CSK,Chidambaram,11 April 2015
83,Rohit Sharma,46,37,124.32,2,3,DC,Wankhede Stadium,05 May 2015
84,Ajinkya Rahane,47,39,120.51,2,3,DC,Arun Jaitley Stadium,12 April 2015
85,JP Duminy,44,38,115.78,0,3,RR,Arun Jaitley Stadium,12 April 2015
86,Manan Vohra,39,34,114.7,1,3,KKR,Eden Gardens,09 May 2015
87,Chris Gayle,41,43,95.34,2,3,CSK,JSCA Stadium,22 May 2015
88,Ambati Rayudu,14,4,350,0,2,RCB,Wankhede Stadium,10 May 2015
89,David Miller,14,4,350,0,2,RCB,IS Bindra Stadium,13 May 2015
90,Deepak Hooda,13,4,325,0,2,MI,Narendra Modi Stadium,14 April 2015
91,Glenn Maxwell,15,5,300,0,2,DC,Maharashtra Cricket Association's International Stadium,15 April 2015
92,Mitchell McClenaghan,12,4,300,0,2,RCB,Wankhede Stadium,10 May 2015
93,Mohit Sharma,21,7,300,1,2,MI,Eden Gardens,24 May 2015
94,Ashish Reddy,22,8,275,1,2,PBKS,IS Bindra Stadium,27 April 2015
95,Hardik Pandya,16,6,266.66,0,2,RCB,M. Chinnaswamy Stadium,19 April 2015
96,David Miller,27,11,245.45,2,2,KKR,Eden Gardens,09 May 2015
97,Eoin Morgan,17,7,242.85,1,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015
98,Andre Russell,41,17,241.17,6,2,RCB,Eden Gardens,11 April 2015
99,Brendon McCullum,46,20,230,6,2,MI,Wankhede Stadium,17 April 2015
100,Suryakumar Yadav,23,10,230,2,2,PBKS,Maharashtra Cricket Association's International Stadium,18 April 2015
101,Naman Ojha,18,8,225,1,2,KKR,ACA-VDCA Stadium,22 April 2015
102,AB de Villiers,28,13,215.38,3,2,KKR,Eden Gardens,11 April 2015
103,Moises Henriques,19,9,211.11,1,2,CSK,Rajiv Gandhi Intl. Cricket Stadium,02 May 2015
104,Deepak Hooda,19,9,211.11,1,2,PBKS,Narendra Modi Stadium,21 April 2015
105,Kieron Pollard,49,24,204.16,6,2,RCB,Wankhede Stadium,10 May 2015
106,Saurabh Tiwary,28,14,200,1,2,RR,Brabourne Stadium,03 May 2015
107,Dwayne Smith,26,13,200,3,2,PBKS,Chidambaram,25 April 2015
108,Hardik Pandya,61,31,196.77,8,2,KKR,Wankhede Stadium,14 May 2015
109,Rohit Sharma,50,26,192.3,6,2,CSK,Eden Gardens,24 May 2015
110,Axar Patel,40,21,190.47,5,2,RCB,M. Chinnaswamy Stadium,06 May 2015
111,Andre Russell,19,10,190,1,2,SRH,ACA-VDCA Stadium,22 April 2015
112,Karn Sharma,19,10,190,0,2,DC,ACA-VDCA Stadium,18 April 2015
113,David Wiese,47,25,188,6,2,MI,M. Chinnaswamy Stadium,19 April 2015
114,Kedar Jadhav,63,34,185.29,8,2,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,09 May 2015
115,Andre Russell,37,20,185,4,2,RR,Brabourne Stadium,16 May 2015
116,Andre Russell,66,36,183.33,9,2,PBKS,Maharashtra Cricket Association's International Stadium,18 April 2015
117,Steve Smith,68,40,170,9,2,SRH,Brabourne Stadium,07 May 2015
118,Ajinkya Rahane,37,22,168.18,3,2,KKR,Brabourne Stadium,16 May 2015
119,AB de Villiers,46,28,164.28,5,2,SRH,M. Chinnaswamy Stadium,13 April 2015
120,Jagadeesha Suchith,34,21,161.9,4,2,PBKS,Wankhede Stadium,12 April 2015
121,Robin Uthappa,34,21,161.9,2,2,SRH,ACA-VDCA Stadium,22 April 2015
122,MS Dhoni,29,18,161.11,2,2,RCB,Chidambaram,04 May 2015
123,Karun Nair,61,38,160.52,6,2,DC,Brabourne Stadium,03 May 2015
124,Yuvraj Singh,27,17,158.82,0,2,RR,Arun Jaitley Stadium,12 April 2015
125,Mandeep Singh,54,34,158.82,7,2,RR,Maharashtra Cricket Association's International Stadium,20 May 2015
126,James Faulkner,30,19,157.89,2,2,SRH,Brabourne Stadium,07 May 2015
127,Unmukt Chand,58,37,156.75,8,2,RCB,M. Chinnaswamy Stadium,19 April 2015
128,MS Dhoni,25,16,156.25,2,2,PBKS,IS Bindra Stadium,16 May 2015
129,Shikhar Dhawan,54,35,154.28,6,2,RR,Brabourne Stadium,07 May 2015
130,Sanju Samson,26,17,152.94,1,2,CSK,Chidambaram,10 May 2015
131,MS Dhoni,41,27,151.85,2,2,PBKS,Chidambaram,25 April 2015
132,Suresh Raina,43,29,148.27,4,2,MI,Wankhede Stadium,17 April 2015
133,JP Duminy,28,19,147.36,3,2,MI,Wankhede Stadium,05 May 2015
134,Ravi Bopara,22,15,146.66,0,2,CSK,Chidambaram,11 April 2015
135,Mayank Agarwal,68,48,141.66,7,2,PBKS,Maharashtra Cricket Association's International Stadium,15 April 2015
136,Yusuf Pathan,52,37,140.54,5,2,MI,Wankhede Stadium,14 May 2015
137,AB de Villiers,14,10,140,0,2,CSK,M. Chinnaswamy Stadium,22 April 2015
138,Ajinkya Rahane,76,55,138.18,6,2,CSK,Narendra Modi Stadium,19 April 2015
139,Dwayne Smith,40,29,137.93,3,2,RR,Narendra Modi Stadium,19 April 2015
140,Ajinkya Rahane,74,54,137.03,6,2,PBKS,Narendra Modi Stadium,21 April 2015
141,Ryan ten Doeschate,38,28,135.71,3,2,CSK,Chidambaram,28 April 2015
142,Lendl Simmons,59,44,134.09,9,2,RCB,M. Chinnaswamy Stadium,19 April 2015
143,George Bailey,60,45,133.33,5,2,KKR,Maharashtra Cricket Association's International Stadium,18 April 2015
144,Angelo Mathews,28,21,133.33,1,2,KKR,Arun Jaitley Stadium,20 April 2015
145,Wriddhiman Saha,33,25,132,0,2,KKR,Eden Gardens,09 May 2015
146,JP Duminy,54,41,131.7,5,2,SRH,ACA-VDCA Stadium,18 April 2015
147,Yuvraj Singh,57,44,129.54,7,2,MI,Wankhede Stadium,05 May 2015
148,Shane Watson,45,35,128.57,5,2,PBKS,Narendra Modi Stadium,21 April 2015
149,Manish Pandey,33,26,126.92,1,2,SRH,Eden Gardens,04 May 2015
150,Glenn Maxwell,33,26,126.92,2,2,KKR,Maharashtra Cricket Association's International Stadium,18 April 2015
