POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
1,Brendon McCullum,158,73,216.43,10,13,RCB,M. Chinnaswamy Stadium,18 April 2008
2,Sanath Jayasuriya,114,48,237.5,9,11,CSK,Wankhede Stadium,14 May 2008
3,Adam Gilchrist,109,47,231.91,9,10,MI,DY Patil Stadium,27 April 2008
4,Michael Hussey,116,54,214.81,8,9,PBKS,IS Bindra Stadium,19 April 2008
5,Andrew Symonds,117,53,220.75,11,7,RR,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008
6,Shaun Marsh,115,69,166.66,11,7,RR,IS Bindra Stadium,28 May 2008
7,Yuvraj Singh,49,16,306.25,2,6,RR,IS Bindra Stadium,28 May 2008
8,Virender Sehwag,94,41,229.26,10,6,DEC,Rajiv Gandhi Intl. Cricket Stadium,22 April 2008
9,Yusuf Pathan,61,28,217.85,4,6,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008
10,Rahul Dravid,75,36,208.33,6,6,RR,Sawai Mansingh Stadium,17 May 2008
11,Venugopal Rao,71,42,169.04,4,6,KKR,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008
12,Sourav Ganguly,86,53,162.26,6,6,PBKS,Eden Gardens,25 May 2008
13,Virender Sehwag,51,26,196.15,2,5,PBKS,Arun Jaitley Stadium,17 May 2008
14,Shane Watson,74,40,185,5,5,DC,Sawai Mansingh Stadium,11 May 2008
15,Sanath Jayasuriya,70,42,166.66,7,5,DC,Arun Jaitley Stadium,24 May 2008
16,Sourav Ganguly,91,57,159.64,11,5,DEC,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008
17,Shane Watson,76,49,155.1,5,5,PBKS,Sawai Mansingh Stadium,21 April 2008
18,MF Maharoof,39,16,243.75,2,4,RR,Sawai Mansingh Stadium,11 May 2008
19,Yusuf Pathan,45,21,214.28,3,4,DC,Wankhede Stadium,30 May 2008
20,Misbah-ul-Haq,47,25,188,2,4,DC,M. Chinnaswamy Stadium,19 May 2008
