POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
21,Rohit Sharma,50,27,185.18,3,4,PBKS,IS Bindra Stadium,23 May 2008
22,Wriddhiman Saha,59,32,184.37,2,4,PBKS,IS Bindra Stadium,03 May 2008
23,Rohit Sharma,66,36,183.33,6,4,DC,Rajiv Gandhi Intl. Cricket Stadium,22 April 2008
24,Graeme Smith,91,51,178.43,9,4,CSK,Chidambaram,24 May 2008
25,Albie Morkel,71,40,177.5,6,4,RR,Chidambaram,24 May 2008
26,Virender Sehwag,71,41,173.17,7,4,CSK,Chidambaram,02 May 2008
27,Suresh Raina,55,34,161.76,4,4,PBKS,Wankhede Stadium,31 May 2008
28,David Hussey,71,46,154.34,4,4,PBKS,IS Bindra Stadium,03 May 2008
29,Shaun Marsh,58,38,152.63,3,4,CSK,Chidambaram,10 May 2008
30,Sanath Jayasuriya,54,37,145.94,4,4,RCB,M. Chinnaswamy Stadium,28 May 2008
31,Shaun Marsh,81,56,144.64,7,4,MI,Wankhede Stadium,21 May 2008
32,Yusuf Pathan,56,39,143.58,3,4,CSK,DY Patil Stadium,01 June 2008
33,MS Dhoni,60,43,139.53,2,4,PBKS,Chidambaram,10 May 2008
34,Balachandra Akhil,27,7,385.71,2,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008
35,Kamran Akmal,24,8,300,1,3,PBKS,IS Bindra Stadium,28 May 2008
36,Yuvraj Singh,23,8,287.5,1,3,DC,Arun Jaitley Stadium,17 May 2008
37,Sanath Jayasuriya,48,17,282.35,6,3,KKR,Wankhede Stadium,16 May 2008
38,Yusuf Pathan,48,18,266.66,5,3,KKR,Eden Gardens,20 May 2008
39,Yusuf Pathan,39,15,260,3,3,PBKS,IS Bindra Stadium,28 May 2008
40,Suresh Raina,32,13,246.15,2,3,PBKS,IS Bindra Stadium,19 April 2008
41,Irfan Pathan,40,18,222.22,3,3,CSK,Chidambaram,10 May 2008
42,Shaun Pollock,33,15,220,2,3,DC,DY Patil Stadium,04 May 2008
43,Ross Taylor,44,20,220,6,3,RR,M. Chinnaswamy Stadium,26 April 2008
44,Umar Gul,24,11,218.18,1,3,PBKS,Eden Gardens,25 May 2008
45,MS Dhoni,65,30,216.66,9,3,RCB,M. Chinnaswamy Stadium,28 April 2008
46,David Hussey,26,12,216.66,1,3,RCB,Eden Gardens,08 May 2008
47,James Hopes,71,33,215.15,10,3,CSK,IS Bindra Stadium,19 April 2008
48,Mohammad Kaif,34,16,212.5,2,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008
49,Luke Pomersbach,25,12,208.33,0,3,DC,Arun Jaitley Stadium,17 May 2008
50,Harbhajan Singh,28,14,200,1,3,CSK,Chidambaram,23 April 2008
51,Albie Morkel,30,15,200,2,3,DC,Arun Jaitley Stadium,08 May 2008
52,Virender Sehwag,40,20,200,3,3,MI,DY Patil Stadium,04 May 2008
53,David Hussey,57,29,196.55,4,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008
54,Kamran Akmal,53,28,189.28,4,3,CSK,Chidambaram,24 May 2008
55,Shane Watson,52,29,179.31,4,3,DC,Wankhede Stadium,30 May 2008
56,Abhishek Nayar,34,19,178.94,1,3,DEC,DY Patil Stadium,27 April 2008
57,Dinesh Karthik,56,32,175,4,3,MI,Arun Jaitley Stadium,24 May 2008
58,Yuvraj Singh,57,34,167.64,6,3,RR,Sawai Mansingh Stadium,21 April 2008
59,Gautam Gambhir,79,48,164.58,7,3,DEC,Arun Jaitley Stadium,15 May 2008
60,Luke Pomersbach,79,50,158,10,3,MI,Wankhede Stadium,21 May 2008
61,Ross Taylor,53,34,155.88,3,3,CSK,M. Chinnaswamy Stadium,28 April 2008
62,Shikhar Dhawan,50,33,151.51,4,3,RCB,Arun Jaitley Stadium,30 April 2008
63,Venugopal Rao,57,38,150,4,3,MI,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
64,Suresh Raina,53,37,143.24,3,3,MI,Chidambaram,23 April 2008
65,Matthew Hayden,70,49,142.85,6,3,KKR,Chidambaram,26 April 2008
66,James Hopes,27,19,142.1,0,3,RCB,IS Bindra Stadium,12 May 2008
67,Dwaraka Ravi Teja,37,27,137.03,2,3,MI,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
68,Subramaniam Badrinath,64,47,136.17,6,3,PBKS,Chidambaram,10 May 2008
69,Rohit Sharma,57,42,135.71,5,3,RCB,M. Chinnaswamy Stadium,03 May 2008
70,Shaun Marsh,60,46,130.43,3,3,DEC,IS Bindra Stadium,23 May 2008
71,Herschelle Gibbs,44,34,129.41,3,3,PBKS,IS Bindra Stadium,23 May 2008
72,Praveen Kumar,34,30,113.33,2,3,RR,M. Chinnaswamy Stadium,26 April 2008
73,David Hussey,38,43,88.37,1,3,DEC,Eden Gardens,20 April 2008
74,Shahid Afridi,20,6,333.33,2,2,CSK,Chidambaram,06 May 2008
75,Manpreet Gony,15,6,250,0,2,DEC,Chidambaram,06 May 2008
76,Shane Warne,22,9,244.44,2,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008
77,Sanjay Bangar,17,7,242.85,0,2,RCB,M. Chinnaswamy Stadium,03 May 2008
78,Sanath Jayasuriya,36,15,240,6,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
79,Shahid Afridi,33,14,235.71,3,2,DC,Arun Jaitley Stadium,15 May 2008
80,Shaun Pollock,28,12,233.33,3,2,RCB,Wankhede Stadium,20 April 2008
81,Subramaniam Badrinath,31,14,221.42,3,2,PBKS,IS Bindra Stadium,19 April 2008
82,Venugopal Rao,26,12,216.66,2,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008
83,Mahela Jayawardena,36,17,211.76,3,2,DC,Arun Jaitley Stadium,17 May 2008
84,Mark Boucher,39,19,205.26,4,2,MI,Wankhede Stadium,20 April 2008
85,Brendon McCullum,24,12,200,2,2,CSK,Chidambaram,26 April 2008
86,Robin Uthappa,46,23,200,5,2,DC,Arun Jaitley Stadium,24 May 2008
87,Kumar Sangakkara,50,25,200,7,2,DEC,IS Bindra Stadium,23 May 2008
88,Rohit Sharma,35,18,194.44,3,2,DC,Arun Jaitley Stadium,15 May 2008
89,Ross Taylor,29,15,193.33,3,2,DC,Arun Jaitley Stadium,30 April 2008
90,Ross Taylor,23,12,191.66,1,2,MI,Wankhede Stadium,20 April 2008
91,Venugopal Rao,34,18,188.88,3,2,DC,Arun Jaitley Stadium,15 May 2008
92,Suresh Raina,45,24,187.5,6,2,RR,Chidambaram,24 May 2008
93,Yusuf Pathan,68,37,183.78,9,2,DEC,Sawai Mansingh Stadium,09 May 2008
94,Mark Boucher,31,17,182.35,2,2,DC,Arun Jaitley Stadium,30 April 2008
95,Laxmi Ratan Shukla,40,22,181.81,4,2,MI,Eden Gardens,29 April 2008
96,Rohit Sharma,76,42,180.95,10,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,01 May 2008
97,Yuvraj Singh,23,13,176.92,1,2,CSK,IS Bindra Stadium,19 April 2008
98,Dwayne Bravo,30,17,176.47,2,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
99,Matthew Hayden,81,46,176.08,12,2,MI,Chidambaram,23 April 2008
100,Albie Morkel,28,16,175,3,2,DC,Chidambaram,02 May 2008
101,MF Maharoof,19,11,172.72,0,2,DEC,Arun Jaitley Stadium,15 May 2008
102,MS Dhoni,29,17,170.58,1,2,RR,DY Patil Stadium,01 June 2008
103,Sanath Jayasuriya,20,12,166.66,1,2,PBKS,Wankhede Stadium,21 May 2008
104,Yusuf Pathan,55,33,166.66,6,2,KKR,Sawai Mansingh Stadium,01 May 2008
105,Suresh Raina,28,17,164.7,1,2,RCB,M. Chinnaswamy Stadium,28 April 2008
106,Kumar Sangakkara,54,33,163.63,5,2,CSK,IS Bindra Stadium,19 April 2008
107,Subramaniam Badrinath,53,33,160.6,7,2,MI,Wankhede Stadium,14 May 2008
108,MS Dhoni,43,27,159.25,3,2,KKR,Chidambaram,26 April 2008
109,Abhishek Nayar,38,24,158.33,3,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
110,Graeme Smith,71,45,157.77,9,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008
111,Debabrata Das,31,20,155,1,2,RR,Eden Gardens,20 May 2008
112,Ajit Agarkar,20,13,153.84,1,2,RR,Sawai Mansingh Stadium,01 May 2008
113,Graeme Smith,75,49,153.06,8,2,RCB,Sawai Mansingh Stadium,17 May 2008
114,Albie Morkel,29,19,152.63,1,2,DEC,Chidambaram,06 May 2008
115,Swapnil Asnodkar,41,27,151.85,5,2,CSK,Chidambaram,24 May 2008
116,Wasim Jaffer,50,33,151.51,5,2,CSK,M. Chinnaswamy Stadium,28 April 2008
117,Abhishek Nayar,27,18,150,1,2,PBKS,Wankhede Stadium,21 May 2008
118,Adam Gilchrist,54,36,150,7,2,CSK,Chidambaram,06 May 2008
119,Shane Watson,61,41,148.78,8,2,RCB,M. Chinnaswamy Stadium,26 April 2008
120,Shaun Marsh,74,51,145.09,9,2,RCB,IS Bindra Stadium,12 May 2008
121,Suresh Raina,43,30,143.33,1,2,RR,DY Patil Stadium,01 June 2008
122,Kumar Sangakkara,64,45,142.22,7,2,KKR,Eden Gardens,25 May 2008
123,Luke Pomersbach,34,24,141.66,3,2,RCB,IS Bindra Stadium,12 May 2008
124,David Hussey,42,30,140,1,2,RR,Sawai Mansingh Stadium,01 May 2008
125,Herschelle Gibbs,47,34,138.23,6,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008
126,Yuvraj Singh,40,29,137.93,3,2,DC,IS Bindra Stadium,27 April 2008
127,Rohit Sharma,33,24,137.5,3,2,KKR,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008
128,Rahul Dravid,26,19,136.84,1,2,DEC,M. Chinnaswamy Stadium,03 May 2008
129,Parthiv Patel,54,40,135,5,2,RR,Chidambaram,24 May 2008
130,Cameron White,31,23,134.78,1,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008
131,Virat Kohli,38,29,131.03,1,2,DEC,M. Chinnaswamy Stadium,03 May 2008
132,Sourav Ganguly,51,39,130.76,4,2,RR,Sawai Mansingh Stadium,01 May 2008
133,Shaun Marsh,40,31,129.03,3,2,KKR,Eden Gardens,25 May 2008
134,Shikhar Dhawan,59,46,128.26,6,2,CSK,Arun Jaitley Stadium,08 May 2008
135,Michael Hussey,47,37,127.02,3,2,RCB,M. Chinnaswamy Stadium,28 April 2008
136,Ravindra Jadeja,29,23,126.08,2,2,DC,Arun Jaitley Stadium,19 April 2008
137,Suresh Raina,54,43,125.58,5,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,27 May 2008
138,Dominic Thornely,30,24,125,2,2,DC,DY Patil Stadium,04 May 2008
139,Adam Gilchrist,46,37,124.32,4,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008
140,Karan Goel,26,21,123.8,3,2,RR,Sawai Mansingh Stadium,21 April 2008
141,Albie Morkel,16,13,123.07,0,2,RR,DY Patil Stadium,01 June 2008
142,Praveen Kumar,18,15,120,1,2,KKR,M. Chinnaswamy Stadium,18 April 2008
143,Stephen Fleming,45,39,115.38,3,2,RCB,Chidambaram,21 May 2008
144,Robin Uthappa,22,21,104.76,0,2,DC,DY Patil Stadium,04 May 2008
145,Adam Gilchrist,23,22,104.54,1,2,KKR,Eden Gardens,20 April 2008
146,David Hussey,31,31,100,0,2,DC,Eden Gardens,13 May 2008
147,Herschelle Gibbs,22,22,100,1,2,DC,Arun Jaitley Stadium,15 May 2008
148,Debabrata Das,27,32,84.37,1,2,CSK,Eden Gardens,18 May 2008
149,Andrew Symonds,32,39,82.05,2,2,KKR,Eden Gardens,20 April 2008
150,Laxmi Ratan Shukla,14,3,466.66,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008
