POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
129,Kevin Pietersen,21,14,150,0,2,MI,Wankhede Stadium,09 April 2016
130,MS Dhoni,30,20,150,1,2,SRH,ACA-VDCA Stadium,10 May 2016
131,Moises Henriques,31,21,147.61,1,2,KKR,Arun Jaitley Stadium,25 May 2016
132,AB de Villiers,47,32,146.87,3,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2016
133,Robin Uthappa,70,49,142.85,6,2,PBKS,Eden Gardens,04 May 2016
134,Quinton de Kock,40,28,142.85,4,2,MI,ACA-VDCA Stadium,15 May 2016
135,Manish Pandey,50,35,142.85,5,2,RCB,Eden Gardens,16 May 2016
136,Faf du Plessis,30,21,142.85,3,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,26 April 2016
137,Quinton de Kock,44,31,141.93,5,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 May 2016
138,David Warner,24,17,141.17,1,2,GL,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016
139,Parthiv Patel,81,58,139.65,10,2,PBKS,IS Bindra Stadium,25 April 2016
140,Aaron Finch,50,36,138.88,7,2,RPS,Saurashtra Cricket Association Stadium,14 April 2016
141,Rohit Sharma,68,49,138.77,8,2,KKR,Wankhede Stadium,28 April 2016
142,Robin Uthappa,72,52,138.46,6,2,DC,Arun Jaitley Stadium,30 April 2016
143,MS Dhoni,27,20,135,1,2,DC,Arun Jaitley Stadium,05 May 2016
144,Yusuf Pathan,36,27,133.33,2,2,RPS,Maharashtra Cricket Association's International Stadium,24 April 2016
145,Naman Ojha,37,28,132.14,2,2,KKR,Rajiv Gandhi Intl. Cricket Stadium,16 April 2016
146,Sanju Samson,34,26,130.76,0,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 May 2016
147,Virat Kohli,80,63,126.98,7,2,RPS,Maharashtra Cricket Association's International Stadium,22 April 2016
148,Saurabh Tiwary,57,45,126.66,4,2,MI,Maharashtra Cricket Association's International Stadium,01 May 2016
149,Sanju Samson,60,48,125,4,2,MI,Arun Jaitley Stadium,23 April 2016
150,Suryakumar Yadav,60,49,122.44,6,2,RPS,Maharashtra Cricket Association's International Stadium,24 April 2016
