,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
1555,Hardik Pandya,17,5,340,1,2,RR,Wankhede Stadium,13-May-18
1556,Rishabh Pant,17,6,283.33,1,2,CSK,Arun Jaitley Stadium,18-May-18
1557,Ishan Kishan,17,5,340,1,2,PBKS,Wankhede Stadium,16-May-18
1558,Sunil Narine,17,5,340,1,2,RCB,Eden Gardens,08-Apr-18
1559,Virat Kohli,17,5,340,0,2,KKR,M. Chinnaswamy Stadium,29-Apr-18
1560,Ravichandran Ashwin,17,5,340,1,2,KKR,Holkar Cricket Stadium,12-May-18
1561,Ajinkya Rahane,17,5,340,4,0,KKR,Sawai Mansingh Stadium,18-Apr-18
1562,Ishan Kishan,17,5,340,2,1,CSK,Wankhede Stadium,07-Apr-18
1563,Dinesh Karthik,17,5,340,1,2,PBKS,Holkar Cricket Stadium,12-May-18
1564,Shane Watson,17,4,425,1,2,RR,Maharashtra Cricket Association's International Stadium,20-Apr-18
1565,Krunal Pandya,17,5,340,2,1,CSK,Wankhede Stadium,07-Apr-18
1566,Rishabh Pant,17,6,283.33,2,1,SRH,Arun Jaitley Stadium,10-May-18
1567,Shane Watson,16,6,266.66,2,1,KKR,Chidambaram,10-Apr-18
1568,Vijay Shankar,16,5,320,1,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,05-May-18
1569,Evin Lewis,16,6,266.66,1,2,DC,Arun Jaitley Stadium,20-May-18
1570,AB de Villiers,16,5,320,1,2,CSK,M. Chinnaswamy Stadium,25-Apr-18
1571,Kane Williamson,16,5,320,2,1,RCB,M. Chinnaswamy Stadium,17-May-18
1572,KL Rahul,16,6,266.66,2,1,DC,IS Bindra Stadium,08-Apr-18
1573,Virat Kohli,16,6,266.66,2,1,DC,Arun Jaitley Stadium,12-May-18
1574,Mandeep Singh,16,5,320,1,2,KKR,Eden Gardens,08-Apr-18
1575,Mandeep Singh,16,6,266.66,3,0,RR,M. Chinnaswamy Stadium,15-Apr-18
1576,Ben Cutting,16,5,320,1,2,KKR,Eden Gardens,09-May-18
1577,Krunal Pandya,16,5,320,2,1,CSK,Wankhede Stadium,07-Apr-18
1578,Jason Roy,16,4,400,1,2,MI,Wankhede Stadium,14-Apr-18
1579,Rohit Sharma,16,5,320,4,0,CSK,Maharashtra Cricket Association's International Stadium,28-Apr-18
1580,Karun Nair,16,5,320,1,2,CSK,Maharashtra Cricket Association's International Stadium,20-May-18
1581,Rishabh Pant,16,5,320,2,1,PBKS,IS Bindra Stadium,08-Apr-18
1582,Prithvi Shaw,16,6,266.66,1,2,RR,Arun Jaitley Stadium,02-May-18
1583,KL Rahul,16,6,266.66,1,2,RCB,M. Chinnaswamy Stadium,13-Apr-18
1584,Chris Lynn,16,4,400,1,2,PBKS,Eden Gardens,21-Apr-18
1585,Sunil Narine,16,5,320,1,2,PBKS,Holkar Cricket Stadium,12-May-18
1586,Robin Uthappa,16,6,266.66,4,0,MI,Wankhede Stadium,06-May-18
1587,Evin Lewis,16,5,320,0,2,RR,Wankhede Stadium,13-May-18
1588,Ambati Rayudu,16,6,266.66,2,1,SRH,Maharashtra Cricket Association's International Stadium,13-May-18
1589,Evin Lewis,16,5,320,2,1,DC,Arun Jaitley Stadium,20-May-18
1590,Suresh Raina,16,6,266.66,4,0,RR,Maharashtra Cricket Association's International Stadium,20-Apr-18
1591,Shane Watson,15,5,300,1,1,SRH,Wankhede Stadium,27-May-18
1592,KL Rahul,15,4,375,2,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,26-Apr-18
1593,KL Rahul,15,5,300,3,0,RR,Sawai Mansingh Stadium,08-May-18
1594,Ben Cutting,15,5,300,2,1,DC,Arun Jaitley Stadium,20-May-18
1595,Sanju Samson,15,5,300,0,2,RCB,M. Chinnaswamy Stadium,15-Apr-18
1596,Shubman Gill,15,5,300,0,2,CSK,Eden Gardens,03-May-18
1597,KL Rahul,15,5,300,1,1,RR,Holkar Cricket Stadium,06-May-18
1598,Wriddhiman Saha,15,6,250,3,0,KKR,Eden Gardens,14-Apr-18
1599,Krunal Pandya,15,4,375,2,1,PBKS,Holkar Cricket Stadium,04-May-18
1600,Carlos Brathwaite,15,5,300,0,2,CSK,Wankhede Stadium,22-May-18
1601,Suryakumar Yadav,15,6,250,2,1,KKR,Wankhede Stadium,06-May-18
1602,Sam Billings,15,4,375,0,2,KKR,Chidambaram,10-Apr-18
1603,KL Rahul,15,4,375,0,2,MI,Wankhede Stadium,16-May-18
1604,Shakib Al Hasan,15,5,300,2,1,KKR,Eden Gardens,14-Apr-18
1605,Shardul Thakur,15,5,300,3,0,SRH,Wankhede Stadium,22-May-18
1606,Virat Kohli,15,5,300,2,1,PBKS,Holkar Cricket Stadium,14-May-18
1607,Mandeep Singh,15,5,300,0,2,CSK,M. Chinnaswamy Stadium,25-Apr-18
1608,Rishabh Pant,15,6,250,3,0,SRH,Arun Jaitley Stadium,10-May-18
1609,Virat Kohli,15,6,250,2,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,07-May-18
1610,Kieron Pollard,15,4,375,2,1,PBKS,Wankhede Stadium,16-May-18
1611,Ambati Rayudu,15,4,375,2,1,DC,Maharashtra Cricket Association's International Stadium,30-Apr-18
1612,MS Dhoni,15,6,250,0,2,KKR,Eden Gardens,03-May-18
1613,Ambati Rayudu,15,5,300,2,1,RCB,Maharashtra Cricket Association's International Stadium,05-May-18
1614,Gautam Gambhir,15,4,375,2,1,PBKS,IS Bindra Stadium,08-Apr-18
1615,Manish Pandey,15,4,375,2,1,RCB,M. Chinnaswamy Stadium,17-May-18
1616,Sam Billings,14,4,350,0,2,KKR,Chidambaram,10-Apr-18
1617,Prithvi Shaw,14,3,466.66,2,1,RR,Arun Jaitley Stadium,02-May-18
1618,Colin Munro,14,5,280,2,1,CSK,Maharashtra Cricket Association's International Stadium,30-Apr-18
1619,Aaron Finch,14,4,350,0,2,KKR,Holkar Cricket Stadium,12-May-18
1620,Karun Nair,14,4,350,2,1,CSK,Maharashtra Cricket Association's International Stadium,20-May-18
1621,Dinesh Karthik,14,4,350,3,0,CSK,Eden Gardens,03-May-18
1622,Hardik Pandya,14,5,280,1,1,RCB,M. Chinnaswamy Stadium,01-May-18
1623,KL Rahul,14,5,280,2,1,RR,Sawai Mansingh Stadium,08-May-18
1624,Shane Watson,14,4,350,0,2,DC,Maharashtra Cricket Association's International Stadium,30-Apr-18
1625,Sanju Samson,14,3,466.66,2,1,RCB,M. Chinnaswamy Stadium,15-Apr-18
1626,Dinesh Karthik,14,6,233.33,2,1,MI,Wankhede Stadium,06-May-18
1627,Shreevats Goswami,14,7,200,2,1,KKR,Rajiv Gandhi Intl. Cricket Stadium,19-May-18
1628,KL Rahul,14,4,350,2,1,KKR,Eden Gardens,21-Apr-18
1629,AB de Villiers,14,4,350,0,2,KKR,Eden Gardens,08-Apr-18
1630,Glenn Maxwell,14,5,280,0,2,KKR,Eden Gardens,16-Apr-18
1631,KL Rahul,14,4,350,0,2,KKR,Holkar Cricket Stadium,12-May-18
1632,Jos Buttler,14,6,233.33,2,1,CSK,Sawai Mansingh Stadium,11-May-18
1633,Chris Lynn,14,6,233.33,3,0,SRH,Eden Gardens,14-Apr-18
1634,AB de Villiers,14,6,233.33,3,0,RR,Sawai Mansingh Stadium,19-May-18
1635,KL Rahul,14,4,350,1,1,RR,Holkar Cricket Stadium,06-May-18
1636,Shreyas Iyer,14,4,350,0,2,KKR,Arun Jaitley Stadium,27-Apr-18
1637,Suresh Raina,14,4,350,0,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,22-Apr-18
1638,Andre Russell,14,4,350,0,2,CSK,Chidambaram,10-Apr-18
1639,Moeen Ali,14,4,350,0,2,SRH,M. Chinnaswamy Stadium,17-May-18
1640,Brendon McCullum,14,6,233.33,2,1,KKR,Eden Gardens,08-Apr-18
1641,Ishan Kishan,14,6,233.33,3,0,KKR,Eden Gardens,09-May-18
1642,Evin Lewis,14,6,233.33,2,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,12-Apr-18
1643,Kane Williamson,14,4,350,0,2,KKR,Rajiv Gandhi Intl. Cricket Stadium,19-May-18
1644,Suryakumar Yadav,14,6,233.33,2,1,DC,Wankhede Stadium,14-Apr-18
1645,Shane Watson,14,4,350,0,2,DC,Maharashtra Cricket Association's International Stadium,30-Apr-18
1646,Andre Russell,14,6,233.33,2,1,RCB,Eden Gardens,08-Apr-18
1647,Rohit Sharma,14,5,280,2,1,RCB,Wankhede Stadium,17-Apr-18
1648,Rishabh Pant,14,6,233.33,2,1,RCB,M. Chinnaswamy Stadium,21-Apr-18
1649,Evin Lewis,14,6,233.33,2,1,KKR,Wankhede Stadium,06-May-18
1650,Andre Russell,28,5,560,1,4,RCB,M. Chinnaswamy Stadium,05-Apr-19
1651,Jos Buttler,28,6,466.66,4,2,MI,Wankhede Stadium,13-Apr-19
1652,Moeen Ali,26,6,433.33,2,3,KKR,Eden Gardens,19-Apr-19
1653,KL Rahul,24,6,400,3,2,CSK,IS Bindra Stadium,05-May-19
1654,Chris Gayle,24,6,400,3,2,RCB,IS Bindra Stadium,13-Apr-19
1655,Sunil Narine,24,5,480,1,3,PBKS,Eden Gardens,27-Mar-19
1656,Sanju Samson,24,6,400,4,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,29-Mar-19
1657,MS Dhoni,24,6,400,1,3,RCB,M. Chinnaswamy Stadium,21-Apr-19
1658,Kane Williamson,23,6,383.33,2,2,RCB,M. Chinnaswamy Stadium,04-May-19
1659,Shane Watson,23,5,460,1,3,DC,ACA-VDCA Stadium,10-May-19
1660,KL Rahul,23,5,460,1,3,MI,Wankhede Stadium,10-Apr-19
1661,Andre Russell,22,4,550,1,3,PBKS,Eden Gardens,27-Mar-19
1662,Sam Curran,22,6,366.66,3,1,KKR,IS Bindra Stadium,03-May-19
1663,Chris Gayle,22,5,440,1,3,MI,Wankhede Stadium,10-Apr-19
1664,Suresh Raina,22,6,366.66,4,1,SRH,Chidambaram,23-Apr-19
1665,Sunil Narine,22,6,366.66,4,1,RR,Sawai Mansingh Stadium,07-Apr-19
1666,Andre Russell,21,5,420,2,2,PBKS,Eden Gardens,27-Mar-19
1667,Rishabh Pant,21,5,420,2,2,SRH,ACA-VDCA Stadium,08-May-19
1668,Andre Russell,21,6,350,2,2,SRH,Eden Gardens,24-Mar-19
1669,Hardik Pandya,21,6,350,2,2,RCB,Wankhede Stadium,15-Apr-19
1670,Marcus Stoinis,20,4,500,2,2,PBKS,M. Chinnaswamy Stadium,24-Apr-19
1671,Andre Russell,20,6,333.33,2,2,MI,Eden Gardens,28-Apr-19
1672,Liam Livingstone,20,6,333.33,2,2,SRH,Sawai Mansingh Stadium,27-Apr-19
1673,Quinton de Kock,19,6,316.66,0,3,CSK,Rajiv Gandhi Intl. Cricket Stadium,12-May-19
1674,Nicholas Pooran,19,6,316.66,0,3,RCB,M. Chinnaswamy Stadium,24-Apr-19
1675,Chris Lynn,19,4,475,0,3,CSK,Eden Gardens,14-Apr-19
1676,Rishabh Pant,19,5,380,1,2,MI,Wankhede Stadium,24-Mar-19
1677,Andre Russell,19,5,380,0,3,MI,Eden Gardens,28-Apr-19
1678,Quinton de Kock,19,5,380,3,1,RR,Sawai Mansingh Stadium,20-Apr-19
1679,MS Dhoni,19,4,475,0,3,RR,Chidambaram,31-Mar-19
1680,Kieron Pollard,19,7,271.42,0,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,06-Apr-19
1681,Dinesh Karthik,19,5,380,3,1,RR,Eden Gardens,25-Apr-19
1682,Shane Watson,19,5,380,0,3,MI,Rajiv Gandhi Intl. Cricket Stadium,12-May-19
1683,MS Dhoni,19,6,316.66,1,2,DC,Chidambaram,01-May-19
1684,Andre Russell,19,6,316.66,0,3,RCB,M. Chinnaswamy Stadium,05-Apr-19
1685,Chris Gayle,19,5,380,3,1,RR,Sawai Mansingh Stadium,25-Mar-19
1686,Jonny Bairstow,18,4,450,1,2,KKR,Rajiv Gandhi Intl. Cricket Stadium,21-Apr-19
1687,David Warner,18,5,360,1,2,KKR,Rajiv Gandhi Intl. Cricket Stadium,21-Apr-19
1688,Jos Buttler,18,5,360,3,1,PBKS,Sawai Mansingh Stadium,25-Mar-19
1689,Andre Russell,18,6,300,0,3,RCB,Eden Gardens,19-Apr-19
1690,Yuvraj Singh,18,4,450,0,3,RCB,M. Chinnaswamy Stadium,28-Mar-19
1691,Andre Russell,18,5,360,1,2,SRH,Eden Gardens,24-Mar-19
1692,Nitish Rana,18,6,300,1,2,RCB,Eden Gardens,19-Apr-19
1693,Parthiv Patel,18,6,300,3,1,PBKS,M. Chinnaswamy Stadium,24-Apr-19
1694,AB de Villiers,18,5,360,0,3,PBKS,M. Chinnaswamy Stadium,24-Apr-19
1695,Kieron Pollard,18,6,300,2,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,06-Apr-19
1696,Andre Russell,18,3,600,0,3,RCB,Eden Gardens,19-Apr-19
1697,Parthiv Patel,18,6,300,3,1,MI,Wankhede Stadium,15-Apr-19
1698,Sanju Samson,17,5,340,1,2,RCB,M. Chinnaswamy Stadium,30-Apr-19
1699,Nitish Rana,17,5,340,1,2,RCB,Eden Gardens,19-Apr-19
1700,Shubman Gill,17,6,283.33,1,2,PBKS,IS Bindra Stadium,03-May-19
1701,Ravichandran Ashwin,17,4,425,1,2,RR,IS Bindra Stadium,16-Apr-19
1702,Ajinkya Rahane,17,6,283.33,2,1,KKR,Eden Gardens,25-Apr-19
1703,Jonny Bairstow,17,5,340,2,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,31-Mar-19
1704,Ajinkya Rahane,17,6,283.33,2,1,MI,Wankhede Stadium,13-Apr-19
1705,Faf du Plessis,17,5,340,2,1,PBKS,IS Bindra Stadium,05-May-19
1706,Dinesh Karthik,17,5,340,1,2,RR,Eden Gardens,25-Apr-19
1707,Virat Kohli,17,5,340,2,1,KKR,Eden Gardens,19-Apr-19
1708,Dinesh Karthik,17,5,340,2,1,PBKS,IS Bindra Stadium,03-May-19
1709,Shane Watson,17,5,340,2,1,SRH,Chidambaram,23-Apr-19
1710,Hardik Pandya,17,4,425,1,2,CSK,Wankhede Stadium,03-Apr-19
1711,MS Dhoni,17,5,340,2,1,PBKS,Chidambaram,06-Apr-19
1712,AB de Villiers,17,5,340,1,2,MI,M. Chinnaswamy Stadium,28-Mar-19
1713,Shikhar Dhawan,17,5,340,1,2,KKR,Eden Gardens,12-Apr-19
1714,Kieron Pollard,17,5,340,1,2,PBKS,Wankhede Stadium,10-Apr-19
1715,Prithvi Shaw,16,6,266.66,4,0,RCB,M. Chinnaswamy Stadium,07-Apr-19
1716,Quinton de Kock,16,5,320,2,1,DC,Wankhede Stadium,24-Mar-19
1717,Marcus Stoinis,16,4,400,2,1,KKR,M. Chinnaswamy Stadium,05-Apr-19
1718,Manish Pandey,16,5,320,2,1,MI,Wankhede Stadium,02-May-19
1719,Chris Gayle,16,6,266.66,4,0,DC,Arun Jaitley Stadium,20-Apr-19
1720,Moeen Ali,16,5,320,1,2,MI,Wankhede Stadium,15-Apr-19
1721,Faf du Plessis,16,6,266.66,4,0,KKR,Eden Gardens,14-Apr-19
1722,AB de Villiers,16,3,533.33,1,2,MI,M. Chinnaswamy Stadium,28-Mar-19
1723,Vijay Shankar,16,5,320,0,2,RR,Rajiv Gandhi Intl. Cricket Stadium,29-Mar-19
1724,Rishabh Pant,16,3,533.33,1,2,MI,Wankhede Stadium,24-Mar-19
1725,Kieron Pollard,16,5,320,1,2,PBKS,Wankhede Stadium,10-Apr-19
1726,Jonny Bairstow,16,6,266.66,2,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,31-Mar-19
1727,Prithvi Shaw,16,6,266.66,2,1,SRH,ACA-VDCA Stadium,08-May-19
1728,Quinton de Kock,16,4,400,1,2,KKR,Wankhede Stadium,05-May-19
1729,Quinton de Kock,16,6,266.66,2,1,RCB,Wankhede Stadium,15-Apr-19
1730,Chris Gayle,16,5,320,1,2,CSK,IS Bindra Stadium,05-May-19
1731,Ravindra Jadeja,15,5,300,3,0,KKR,Eden Gardens,14-Apr-19
1732,Rahul Tripathi,15,5,300,2,1,CSK,Chidambaram,31-Mar-19
1733,Andre Russell,15,5,300,0,2,DC,Eden Gardens,12-Apr-19
1734,Robin Uthappa,15,4,375,2,1,PBKS,IS Bindra Stadium,03-May-19
1735,Yuvraj Singh,15,4,375,2,1,DC,Wankhede Stadium,24-Mar-19
1736,Martin Guptill,15,4,375,1,1,RCB,M. Chinnaswamy Stadium,04-May-19
1737,KL Rahul,15,4,375,2,1,CSK,Chidambaram,06-Apr-19
1738,Rohit Sharma,15,5,300,2,1,RR,Wankhede Stadium,13-Apr-19
1739,Nitish Rana,15,4,375,2,1,PBKS,Eden Gardens,27-Mar-19
1740,Rishabh Pant,15,4,375,2,1,MI,Wankhede Stadium,24-Mar-19
1741,Shikhar Dhawan,15,6,250,2,1,RR,Sawai Mansingh Stadium,22-Apr-19
1742,Jonny Bairstow,15,4,375,0,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,31-Mar-19
1743,Faf du Plessis,15,5,300,2,1,PBKS,Chidambaram,06-Apr-19
1744,Rohit Sharma,15,4,375,2,1,CSK,Chidambaram,26-Apr-19
1745,Hardik Pandya,15,5,300,1,1,RR,Sawai Mansingh Stadium,20-Apr-19
1746,Krunal Pandya,15,6,250,2,1,DC,Wankhede Stadium,24-Mar-19
1747,Nitish Rana,15,4,375,0,2,MI,Wankhede Stadium,05-May-19
1748,David Warner,15,5,300,1,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,31-Mar-19
1749,Prithvi Shaw,15,5,300,3,0,KKR,Arun Jaitley Stadium,30-Mar-19
1750,Virat Kohli,15,5,300,1,1,KKR,Eden Gardens,19-Apr-19
1751,Chris Lynn,14,6,233.33,2,1,CSK,Eden Gardens,14-Apr-19
1752,Parthiv Patel,14,5,280,3,0,DC,Arun Jaitley Stadium,28-Apr-19
1753,Kieron Pollard,14,3,466.66,0,2,PBKS,Wankhede Stadium,10-Apr-19
1754,Sarfaraz Khan,14,5,280,1,1,CSK,Chidambaram,06-Apr-19
1755,Dinesh Karthik,14,4,350,0,2,RR,Eden Gardens,25-Apr-19
1756,Shane Watson,14,4,350,0,2,DC,Arun Jaitley Stadium,26-Mar-19
1757,Suresh Raina,14,5,280,2,1,DC,Chidambaram,01-May-19
1758,Virat Kohli,14,4,350,0,2,DC,M. Chinnaswamy Stadium,07-Apr-19
1759,Andre Russell,14,5,280,0,2,PBKS,IS Bindra Stadium,03-May-19
1760,Shubman Gill,14,6,233.33,2,1,MI,Eden Gardens,28-Apr-19
1761,Yuvraj Singh,14,4,350,0,2,DC,Wankhede Stadium,24-Mar-19
1762,Kedar Jadhav,14,7,200,3,0,MI,Wankhede Stadium,03-Apr-19
1763,Gurkeerat Mann Singh,14,5,280,2,1,DC,Arun Jaitley Stadium,28-Apr-19
1764,Gurkeerat Mann Singh,14,5,280,3,0,SRH,M. Chinnaswamy Stadium,04-May-19
1765,Mayank Agarwal,14,5,280,1,1,RCB,M. Chinnaswamy Stadium,24-Apr-19
1766,Faf du Plessis,14,5,280,3,0,DC,ACA-VDCA Stadium,10-May-19
1767,Jonny Bairstow,14,4,350,0,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,31-Mar-19
1768,Nicholas Pooran,14,5,280,2,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,29-Apr-19
1769,Axar Patel,14,4,350,0,2,SRH,Arun Jaitley Stadium,04-Apr-19
1770,Chris Gayle,14,5,280,2,1,MI,Wankhede Stadium,10-Apr-19
1771,Nitish Rana,14,6,233.33,2,1,SRH,Eden Gardens,24-Mar-19
1772,Sunil Narine,14,4,350,2,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,21-Apr-19
1773,Shane Watson,14,6,233.33,2,1,MI,Rajiv Gandhi Intl. Cricket Stadium,12-May-19
1774,Martin Guptill,14,4,350,0,2,DC,ACA-VDCA Stadium,08-May-19
1775,Hardik Pandya,14,4,350,0,2,KKR,Eden Gardens,28-Apr-19
1776,Chris Gayle,14,5,280,2,1,RR,Sawai Mansingh Stadium,25-Mar-19
1777,Wriddhiman Saha,14,5,280,3,0,RCB,M. Chinnaswamy Stadium,04-May-19
1778,Jos Buttler,14,4,350,0,2,MI,Wankhede Stadium,13-Apr-19
1779,Nitish Rana,14,6,233.33,1,1,RCB,M. Chinnaswamy Stadium,05-Apr-19
1780,MS Dhoni,14,5,280,0,2,MI,Chidambaram,07-May-19
1781,Faf du Plessis,14,6,233.33,2,1,MI,Rajiv Gandhi Intl. Cricket Stadium,12-May-19
1782,AB de Villiers,14,4,350,0,2,KKR,M. Chinnaswamy Stadium,05-Apr-19
1783,Andre Russell,14,5,280,2,1,CSK,Chidambaram,09-Apr-19
1784,Deepak Hooda,14,3,466.66,2,1,PBKS,IS Bindra Stadium,08-Apr-19
1785,Chris Gayle,14,4,350,0,2,DC,Arun Jaitley Stadium,20-Apr-19
1786,Ben Stokes,13,5,260,0,1,CSK,Chidambaram,31-Mar-19
1787,Nitish Rana,13,3,433.33,0,2,PBKS,Eden Gardens,27-Mar-19
1788,Robin Uthappa,13,4,325,0,2,RR,Sawai Mansingh Stadium,07-Apr-19
1789,Hardik Pandya,13,4,325,0,2,RCB,M. Chinnaswamy Stadium,28-Mar-19
1790,David Warner,13,4,325,3,0,CSK,Rajiv Gandhi Intl. Cricket Stadium,17-Apr-19
1791,Ben Stokes,13,4,325,3,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,29-Mar-19
1792,Virat Kohli,13,6,216.66,3,0,KKR,M. Chinnaswamy Stadium,05-Apr-19
1793,Shikhar Dhawan,13,6,216.66,3,0,CSK,ACA-VDCA Stadium,10-May-19
1794,Rohit Sharma,13,4,325,0,2,CSK,Chidambaram,26-Apr-19
1795,Parthiv Patel,13,5,260,3,0,RR,Sawai Mansingh Stadium,02-Apr-19
1796,Jonny Bairstow,13,4,325,0,2,CSK,Rajiv Gandhi Intl. Cricket Stadium,17-Apr-19
1797,Sam Curran,13,4,325,1,1,KKR,IS Bindra Stadium,03-May-19
1798,KL Rahul,13,3,433.33,0,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,29-Apr-19
1799,Sanju Samson,13,5,260,2,0,SRH,Sawai Mansingh Stadium,27-Apr-19
1800,Rahul Tewatia,30,6,500,0,5,PBKS,Sharjah Cricket Stadium,27-Sep-20
1801,Nicholas Pooran,28,6,466.66,1,4,SRH,Dubai International Stadium,08-Oct-20
1802,Kieron Pollard,27,6,450,1,3,RCB,Dubai International Stadium,28-Sep-20
1803,Hardik Pandya,26,5,520,2,3,RR,Zayed Cricket Stadium,25-Oct-20
1804,Jofra Archer,26,7,371.42,0,4,CSK,Sharjah Cricket Stadium,22-Sep-20
1805,KL Rahul,26,6,433.33,2,3,RCB,Dubai International Stadium,24-Sep-20
1806,Pat Cummins,26,6,433.33,0,4,MI,Zayed Cricket Stadium,23-Sep-20
1807,Chris Gayle,25,6,416.66,3,2,DC,Dubai International Stadium,20-Oct-20
1808,Hardik Pandya,25,5,500,0,4,RR,Zayed Cricket Stadium,25-Oct-20
1809,Marcus Stoinis,25,6,416.66,3,2,PBKS,Dubai International Stadium,20-Sep-20
1810,Rahul Tripathi,22,5,440,1,3,DC,Sharjah Cricket Stadium,03-Oct-20
1811,David Warner,22,6,366.66,4,1,DC,Dubai International Stadium,27-Oct-20
1812,Rohit Sharma,21,5,420,2,2,PBKS,Zayed Cricket Stadium,01-Oct-20
1813,Sam Curran,21,5,420,2,2,SRH,Dubai International Stadium,13-Oct-20
1814,Sanju Samson,21,6,350,0,3,PBKS,Sharjah Cricket Stadium,27-Sep-20
1815,Krunal Pandya,20,4,500,2,2,SRH,Sharjah Cricket Stadium,04-Oct-20
1816,Priyam Garg,20,6,333.33,3,1,CSK,Dubai International Stadium,02-Oct-20
1817,Axar Patel,20,4,500,0,3,CSK,Sharjah Cricket Stadium,17-Oct-20
1818,MS Dhoni,20,5,400,0,3,RR,Sharjah Cricket Stadium,22-Sep-20
1819,Sanju Samson,20,5,400,0,3,CSK,Sharjah Cricket Stadium,22-Sep-20
1820,Tom Curran,20,6,333.33,0,3,KKR,Dubai International Stadium,30-Sep-20
1821,Eoin Morgan,20,4,500,2,2,RR,Dubai International Stadium,01-Nov-20
1822,Nitish Rana,19,5,380,0,3,CSK,Dubai International Stadium,29-Oct-20
1823,Eoin Morgan,19,4,475,0,3,DC,Sharjah Cricket Stadium,03-Oct-20
1824,Kieron Pollard,19,5,380,1,2,PBKS,Dubai International Stadium,18-Oct-20
1825,Faf du Plessis,19,4,475,0,3,RR,Sharjah Cricket Stadium,22-Sep-20
1826,Shreyas Iyer,19,5,380,1,2,KKR,Sharjah Cricket Stadium,03-Oct-20
1827,AB de Villiers,19,4,475,0,3,RR,Dubai International Stadium,17-Oct-20
1828,Jonny Bairstow,19,5,380,1,2,PBKS,Dubai International Stadium,08-Oct-20
1829,Kieron Pollard,19,5,380,0,3,SRH,Sharjah Cricket Stadium,03-Nov-20
1830,Shivam Dube,19,5,380,0,3,MI,Dubai International Stadium,28-Sep-20
1831,Kieron Pollard,18,3,600,0,3,PBKS,Zayed Cricket Stadium,01-Oct-20
1832,Faf du Plessis,18,5,360,4,0,PBKS,Dubai International Stadium,04-Oct-20
1833,Marcus Stoinis,18,6,300,3,1,SRH,Zayed Cricket Stadium,08-Nov-20
1834,KL Rahul,18,5,360,3,1,MI,Dubai International Stadium,18-Oct-20
1835,AB de Villiers,18,6,300,1,2,KKR,Sharjah Cricket Stadium,12-Oct-20
1836,Eoin Morgan,17,4,425,1,2,RR,Dubai International Stadium,01-Nov-20
1837,Jonny Bairstow,17,5,340,1,2,PBKS,Dubai International Stadium,08-Oct-20
1838,Marcus Stoinis,17,4,425,1,2,MI,Dubai International Stadium,05-Nov-20
1839,Mayank Agarwal,17,5,340,0,2,DC,Dubai International Stadium,20-Sep-20
1840,Mayank Agarwal,17,4,425,1,2,RR,Sharjah Cricket Stadium,27-Sep-20
1841,Chris Morris,17,4,425,1,2,PBKS,Sharjah Cricket Stadium,15-Oct-20
1842,Ravindra Jadeja,17,5,340,2,1,KKR,Dubai International Stadium,29-Oct-20
1843,AB de Villiers,17,6,283.33,1,2,KKR,Sharjah Cricket Stadium,12-Oct-20
1844,Hardik Pandya,17,5,340,2,1,PBKS,Zayed Cricket Stadium,01-Oct-20
1845,AB de Villiers,16,5,320,1,2,MI,Dubai International Stadium,28-Sep-20
1846,Eoin Morgan,16,6,266.66,1,1,SRH,Zayed Cricket Stadium,18-Oct-20
1847,Ishan Kishan,16,5,320,2,1,CSK,Sharjah Cricket Stadium,23-Oct-20
1848,Ben Stokes,16,6,266.66,1,2,PBKS,Zayed Cricket Stadium,30-Oct-20
1849,Nicholas Pooran,16,5,320,1,2,RR,Sharjah Cricket Stadium,27-Sep-20
1850,Robin Uthappa,16,6,266.66,4,0,RCB,Dubai International Stadium,17-Oct-20
1851,Shreyas Iyer,16,5,320,2,1,KKR,Sharjah Cricket Stadium,03-Oct-20
1852,KL Rahul,16,6,266.66,2,1,CSK,Dubai International Stadium,04-Oct-20
1853,Ben Stokes,16,6,266.66,4,0,MI,Zayed Cricket Stadium,25-Oct-20
1854,Quinton de Kock,16,4,400,1,2,SRH,Sharjah Cricket Stadium,03-Nov-20
1855,Suryakumar Yadav,16,6,266.66,4,0,KKR,Zayed Cricket Stadium,23-Sep-20
1856,Shane Watson,16,4,400,1,2,RR,Sharjah Cricket Stadium,22-Sep-20
1857,Devdutt Padikkal,16,6,266.66,2,1,MI,Zayed Cricket Stadium,28-Oct-20
