,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
1228,Ajinkya Rahane,74,48,154.16,8,2,RCB,M. Chinnaswamy Stadium,07-May-16
1229,Yuvraj Singh,44,30,146.66,8,1,KKR,Arun Jaitley Stadium,25-May-16
1230,Rohit Sharma,85,60,141.66,8,3,RPS,Maharashtra Cricket Association's International Stadium,01-May-16
1231,Karun Nair,83,59,140.67,8,3,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,20-May-16
1232,Rohit Sharma,68,49,138.77,8,2,KKR,Wankhede Stadium,28-Apr-16
1233,Ajinkya Rahane,60,46,130.43,8,0,RCB,Maharashtra Cricket Association's International Stadium,22-Apr-16
1234,David Warner,73,56,130.35,8,1,DC,Shaheed Veer Narayan Singh International Cricket Stadium,20-May-16
1235,Faf du Plessis,67,53,126.41,8,0,PBKS,IS Bindra Stadium,17-Apr-16
1236,Krunal Pandya,86,37,232.43,7,6,DC,ACA-VDCA Stadium,15-May-16
1237,AB de Villiers,82,42,195.23,7,6,SRH,M. Chinnaswamy Stadium,12-Apr-16
1238,Nitish Rana,70,36,194.44,7,4,GL,Green Park,21-May-16
1239,David Warner,59,31,190.32,7,3,PBKS,Rajiv Gandhi Intl. Cricket Stadium,23-Apr-16
1240,Virat Kohli,79,48,164.58,7,3,DC,M. Chinnaswamy Stadium,17-Apr-16
1241,Dinesh Karthik,41,26,157.69,7,0,PBKS,IS Bindra Stadium,11-Apr-16
1242,Wriddhiman Saha,52,33,157.57,7,0,DC,IS Bindra Stadium,07-May-16
1243,Ajinkya Rahane,66,42,157.14,7,3,MI,Wankhede Stadium,09-Apr-16
1244,Aaron Finch,50,32,156.25,7,2,SRH,Arun Jaitley Stadium,27-May-16
1245,Manan Vohra,51,33,154.54,7,0,RPS,IS Bindra Stadium,17-Apr-16
1246,Yusuf Pathan,63,41,153.65,7,1,GL,Eden Gardens,08-May-16
1247,David Warner,90,59,152.54,7,4,MI,Rajiv Gandhi Intl. Cricket Stadium,18-Apr-16
1248,Gautam Gambhir,51,34,150,7,0,RCB,Eden Gardens,16-May-16
1249,Harbhajan Singh,45,30,150,7,1,RPS,Wankhede Stadium,09-Apr-16
1250,Suresh Raina,53,36,147.22,7,1,KKR,Green Park,19-May-16
1251,Virat Kohli,75,51,147.05,7,3,SRH,M. Chinnaswamy Stadium,12-Apr-16
1252,David Warner,48,33,145.45,7,1,MI,ACA-VDCA Stadium,08-May-16
1253,Aaron Finch,50,36,138.88,7,2,RPS,Saurashtra Cricket Association Stadium,14-Apr-16
1254,Rohit Sharma,65,48,135.41,7,1,DC,Arun Jaitley Stadium,23-Apr-16
1255,Kane Williamson,50,38,131.57,7,0,RCB,Rajiv Gandhi Intl. Cricket Stadium,30-Apr-16
1256,Ajinkya Rahane,63,48,131.25,7,0,DC,Arun Jaitley Stadium,05-May-16
1257,Steve Smith,46,36,127.77,7,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,26-Apr-16
1258,Virat Kohli,80,63,126.98,7,2,RPS,Maharashtra Cricket Association's International Stadium,22-Apr-16
1259,Aaron Finch,67,54,124.07,7,1,MI,Wankhede Stadium,16-Apr-16
1260,Robin Uthappa,35,33,106.06,7,0,DC,Eden Gardens,10-Apr-16
1261,Yusuf Pathan,60,29,206.89,6,3,RCB,M. Chinnaswamy Stadium,02-May-16
1262,KL Rahul,51,28,182.14,6,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,30-Apr-16
1263,AB de Villiers,83,46,180.43,6,4,RPS,Maharashtra Cricket Association's International Stadium,22-Apr-16
1264,Quinton de Kock,52,30,173.33,6,2,PBKS,IS Bindra Stadium,07-May-16
1265,KL Rahul,42,25,168,6,1,PBKS,IS Bindra Stadium,09-May-16
1266,Brendon McCullum,60,36,166.66,6,3,DC,Arun Jaitley Stadium,27-Apr-16
1267,KL Rahul,52,32,162.5,6,2,KKR,M. Chinnaswamy Stadium,02-May-16
1268,Glenn Maxwell,68,42,161.9,6,4,KKR,Eden Gardens,04-May-16
1269,David Warner,46,30,153.33,6,1,DC,Rajiv Gandhi Intl. Cricket Stadium,12-May-16
1270,Robin Uthappa,70,49,142.85,6,2,PBKS,Eden Gardens,04-May-16
1271,Wriddhiman Saha,56,40,140,6,1,MI,ACA-VDCA Stadium,13-May-16
1272,Robin Uthappa,72,52,138.46,6,2,DC,Arun Jaitley Stadium,30-Apr-16
1273,Murali Vijay,55,41,134.14,6,0,GL,Saurashtra Cricket Association Stadium,01-May-16
1274,Gautam Gambhir,59,45,131.11,6,1,MI,Wankhede Stadium,28-Apr-16
1275,Karun Nair,54,42,128.57,6,1,RCB,M. Chinnaswamy Stadium,17-Apr-16
1276,Suryakumar Yadav,60,49,122.44,6,2,RPS,Maharashtra Cricket Association's International Stadium,24-Apr-16
1277,Virat Kohli,54,45,120,6,0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,22-May-16
1278,Gautam Gambhir,54,45,120,6,1,PBKS,Eden Gardens,04-May-16
1279,Shikhar Dhawan,47,40,117.5,6,0,GL,Rajiv Gandhi Intl. Cricket Stadium,06-May-16
1280,Sarfaraz Khan,35,10,350,5,2,SRH,M. Chinnaswamy Stadium,12-Apr-16
1281,Shane Watson,36,13,276.92,5,2,RPS,M. Chinnaswamy Stadium,07-May-16
1282,Wriddhiman Saha,24,10,240,5,0,RCB,M. Chinnaswamy Stadium,18-May-16
1283,Virat Kohli,109,55,198.18,5,8,GL,M. Chinnaswamy Stadium,14-May-16
1284,Brendon McCullum,43,22,195.45,5,2,RPS,Maharashtra Cricket Association's International Stadium,29-Apr-16
1285,AB de Villiers,59,31,190.32,5,3,KKR,Eden Gardens,16-May-16
1286,AB de Villiers,64,35,182.85,5,2,PBKS,IS Bindra Stadium,09-May-16
1287,Dwayne Smith,73,41,178.04,5,6,RCB,M. Chinnaswamy Stadium,24-May-16
1288,Dwayne Smith,53,30,176.66,5,3,DC,Arun Jaitley Stadium,27-Apr-16
1289,Brendon McCullum,42,24,175,5,2,RCB,Saurashtra Cricket Association Stadium,24-Apr-16
1290,AB de Villiers,79,47,168.08,5,5,GL,M. Chinnaswamy Stadium,24-May-16
1291,Shane Watson,34,21,161.9,5,1,KKR,M. Chinnaswamy Stadium,02-May-16
1292,Faf du Plessis,69,43,160.46,5,4,GL,Saurashtra Cricket Association Stadium,14-Apr-16
1293,Ambati Rayudu,32,20,160,5,1,KKR,Wankhede Stadium,28-Apr-16
1294,Chris Gayle,49,31,158.06,5,4,KKR,Eden Gardens,16-May-16
1295,Virat Kohli,54,35,154.28,5,2,SRH,M. Chinnaswamy Stadium,29-May-16
1296,Virat Kohli,75,51,147.05,5,3,KKR,Eden Gardens,16-May-16
1297,Steve Smith,38,26,146.15,5,0,PBKS,IS Bindra Stadium,17-Apr-16
1298,Glenn Maxwell,56,39,143.58,5,1,MI,IS Bindra Stadium,25-Apr-16
1299,Manish Pandey,50,35,142.85,5,2,RCB,Eden Gardens,16-May-16
1300,Quinton de Kock,44,31,141.93,5,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,12-May-16
1301,Karun Nair,32,23,139.13,5,0,RPS,Arun Jaitley Stadium,05-May-16
1302,Shaun Marsh,56,41,136.58,5,1,KKR,IS Bindra Stadium,19-Apr-16
1303,Ambati Rayudu,31,23,134.78,5,0,RCB,Wankhede Stadium,20-Apr-16
1304,Manan Vohra,32,24,133.33,5,0,DC,Arun Jaitley Stadium,15-Apr-16
1305,Shikhar Dhawan,53,41,129.26,5,0,GL,Saurashtra Cricket Association Stadium,21-Apr-16
1306,David Warner,52,41,126.82,5,1,PBKS,IS Bindra Stadium,15-May-16
1307,Murali Vijay,42,34,123.52,5,1,GL,IS Bindra Stadium,11-Apr-16
1308,Dinesh Karthik,53,43,123.25,5,0,DC,Saurashtra Cricket Association Stadium,03-May-16
1309,Ajinkya Rahane,53,45,117.77,5,0,GL,Maharashtra Cricket Association's International Stadium,29-Apr-16
1310,Ajinkya Rahane,42,36,116.66,5,1,DC,ACA-VDCA Stadium,17-May-16
1311,Quinton de Kock,60,52,115.38,5,1,RCB,Shaheed Veer Narayan Singh International Cricket Stadium,22-May-16
1312,Brendon McCullum,32,29,110.34,5,0,SRH,Arun Jaitley Stadium,27-May-16
1313,Murali Vijay,53,49,108.16,5,2,RPS,IS Bindra Stadium,17-Apr-16
1314,Murali Vijay,54,52,103.84,5,1,MI,ACA-VDCA Stadium,13-May-16
1315,Karun Nair,41,43,95.34,5,0,RPS,ACA-VDCA Stadium,17-May-16
1316,Gautam Gambhir,38,41,92.68,5,0,DC,Eden Gardens,10-Apr-16
1317,Chris Morris,82,32,256.25,4,8,GL,Arun Jaitley Stadium,27-Apr-16
1318,Yusuf Pathan,19,8,237.5,4,0,MI,Wankhede Stadium,28-Apr-16
1319,David Warner,58,25,232,4,5,RCB,M. Chinnaswamy Stadium,12-Apr-16
1320,Chris Gayle,73,32,228.12,4,8,PBKS,M. Chinnaswamy Stadium,18-May-16
1321,Krunal Pandya,36,17,211.76,4,2,DC,Arun Jaitley Stadium,23-Apr-16
1322,Yusuf Pathan,37,18,205.55,4,3,RPS,Eden Gardens,14-May-16
1323,Kieron Pollard,39,19,205.26,4,3,RCB,Wankhede Stadium,20-Apr-16
1324,Dwayne Bravo,20,10,200,4,0,SRH,Arun Jaitley Stadium,27-May-16
1325,Chris Gayle,76,38,200,4,8,SRH,M. Chinnaswamy Stadium,29-May-16
1326,MS Dhoni,64,32,200,4,5,PBKS,ACA-VDCA Stadium,21-May-16
1327,Steve Smith,45,23,195.65,4,3,MI,Maharashtra Cricket Association's International Stadium,01-May-16
1328,Chris Morris,38,20,190,4,2,RPS,ACA-VDCA Stadium,17-May-16
1329,Rohit Sharma,30,17,176.47,4,2,GL,Green Park,21-May-16
1330,Ambati Rayudu,65,37,175.67,4,4,PBKS,IS Bindra Stadium,25-Apr-16
1331,Wriddhiman Saha,33,19,173.68,4,0,GL,Saurashtra Cricket Association Stadium,01-May-16
1332,Shikhar Dhawan,51,30,170,4,3,KKR,Eden Gardens,22-May-16
1333,Yuvraj Singh,38,23,165.21,4,2,RCB,M. Chinnaswamy Stadium,29-May-16
1334,Manan Vohra,38,23,165.21,4,2,GL,IS Bindra Stadium,11-Apr-16
1335,KL Rahul,38,23,165.21,4,1,DC,Shaheed Veer Narayan Singh International Cricket Stadium,22-May-16
1336,Dinesh Karthik,33,20,165,4,0,RPS,Maharashtra Cricket Association's International Stadium,29-Apr-16
1337,Dwayne Smith,37,23,160.86,4,2,MI,Green Park,21-May-16
1338,Murali Vijay,25,16,156.25,4,0,DC,IS Bindra Stadium,07-May-16
1339,Dwayne Smith,27,18,150,4,1,KKR,Eden Gardens,08-May-16
1340,Marcus Stoinis,33,22,150,4,0,GL,IS Bindra Stadium,11-Apr-16
1341,Robin Uthappa,25,17,147.05,4,0,SRH,Eden Gardens,22-May-16
1342,Usman Khawaja,19,13,146.15,4,0,DC,ACA-VDCA Stadium,17-May-16
1343,KL Rahul,51,35,145.71,4,3,GL,Saurashtra Cricket Association Stadium,24-Apr-16
1344,Murali Vijay,59,41,143.9,4,3,RPS,ACA-VDCA Stadium,21-May-16
1345,Quinton de Kock,40,28,142.85,4,2,MI,ACA-VDCA Stadium,15-May-16
1346,Rohit Sharma,62,44,140.9,4,3,RCB,Wankhede Stadium,20-Apr-16
1347,Ravindra Jadeja,21,15,140,4,0,MI,Green Park,21-May-16
1348,Parthiv Patel,21,15,140,4,0,RPS,Maharashtra Cricket Association's International Stadium,01-May-16
1349,Sanju Samson,49,35,140,4,1,PBKS,IS Bindra Stadium,07-May-16
1350,Shreyas Iyer,96,57,168.42,15,2,GL,Green Park,10-May-17
1351,Shaun Marsh,84,50,168,14,2,SRH,IS Bindra Stadium,28-Apr-17
1352,Gautam Gambhir,76,48,158.33,12,0,GL,Saurashtra Cricket Association Stadium,07-Apr-17
1353,Yuvraj Singh,70,41,170.73,11,1,DC,Arun Jaitley Stadium,02-May-17
1354,Wriddhiman Saha,93,55,169.09,11,3,MI,Wankhede Stadium,11-May-17
1355,Gautam Gambhir,72,49,146.93,11,0,PBKS,Eden Gardens,13-Apr-17
1356,Gautam Gambhir,71,52,136.53,11,0,DC,Eden Gardens,28-Apr-17
1357,David Warner,126,59,213.55,10,8,KKR,Rajiv Gandhi Intl. Cricket Stadium,30-Apr-17
1358,Sunil Narine,42,17,247.05,9,1,GL,Eden Gardens,21-Apr-17
1359,Manan Vohra,95,50,190,9,5,SRH,Rajiv Gandhi Intl. Cricket Stadium,17-Apr-17
1360,Suresh Raina,84,46,182.6,9,4,KKR,Eden Gardens,21-Apr-17
1361,Rahul Tripathi,93,52,178.84,9,7,KKR,Eden Gardens,03-May-17
1362,Hashim Amla,65,40,162.5,9,2,GL,Saurashtra Cricket Association Stadium,23-Apr-17
1363,Shikhar Dhawan,77,48,160.41,9,1,PBKS,IS Bindra Stadium,28-Apr-17
1364,Parthiv Patel,70,44,159.09,9,1,GL,Saurashtra Cricket Association Stadium,29-Apr-17
1365,Vijay Shankar,63,44,143.18,9,0,GL,Green Park,13-May-17
1366,Karun Nair,64,45,142.22,9,0,RPS,Arun Jaitley Stadium,12-May-17
1367,Sam Billings,55,40,137.5,9,0,PBKS,Arun Jaitley Stadium,15-Apr-17
1368,David Warner,69,52,132.69,9,0,GL,Green Park,13-May-17
1369,Saurabh Tiwary,52,43,120.93,9,0,KKR,Eden Gardens,13-May-17
1370,Dwayne Smith,74,39,189.74,8,4,PBKS,IS Bindra Stadium,07-May-17
1371,Hashim Amla,104,60,173.33,8,5,GL,IS Bindra Stadium,07-May-17
1372,Hashim Amla,104,60,173.33,8,6,MI,Holkar Cricket Stadium,20-Apr-17
1373,Sanju Samson,102,63,161.9,8,5,RPS,Maharashtra Cricket Association's International Stadium,11-Apr-17
1374,Chris Lynn,84,52,161.53,8,3,PBKS,IS Bindra Stadium,09-May-17
1375,Dwayne Smith,47,30,156.66,8,1,RPS,Saurashtra Cricket Association Stadium,14-Apr-17
1376,Krunal Pandya,45,30,150,8,0,KKR,M. Chinnaswamy Stadium,19-May-17
1377,Robin Uthappa,72,48,150,8,2,GL,Eden Gardens,21-Apr-17
1378,Yuvraj Singh,62,27,229.62,7,3,RCB,Rajiv Gandhi Intl. Cricket Stadium,05-Apr-17
1379,Jos Buttler,77,37,208.1,7,5,PBKS,Holkar Cricket Stadium,20-Apr-17
1380,Robin Uthappa,87,47,185.1,7,6,RPS,Maharashtra Cricket Association's International Stadium,26-Apr-17
1381,Parthiv Patel,38,23,165.21,7,0,PBKS,Wankhede Stadium,11-May-17
1382,Rahul Tripathi,38,23,165.21,7,0,KKR,Maharashtra Cricket Association's International Stadium,26-Apr-17
1383,Dwayne Smith,54,33,163.63,7,2,SRH,Green Park,13-May-17
1384,Ben Stokes,103,63,163.49,7,6,GL,Maharashtra Cricket Association's International Stadium,01-May-17
1385,Parthiv Patel,39,24,162.5,7,0,SRH,Wankhede Stadium,12-Apr-17
1386,Sanju Samson,39,25,156,7,0,KKR,Arun Jaitley Stadium,17-Apr-17
1387,Steve Smith,84,54,155.55,7,3,MI,Maharashtra Cricket Association's International Stadium,06-Apr-17
1388,David Warner,49,34,144.11,7,2,MI,Wankhede Stadium,12-Apr-17
1389,Shikhar Dhawan,70,50,140,7,1,DC,Rajiv Gandhi Intl. Cricket Stadium,19-Apr-17
1390,Suresh Raina,68,51,133.33,7,0,KKR,Saurashtra Cricket Association Stadium,07-Apr-17
1391,David Warner,70,54,129.62,7,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,17-Apr-17
1392,Virat Kohli,64,50,128,7,1,GL,Saurashtra Cricket Association Stadium,18-Apr-17
1393,Sunil Narine,54,17,317.64,6,4,RCB,M. Chinnaswamy Stadium,07-May-17
1394,Chris Lynn,93,41,226.82,6,8,GL,Saurashtra Cricket Association Stadium,07-Apr-17
1395,Rishabh Pant,97,43,225.58,6,9,GL,Arun Jaitley Stadium,04-May-17
1396,Sunil Narine,34,17,200,6,1,RCB,Eden Gardens,23-Apr-17
1397,Moises Henriques,55,28,196.42,6,2,RPS,Maharashtra Cricket Association's International Stadium,22-Apr-17
1398,Dinesh Karthik,47,25,188,6,2,KKR,Saurashtra Cricket Association Stadium,07-Apr-17
1399,Martin Guptill,50,27,185.18,6,3,DC,IS Bindra Stadium,30-Apr-17
1400,Aaron Finch,69,39,176.92,6,4,DC,Green Park,10-May-17
1401,Ajinkya Rahane,60,34,176.47,6,3,MI,Maharashtra Cricket Association's International Stadium,06-Apr-17
1402,Kane Williamson,89,51,174.5,6,5,DC,Rajiv Gandhi Intl. Cricket Stadium,19-Apr-17
1403,Ambati Rayudu,63,37,170.27,6,3,KKR,Eden Gardens,13-May-17
1404,David Warner,76,45,168.88,6,4,GL,Rajiv Gandhi Intl. Cricket Stadium,09-Apr-17
1405,Steve Smith,43,28,153.57,6,1,GL,Saurashtra Cricket Association Stadium,14-Apr-17
1406,Rohit Sharma,56,37,151.35,6,1,RCB,Wankhede Stadium,01-May-17
1407,Yusuf Pathan,59,39,151.28,6,2,DC,Arun Jaitley Stadium,17-Apr-17
1408,Rohit Sharma,67,45,148.88,6,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,08-May-17
1409,Rohit Sharma,58,39,148.71,6,3,RPS,Wankhede Stadium,24-Apr-17
1410,Brendon McCullum,64,44,145.45,6,3,MI,Wankhede Stadium,16-Apr-17
1411,Rahul Tripathi,59,41,143.9,6,3,SRH,Maharashtra Cricket Association's International Stadium,22-Apr-17
1412,Ishan Kishan,48,35,137.14,6,2,MI,Saurashtra Cricket Association Stadium,29-Apr-17
1413,Shaun Marsh,58,43,134.88,6,0,GL,IS Bindra Stadium,07-May-17
1414,Gautam Gambhir,62,46,134.78,6,1,RPS,Maharashtra Cricket Association's International Stadium,26-Apr-17
1415,Moises Henriques,52,39,133.33,6,0,GL,Rajiv Gandhi Intl. Cricket Stadium,09-Apr-17
1416,Dinesh Karthik,58,44,131.81,6,0,PBKS,Saurashtra Cricket Association Stadium,23-Apr-17
1417,Moises Henriques,44,35,125.71,6,0,MI,Rajiv Gandhi Intl. Cricket Stadium,08-May-17
1418,Kedar Jadhav,38,16,237.5,5,2,GL,Saurashtra Cricket Association Stadium,18-Apr-17
1419,Chris Lynn,50,22,227.27,5,4,RCB,M. Chinnaswamy Stadium,07-May-17
1420,Aaron Finch,72,34,211.76,5,6,RCB,M. Chinnaswamy Stadium,27-Apr-17
1421,Chris Gayle,77,38,202.63,5,7,GL,Saurashtra Cricket Association Stadium,18-Apr-17
1422,Martin Guptill,36,18,200,5,1,MI,Wankhede Stadium,11-May-17
1423,Karun Nair,30,15,200,5,1,GL,Green Park,10-May-17
1424,Karun Nair,39,20,195,5,2,SRH,Arun Jaitley Stadium,02-May-17
1425,Brendon McCullum,33,17,194.11,5,1,KKR,Eden Gardens,21-Apr-17
1426,Dinesh Karthik,65,34,191.17,5,5,DC,Arun Jaitley Stadium,04-May-17
1427,Kedar Jadhav,69,37,186.48,5,5,DC,M. Chinnaswamy Stadium,08-Apr-17
1428,Lendl Simmons,59,32,184.37,5,4,PBKS,Wankhede Stadium,11-May-17
1429,Kieron Pollard,63,35,180,5,4,DC,Arun Jaitley Stadium,06-May-17
1430,MS Dhoni,61,34,179.41,5,3,SRH,Maharashtra Cricket Association's International Stadium,22-Apr-17
1431,Suresh Raina,77,43,179.06,5,4,DC,Arun Jaitley Stadium,04-May-17
1432,Robin Uthappa,59,33,178.78,5,4,DC,Eden Gardens,28-Apr-17
1433,Robin Uthappa,68,39,174.35,5,4,SRH,Eden Gardens,15-Apr-17
1434,Nitish Rana,50,29,172.41,5,3,KKR,Wankhede Stadium,09-Apr-17
1435,Manish Pandey,81,47,172.34,5,5,MI,Wankhede Stadium,09-Apr-17
1436,Brendon McCullum,45,27,166.66,5,2,RPS,Maharashtra Cricket Association's International Stadium,01-May-17
1437,Shreyas Iyer,50,31,161.29,5,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,19-Apr-17
1438,Kane Williamson,40,25,160,5,0,KKR,Rajiv Gandhi Intl. Cricket Stadium,30-Apr-17
1439,Lendl Simmons,66,43,153.48,5,4,DC,Arun Jaitley Stadium,06-May-17
1440,Brendon McCullum,49,32,153.12,5,3,RPS,Saurashtra Cricket Association Stadium,14-Apr-17
1441,Ishan Kishan,61,40,152.5,5,4,SRH,Green Park,13-May-17
1442,Mandeep Singh,24,16,150,5,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,05-Apr-17
1443,Jason Roy,31,21,147.61,5,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,09-Apr-17
1444,Karun Nair,33,23,143.47,5,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,19-Apr-17
1445,Steve Smith,45,32,140.62,5,1,RCB,Maharashtra Cricket Association's International Stadium,29-Apr-17
1446,Ishan Kishan,34,25,136,5,1,DC,Green Park,10-May-17
1447,Manoj Tiwary,60,45,133.33,5,3,DC,Arun Jaitley Stadium,12-May-17
1448,Virat Kohli,62,47,131.91,5,2,MI,M. Chinnaswamy Stadium,14-Apr-17
1449,Ajinkya Rahane,56,43,130.23,5,1,MI,Wankhede Stadium,16-May-17
1450,Shikhar Dhawan,40,31,129.03,5,0,RCB,Rajiv Gandhi Intl. Cricket Stadium,05-Apr-17
1451,Chris Morris,52,41,126.82,5,1,MI,Wankhede Stadium,22-Apr-17
1452,Shaun Marsh,26,21,123.8,5,0,MI,Holkar Cricket Stadium,20-Apr-17
1453,Ajinkya Rahane,30,25,120,5,0,RCB,M. Chinnaswamy Stadium,16-Apr-17
1454,Ajinkya Rahane,38,32,118.75,5,1,MI,Wankhede Stadium,24-Apr-17
1455,Karun Nair,26,22,118.18,5,0,RCB,Arun Jaitley Stadium,14-May-17
1456,Ajinkya Rahane,44,38,115.78,5,0,MI,Rajiv Gandhi Intl. Cricket Stadium,21-May-17
1457,Mandeep Singh,46,40,115,5,2,PBKS,M. Chinnaswamy Stadium,05-May-17
1458,Shikhar Dhawan,48,43,111.62,5,1,MI,Wankhede Stadium,12-Apr-17
1459,Shikhar Dhawan,30,29,103.44,5,0,RPS,Maharashtra Cricket Association's International Stadium,22-Apr-17
1460,Chris Morris,38,9,422.22,4,3,RPS,Maharashtra Cricket Association's International Stadium,11-Apr-17
1461,Glenn Maxwell,40,18,222.22,4,3,MI,Holkar Cricket Stadium,20-Apr-17
1462,Martin Guptill,23,11,209.09,4,1,SRH,IS Bindra Stadium,28-Apr-17
1463,Aaron Finch,31,15,206.66,4,2,KKR,Eden Gardens,21-Apr-17
1464,Sunil Narine,37,18,205.55,4,3,PBKS,Eden Gardens,13-Apr-17
1465,Parthiv Patel,37,18,205.55,4,2,PBKS,Holkar Cricket Stadium,20-Apr-17
1466,Ben Cutting,20,10,200,4,0,MI,Wankhede Stadium,12-Apr-17
1467,Kane Williamson,54,27,200,4,2,PBKS,IS Bindra Stadium,28-Apr-17
1468,Kedar Jadhav,31,16,193.75,4,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,05-Apr-17
1469,Robin Uthappa,53,28,189.28,4,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,30-Apr-17
1470,David Warner,51,27,188.88,4,4,PBKS,IS Bindra Stadium,28-Apr-17
1471,Colin de Grandhomme,29,16,181.25,4,1,MI,Eden Gardens,13-May-17
1472,Sunil Narine,18,10,180,4,0,PBKS,IS Bindra Stadium,09-May-17
1473,Kedar Jadhav,31,18,172.22,4,1,GL,M. Chinnaswamy Stadium,27-Apr-17
1474,Rishabh Pant,34,20,170,4,1,SRH,Arun Jaitley Stadium,02-May-17
1475,Manoj Tiwary,22,13,169.23,4,0,MI,Wankhede Stadium,24-Apr-17
1476,Shikhar Dhawan,28,17,164.7,4,1,DC,Arun Jaitley Stadium,02-May-17
1477,Rishabh Pant,36,22,163.63,4,2,RPS,Arun Jaitley Stadium,12-May-17
1478,Shikhar Dhawan,18,11,163.63,4,0,GL,Green Park,13-May-17
1479,Manan Vohra,34,21,161.9,4,1,RCB,Holkar Cricket Stadium,10-Apr-17
1480,Suresh Raina,35,22,159.09,4,1,RPS,Saurashtra Cricket Association Stadium,14-Apr-17
1481,Hashim Amla,19,12,158.33,4,0,DC,Arun Jaitley Stadium,15-Apr-17
1482,Sanju Samson,60,38,157.89,4,3,KKR,Eden Gardens,28-Apr-17
1483,Jos Buttler,33,21,157.14,4,1,RCB,Wankhede Stadium,01-May-17
1484,Manan Vohra,25,16,156.25,4,0,KKR,IS Bindra Stadium,09-May-17
1485,Suresh Raina,39,25,156,4,1,PBKS,IS Bindra Stadium,07-May-17
1486,Shreyas Iyer,26,17,152.94,4,0,KKR,Arun Jaitley Stadium,17-Apr-17
1487,Hashim Amla,58,38,152.63,4,3,RCB,Holkar Cricket Stadium,10-Apr-17
1488,Manan Vohra,28,19,147.36,4,1,KKR,Eden Gardens,13-Apr-17
1489,Nitish Rana,53,36,147.22,4,2,GL,Wankhede Stadium,16-Apr-17
1490,Brendon McCullum,35,24,145.83,4,2,KKR,Saurashtra Cricket Association Stadium,07-Apr-17
1491,Ishan Kishan,16,11,145.45,4,0,RCB,M. Chinnaswamy Stadium,27-Apr-17
1492,Dinesh Karthik,40,28,142.85,4,1,DC,Green Park,10-May-17
1493,David Warner,30,21,142.85,4,1,DC,Arun Jaitley Stadium,02-May-17
1494,Aaron Finch,27,19,142.1,4,0,DC,Arun Jaitley Stadium,04-May-17
1495,Sam Billings,24,17,141.17,4,0,RPS,Maharashtra Cricket Association's International Stadium,11-Apr-17
1496,Manish Pandey,69,49,140.81,4,3,DC,Arun Jaitley Stadium,17-Apr-17
1497,Rahul Tripathi,28,20,140,4,1,PBKS,Maharashtra Cricket Association's International Stadium,14-May-17
1498,Shreyas Iyer,47,34,138.23,4,1,KKR,Eden Gardens,28-Apr-17
1499,Steve Smith,51,37,137.83,4,1,KKR,Maharashtra Cricket Association's International Stadium,26-Apr-17
1500,Rishabh Pant,128,63,203.17,15,7,SRH,Arun Jaitley Stadium,10-May-18
1501,Shikhar Dhawan,78,57,136.84,13,1,RR,Rajiv Gandhi Intl. Cricket Stadium,09-Apr-18
1502,AB de Villiers,69,39,176.92,12,1,SRH,M. Chinnaswamy Stadium,17-May-18
1503,Shane Watson,117,57,205.26,11,8,SRH,Wankhede Stadium,27-May-18
1504,Jos Buttler,95,60,158.33,11,2,CSK,Sawai Mansingh Stadium,11-May-18
1505,KL Rahul,95,70,135.71,11,2,RR,Sawai Mansingh Stadium,08-May-18
1506,AB de Villiers,90,39,230.76,10,5,DC,M. Chinnaswamy Stadium,21-Apr-18
1507,Rohit Sharma,94,52,180.76,10,5,RCB,Wankhede Stadium,17-Apr-18
1508,Shikhar Dhawan,79,49,161.22,10,3,CSK,Maharashtra Cricket Association's International Stadium,13-May-18
1509,KL Rahul,94,60,156.66,10,3,MI,Wankhede Stadium,16-May-18
1510,KL Rahul,60,27,222.22,9,2,KKR,Eden Gardens,21-Apr-18
1511,Ambati Rayudu,79,37,213.51,9,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,22-Apr-18
1512,Sunil Narine,75,36,208.33,9,4,PBKS,Holkar Cricket Stadium,12-May-18
1513,Shane Watson,106,57,185.96,9,6,RR,Maharashtra Cricket Association's International Stadium,20-Apr-18
1514,Shikhar Dhawan,92,50,184,9,4,DC,Arun Jaitley Stadium,10-May-18
1515,Jos Buttler,94,53,177.35,9,5,MI,Wankhede Stadium,13-May-18
1516,Suresh Raina,46,29,158.62,9,0,RR,Maharashtra Cricket Association's International Stadium,20-Apr-18
1517,Jos Buttler,82,58,141.37,9,1,PBKS,Sawai Mansingh Stadium,08-May-18
1518,Shikhar Dhawan,45,28,160.71,8,0,MI,Rajiv Gandhi Intl. Cricket Stadium,12-Apr-18
