POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
42,Nathan Coulter-Nile,4,42,0,0,RR,Arun Jaitley Stadium,12 April 2015
43,James Faulkner,4,42,0,0,RCB,Maharashtra Cricket Association's International Stadium,20 May 2015
44,Mitchell Johnson,4,42,0,0,DC,Maharashtra Cricket Association's International Stadium,15 April 2015
45,Angelo Mathews,4,42,1,24,RR,Arun Jaitley Stadium,12 April 2015
46,Chris Morris,4,42,1,24,RCB,Maharashtra Cricket Association's International Stadium,20 May 2015
47,Bhuvneshwar Kumar,4,42,2,12,KKR,Eden Gardens,04 May 2015
48,Amit Mishra,4,41,0,0,RR,Brabourne Stadium,03 May 2015
49,Ashish Nehra,4,41,0,0,MI,Eden Gardens,24 May 2015
50,Abu Nechim,4,41,0,0,SRH,M. Chinnaswamy Stadium,13 April 2015
51,James Faulkner,4,41,0,0,PBKS,Narendra Modi Stadium,21 April 2015
52,Mitchell Starc,4,41,1,24,MI,Wankhede Stadium,10 May 2015
53,Lasith Malinga,4,41,1,24,RR,Narendra Modi Stadium,14 April 2015
54,Anureet Singh,4,41,1,24,RR,Narendra Modi Stadium,21 April 2015
55,Mitchell Johnson,4,41,1,24,MI,IS Bindra Stadium,03 May 2015
56,Jagadeesha Suchith,4,41,1,24,PBKS,Wankhede Stadium,12 April 2015
57,Sandeep Sharma,4,41,2,12,RCB,M. Chinnaswamy Stadium,06 May 2015
58,Anureet Singh,4,41,2,12,MI,Wankhede Stadium,12 April 2015
59,Mitchell Johnson,3.5,41,1,23,KKR,Maharashtra Cricket Association's International Stadium,18 April 2015
60,Azhar Mahmood,3,41,0,0,RR,Brabourne Stadium,16 May 2015
61,Karanveer Singh,2,41,0,0,RCB,M. Chinnaswamy Stadium,06 May 2015
62,Praveen Kumar,4,40,0,0,RR,Brabourne Stadium,07 May 2015
63,Mitchell Johnson,4,40,0,0,CSK,Chidambaram,25 April 2015
64,Mitchell McClenaghan,4,40,0,0,RCB,Wankhede Stadium,10 May 2015
65,James Faulkner,4,40,0,0,CSK,Chidambaram,10 May 2015
66,Juan Theron,4,40,1,24,MI,Wankhede Stadium,01 May 2015
67,Lasith Malinga,4,40,1,24,CSK,Wankhede Stadium,17 April 2015
68,Umesh Yadav,4,40,1,24,SRH,ACA-VDCA Stadium,22 April 2015
69,Anureet Singh,4,40,1,24,CSK,Chidambaram,25 April 2015
70,Beuran Hendricks,4,40,2,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015
71,Yusuf Pathan,4,40,2,12,RCB,Eden Gardens,11 April 2015
72,Dwayne Bravo,4,40,3,8,MI,Wankhede Stadium,19 May 2015
73,Yuzvendra Chahal,4,40,3,8,CSK,M. Chinnaswamy Stadium,22 April 2015
74,David Wiese,4,39,0,0,DC,M. Chinnaswamy Stadium,17 May 2015
75,Ishant Sharma,4,39,0,0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,09 May 2015
76,Mohit Sharma,4,39,0,0,RCB,M. Chinnaswamy Stadium,22 April 2015
77,Vinay Kumar,4,39,1,24,CSK,Eden Gardens,24 May 2015
78,Vinay Kumar,4,39,1,24,RR,Wankhede Stadium,01 May 2015
79,Jasprit Bumrah,4,39,1,24,RCB,M. Chinnaswamy Stadium,19 April 2015
80,Jagadeesha Suchith,4,39,1,24,RR,Wankhede Stadium,01 May 2015
81,Mitchell Johnson,4,39,2,12,SRH,IS Bindra Stadium,27 April 2015
82,Andre Russell,4,39,2,12,PBKS,Maharashtra Cricket Association's International Stadium,18 April 2015
83,Ashok Dinda,3,39,0,0,DC,M. Chinnaswamy Stadium,17 May 2015
84,Pravin Tambe,3,39,0,0,RCB,M. Chinnaswamy Stadium,29 April 2015
85,Bhuvneshwar Kumar,1.5,39,0,0,RCB,Rajiv Gandhi Intl. Cricket Stadium,15 May 2015
86,Chris Morris,4,38,0,0,SRH,Brabourne Stadium,07 May 2015
87,Morne Morkel,4,38,0,0,RR,Brabourne Stadium,16 May 2015
88,David Wiese,4,38,0,0,MI,Wankhede Stadium,10 May 2015
89,Ravi Bopara,4,38,0,0,DC,ACA-VDCA Stadium,18 April 2015
90,Sunil Narine,4,38,0,0,SRH,ACA-VDCA Stadium,22 April 2015
91,Nathan Coulter-Nile,4,38,1,24,RR,Brabourne Stadium,03 May 2015
92,Angelo Mathews,4,38,1,24,SRH,ACA-VDCA Stadium,18 April 2015
93,Praveen Kumar,4,38,1,24,DC,ACA-VDCA Stadium,18 April 2015
94,Sunil Narine,4,38,1,24,DC,Arun Jaitley Stadium,20 April 2015
95,Mohit Sharma,4,38,1,24,MI,Eden Gardens,24 May 2015
96,Harbhajan Singh,4,38,1,24,KKR,Eden Gardens,08 April 2015
97,Ashish Nehra,4,38,1,24,KKR,Chidambaram,28 April 2015
98,Sunil Narine,4,38,1,24,MI,Wankhede Stadium,14 May 2015
99,Varun Aaron,4,38,1,24,KKR,Eden Gardens,11 April 2015
100,Shane Watson,4,38,2,12,KKR,Brabourne Stadium,16 May 2015
101,Dale Steyn,4,38,2,12,MI,Wankhede Stadium,25 April 2015
102,Mitchell McClenaghan,4,38,2,12,DC,Arun Jaitley Stadium,23 April 2015
103,Jasprit Bumrah,3,38,1,18,KKR,Eden Gardens,08 April 2015
104,Shardul Thakur,3,38,1,18,DC,Arun Jaitley Stadium,01 May 2015
105,Karn Sharma,2.5,38,1,17,MI,Rajiv Gandhi Intl. Cricket Stadium,17 May 2015
106,Anureet Singh,4,37,0,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015
107,Anureet Singh,4,37,0,0,KKR,Maharashtra Cricket Association's International Stadium,18 April 2015
108,Mitchell McClenaghan,4,37,0,0,DC,Wankhede Stadium,05 May 2015
109,Andre Russell,4,37,0,0,MI,Wankhede Stadium,14 May 2015
110,Dale Steyn,4,37,0,0,KKR,Eden Gardens,04 May 2015
111,Harshal Patel,4,37,1,24,KKR,Eden Gardens,11 April 2015
112,Ravindra Jadeja,4,37,1,24,RCB,M. Chinnaswamy Stadium,22 April 2015
113,James Faulkner,4,37,1,24,SRH,Brabourne Stadium,07 May 2015
114,Umesh Yadav,3,37,0,0,MI,Wankhede Stadium,14 May 2015
115,Hardik Pandya,3,37,0,0,RCB,M. Chinnaswamy Stadium,19 April 2015
116,Umesh Yadav,4,36,0,0,CSK,Chidambaram,28 April 2015
117,Ashish Nehra,4,36,0,0,KKR,Eden Gardens,30 April 2015
118,Shakib Al Hasan,4,36,0,0,RR,Brabourne Stadium,16 May 2015
119,Hardik Pandya,4,36,0,0,CSK,Eden Gardens,24 May 2015
120,Pravin Tambe,4,36,0,0,RCB,Narendra Modi Stadium,24 April 2015
121,Tim Southee,4,36,0,0,DC,Arun Jaitley Stadium,12 April 2015
122,Harbhajan Singh,4,36,0,0,SRH,Wankhede Stadium,25 April 2015
123,Umesh Yadav,4,36,0,0,PBKS,Eden Gardens,09 May 2015
124,Yuzvendra Chahal,4,36,1,24,CSK,Chidambaram,04 May 2015
125,Harbhajan Singh,4,36,1,24,CSK,Chidambaram,08 May 2015
126,Nathan Coulter-Nile,4,36,1,24,MI,Arun Jaitley Stadium,23 April 2015
127,Pravin Tambe,4,36,1,24,CSK,Narendra Modi Stadium,19 April 2015
128,Dhawal Kulkarni,4,36,1,24,RCB,M. Chinnaswamy Stadium,29 April 2015
129,Tim Southee,4,36,1,24,MI,Wankhede Stadium,01 May 2015
130,Umesh Yadav,4,36,1,24,RR,Brabourne Stadium,16 May 2015
131,Dwayne Bravo,4,36,2,12,MI,Eden Gardens,24 May 2015
132,Iqbal Abdulla,4,36,2,12,CSK,M. Chinnaswamy Stadium,22 April 2015
133,Mohit Sharma,4,36,2,12,SRH,Chidambaram,11 April 2015
134,Dhawal Kulkarni,4,36,2,12,KKR,Brabourne Stadium,16 May 2015
135,Tim Southee,4,36,2,12,PBKS,Maharashtra Cricket Association's International Stadium,10 April 2015
136,Harshal Patel,4,36,2,12,MI,Wankhede Stadium,10 May 2015
137,Dwayne Bravo,4,36,2,12,DC,Chidambaram,09 April 2015
138,Trent Boult,4,36,3,8,RCB,M. Chinnaswamy Stadium,13 April 2015
139,Varun Aaron,3.2,36,0,0,SRH,M. Chinnaswamy Stadium,13 April 2015
140,Imran Tahir,3,36,0,0,PBKS,Arun Jaitley Stadium,01 May 2015
141,Sean Abbott,3,36,0,0,KKR,Eden Gardens,11 April 2015
142,Shane Watson,3,36,0,0,MI,Wankhede Stadium,01 May 2015
143,Umesh Yadav,3,36,0,0,MI,Eden Gardens,08 April 2015
144,Suresh Raina,3,36,1,18,RCB,JSCA Stadium,22 May 2015
145,Shane Watson,3,36,2,9,SRH,Brabourne Stadium,07 May 2015
146,Sandeep Sharma,4,35,0,0,KKR,Eden Gardens,09 May 2015
147,Pawan Negi,4,35,0,0,RR,Chidambaram,10 May 2015
148,Mitchell Starc,4,35,0,0,DC,M. Chinnaswamy Stadium,17 May 2015
149,Iqbal Abdulla,4,35,0,0,MI,M. Chinnaswamy Stadium,19 April 2015
150,Morne Morkel,4,35,1,24,RCB,Eden Gardens,11 April 2015
