POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
79,Lasith Malinga,4,39,3,8,PBKS,HPCA Stadium,18 May 2013
80,Parvinder Awana,4,39,3,8,RCB,M. Chinnaswamy Stadium,14 May 2013
81,Vinay Kumar,3.5,39,1,23,RR,Sawai Mansingh Stadium,29 April 2013
82,Shaun Tait,3,39,0,0,DC,Sawai Mansingh Stadium,07 May 2013
83,Praveen Kumar,4,38,0,0,CSK,Chidambaram,02 May 2013
84,Rahul Sharma,4,38,0,0,RR,Sawai Mansingh Stadium,05 May 2013
85,Umesh Yadav,4,38,0,0,PBKS,HPCA Stadium,16 May 2013
86,Kane Richardson,4,38,0,0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,28 April 2013
87,James Faulkner,4,38,1,24,DC,Sawai Mansingh Stadium,07 May 2013
88,Pravin Tambe,4,38,1,24,MI,Wankhede Stadium,15 May 2013
89,Bhuvneshwar Kumar,4,38,1,24,RR,Sawai Mansingh Stadium,05 May 2013
90,Ajantha Mendis,4,38,1,24,PBKS,IS Bindra Stadium,21 April 2013
91,Parvinder Awana,4,38,1,24,PWI,IS Bindra Stadium,21 April 2013
92,Vinay Kumar,4,38,1,24,MI,Wankhede Stadium,27 April 2013
93,Ashish Nehra,4,38,2,12,PBKS,HPCA Stadium,16 May 2013
94,RP Singh,3,38,0,0,PBKS,IS Bindra Stadium,06 May 2013
95,Jasprit Bumrah,3,38,0,0,DC,Arun Jaitley Stadium,21 April 2013
96,Shanthakumaran Sreesanth,2.4,38,0,0,PWI,Maharashtra Cricket Association's International Stadium,11 April 2013
97,Ashish Nehra,4,37,0,0,CSK,Chidambaram,14 May 2013
98,Ashok Dinda,4,37,0,0,PBKS,IS Bindra Stadium,21 April 2013
99,Siddarth Kaul,4,37,0,0,CSK,Chidambaram,14 May 2013
100,Thisara Perera,4,37,0,0,MI,Rajiv Gandhi Intl. Cricket Stadium,01 May 2013
101,Pragyan Ojha,4,37,0,0,SRH,Wankhede Stadium,13 May 2013
102,Irfan Pathan,4,37,1,24,MI,Wankhede Stadium,09 April 2013
103,James Faulkner,4,37,1,24,PBKS,IS Bindra Stadium,09 May 2013
104,Abhimanyu Mithun,4,37,1,24,KKR,JSCA Stadium,12 May 2013
105,Dale Steyn,4,37,1,24,RCB,Rajiv Gandhi Intl. Cricket Stadium,07 April 2013
106,Dwayne Bravo,4,37,1,24,KKR,Chidambaram,28 April 2013
107,Ashish Nehra,4,37,1,24,KKR,Shaheed Veer Narayan Singh International Cricket Stadium,01 May 2013
108,Jaydev Unadkat,4,37,2,12,PWI,M. Chinnaswamy Stadium,23 April 2013
109,Dwayne Bravo,4,37,2,12,SRH,Chidambaram,25 April 2013
110,Ajit Agarkar,3,37,0,0,MI,Arun Jaitley Stadium,21 April 2013
111,Rahul Sharma,4,36,0,0,RCB,Maharashtra Cricket Association's International Stadium,02 May 2013
112,Sandeep Sharma,4,36,0,0,RCB,M. Chinnaswamy Stadium,14 May 2013
113,Praveen Kumar,4,36,0,0,PWI,IS Bindra Stadium,21 April 2013
114,Morne Morkel,4,36,0,0,PWI,Shaheed Veer Narayan Singh International Cricket Stadium,28 April 2013
115,Morne Morkel,4,36,0,0,PWI,Maharashtra Cricket Association's International Stadium,19 May 2013
116,Albie Morkel,4,36,0,0,KKR,Eden Gardens,20 April 2013
117,Munaf Patel,4,36,0,0,DC,Arun Jaitley Stadium,21 April 2013
118,Kevon Cooper,4,36,0,0,SRH,Arun Jaitley Stadium,22 May 2013
119,Pragyan Ojha,4,36,0,0,RR,Eden Gardens,24 May 2013
120,Siddarth Kaul,4,36,1,24,RCB,Arun Jaitley Stadium,10 May 2013
121,Pragyan Ojha,4,36,1,24,RR,Wankhede Stadium,15 May 2013
122,Vinay Kumar,4,36,1,24,CSK,Chidambaram,13 April 2013
123,Chris Morris,4,36,1,24,RR,Sawai Mansingh Stadium,12 May 2013
124,James Faulkner,4,36,1,24,MI,Eden Gardens,24 May 2013
125,Dwayne Bravo,4,36,2,12,RR,Chidambaram,22 April 2013
126,Vinay Kumar,4,36,2,12,KKR,M. Chinnaswamy Stadium,11 April 2013
127,Umesh Yadav,4,36,2,12,KKR,Shaheed Veer Narayan Singh International Cricket Stadium,01 May 2013
128,Azhar Mahmood,3.5,36,1,23,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 April 2013
129,Amit Mishra,3,36,0,0,MI,Wankhede Stadium,13 May 2013
130,Wayne Parnell,3,36,1,18,DC,Maharashtra Cricket Association's International Stadium,19 May 2013
131,Iqbal Abdulla,4,35,0,0,MI,Eden Gardens,24 April 2013
132,Ravi Rampaul,4,35,0,0,DC,Arun Jaitley Stadium,10 May 2013
133,Morne Morkel,4,35,0,0,RCB,Arun Jaitley Stadium,10 May 2013
134,Vinay Kumar,4,35,0,0,PBKS,M. Chinnaswamy Stadium,14 May 2013
135,Siddharth Trivedi,4,35,0,0,DC,Arun Jaitley Stadium,06 April 2013
136,Sunil Narine,4,35,1,24,CSK,Chidambaram,28 April 2013
137,Shanthakumaran Sreesanth,4,35,1,24,RCB,Sawai Mansingh Stadium,29 April 2013
138,Kane Richardson,4,35,1,24,CSK,Maharashtra Cricket Association's International Stadium,30 April 2013
139,Parvinder Awana,4,35,1,24,SRH,IS Bindra Stadium,11 May 2013
140,Lasith Malinga,4,35,1,24,RR,Wankhede Stadium,15 May 2013
141,Roelof van der Merwe,4,35,1,24,MI,Arun Jaitley Stadium,21 April 2013
142,RP Singh,4,35,1,24,RR,Sawai Mansingh Stadium,29 April 2013
143,James Faulkner,4,35,1,24,PWI,Sawai Mansingh Stadium,05 May 2013
144,Murali Kartik,4,35,1,24,RR,M. Chinnaswamy Stadium,20 April 2013
145,Ravi Rampaul,4,35,1,24,MI,Wankhede Stadium,27 April 2013
146,Lakshmipathy Balaji,4,35,1,24,DC,Shaheed Veer Narayan Singh International Cricket Stadium,01 May 2013
147,Parvinder Awana,4,35,1,24,RR,Sawai Mansingh Stadium,14 April 2013
148,Harbhajan Singh,4,35,1,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,01 May 2013
149,Ishant Sharma,4,35,2,12,DC,Arun Jaitley Stadium,12 April 2013
150,Mitchell Marsh,4,35,2,12,CSK,Chidambaram,15 April 2013
