POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
1,Sandeep Sharma,4,65,1,24,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 May 2014
2,Parvinder Awana,4,59,2,12,CSK,Wankhede Stadium,30 May 2014
3,Beuran Hendricks,4,57,0,0,RR,IS Bindra Stadium,23 May 2014
4,Amit Mishra,4,56,2,12,PBKS,Sharjah Cricket Stadium,22 April 2014
5,Harshal Patel,3,56,2,9,PBKS,M. Chinnaswamy Stadium,09 May 2014
6,Amit Mishra,4,54,0,0,MI,Dubai International Stadium,30 April 2014
7,Karanveer Singh,4,54,4,6,KKR,M. Chinnaswamy Stadium,01 June 2014
8,James Faulkner,3.4,54,0,0,MI,Wankhede Stadium,25 May 2014
9,Dale Steyn,4,51,0,0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,14 May 2014
10,Ashok Dinda,4,51,0,0,DC,Sharjah Cricket Stadium,17 April 2014
11,Murali Kartik,4,51,1,24,RR,Sharjah Cricket Stadium,20 April 2014
12,Mohit Sharma,4,51,1,24,DC,Arun Jaitley Stadium,05 May 2014
13,Ashish Nehra,4,51,2,12,PBKS,Wankhede Stadium,30 May 2014
14,Yuzvendra Chahal,4,50,0,0,KKR,Eden Gardens,22 May 2014
15,Dhawal Kulkarni,4,50,1,24,PBKS,Sharjah Cricket Stadium,20 April 2014
16,Krishmar Santokie,4,50,2,12,RR,Narendra Modi Stadium,19 May 2014
17,Ravindra Jadeja,4,48,0,0,PBKS,Wankhede Stadium,30 May 2014
18,Imran Tahir,4,48,0,0,RCB,M. Chinnaswamy Stadium,13 May 2014
19,James Faulkner,4,47,0,0,MI,Narendra Modi Stadium,19 May 2014
20,Mitchell Johnson,4,47,0,0,CSK,Zayed Cricket Stadium,18 April 2014
21,Jaydev Unadkat,3.4,47,0,0,CSK,Arun Jaitley Stadium,05 May 2014
22,Lakshmipathy Balaji,4,46,0,0,RR,Sharjah Cricket Stadium,20 April 2014
23,Karn Sharma,4,46,1,24,PBKS,Rajiv Gandhi Intl. Cricket Stadium,14 May 2014
24,Mohit Sharma,4,46,1,24,PBKS,Wankhede Stadium,30 May 2014
25,Sunil Narine,4,46,1,24,PBKS,M. Chinnaswamy Stadium,01 June 2014
26,Yuzvendra Chahal,4,45,1,24,DC,M. Chinnaswamy Stadium,13 May 2014
27,Mohammad Shami,4,45,1,24,CSK,Zayed Cricket Stadium,21 April 2014
28,Umesh Yadav,4,45,1,24,RCB,Eden Gardens,22 May 2014
29,James Faulkner,3.4,45,1,22,PBKS,Sharjah Cricket Stadium,20 April 2014
30,Rishi Dhawan,4,44,0,0,KKR,Eden Gardens,28 May 2014
31,Rahul Shukla,4,44,0,0,RR,Narendra Modi Stadium,15 May 2014
32,Vinay Kumar,4,44,0,0,RCB,Eden Gardens,22 May 2014
33,Mitchell Johnson,4,44,1,24,CSK,Wankhede Stadium,30 May 2014
34,Ravichandran Ashwin,4,44,1,24,PBKS,Wankhede Stadium,30 May 2014
35,Piyush Chawla,4,44,2,12,PBKS,M. Chinnaswamy Stadium,01 June 2014
36,Dale Steyn,4,43,0,0,CSK,JSCA Stadium,22 May 2014
37,Jaydev Unadkat,4,43,0,0,SRH,Dubai International Stadium,25 April 2014
38,Ravindra Jadeja,4,43,0,0,PBKS,Zayed Cricket Stadium,18 April 2014
39,Dale Steyn,4,43,0,0,KKR,Eden Gardens,24 May 2014
40,Harbhajan Singh,4,43,1,24,RR,Wankhede Stadium,25 May 2014
41,Shakib Al Hasan,4,43,1,24,PBKS,Eden Gardens,28 May 2014
42,Mitchell Starc,4,43,2,12,PBKS,M. Chinnaswamy Stadium,09 May 2014
43,Kane Richardson,4,43,2,12,RCB,M. Chinnaswamy Stadium,11 May 2014
44,Lakshmipathy Balaji,4,43,2,12,CSK,Zayed Cricket Stadium,18 April 2014
45,Parvinder Awana,3.3,43,0,0,KKR,M. Chinnaswamy Stadium,01 June 2014
46,Lakshmipathy Balaji,3,43,2,9,RCB,M. Chinnaswamy Stadium,09 May 2014
47,Rishi Dhawan,4,42,0,0,DC,Arun Jaitley Stadium,19 May 2014
48,Mohammad Shami,4,42,0,0,CSK,Arun Jaitley Stadium,05 May 2014
49,James Faulkner,4,42,1,24,RCB,M. Chinnaswamy Stadium,11 May 2014
50,Piyush Chawla,4,42,1,24,CSK,Eden Gardens,20 May 2014
51,Vinay Kumar,4,42,2,12,RR,Narendra Modi Stadium,05 May 2014
52,Rishi Dhawan,4,42,2,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 May 2014
53,Mohit Sharma,4,42,3,8,MI,Brabourne Stadium,28 May 2014
54,Wayne Parnell,3.4,42,0,0,PBKS,Arun Jaitley Stadium,19 May 2014
55,Ravindra Jadeja,3.4,42,1,22,SRH,JSCA Stadium,22 May 2014
56,Dhawal Kulkarni,3,42,2,9,MI,Wankhede Stadium,25 May 2014
57,Kieron Pollard,2.3,42,1,15,CSK,Wankhede Stadium,10 May 2014
58,Ishwar Pandey,4,41,0,0,PBKS,Barabati Stadium,07 May 2014
59,Lakshmipathy Balaji,4,41,0,0,KKR,M. Chinnaswamy Stadium,01 June 2014
60,Rahul Shukla,4,41,1,24,RCB,M. Chinnaswamy Stadium,13 May 2014
61,Varun Aaron,4,41,1,24,MI,Wankhede Stadium,06 May 2014
62,Mitchell Johnson,4,41,2,12,KKR,M. Chinnaswamy Stadium,01 June 2014
63,Ravichandran Ashwin,4,41,2,12,PBKS,Zayed Cricket Stadium,18 April 2014
64,Morne Morkel,4,41,2,12,DC,Dubai International Stadium,19 April 2014
65,Shadab Jakati,3.4,41,0,0,CSK,M. Chinnaswamy Stadium,24 May 2014
66,Varun Aaron,2.5,41,0,0,RR,M. Chinnaswamy Stadium,11 May 2014
67,Morne Morkel,4,40,0,0,PBKS,M. Chinnaswamy Stadium,01 June 2014
68,Murali Kartik,4,40,0,0,CSK,Barabati Stadium,07 May 2014
69,Axar Patel,4,40,0,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 May 2014
70,Bhuvneshwar Kumar,4,40,0,0,DC,Dubai International Stadium,25 April 2014
71,Axar Patel,4,40,0,0,MI,Wankhede Stadium,03 May 2014
72,Krishmar Santokie,4,40,1,24,PBKS,IS Bindra Stadium,21 May 2014
73,Morne Morkel,4,40,1,24,RR,Zayed Cricket Stadium,29 April 2014
74,Abu Nechim,4,40,1,24,DC,M. Chinnaswamy Stadium,13 May 2014
75,Parvinder Awana,4,40,1,24,RR,Sharjah Cricket Stadium,20 April 2014
76,Umesh Yadav,4,40,1,24,RCB,Sharjah Cricket Stadium,24 April 2014
77,Karanveer Singh,4,40,3,8,KKR,Eden Gardens,28 May 2014
78,Jasprit Bumrah,3.4,40,0,0,CSK,Brabourne Stadium,28 May 2014
79,Dale Steyn,4,39,0,0,RCB,M. Chinnaswamy Stadium,04 May 2014
80,Morne Morkel,4,39,0,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,18 May 2014
81,Rajat Bhatia,4,39,0,0,MI,Narendra Modi Stadium,19 May 2014
82,Ravichandran Ashwin,4,39,1,24,RR,JSCA Stadium,13 May 2014
83,Mohammad Shami,4,39,1,24,PBKS,Arun Jaitley Stadium,19 May 2014
84,Umesh Yadav,4,39,1,24,PBKS,M. Chinnaswamy Stadium,01 June 2014
85,Kane Richardson,4,39,1,24,DC,Arun Jaitley Stadium,03 May 2014
86,Ashok Dinda,4,39,1,24,SRH,M. Chinnaswamy Stadium,04 May 2014
87,Ben Hilfenhaus,4,39,2,12,MI,Dubai International Stadium,25 April 2014
88,Glenn Maxwell,3,39,0,0,RCB,Dubai International Stadium,28 April 2014
