POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
89,James Faulkner,3,39,1,18,PBKS,IS Bindra Stadium,23 May 2014
90,Amit Mishra,4,38,0,0,KKR,Rajiv Gandhi Intl. Cricket Stadium,18 May 2014
91,Wayne Parnell,4,38,0,0,SRH,Dubai International Stadium,25 April 2014
92,Pawan Negi,4,38,0,0,SRH,JSCA Stadium,22 May 2014
93,Amit Mishra,4,38,0,0,DC,Dubai International Stadium,25 April 2014
94,Pravin Tambe,4,38,1,24,RCB,M. Chinnaswamy Stadium,11 May 2014
95,Jacques Kallis,4,38,1,24,DC,Arun Jaitley Stadium,07 May 2014
96,Lakshmipathy Balaji,4,38,1,24,MI,Wankhede Stadium,03 May 2014
97,Ashok Dinda,4,38,1,24,KKR,Eden Gardens,22 May 2014
98,Sunil Narine,4,38,1,24,DC,Arun Jaitley Stadium,07 May 2014
99,Kevon Cooper,4,38,2,12,MI,Wankhede Stadium,25 May 2014
100,Mohit Sharma,4,38,2,12,PBKS,Barabati Stadium,07 May 2014
101,Karn Sharma,4,38,4,6,KKR,Eden Gardens,24 May 2014
102,Bhuvneshwar Kumar,3.4,38,1,22,PBKS,Rajiv Gandhi Intl. Cricket Stadium,14 May 2014
103,Jacques Kallis,3,38,0,0,PBKS,Barabati Stadium,11 May 2014
104,Ben Hilfenhaus,3,38,0,0,KKR,Eden Gardens,20 May 2014
105,Rajat Bhatia,3,38,0,0,PBKS,Sharjah Cricket Stadium,20 April 2014
106,Ashok Dinda,3,38,1,18,MI,Wankhede Stadium,06 May 2014
107,James Faulkner,3,38,1,18,CSK,Dubai International Stadium,23 April 2014
108,David Hussey,2.5,38,2,8.5,RCB,JSCA Stadium,18 May 2014
109,Ravichandran Ashwin,2,38,0,0,PBKS,Barabati Stadium,07 May 2014
110,Karn Sharma,4,37,0,0,PBKS,Sharjah Cricket Stadium,22 April 2014
111,Kieron Pollard,4,37,0,0,RCB,Wankhede Stadium,06 May 2014
112,Mitchell Johnson,4,37,0,0,MI,Wankhede Stadium,03 May 2014
113,Lakshmipathy Balaji,4,37,1,24,RR,IS Bindra Stadium,23 May 2014
114,Siddarth Kaul,4,37,1,24,RCB,M. Chinnaswamy Stadium,13 May 2014
115,Sandeep Sharma,4,37,1,24,CSK,Barabati Stadium,07 May 2014
116,Mitchell Johnson,4,37,2,12,CSK,Barabati Stadium,07 May 2014
117,Ishant Sharma,4,37,2,12,CSK,Sharjah Cricket Stadium,27 April 2014
118,Imran Tahir,4,37,3,8,MI,Wankhede Stadium,23 May 2014
119,Bhuvneshwar Kumar,3.4,37,0,0,KKR,Rajiv Gandhi Intl. Cricket Stadium,18 May 2014
120,James Faulkner,3.4,37,1,22,CSK,JSCA Stadium,13 May 2014
121,Ravindra Jadeja,3,37,0,0,PBKS,Barabati Stadium,07 May 2014
122,Sandeep Sharma,3,37,0,0,MI,IS Bindra Stadium,21 May 2014
123,Pawan Negi,3,37,0,0,PBKS,Zayed Cricket Stadium,18 April 2014
124,Ashok Dinda,3,37,0,0,RR,M. Chinnaswamy Stadium,11 May 2014
125,Kieron Pollard,4,36,0,0,SRH,Dubai International Stadium,30 April 2014
126,Jasprit Bumrah,4,36,0,0,DC,Wankhede Stadium,23 May 2014
127,Mohammad Shami,4,36,0,0,SRH,Dubai International Stadium,25 April 2014
128,Mohammad Shami,4,36,0,0,MI,Sharjah Cricket Stadium,27 April 2014
129,Bhuvneshwar Kumar,4,36,0,0,CSK,JSCA Stadium,22 May 2014
130,Pravin Tambe,4,36,0,0,PBKS,IS Bindra Stadium,23 May 2014
131,Ben Hilfenhaus,4,36,1,24,PBKS,Barabati Stadium,07 May 2014
132,Varun Aaron,4,36,2,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,20 May 2014
133,Beuran Hendricks,4,36,3,8,DC,Arun Jaitley Stadium,19 May 2014
134,Jaydev Unadkat,3.3,36,0,0,RR,Arun Jaitley Stadium,03 May 2014
135,Dwayne Smith,3,36,1,18,PBKS,Barabati Stadium,07 May 2014
136,Shreyas Gopal,3,36,1,18,RR,Wankhede Stadium,25 May 2014
137,Moises Henriques,2,36,0,0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,14 May 2014
138,Shane Watson,4,35,0,0,RCB,M. Chinnaswamy Stadium,11 May 2014
139,Vinay Kumar,4,35,0,0,DC,Dubai International Stadium,19 April 2014
140,Parveez Rasool,4,35,0,0,CSK,JSCA Stadium,22 May 2014
141,Varun Aaron,4,35,1,24,PBKS,M. Chinnaswamy Stadium,09 May 2014
142,Karn Sharma,4,35,1,24,CSK,Sharjah Cricket Stadium,27 April 2014
143,Ishwar Pandey,4,35,1,24,PBKS,Wankhede Stadium,30 May 2014
144,Wayne Parnell,4,35,1,24,RR,Arun Jaitley Stadium,03 May 2014
145,Morne Morkel,4,35,2,12,MI,Barabati Stadium,14 May 2014
146,Lasith Malinga,4,35,2,12,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 May 2014
147,Shahbaz Nadeem,4,35,2,12,RR,Narendra Modi Stadium,15 May 2014
148,Sandeep Sharma,4,35,3,8,DC,Arun Jaitley Stadium,19 May 2014
149,Yuvraj Singh,4,35,4,6,RR,M. Chinnaswamy Stadium,11 May 2014
150,Corey Anderson,3,35,0,0,CSK,Brabourne Stadium,28 May 2014
