POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
1,Varun Aaron,4,63,2,12,CSK,Chidambaram,25 May 2012
2,Amit Singh,4,55,0,0,DEC,Sawai Mansingh Stadium,17 April 2012
3,Manpreet Gony,4,54,0,0,CSK,ACA-VDCA Stadium,07 April 2012
4,Ashish Nehra,4,54,1,24,RCB,M. Chinnaswamy Stadium,17 April 2012
5,Munaf Patel,4,54,1,24,RCB,M. Chinnaswamy Stadium,14 May 2012
6,Vinay Kumar,4,53,1,24,CSK,Chidambaram,12 April 2012
7,Vinay Kumar,4,51,0,0,RR,M. Chinnaswamy Stadium,15 April 2012
8,Andre Russell,4,51,1,24,PBKS,HPCA Stadium,19 May 2012
9,Morne Morkel,4,50,3,8,PWI,Arun Jaitley Stadium,21 April 2012
10,Dan Christian,4,49,1,24,MI,ACA-VDCA Stadium,09 April 2012
11,Dwayne Bravo,3.4,49,1,22,KKR,Chidambaram,27 May 2012
12,Varun Aaron,4,48,0,0,KKR,Maharashtra Cricket Association's International Stadium,22 May 2012
13,Parvinder Awana,4,48,0,0,RCB,M. Chinnaswamy Stadium,02 May 2012
14,Zaheer Khan,4,48,1,24,KKR,Eden Gardens,28 April 2012
15,Sreenath Aravind,3,48,0,0,RR,M. Chinnaswamy Stadium,15 April 2012
16,Irfan Pathan,4,47,0,0,RCB,M. Chinnaswamy Stadium,07 April 2012
17,TP Sudhindra,4,47,0,0,PBKS,IS Bindra Stadium,13 May 2012
18,Sunny Gupta,3,47,0,0,CSK,Chidambaram,25 May 2012
19,Ravichandran Ashwin,4,46,0,0,RCB,Chidambaram,12 April 2012
20,Dale Steyn,4,46,0,0,PWI,Barabati Stadium,01 May 2012
21,Alfonso Thomas,4,46,0,0,RCB,Maharashtra Cricket Association's International Stadium,11 May 2012
22,Irfan Pathan,4,46,0,0,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012
23,Harmeet Singh Bansal,4,46,0,0,RCB,IS Bindra Stadium,20 April 2012
24,Munaf Patel,4,46,0,0,CSK,Wankhede Stadium,06 May 2012
25,TP Sudhindra,4,46,1,24,CSK,ACA-VDCA Stadium,07 April 2012
26,Harshal Patel,4,46,1,24,KKR,M. Chinnaswamy Stadium,10 April 2012
27,Piyush Chawla,4,46,1,24,MI,IS Bindra Stadium,25 April 2012
28,Irfan Pathan,4,46,2,12,MI,Arun Jaitley Stadium,27 April 2012
29,Dhawal Kulkarni,4,46,3,8,CSK,M. Chinnaswamy Stadium,23 May 2012
30,Amit Singh,4,45,0,0,CSK,Chidambaram,21 April 2012
31,Ben Hilfenhaus,4,45,1,24,MI,M. Chinnaswamy Stadium,23 May 2012
32,Anand Rajan,4,45,1,24,RR,Sawai Mansingh Stadium,17 April 2012
33,Veer Pratap Singh,4,45,1,24,PBKS,Rajiv Gandhi Intl. Cricket Stadium,08 May 2012
34,Irfan Pathan,4,44,0,0,RCB,Arun Jaitley Stadium,17 May 2012
35,Shahbaz Nadeem,4,44,0,0,PWI,Arun Jaitley Stadium,21 April 2012
36,Amit Mishra,4,44,0,0,DC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012
37,Siddharth Trivedi,4,44,0,0,RCB,Sawai Mansingh Stadium,23 April 2012
38,Brett Lee,4,44,0,0,MI,Eden Gardens,12 May 2012
39,Harshal Patel,4,44,1,24,PBKS,IS Bindra Stadium,20 April 2012
40,Muttiah Muralitharan,4,44,1,24,DC,Arun Jaitley Stadium,17 May 2012
41,Kieron Pollard,4,44,4,6,RR,Wankhede Stadium,11 April 2012
42,Anand Rajan,3.5,44,1,23,RCB,M. Chinnaswamy Stadium,06 May 2012
43,Dale Steyn,3.4,44,0,0,RR,Sawai Mansingh Stadium,17 April 2012
44,Harbhajan Singh,4,43,0,0,RR,Wankhede Stadium,11 April 2012
45,Dan Christian,4,43,1,24,RR,Sawai Mansingh Stadium,17 April 2012
46,Kevon Cooper,4,43,1,24,MI,Wankhede Stadium,11 April 2012
47,Ashish Nehra,4,43,1,24,CSK,Maharashtra Cricket Association's International Stadium,14 April 2012
48,Amit Singh,3.5,43,2,11.5,RCB,M. Chinnaswamy Stadium,15 April 2012
49,TP Sudhindra,3.4,43,0,0,DC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012
50,Praveen Kumar,4,42,0,0,RR,Sawai Mansingh Stadium,06 April 2012
51,Brett Lee,4,42,0,0,CSK,Chidambaram,27 May 2012
52,Harbhajan Singh,4,42,0,0,DC,Arun Jaitley Stadium,27 April 2012
53,Umesh Yadav,4,42,0,0,RCB,Arun Jaitley Stadium,17 May 2012
54,Pradeep Sangwan,4,42,1,24,DC,Arun Jaitley Stadium,07 May 2012
55,Ajit Agarkar,3,42,0,0,DEC,Arun Jaitley Stadium,19 April 2012
56,Munaf Patel,4,41,0,0,PBKS,Wankhede Stadium,22 April 2012
57,Andre Russell,4,41,0,0,RCB,Arun Jaitley Stadium,17 May 2012
58,Lasith Malinga,4,41,0,0,CSK,M. Chinnaswamy Stadium,23 May 2012
59,Rajat Bhatia,4,41,0,0,MI,Eden Gardens,12 May 2012
60,Munaf Patel,4,41,0,0,PBKS,IS Bindra Stadium,25 April 2012
61,RP Singh,4,41,0,0,DC,Arun Jaitley Stadium,27 April 2012
62,Ankeet Chavan,4,41,1,24,MI,Wankhede Stadium,11 April 2012
63,Ravichandran Ashwin,4,41,1,24,KKR,Chidambaram,27 May 2012
64,Parvinder Awana,4,41,1,24,DEC,IS Bindra Stadium,13 May 2012
65,Ashish Nehra,4,41,1,24,DEC,Barabati Stadium,01 May 2012
66,James Faulkner,4,41,2,12,RR,Sawai Mansingh Stadium,06 April 2012
67,Amit Singh,4,41,2,12,DC,Arun Jaitley Stadium,29 April 2012
68,Rajat Bhatia,3,41,1,18,RCB,Eden Gardens,28 April 2012
69,Shaun Tait,4,40,0,0,MI,Sawai Mansingh Stadium,20 May 2012
70,Umesh Yadav,4,40,0,0,PWI,Maharashtra Cricket Association's International Stadium,24 April 2012
71,Bhuvneshwar Kumar,4,40,0,0,RCB,Maharashtra Cricket Association's International Stadium,11 May 2012
72,Jacques Kallis,4,40,0,0,MI,Eden Gardens,12 May 2012
73,Vinay Kumar,4,40,1,24,PBKS,IS Bindra Stadium,20 April 2012
74,Praveen Kumar,4,40,1,24,CSK,Chidambaram,28 April 2012
75,Manpreet Gony,4,40,1,24,PBKS,IS Bindra Stadium,13 May 2012
76,Shadab Jakati,4,40,2,12,DC,Chidambaram,25 May 2012
77,Parvinder Awana,3,40,0,0,DC,HPCA Stadium,19 May 2012
78,Bipul Sharma,2.4,40,0,0,PWI,Maharashtra Cricket Association's International Stadium,08 April 2012
79,Pragyan Ojha,4,39,0,0,DEC,ACA-VDCA Stadium,09 April 2012
80,Azhar Mahmood,4,39,0,0,MI,Wankhede Stadium,22 April 2012
81,Andre Russell,4,39,0,0,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012
82,Shahbaz Nadeem,4,39,0,0,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012
83,Murali Kartik,4,39,0,0,RR,Sawai Mansingh Stadium,13 May 2012
84,Ravindra Jadeja,4,39,1,24,KKR,Eden Gardens,14 May 2012
85,Rahul Sharma,4,39,1,24,DEC,Maharashtra Cricket Association's International Stadium,26 April 2012
86,Brett Lee,4,39,1,24,DC,Arun Jaitley Stadium,07 May 2012
87,Marlon Samuels,4,39,1,24,DEC,Maharashtra Cricket Association's International Stadium,26 April 2012
88,Dwayne Bravo,4,39,2,12,MI,Wankhede Stadium,06 May 2012
89,Azhar Mahmood,4,39,2,12,DEC,IS Bindra Stadium,13 May 2012
90,Brad Hogg,4,39,2,12,RCB,Sawai Mansingh Stadium,23 April 2012
91,Ashish Reddy,4,39,2,12,PBKS,Rajiv Gandhi Intl. Cricket Stadium,08 May 2012
92,Marlon Samuels,4,39,3,8,CSK,Chidambaram,19 April 2012
93,Parvinder Awana,4,39,3,8,MI,IS Bindra Stadium,25 April 2012
94,Sourav Ganguly,3,39,0,0,DEC,Barabati Stadium,01 May 2012
95,Chris Gayle,2.4,39,0,0,MI,M. Chinnaswamy Stadium,14 May 2012
96,Shadab Jakati,4,38,0,0,KKR,Chidambaram,27 May 2012
97,Nuwan Kulasekara,4,38,0,0,PWI,Maharashtra Cricket Association's International Stadium,14 April 2012
98,Manpreet Gony,4,38,0,0,RCB,Rajiv Gandhi Intl. Cricket Stadium,20 May 2012
99,Syed Mohammad,4,38,0,0,MI,Wankhede Stadium,09 May 2012
100,Varun Aaron,4,38,1,24,RCB,Arun Jaitley Stadium,17 May 2012
101,Albie Morkel,4,38,1,24,KKR,Chidambaram,27 May 2012
102,Piyush Chawla,4,38,2,12,RR,IS Bindra Stadium,05 May 2012
103,Zaheer Khan,4,38,3,8,DC,Arun Jaitley Stadium,17 May 2012
104,Dwayne Bravo,3,38,0,0,RR,Sawai Mansingh Stadium,10 May 2012
105,Wayne Parnell,4,37,0,0,KKR,Eden Gardens,05 May 2012
106,Vinay Kumar,4,37,0,0,RR,Sawai Mansingh Stadium,23 April 2012
107,Sunil Narine,4,37,0,0,CSK,Chidambaram,27 May 2012
108,Siddharth Trivedi,4,37,0,0,MI,Sawai Mansingh Stadium,20 May 2012
109,Morne Morkel,4,37,0,0,KKR,Maharashtra Cricket Association's International Stadium,22 May 2012
110,Azhar Mahmood,4,37,0,0,RR,IS Bindra Stadium,05 May 2012
111,Umesh Yadav,4,37,1,24,KKR,Maharashtra Cricket Association's International Stadium,22 May 2012
112,Juan Theron,4,37,2,12,PWI,Maharashtra Cricket Association's International Stadium,26 April 2012
113,Albie Morkel,4,37,2,12,RCB,Chidambaram,12 April 2012
114,Robin Peterson,4,37,3,8,DC,Arun Jaitley Stadium,27 April 2012
115,Pankaj Singh,3,37,0,0,DEC,Sawai Mansingh Stadium,17 April 2012
116,Bhuvneshwar Kumar,3,37,0,0,CSK,Chidambaram,19 April 2012
117,Marchant de Lange,3,37,0,0,CSK,Eden Gardens,14 May 2012
118,Pawan Negi,3,37,0,0,RCB,Arun Jaitley Stadium,17 May 2012
119,Johan Botha,4,36,0,0,PBKS,Sawai Mansingh Stadium,06 April 2012
120,Vinay Kumar,4,36,1,24,MI,M. Chinnaswamy Stadium,14 May 2012
121,Harshal Patel,4,36,1,24,PWI,Maharashtra Cricket Association's International Stadium,11 May 2012
122,Shakib Al Hasan,4,36,1,24,DC,Maharashtra Cricket Association's International Stadium,22 May 2012
123,Zaheer Khan,4,36,1,24,DC,M. Chinnaswamy Stadium,07 April 2012
124,Clint McKay,4,36,1,24,PBKS,IS Bindra Stadium,25 April 2012
125,Ashish Reddy,4,36,1,24,RCB,M. Chinnaswamy Stadium,06 May 2012
126,Umesh Yadav,4,36,2,12,MI,Arun Jaitley Stadium,27 April 2012
127,Praveen Kumar,4,36,2,12,MI,Wankhede Stadium,22 April 2012
128,Marchant de Lange,3,36,0,0,DC,Eden Gardens,05 April 2012
129,Virat Kohli,2,36,0,0,CSK,Chidambaram,12 April 2012
130,Ashish Nehra,4,35,0,0,KKR,Maharashtra Cricket Association's International Stadium,19 May 2012
131,Umesh Yadav,4,35,0,0,RR,Arun Jaitley Stadium,29 April 2012
132,Dwayne Bravo,4,35,0,0,DEC,Chidambaram,04 May 2012
133,Kevon Cooper,4,35,0,0,RCB,Sawai Mansingh Stadium,23 April 2012
134,Veer Pratap Singh,4,35,0,0,KKR,Barabati Stadium,22 April 2012
135,Jacques Kallis,4,35,0,0,RR,Sawai Mansingh Stadium,08 April 2012
136,Muttiah Muralitharan,4,35,0,0,RR,M. Chinnaswamy Stadium,15 April 2012
137,Praveen Kumar,4,35,0,0,RCB,IS Bindra Stadium,20 April 2012
138,Morne Morkel,4,35,1,24,KKR,Arun Jaitley Stadium,07 May 2012
139,Angelo Mathews,4,35,1,24,RCB,M. Chinnaswamy Stadium,17 April 2012
140,Dan Christian,4,35,1,24,CSK,Chidambaram,04 May 2012
141,Dan Christian,4,35,1,24,DC,Arun Jaitley Stadium,19 April 2012
142,Ravichandran Ashwin,4,35,1,24,PWI,Chidambaram,19 April 2012
143,Vinay Kumar,4,35,2,12,DC,Arun Jaitley Stadium,17 May 2012
144,Shahbaz Nadeem,4,35,2,12,MI,Arun Jaitley Stadium,27 April 2012
145,Shaun Tait,3.4,35,0,0,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2012
146,Harshal Patel,3,35,0,0,KKR,Eden Gardens,28 April 2012
147,Piyush Chawla,3,35,1,18,RCB,M. Chinnaswamy Stadium,02 May 2012
148,Veer Pratap Singh,3,35,2,9,CSK,Chidambaram,04 May 2012
149,Raju Bhatkal,2,35,0,0,CSK,Chidambaram,12 April 2012
150,Rahul Sharma,2,35,0,0,RCB,M. Chinnaswamy Stadium,17 April 2012
