POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
140,Josh Hazlewood,4,34,0,0,RCB,Sharjah Cricket Stadium,24 September 2021
141,Tabraiz Shamsi,4,34,0,0,DC,Zayed Cricket Stadium,25 September 2021
142,Bhuvneshwar Kumar,4,34,0,0,CSK,Sharjah Cricket Stadium,30 September 2021
143,Ishant Sharma,4,34,0,0,KKR,Narendra Modi Stadium,29 April 2021
144,Varun Chakaravarthy,4,34,0,0,DC,Narendra Modi Stadium,29 April 2021
145,Sunil Narine,4,34,1,24,PBKS,Dubai International Stadium,01 October 2021
146,Yuzvendra Chahal,4,34,1,24,PBKS,Narendra Modi Stadium,30 April 2021
147,Josh Hazlewood,4,34,1,24,MI,Dubai International Stadium,19 September 2021
148,Bhuvneshwar Kumar,4,34,1,24,PBKS,Sharjah Cricket Stadium,25 September 2021
149,Harshal Patel,4,34,1,24,DC,Dubai International Stadium,08 October 2021
150,Sunil Narine,4,34,1,24,CSK,Wankhede Stadium,21 April 2021
