POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
1,Mashrafe Mortaza,4,58,0,0,DEC,New Wanderers Stadium,16 May 2009
2,Chaminda Vaas,4,52,2,12,DC,Kingsmead,13 May 2009
3,Jacques Kallis,4,51,1,24,PBKS,Kingsmead,24 April 2009
4,Andrew Flintoff,4,50,0,0,DC,Kingsmead,23 April 2009
5,RP Singh,4,47,1,24,RCB,Supersport Park,21 May 2009
6,Praveen Kumar,4,45,0,0,DEC,Supersport Park,21 May 2009
7,Ajit Agarkar,4,45,0,0,CSK,Supersport Park,18 May 2009
8,Dhawal Kulkarni,4,45,1,24,CSK,St George's Park,16 May 2009
9,Manpreet Gony,4,45,1,24,DC,Kingsmead,23 April 2009
10,Ajit Agarkar,4,45,1,24,RCB,Supersport Park,12 May 2009
11,Shanthakumaran Sreesanth,4,44,0,0,RR,Kingsmead,05 May 2009
12,Harmeet Singh Bansal,4,44,0,0,RCB,Newlands,22 April 2009
13,Andrew Flintoff,4,44,1,24,MI,Newlands,18 April 2009
14,Yusuf Abdulla,3,44,0,0,RR,Kingsmead,05 May 2009
15,Ishant Sharma,4,43,0,0,KKR,Kingsmead,05 May 2009
16,Ishant Sharma,4,43,0,0,DC,Kingsmead,05 May 2009
17,Praveen Kumar,4,43,0,0,DEC,New Wanderers Stadium,24 May 2009
18,Amit Mishra,4,42,0,0,MI,Supersport Park,21 May 2009
19,Irfan Pathan,4,42,0,0,DEC,De Beers Diamond Oval,09 May 2009
20,Abhimanyu Mithun,4,42,0,0,MI,St George's Park,10 May 2009
21,Ajit Agarkar,4,41,0,0,DEC,New Wanderers Stadium,16 May 2009
22,Albie Morkel,4,41,1,24,DC,Kingsmead,23 April 2009
23,Lakshmipathy Balaji,4,41,1,24,PBKS,Supersport Park,07 May 2009
24,Lakshmipathy Balaji,3.3,41,1,21,DEC,Kingsmead,27 April 2009
25,Ishant Sharma,4,40,0,0,RCB,Supersport Park,12 May 2009
26,Jacques Kallis,4,40,0,0,KKR,Supersport Park,12 May 2009
27,Ishant Sharma,4,40,0,0,RCB,Supersport Park,12 May 2009
28,Irfan Pathan,4,40,1,24,RR,Kingsmead,05 May 2009
29,Harmeet Singh Bansal,3.5,40,0,0,KKR,New Wanderers Stadium,16 May 2009
30,Lakshmipathy Balaji,3,40,0,0,KKR,Supersport Park,18 May 2009
31,Anil Kumble,4,39,0,0,DEC,Newlands,22 April 2009
32,Ajantha Mendis,4,39,0,0,MI,St George's Park,27 April 2009
33,Ryan Harris,4,39,0,0,CSK,Buffalo Park,04 May 2009
34,Munaf Patel,4,39,2,12,DC,OUTsurance Oval,17 May 2009
35,Amit Mishra,3,39,0,0,DEC,Kingsmead,13 May 2009
36,Albie Morkel,3,39,0,0,KKR,Supersport Park,18 May 2009
37,Ajantha Mendis,4,38,0,0,CSK,Supersport Park,18 May 2009
38,Lasith Malinga,4,38,1,24,DC,Supersport Park,21 May 2009
39,Irfan Pathan,4,38,1,24,CSK,Supersport Park,07 May 2009
40,Vinay Kumar,4,38,2,12,CSK,New Wanderers Stadium,23 May 2009
41,Shane Warne,3,38,2,9,PBKS,Kingsmead,05 May 2009
42,Shane Warne,4,37,0,0,PBKS,Newlands,26 April 2009
43,Irfan Pathan,4,37,0,0,KKR,St George's Park,03 May 2009
44,Muttiah Muralitharan,4,37,0,0,PBKS,Supersport Park,07 May 2009
45,Praveen Kumar,4,37,1,24,DEC,Newlands,22 April 2009
46,Shanthakumaran Sreesanth,4,37,1,24,CSK,Supersport Park,07 May 2009
47,Shanthakumaran Sreesanth,4,37,1,24,DEC,De Beers Diamond Oval,09 May 2009
48,Lasith Malinga,4,37,1,24,RCB,St George's Park,10 May 2009
49,Praveen Kumar,4,37,2,12,CSK,St George's Park,20 April 2009
50,Jacques Kallis,3,37,0,0,DC,St George's Park,26 April 2009
51,Praveen Kumar,4,36,0,0,PBKS,Kingsmead,24 April 2009
52,Moises Henriques,4,36,0,0,DC,Kingsmead,05 May 2009
53,RP Singh,4,36,1,24,CSK,Buffalo Park,04 May 2009
54,Shadab Jakati,4,36,1,24,KKR,Supersport Park,18 May 2009
55,Shane Warne,4,36,1,24,DEC,De Beers Diamond Oval,11 May 2009
56,Ishant Sharma,4,36,2,12,KKR,Newlands,23 April 2009
57,Ishant Sharma,4,36,2,12,RR,Newlands,23 April 2009
58,Yusuf Abdulla,4,36,4,6,RCB,Kingsmead,01 May 2009
59,Munaf Patel,3,36,1,18,KKR,Newlands,23 April 2009
60,Albie Morkel,3,36,1,18,PBKS,Supersport Park,07 May 2009
61,Dhawal Kulkarni,3,36,1,18,DC,Supersport Park,21 May 2009
62,Vikram Singh,2,36,0,0,CSK,Supersport Park,07 May 2009
63,Moises Henriques,4,35,1,24,DC,New Wanderers Stadium,10 May 2009
64,Venugopal Rao,4,35,1,24,CSK,Kingsmead,27 April 2009
65,Kamran Khan,4,35,1,24,DC,Supersport Park,28 April 2009
66,Dale Steyn,4,35,1,24,CSK,St George's Park,20 April 2009
67,Anureet Singh,4,35,2,12,RR,Newlands,23 April 2009
68,Shadab Jakati,4,35,2,12,RR,De Beers Diamond Oval,09 May 2009
69,Irfan Pathan,4,35,3,8,RCB,Kingsmead,24 April 2009
70,Praveen Kumar,3.4,35,1,22,CSK,Kingsmead,14 May 2009
71,Siddharth Trivedi,3,35,0,0,CSK,Supersport Park,30 April 2009
72,Kamran Khan,2.4,35,0,0,CSK,Supersport Park,30 April 2009
73,Amit Mishra,4.1,34,3,8.33,RR,Supersport Park,28 April 2009
74,Zaheer Khan,4,34,0,0,CSK,Newlands,18 April 2009
75,Ashok Dinda,4,34,1,24,PBKS,Kingsmead,21 April 2009
76,Ryan Harris,4,34,1,24,RCB,New Wanderers Stadium,24 May 2009
77,Sanath Jayasuriya,4,34,2,12,CSK,Newlands,18 April 2009
78,Dwayne Bravo,4,34,3,8,DEC,Kingsmead,25 April 2009
79,Yusuf Pathan,4,34,3,8,DEC,De Beers Diamond Oval,11 May 2009
80,Muttiah Muralitharan,4,33,0,0,RR,Supersport Park,30 April 2009
81,Venugopal Rao,4,33,0,0,MI,Kingsmead,25 April 2009
82,Yusuf Abdulla,4,33,1,24,KKR,St George's Park,03 May 2009
83,RP Singh,4,33,2,12,DC,Supersport Park,22 May 2009
84,Vinay Kumar,4,33,2,12,KKR,Supersport Park,12 May 2009
85,Amit Mishra,4,33,3,8,RR,OUTsurance Oval,17 May 2009
86,Siddharth Trivedi,3,33,1,18,DEC,De Beers Diamond Oval,11 May 2009
87,Ramesh Powar,3,33,1,18,RR,Kingsmead,05 May 2009
88,Anil Kumble,4,32,0,0,MI,St George's Park,10 May 2009
89,Zaheer Khan,4,32,0,0,DEC,Kingsmead,25 April 2009
90,Vinay Kumar,4,32,0,0,MI,New Wanderers Stadium,03 May 2009
91,Johan Botha,4,32,0,0,MI,Kingsmead,14 May 2009
92,Amit Mishra,4,32,1,24,DEC,Supersport Park,30 April 2009
93,Albie Morkel,4,32,1,24,DC,New Wanderers Stadium,02 May 2009
94,Lasith Malinga,4,32,1,24,PBKS,Supersport Park,12 May 2009
95,Lakshmipathy Balaji,4,32,1,24,RCB,Kingsmead,14 May 2009
96,Chetanya Nanda,4,32,1,24,RCB,St George's Park,10 May 2009
97,Roelof van der Merwe,4,32,1,24,DEC,Supersport Park,21 May 2009
98,Piyush Chawla,4,32,1,24,MI,Supersport Park,12 May 2009
99,Moises Henriques,4,32,1,24,PBKS,Kingsmead,21 April 2009
100,Thilan Thushara,4,32,1,24,MI,Newlands,18 April 2009
101,Manpreet Gony,4,32,2,12,MI,Newlands,18 April 2009
102,Shane Warne,4,32,2,12,DC,Supersport Park,28 April 2009
103,Irfan Pathan,4,32,2,12,CSK,Kingsmead,20 May 2009
104,Scott Styris,4,32,2,12,KKR,Newlands,19 April 2009
105,Pragyan Ojha,4,32,2,12,RCB,Supersport Park,21 May 2009
106,Dillon du Preez,4,32,3,8,MI,New Wanderers Stadium,03 May 2009
107,Scott Styris,4,32,3,8,RCB,Newlands,22 April 2009
108,Dwayne Bravo,3,32,0,0,RCB,New Wanderers Stadium,03 May 2009
109,Jaskaran Singh,3,32,0,0,RCB,Supersport Park,21 May 2009
110,RP Singh,3,32,1,18,CSK,Kingsmead,27 April 2009
111,Balachandra Akhil,3,32,1,18,KKR,Supersport Park,12 May 2009
112,Brett Lee,4,31,0,0,DEC,New Wanderers Stadium,17 May 2009
113,Praveen Kumar,4,31,0,0,RR,Supersport Park,07 May 2009
114,Ryan Harris,4,31,0,0,PBKS,New Wanderers Stadium,17 May 2009
115,Albie Morkel,4,31,1,24,MI,St George's Park,16 May 2009
116,Sanath Jayasuriya,4,31,1,24,DEC,Supersport Park,06 May 2009
117,Roelof van der Merwe,4,31,1,24,DC,New Wanderers Stadium,19 May 2009
118,Harbhajan Singh,4,31,1,24,RR,Kingsmead,14 May 2009
119,Pankaj Singh,4,31,2,12,DC,St George's Park,26 April 2009
120,Kevin Pietersen,4,31,2,12,DEC,Newlands,22 April 2009
121,Zaheer Khan,4,31,3,8,KKR,Buffalo Park,01 May 2009
122,Yusuf Abdulla,4,31,4,6,RCB,Kingsmead,24 April 2009
123,Chris Gayle,3.5,31,0,0,RCB,Kingsmead,29 April 2009
124,Shoaib Ahmed,3,31,0,0,CSK,Kingsmead,27 April 2009
125,Dwayne Bravo,3,31,2,9,KKR,St George's Park,27 April 2009
126,Angelo Mathews,2.2,31,0,0,RCB,Supersport Park,12 May 2009
127,Anil Kumble,4,30,0,0,CSK,New Wanderers Stadium,23 May 2009
128,Yusuf Pathan,4,30,0,0,PBKS,Newlands,26 April 2009
129,Andrew Symonds,4,30,0,0,RR,De Beers Diamond Oval,11 May 2009
130,Jacob Oram,4,30,1,24,MI,Newlands,18 April 2009
131,Lasith Malinga,4,30,1,24,DC,Buffalo Park,08 May 2009
132,Tyron Henderson,4,30,1,24,RCB,Newlands,18 April 2009
133,Vinay Kumar,4,30,1,24,MI,St George's Park,10 May 2009
134,Vinay Kumar,4,30,2,12,DEC,New Wanderers Stadium,24 May 2009
135,Piyush Chawla,4,30,2,12,RR,Kingsmead,05 May 2009
136,Praveen Kumar,4,30,3,8,DC,New Wanderers Stadium,19 May 2009
137,RP Singh,3.1,30,0,0,KKR,New Wanderers Stadium,16 May 2009
138,KP Appanna,3,30,1,18,KKR,Kingsmead,29 April 2009
139,Dwayne Bravo,3,30,1,18,RR,Kingsmead,14 May 2009
140,Vinay Kumar,3,30,2,9,CSK,Kingsmead,14 May 2009
141,Dimitri Mascarenhas,4,29,0,0,PBKS,Newlands,26 April 2009
142,Piyush Chawla,4,29,0,0,RCB,Kingsmead,01 May 2009
143,Dhawal Kulkarni,4,29,0,0,RR,Kingsmead,14 May 2009
144,Ishant Sharma,4,29,1,24,KKR,St George's Park,27 April 2009
145,Ajit Agarkar,4,29,1,24,PBKS,St George's Park,03 May 2009
146,Ishant Sharma,4,29,1,24,MI,St George's Park,27 April 2009
147,Dimitri Mascarenhas,4,29,1,24,KKR,Newlands,23 April 2009
148,Shadab Jakati,4,29,1,24,RCB,New Wanderers Stadium,23 May 2009
149,Ashok Dinda,4,29,1,24,CSK,Supersport Park,18 May 2009
150,Roelof van der Merwe,4,29,1,24,CSK,Kingsmead,14 May 2009
