POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
90,Dale Steyn,4,38,0,0,DEC,M. Chinnaswamy Stadium,08 April 2010
91,Brett Lee,4,38,0,0,MI,IS Bindra Stadium,09 April 2010
92,Ryan McLaren,4,38,0,0,KKR,Brabourne Stadium,22 March 2010
93,RP Singh,4,38,0,0,RCB,M. Chinnaswamy Stadium,08 April 2010
94,Dale Steyn,4,38,0,0,KKR,Eden Gardens,14 March 2010
95,Anil Kumble,4,38,1,24,MI,M. Chinnaswamy Stadium,17 April 2010
96,Ishant Sharma,4,38,1,24,CSK,Eden Gardens,16 March 2010
97,Anil Kumble,4,38,1,24,DEC,M. Chinnaswamy Stadium,08 April 2010
98,Umesh Yadav,4,38,1,24,CSK,Arun Jaitley Stadium,19 March 2010
99,Chris Gayle,4,38,1,24,DC,Arun Jaitley Stadium,29 March 2010
100,Pragyan Ojha,4,38,2,12,KKR,Eden Gardens,01 April 2010
101,Praveen Kumar,4,37,0,0,PBKS,IS Bindra Stadium,02 April 2010
102,Mitchell Marsh,4,37,1,24,RCB,M. Chinnaswamy Stadium,08 April 2010
103,Praveen Kumar,4,37,1,24,DEC,M. Chinnaswamy Stadium,08 April 2010
104,Praveen Kumar,4,37,1,24,MI,Brabourne Stadium,20 March 2010
105,Sarabjit Ladda,4,37,1,24,RR,Arun Jaitley Stadium,31 March 2010
106,Laxmi Ratan Shukla,4,37,1,24,CSK,Eden Gardens,16 March 2010
107,MF Maharoof,4,37,2,12,PBKS,IS Bindra Stadium,13 March 2010
108,Ryan Harris,4,37,2,12,RCB,M. Chinnaswamy Stadium,08 April 2010
109,Andrew McDonald,4,37,2,12,KKR,Arun Jaitley Stadium,29 March 2010
110,Shane Watson,4,37,3,8,MI,Sawai Mansingh Stadium,11 April 2010
111,Shadab Jakati,3,37,0,0,RR,Chidambaram,03 April 2010
112,Praveen Kumar,3,37,0,0,KKR,M. Chinnaswamy Stadium,10 April 2010
113,Bipul Sharma,3,37,1,18,RCB,M. Chinnaswamy Stadium,16 March 2010
114,Pragyan Ojha,3,37,1,18,RR,Vidarbha Cricket Association Stadium,05 April 2010
115,Umesh Yadav,4,36,0,0,DEC,Barabati Stadium,21 March 2010
116,Lasith Malinga,4,36,0,0,CSK,Chidambaram,06 April 2010
117,Dwayne Bravo,4,36,0,0,KKR,Brabourne Stadium,22 March 2010
118,Shalabh Srivastava,4,36,0,0,DEC,HPCA Stadium,16 April 2010
119,Jacques Kallis,4,36,0,0,DC,M. Chinnaswamy Stadium,25 March 2010
120,Lakshmipathy Balaji,4,36,0,0,DEC,Chidambaram,14 March 2010
121,Juan Theron,4,36,1,24,KKR,Eden Gardens,04 April 2010
122,Ajit Agarkar,4,36,1,24,DC,Eden Gardens,07 April 2010
123,Dale Steyn,4,36,1,24,PBKS,M. Chinnaswamy Stadium,16 March 2010
124,Irfan Pathan,4,36,1,24,KKR,Eden Gardens,04 April 2010
125,Pragyan Ojha,4,36,1,24,DC,Barabati Stadium,21 March 2010
126,Vinay Kumar,4,36,1,24,RR,Sawai Mansingh Stadium,14 April 2010
127,Lasith Malinga,4,36,2,12,PBKS,IS Bindra Stadium,09 April 2010
128,Aditya Dole,4,36,2,12,PBKS,Sawai Mansingh Stadium,07 April 2010
129,Sumit Narwal,4,36,3,8,DC,Arun Jaitley Stadium,31 March 2010
130,Zaheer Khan,3.2,36,0,0,PBKS,IS Bindra Stadium,09 April 2010
131,Irfan Pathan,3.1,36,1,19,RCB,IS Bindra Stadium,02 April 2010
132,Yusuf Abdulla,2.5,36,0,0,RCB,M. Chinnaswamy Stadium,16 March 2010
133,Dirk Nannes,4,35,0,0,MI,Arun Jaitley Stadium,17 March 2010
134,Vinay Kumar,4,35,0,0,DC,Arun Jaitley Stadium,04 April 2010
135,Siddharth Trivedi,4,35,0,0,DC,Arun Jaitley Stadium,31 March 2010
136,RP Singh,4,35,1,24,KKR,DY Patil Stadium,12 March 2010
137,Piyush Chawla,4,35,1,24,KKR,IS Bindra Stadium,27 March 2010
138,Harbhajan Singh,4,35,1,24,RCB,Brabourne Stadium,20 March 2010
139,Moises Henriques,4,35,1,24,DEC,Barabati Stadium,21 March 2010
140,Jacques Kallis,4,35,1,24,MI,Brabourne Stadium,20 March 2010
141,Jaskaran Singh,4,35,1,24,KKR,DY Patil Stadium,12 March 2010
142,Siddharth Trivedi,4,35,1,24,MI,Sawai Mansingh Stadium,11 April 2010
143,Pradeep Sangwan,4,35,2,12,MI,Brabourne Stadium,13 April 2010
144,Sumit Narwal,4,35,2,12,DEC,Narendra Modi Stadium,26 March 2010
145,Dwayne Bravo,3.1,35,0,0,RCB,Brabourne Stadium,20 March 2010
146,Siddharth Trivedi,3,35,0,0,DEC,Narendra Modi Stadium,26 March 2010
147,Shalabh Srivastava,3,35,0,0,KKR,Eden Gardens,04 April 2010
148,Ajit Agarkar,3,35,0,0,PBKS,Eden Gardens,04 April 2010
149,Irfan Pathan,3,35,1,18,DEC,HPCA Stadium,16 April 2010
150,Chris Gayle,3,35,1,18,CSK,Chidambaram,13 April 2010
